episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,starvation_variance,work_ratio,imbalance_hotspot_distance,starvation_count,congestion_count,imbalance_asymmetry,hotspot_imbalance_mass,time_of_day_fraction,day_of_week_fraction,hours_until_peak_fraction,multi_horizon_starvation_risk,multi_horizon_congestion_risk,temporal_demand_gradient,future_net_pressure
67,0.9375968403463466,-62.14242141531744,-39.04044279239918,-20.691132412911166,-36.45739619535863,-18.5718395777852,-41.19901696982348,-31.658872564816104,-41.60368066413803,-21.893944126217423,-59.013539033539836,-0.029513781138550778,-35.41854670257105,-15.297663112632762,-15.251828486956551,-4.543124624819031,-46.85495592687931,0.0,-13.745682067585047,-37.78239212010564,-24.360029295212527,0.0,-15.251828486956553
68,0.9440024293956878,-62.34308199209991,-39.18178027290264,-20.770715611030454,-36.58766558969106,-18.644991233532647,-41.135580409814565,-31.6676747964676,-41.77188027282965,-21.97251957636572,-59.104744935028265,-0.04449279002880641,-35.53925733661605,-15.365036861040036,-15.27936975776018,-4.536273147289831,-47.065001817990314,0.0,-13.844230783144834,-37.904357301560644,-24.43872469053992,0.0,-15.279369757760183
69,0.9385444904525008,-62.37161292623691,-39.26196388078216,-20.8090393382406,-36.66922086189134,-18.68287709000105,-40.629778746142954,-31.27749570973194,-41.84696993680158,-22.017234639290784,-58.754158981782716,-0.0730789347830895,-35.64476298424937,-15.407815247573557,-15.222014501025976,-4.442596819651125,-47.035323035374866,0.0,-13.599229199273424,-37.92333955765686,-24.448273368580686,0.0,-15.222014501025978
70,0.9470078763919486,-62.53910838938307,-39.394814013628256,-20.879699512012227,-36.79315764394521,-18.7473044445248,-40.49887003128206,-31.217533424453986,-41.99690732400207,-22.092427048054258,-58.75535781968828,-0.1156455502095663,-35.76388552487098,-15.466432149215816,-15.247569733042274,-4.425232926427077,-47.07925726351264,0.0,-13.527191772802965,-38.02814199038745,-24.510966398996196,0.0,-15.247569733042276
71,0.9407678134533483,-62.808218318007704,-39.570635972046524,-20.978680099401753,-36.956944344678064,-18.835927897103907,-40.53414647872982,-31.27732266243897,-42.20041264393505,-22.191169066147516,-58.92983252462527,-0.11480187717103013,-35.92105243876308,-15.541742710748535,-15.288308850296984,-4.428103254850883,-47.31477017931386,0.0,-13.765059421871332,-38.18907505803911,-24.619143259969103,0.0,-15.288308850296987
72,0.9405836971472998,-63.08255133539937,-39.74855304551707,-21.07618666600742,-37.12161526480343,-18.92509696796154,-40.63495284374086,-31.38979445172254,-42.408939284156055,-22.292234830989532,-59.16858084703018,-0.2007617842606531,-36.08052768635666,-15.618115883098469,-15.34407670852242,-4.445741264137871,-47.59665777589006,0.0,-13.982724182689603,-38.353665631556815,-24.72888570384304,0.0,-15.344076708522424
73,0.9418392659673033,-63.16930106477083,-39.85321821999155,-21.123122557523104,-37.22373414401081,-18.97104918112355,-40.270928685375985,-31.110554154422804,-42.51316654695171,-22.350077679052525,-58.94959516450312,-0.14691567007513343,-36.19230627668171,-15.667698576231702,-15.34197295044999,-4.383476578617089,-47.62786713253098,0.0,-13.938576654866647,-38.41300541495008,-24.756295649821286,0.0,-15.341972950449994
74,0.9428217971154427,-63.29258482815941,-39.954275869867345,-21.179842732760616,-37.31758456790804,-19.025606173764057,-40.04883203386519,-30.953854438780468,-42.63698926471574,-22.40483158986221,-58.90171445925085,-0.18247853102260383,-36.28453045913267,-15.72495741209861,-15.35838327141606,-4.356835925702966,-47.709118280728894,0.0,-13.928331134901212,-38.4908726193775,-24.801712208782366,0.0,-15.358383271416063
75,0.9384815172747041,-63.460310948317584,-40.09138294682117,-21.254137544379862,-37.447958362000314,-19.094214537294885,-39.89701947465744,-30.873042251270892,-42.77902621507578,-22.481978875479182,-58.87453658394522,-0.14314145477004,-36.4158316642216,-15.787407272029231,-15.371354210867958,-4.327968652262417,-47.75487712964568,0.0,-13.867003809873623,-38.59298424799532,-24.867326700322707,0.0,-15.371354210867961
76,0.9390991753013322,-63.59494792797262,-40.215484730209255,-21.313419592432968,-37.564967612367084,-19.149324080152105,-39.691361212243535,-30.731130060129445,-42.90655426259353,-22.551788257705677,-58.778548944431854,-0.1572754745824954,-36.546011101599134,-15.84196057400846,-15.378909948228168,-4.287735272102094,-47.749085958718105,0.0,-13.767123737954337,-38.67780921174234,-24.91713871623063,0.0,-15.378909948228172
77,0.9352425412215339,-63.922755998242486,-40.40173005234067,-21.423189165186002,-37.73347698829597,-19.247508093159993,-39.965552733307874,-31.069603372817458,-43.13748106363183,-22.658994033289424,-59.20625069079808,-0.253051968623867,-36.69636682134475,-15.923296251909646,-15.457723366990308,-4.348289843923617,-48.10178239256393,0.0,-14.076515918279117,-38.87195568669407,-25.05080031154889,0.0,-15.457723366990312
78,0.9435870794242581,-64.07016728515316,-40.52063717918372,-21.49269726464372,-37.84576597785276,-19.312810992812164,-39.78686652566158,-30.971510209517874,-43.26932585400484,-22.723525553814575,-59.15297816554778,-0.23611997724779082,-36.81492401109756,-15.988935125024756,-15.463634336525464,-4.315477903437286,-48.178420608604554,0.0,-14.067893164949018,-38.96201363342741,-25.108153651726212,0.0,-15.463634336525468
79,0.9502587867116032,-64.12192097339282,-40.604408392156174,-21.523972926772238,-37.9278648377325,-19.34318526473457,-39.39376683167964,-30.64093203382923,-43.349941740910175,-22.767579815937975,-58.88511675987062,-0.1275162157225015,-36.91346263246092,-16.02649433885274,-15.447564650113911,-4.246828073817962,-48.117030439371895,0.0,-13.828772677851383,-39.00001311484611,-25.12190785854732,0.0,-15.447564650113915
80,0.9443498357864006,-64.20816376920503,-40.69993375548973,-21.57094327004566,-38.0199144503656,-19.388973017900028,-39.10172929276191,-30.429640477317864,-43.444039307142646,-22.821668706163553,-58.72306469427185,-0.0010556367860262584,-37.01986434437652,-16.070184172969256,-15.437391997289378,-4.197033057623005,-48.09211339582125,0.0,-13.643457115694215,-39.05494452180331,-25.153219247402205,0.0,-15.437391997289382
81,0.9388270365638498,-64.31795186289371,-40.79046063005857,-21.620679548393568,-38.10454055265128,-19.43467974822479,-38.92940865133318,-30.33516963017052,-43.552270498011225,-22.87213928315908,-58.696909196165045,-0.018250924050936958,-37.10790072742794,-16.11251677752333,-15.44911394725853,-4.176216295697658,-48.205596957360456,0.0,-13.696715070676738,-39.12351174748228,-25.19444011541196,0.0,-15.449113947258533
82,0.947100620220389,-64.64284404903447,-40.96680847214081,-21.72473398657065,-38.26381012535526,-19.525728291644477,-39.22843606476515,-30.697036869805284,-43.780924053608324,-22.973870828449442,-59.15960158003902,-0.1172881768238437,-37.24456640901381,-16.178357175946662,-15.546828180761707,-4.244892634842999,-48.56907909583428,-0.03940488706691308,-14.142360529495628,-39.318533875354696,-25.324310173680363,0.0,-15.546828180761711
83,0.9362454274384433,-64.6841428350219,-41.02931151839615,-21.74680160992446,-38.32400983096755,-19.54712989231677,-38.89935192591387,-30.451344367489227,-43.85097090234245,-23.0065112363474,-58.98389581652675,-0.019951795680453487,-37.313382866290645,-16.198580414515803,-15.530264868220188,-4.1995489740625915,-48.58097571091467,0.0,-14.052861119825387,-39.34722264882221,-25.336920186200246,0.0,-15.530264868220192
84,0.9398177579995762,-64.71623943176044,-41.097247357546735,-21.770111078309995,-38.390546729058094,-19.57052156081797,-38.543100325901506,-30.165904659544154,-43.9137371858251,-23.04377552689369,-58.74547890250199,-0.006229304102449808,-37.399216924822014,-16.22580884194426,-15.516952679456745,-4.141824347538178,-48.55325651693518,0.0,-13.999228741742565,-39.37275066420696,-25.34348876755414,0.0,-15.516952679456748
85,0.9392022174017836,-64.74893587813473,-41.156924936446046,-21.79067098127494,-38.44881199938198,-19.59004513085662,-38.216540711355854,-29.905206721413066,-43.97578082437142,-23.076208494734058,-58.549393071711094,-0.002304571563865404,-37.465404504312524,-16.246363313966288,-15.503497014586479,-4.094335289022769,-48.54317693087947,0.0,-13.89378219588073,-39.39709699312871,-25.351838885006792,0.0,-15.503497014586483
86,0.9421672200422577,-64.90574629969095,-41.26245761910885,-21.84669434873283,-38.54593673605274,-19.640046971856453,-38.192988450575726,-29.927770391099294,-44.1022316323569,-23.135461486586312,-58.64833627441938,-0.033521066699909834,-37.560972747143246,-16.28769678619163,-15.522234252216066,-4.095183880143666,-48.75815008693338,0.0,-14.019525969084468,-39.49055328154189,-25.415193018149818,0.0,-15.52223425221607
87,0.9315353313333531,-65.00356009339295,-41.34564277208865,-21.885516791896766,-38.62393665788935,-19.676825410511633,-38.07045997873684,-29.84347990134277,-44.1946688824296,-23.181851900933268,-58.635765391708254,-0.03632540693132237,-37.640643757264755,-16.322721847715652,-15.538626465307344,-4.079274484932306,-48.86594899469401,0.0,-14.087624425137898,-39.55297361998576,-25.450586473408002,0.0,-15.538626465307347
88,0.9445265602847577,-65.02159246597941,-41.4002560126171,-21.909976129471442,-38.677937427836476,-19.702415208371896,-37.721242161165236,-29.576285713007483,-44.24561600577388,-23.21118575399097,-58.38226506932896,0.0,-37.71209468085141,-16.355905740996235,-15.525986156650877,-4.019721366056772,-48.799339560263455,0.0,-13.914807976273684,-39.57055891872221,-25.451033547257985,0.0,-15.52598615665088
89,0.9420889969094128,-65.10459456715034,-41.478931759653506,-21.947767509657233,-38.753402936831606,-19.7375359277895,-37.54798755001051,-29.441749667938353,-44.32964659034701,-23.254981956545773,-58.30394912352802,-0.0027097864434659216,-37.79558064444801,-16.38665612145694,-15.519761534830018,-3.9908808536536995,-48.857583966148574,0.0,-13.904269616216546,-39.621841956992554,-25.48275261015854,0.0,-15.519761534830021
90,0.9428108010692938,-65.22795521480762,-41.573735404555066,-21.999485859493436,-38.84203918299192,-19.78594043518538,-37.48926524678661,-29.431717958169475,-44.43654755950676,-23.308018897581537,-58.3234681178769,-0.03332696752411965,-37.88692046817226,-16.43357340054704,-15.550062384983372,-3.9818580958921803,-48.934722932503824,0.0,-13.946312938282114,-39.70046839784012,-25.52748681696809,0.0,-15.550062384983375
91,0.9412454168419787,-65.37206855962593,-41.66796392191794,-22.046940281173104,-38.929720877035784,-19.828963919484472,-37.50742843774114,-29.47134899734889,-44.55455905414649,-23.36225158906028,-58.44714472352878,-0.06330558824074344,-37.967835339278075,-16.465004922510442,-15.587189601034572,-3.996225155827693,-49.09151123044248,-0.0002738604779030945,-14.120637075259712,-39.78896541411859,-25.58310314550776,0.0,-15.587189601034575
92,0.9334793566970715,-65.50809027870014,-41.76513726503617,-22.104782035155402,-39.020380547234076,-19.8832858751442,-37.465809868666234,-29.494259073415193,-44.66705201701977,-23.417796243165515,-58.495450813550484,-0.028248749036468276,-38.06163401466493,-16.516579260396774,-15.606437234299541,-3.991070718733106,-49.17124342565855,0.0,-14.159902530820107,-39.8717226384208,-25.636367640279893,0.0,-15.606437234299545
93,0.9409617283581196,-65.50381522582062,-41.80197788333125,-22.111056548396334,-39.05715808685166,-19.890545052139167,-37.13804955156515,-29.217113010062906,-44.701774835880464,-23.43786305382973,-58.27134164416642,0.0,-38.11146729823465,-16.525199089988384,-15.590012670023167,-3.9431631980674204,-49.12606964834359,0.0,-14.040394952316362,-39.87477786658733,-25.629037359233887,0.0,-15.590012670023171
94,0.9410131014912757,-65.622362978484,-41.88439022061694,-22.153776484476925,-39.133546080652835,-19.929753272597722,-37.097340519271924,-29.221296107772606,-44.804279443268065,-23.484453983552843,-58.34456315055107,-0.008058546614997658,-38.18951277675381,-16.559308525348545,-15.615904516427982,-3.946071680240654,-49.2457234197746,0.0,-14.11587327491712,-39.947892250621614,-25.674470727863127,0.0,-15.615904516427985
95,0.9431705484598046,-65.8045400088382,-41.99334328713382,-22.218057988144462,-39.23241074580953,-19.988070695249867,-37.20545506680592,-29.39423448788469,-44.94245105383777,-23.547176198539905,-58.54356484715256,-0.057378907448132,-38.28536262134349,-16.612326425173396,-15.66045099030094,-3.9714535985824644,-49.47291511930763,0.0,-14.348114968616695,-40.057888156712025,-25.746651852126995,0.0,-15.660450990300944
96,0.9435265030452873,-65.89469487788244,-42.06531167328172,-22.252462986819594,-39.29959976956241,-20.019876910345477,-37.09719104600365,-29.33994248915313,-45.02927229784973,-23.586953438549283,-58.52160134958935,-0.020314416532498172,-38.35575930683785,-16.639059670269226,-15.681377012603217,-3.9589308033647033,-49.568349085214614,0.0,-14.469715968785879,-40.11690476228699,-25.777790115596304,0.0,-15.681377012603221
97,0.9374771814530851,-66.01746850374936,-42.1475603502165,-22.299240224086926,-39.375912738708685,-20.06240338995885,-37.08202348819642,-29.377061219627894,-45.13323821990447,-23.633429259451812,-58.59866291206699,-0.05363293931742574,-38.43047095435463,-16.67878306037899,-15.714092774446144,-3.9628480231096552,-49.67141639995214,0.0,-14.539813677882961,-40.19387765512159,-25.82359084862846,0.0,-15.714092774446147
98,0.9387473134786614,-66.16337979810267,-42.23684564381086,-22.34954457329507,-39.457727706199584,-20.107905924868252,-37.14705167645645,-29.48824981115332,-45.24731250684873,-23.684519145840778,-58.74915845356601,-0.082752386432075,-38.50644649391422,-16.7152388737056,-15.75591503815374,-3.9834668859340234,-49.858659591863066,0.0,-14.70770536623262,-40.28371718344265,-25.879662614660845,0.0,-15.755915038153743
99,0.9463944422534357,-66.19758213100506,-42.283376492313195,-22.372786852855647,-39.503230159127256,-20.130243842052266,-36.947348081656514,-29.33422698550605,-45.29773226433455,-23.70959257256898,-58.628121493682976,-0.0404097778313428,-38.55865330167114,-16.740367861618573,-15.743557567322394,-3.9509955993578654,-49.841743701268726,0.0,-14.65137262637604,-40.3064451760798,-25.891136954926143,0.0,-15.743557567322398
