episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
263,0.9288647771637175,-4.67792754967377,-1.1572506045614124,-0.4966078697581534,-0.24184365451907042,-2.1383014865580225,-1.679125602060266,-0.37221162907023214,-0.23657069110146806,-0.003796617875875063,-0.0028656665714177263,-0.7033996538660778,-0.014141662951160141,0.001122,0.01,0.0,0.97,100,11,1,12
264,0.9352919300855337,-4.680390529348294,-1.158533973219988,-0.4971808989884099,-0.2421045297722237,-2.1406849158250516,-1.6809950720020468,-0.3726605196026672,-0.2368602742748366,-0.003800924342192162,-0.0028687906627674546,-0.7041819619914411,-0.014157219058337129,0.001118,0.01,0.0,0.97,100,11,1,12
265,0.9280283321304487,-4.683281239593885,-1.1600932193683107,-0.4978924607673592,-0.24241500737777835,-2.1435826975587413,-1.6831890487055057,-0.37317576377547895,-0.23720775358852766,-0.0038073014054751685,-0.002873734982196426,-0.7053344926346096,-0.014157553557053776,0.001114,0.01,0.0,0.97,100,11,1,12
266,0.9303619280214376,-4.685756244091761,-1.1614461097462734,-0.49853401580776896,-0.2426792101601184,-2.146165445955727,-1.6851042746602038,-0.3736529107048724,-0.23752519304275402,-0.0038118135827729183,-0.002877484449712934,-0.7061571166221391,-0.014151939975953598,0.00111,0.01,0.0,0.97,100,11,1,12
267,0.9256028475459969,-4.688969186375791,-1.1631815079041468,-0.499319010093011,-0.2430279596550383,-2.149332649817389,-1.6876014404898305,-0.3742029668730141,-0.23789882350119676,-0.0038170859128172723,-0.0028820142287702437,-0.7072093337150702,-0.014187102753322144,0.001107,0.01,0.0,0.97,100,11,1,12
268,0.931503399647444,-4.691790862935817,-1.1646563438269801,-0.49997560642865235,-0.24330774396677937,-2.152062638129328,-1.689671824049654,-0.37468456259205807,-0.23819855008122032,-0.0038226675829389437,-0.002886533170984071,-0.7082918892361395,-0.0141931127160257,0.001103,0.01,0.0,0.97,100,11,1,12
269,0.9253978723764101,-4.694582514507896,-1.1661519287992324,-0.5006765980880884,-0.24359763111563268,-2.154873955652139,-1.6918021903552247,-0.37525028184127923,-0.2385534499258595,-0.003830861647868948,-0.0028920248541535604,-0.7094162204293825,-0.014208490807046815,0.001099,0.01,0.0,0.97,100,11,1,12
270,0.9301426072918069,-4.697145234563087,-1.1675311395834576,-0.5012933850056902,-0.24388600286866605,-2.1574287421047997,-1.693786307963408,-0.37572871829329957,-0.23887158538516787,-0.003835114070585762,-0.00289603396241045,-0.7101858260762076,-0.014209949698413894,0.001096,0.01,0.0,0.97,100,11,1,12
271,0.925760587581281,-4.700078394094129,-1.1690922370379535,-0.5019980659092348,-0.24420288528034567,-2.1604023683530666,-1.6960366983032655,-0.37626841522502147,-0.23921079916960214,-0.0038395596629042478,-0.002900543723660729,-0.7111199499876001,-0.014237229522291506,0.001092,0.01,0.0,0.97,100,11,1,12
272,0.9266979476100459,-4.7030485582109325,-1.170629547802723,-0.5026779208448844,-0.24451204912814803,-2.1632695101770025,-1.6982813564230526,-0.3768115510034736,-0.23953776305275729,-0.0038446399779393484,-0.0029048126838577236,-0.7120620359066342,-0.014286150479031996,0.001088,0.01,0.0,0.97,100,11,1,12
273,0.9289171715804082,-4.705899509834214,-1.1721563978405831,-0.5033276723148767,-0.24483452633864267,-2.166051829075546,-1.7004719278895226,-0.37729579480811176,-0.23984704772043627,-0.0038489724606120294,-0.002907555921446303,-0.7128938549665008,-0.014297404396435887,0.001085,0.01,0.0,0.97,100,11,1,12
274,0.9327395111088618,-4.708513807376232,-1.173520536894139,-0.5039199120580801,-0.2451028662960165,-2.1685928410289157,-1.7023916510343933,-0.37775795553926367,-0.24014077405535647,-0.003854864049788101,-0.0029116167095190695,-0.7138227068952762,-0.014306885358460513,0.001081,0.01,0.0,0.97,100,11,1,12
275,0.9233171818811096,-4.711590256369785,-1.1751624722724354,-0.5046434468062903,-0.2454436588558524,-2.1716323094179324,-1.7047664706867498,-0.37831714237358965,-0.24049533493705558,-0.003861103398492533,-0.002915999224594404,-0.7149090648762548,-0.014330488031168955,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9316332705755783,-4.714213967413226,-1.1765385730744315,-0.505235461830172,-0.24572076805440213,-2.1742229422419164,-1.7067123956860017,-0.3787456872607445,-0.24078090799056645,-0.0038655253896202183,-0.0029193653236926063,-0.7157022304072198,-0.014343460087896965,0.001074,0.01,0.0,0.97,100,11,1,12
277,0.9321916652606715,-4.7168496739899455,-1.1779299924075035,-0.5058263024669514,-0.2460187840561501,-2.176789427537124,-1.7087986297749507,-0.37919177653539016,-0.24108441587095378,-0.003869774130867827,-0.0029222628593405225,-0.7164930717402297,-0.014360131209429784,0.001071,0.01,0.0,0.97,100,11,1,12
278,0.9236290891974582,-4.71981613040672,-1.1795156237670914,-0.506550665074411,-0.24632018710777348,-2.179665782291308,-1.7109995237598365,-0.379780313081257,-0.24144445310447776,-0.003876868267905053,-0.002927201733624541,-0.7175888371305789,-0.014352948742147565,0.001067,0.01,0.0,0.97,100,11,1,12
279,0.9357494769521496,-4.722046739150159,-1.1807057709615378,-0.5070936790813244,-0.24655417335367766,-2.181898875432498,-1.7126908766580244,-0.3801944767432791,-0.24170634631847107,-0.0038813470571983583,-0.0029313754437366893,-0.7184048451442087,-0.014356780262274837,0.001064,0.01,0.0,0.97,100,11,1,12
280,0.9330043492806959,-4.724664277986579,-1.1820676902146354,-0.5076614050980136,-0.24683730036541915,-2.1844251818422005,-1.7146983281025807,-0.3806345128736283,-0.24199883412546544,-0.0038852657442129384,-0.002933777517887232,-0.7191436640998301,-0.014393240279635462,0.001061,0.01,0.0,0.97,100,11,1,12
281,0.9217537094475647,-4.7277659372678045,-1.1837494903576986,-0.5084202436948927,-0.24716350786599034,-2.1875492432874317,-1.7170085788334903,-0.3811957355199009,-0.24232597145373197,-0.0038924594248996563,-0.0029386561748996416,-0.7202796257401317,-0.014419464364821638,0.001057,0.01,0.0,0.97,100,11,1,12
282,0.926172118839944,-4.7306084164863735,-1.1852595459329793,-0.5090708238076069,-0.24748287054330134,-2.190337962330621,-1.7192068521490576,-0.38167855845296295,-0.2426393719589333,-0.0038980418661501985,-0.0029421762901419807,-0.721189754675117,-0.014479041411759699,0.001054,0.01,0.0,0.97,100,11,1,12
283,0.9305737802695933,-4.731637826617555,-1.185867944526403,-0.5095572589963395,-0.2475715918249193,-2.191877618607779,-1.7200805003669677,-0.3821360744212716,-0.24289699458431288,-0.0039017784814905036,-0.0029456572103992644,-0.7216122809340922,-0.01450469045642588,0.001051,0.01,0.0,0.97,100,11,1,12
284,0.930609006819256,-4.734118744498313,-1.1871991957831876,-0.5101499295419554,-0.24785925154835695,-2.1943803466140173,-1.722063105439353,-0.38257902086626966,-0.2432008216763943,-0.003906095763083202,-0.0029482276552736924,-0.7223459440062477,-0.014526618319070277,0.001047,0.01,0.0,0.97,100,11,1,12
285,0.9307537351015612,-4.736708750407775,-1.188555856765487,-0.5107584323692925,-0.24813217909297097,-2.196938739088219,-1.7240399620232543,-0.38305759166796927,-0.24352686879646213,-0.003910343151381084,-0.0029517458935632186,-0.7231211449953332,-0.014564816423048242,0.001044,0.01,0.0,0.97,100,11,1,12
286,0.9267122828201516,-4.739532663368786,-1.1900822480066768,-0.5114404112344345,-0.24842351799916101,-2.199742556673695,-1.7261646484345978,-0.38357280083665435,-0.24384727079563612,-0.003916025379081619,-0.00295568377404626,-0.7241794000194396,-0.014599063578270222,0.001041,0.01,0.0,0.97,100,11,1,12
287,0.9297285500847756,-4.742212451209019,-1.1915507422889597,-0.5120781898955965,-0.2487333803097167,-2.2023859147883056,-1.7282195461632885,-0.384045284868562,-0.24417271787402667,-0.003921267210069986,-0.0029588105512127526,-0.7250477420470096,-0.01460001251100492,0.001037,0.01,0.0,0.97,100,11,1,12
288,0.9299625468164794,-4.744852483383302,-1.1929526424022285,-0.5126737463205917,-0.24902681784660752,-2.204937846586917,-1.7302424281761895,-0.3844852910767622,-0.2444746164037572,-0.0039259042079945235,-0.002961840530928628,-0.7258379131518522,-0.014601620575013996,0.001034,0.01,0.0,0.97,100,11,1,12
289,0.9287922056106165,-4.747432345819054,-1.1943253042157795,-0.513282110931436,-0.24929570532078524,-2.207438501168477,-1.7321177621783306,-0.38496115827216587,-0.24477177703074698,-0.003931017282899975,-0.002965100019708155,-0.7266517381765534,-0.014638856774844724,0.001031,0.01,0.0,0.97,100,11,1,12
290,0.9304693822497977,-4.749709725523346,-1.1955441131115097,-0.5138818516980048,-0.24952290968830765,-2.209790178947317,-1.7338354826861193,-0.38543213432236745,-0.24506996992036173,-0.003935749034906195,-0.0029687727320722836,-0.7275346202980205,-0.01461405111813372,0.001028,0.01,0.0,0.97,100,11,1,12
291,0.9277413688264307,-4.751896991594004,-1.1966968980619972,-0.5144425292170415,-0.24974948739226482,-2.211995107491017,-1.7355707988074054,-0.38589452501220367,-0.24535962099909142,-0.0039416836207579855,-0.0029722151716990424,-0.7283441095604917,-0.014581252295083476,0.001025,0.01,0.0,0.97,100,11,1,12
292,0.9324603028219789,-4.754374579789435,-1.1980395652793396,-0.5150256849855335,-0.2500341268169625,-2.2144567298061495,-1.7374851350085596,-0.3863468649424592,-0.24565397106660408,-0.003945988003269074,-0.002975486139355007,-0.7291363516094931,-0.014575283682701948,0.001022,0.01,0.0,0.97,100,11,1,12
293,0.9292600181384569,-4.7569115450988715,-1.1994384446136515,-0.5156412532952042,-0.25032524508195997,-2.216991219631543,-1.7394205253444055,-0.38681252823763995,-0.2459547630240334,-0.003949947903706176,-0.002978967237262642,-0.729965624655521,-0.014569409595487146,0.001018,0.01,0.0,0.97,100,11,1,12
294,0.9325286132102585,-4.759216856697905,-1.2005854453899742,-0.5161529647743591,-0.25054261466400524,-2.219204957693852,-1.7410780354110549,-0.38723956516213776,-0.2462157286198395,-0.003953828769153461,-0.0029820334870723623,-0.7306932395664105,-0.014590424061617348,0.001015,0.01,0.0,0.97,100,11,1,12
295,0.9316758747697974,-4.760645816184913,-1.2013563778278544,-0.5166337188891736,-0.25067527836441666,-2.2208128261750835,-1.7422415749882716,-0.38769385968028125,-0.24650101848834247,-0.003957859789497227,-0.002986071454017145,-0.7312234583946333,-0.014595712124508862,0.001012,0.01,0.0,0.97,100,11,1,12
296,0.9301918251174697,-4.763269154217452,-1.2027467220100367,-0.517228960351015,-0.25095888133037003,-2.223364975875403,-1.7442208211649857,-0.3881489172339889,-0.2468000512284022,-0.003961983714519,-0.00298933413749936,-0.7319992986175684,-0.014640122966159106,0.001009,0.01,0.0,0.97,100,11,1,12
297,0.9261201382742439,-4.7661984409870355,-1.204285960458159,-0.5178914417601888,-0.25126401642331553,-2.2262339392687758,-1.746408877966665,-0.3886725501910203,-0.24711006709607383,-0.003967399136998203,-0.00299392945795313,-0.7330168821248804,-0.014681552308678498,0.001006,0.01,0.0,0.97,100,10,1,11
298,0.9243092991913746,-4.769028265376416,-1.2058178752533975,-0.518566190623165,-0.2515808797881712,-2.229014792267229,-1.7486026251481595,-0.38919750438133455,-0.247462655980981,-0.003972722157955296,-0.002998302373878605,-0.7339328437279358,-0.014706434421176008,0.001003,0.01,0.0,0.97,100,11,1,12
299,0.9296645332527004,-4.771622858429294,-1.207210088074954,-0.5191720500738484,-0.2518553067264736,-2.231543519868167,-1.750529159216036,-0.389655503020589,-0.2477282215531958,-0.0039786819346887764,-0.003001832671224919,-0.734856230596287,-0.01471950673245912,0.001,0.01,0.0,0.97,100,11,1,12
