episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
119,0.9313589490749252,-3.9770604696107204,-0.7535554776625325,-0.3241813251306413,-0.1363040661452633,-1.4186312543167183,-1.0347654089137819,-0.23682819370149447,-0.15996842164501981,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.9390069969964931,-3.982593126143334,-0.756364471297368,-0.3253736059091455,-0.13681894323844188,-1.4238748348117667,-1.0386628308864658,-0.23774027140811466,-0.1606052945584848,0.002168,0.01,0.0,0.97,100,14,1,15
121,0.9415436907906914,-3.9875209006356833,-0.758810735002483,-0.3264498749998192,-0.1372417104819557,-1.4285779790392859,-1.0420516230412231,-0.238618802808077,-0.16114417187265753,0.002154,0.01,0.0,0.97,100,14,1,15
122,0.9390328297746645,-3.9929001897232475,-0.7615367771340308,-0.32760714312433065,-0.13773342914909428,-1.433713715178264,-1.045815687178289,-0.23945895041911378,-0.16172391788863114,0.00214,0.01,0.0,0.97,100,14,1,15
123,0.9405607851661121,-3.997996524398939,-0.7640998110069721,-0.32870336673347655,-0.13821320645642945,-1.4385935317427778,-1.0494224297789574,-0.2403163681369316,-0.1623335416832853,0.002127,0.01,0.0,0.97,100,14,1,15
124,0.9398524109579809,-4.003191511010233,-0.7667198303214168,-0.32987787297496307,-0.1386424048050535,-1.4436149542513583,-1.0528626294996288,-0.24126063388883062,-0.16289466122702403,0.002113,0.01,0.0,0.97,100,14,1,15
125,0.9386920518563768,-4.0085183352134335,-0.7694271815520918,-0.33103544308417804,-0.13914077719783471,-1.4486382643007363,-1.056600911960858,-0.2420855076410233,-0.1634635475684823,0.0021,0.01,0.0,0.97,100,14,1,15
126,0.939120631341601,-4.013734768697811,-0.772107110313075,-0.3321843394906866,-0.1396304607192698,-1.4536385487189072,-1.0602780011133603,-0.24292775406751765,-0.1640223554356431,0.002087,0.01,0.0,0.97,100,14,1,15
127,0.9378364240757302,-4.0189168510340165,-0.7747860744110789,-0.3333794207022547,-0.14010400569907525,-1.458672353566774,-1.0638864316969656,-0.24380965579622343,-0.1646264592449724,0.002074,0.01,0.0,0.97,100,14,1,15
128,0.9370290545168998,-4.0243113847240135,-0.7774852058260134,-0.33457145171104713,-0.14057391341174777,-1.4638304124358026,-1.0676296570622723,-0.24475625263886458,-0.16522731622183304,0.002061,0.01,0.0,0.97,100,14,1,15
129,0.9397296661174809,-4.02920510729307,-0.7799338606145847,-0.3356896115608017,-0.14100240766008534,-1.468601519008607,-1.0709627964766626,-0.24561112822261966,-0.16579635947556245,0.002048,0.01,0.0,0.97,100,14,1,15
130,0.9366893712449584,-4.034585401683994,-0.7826240401716992,-0.3368556172082693,-0.14148354903393362,-1.4737277587409268,-1.0746682343133576,-0.24649999413692905,-0.1664234864701584,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.9384786529353267,-4.039532378901969,-0.7851790244305146,-0.33796760891036465,-0.14195465256546777,-1.4784781667584947,-1.0782359683138591,-0.2473354930184402,-0.16700050124085947,0.002023,0.01,0.0,0.97,100,14,1,15
132,0.9403398596231991,-4.043998427487082,-0.7874346561056893,-0.33900665356122833,-0.14234487382988176,-1.4829211040607755,-1.0813314099966516,-0.24817428558226554,-0.16752200691538277,0.002011,0.01,0.0,0.97,100,14,1,15
133,0.9375253138922641,-4.049137567747101,-0.7900735248887027,-0.34015470135851883,-0.14282570082764262,-1.4878819294482182,-1.084920428379417,-0.24901350387362217,-0.16808940119469937,0.001999,0.01,0.0,0.97,100,14,1,15
134,0.9414543786006832,-4.0537638564156095,-0.7924560991477348,-0.34117876190172036,-0.14326945544700365,-1.4923013432537944,-1.088264390611003,-0.24977565131627236,-0.16858954770836007,0.001987,0.01,0.0,0.97,100,14,1,15
135,0.9389052880155182,-4.0585774773225225,-0.7948752540186361,-0.34222986555646095,-0.1436953670065485,-1.4969352354460883,-1.09158149905787,-0.2506156971058912,-0.16913107887936835,0.001975,0.01,0.0,0.97,100,14,1,15
136,0.9373677670685429,-4.063559612325339,-0.7973392828015498,-0.34331282776764716,-0.14411334941496715,-1.5016981413695936,-1.0949204363939922,-0.2514386017198217,-0.16967193533124691,0.001963,0.01,0.0,0.97,100,14,1,15
137,0.9424514073647287,-4.06779839721082,-0.7994665450278643,-0.3442460840928007,-0.14448395058490718,-1.505772125565331,-1.0978280090071562,-0.2521405510580171,-0.17018981825705046,0.001952,0.01,0.0,0.97,100,14,1,15
138,0.9401029873027055,-4.072533007601128,-0.8018381423492504,-0.3452669257514085,-0.14492966848191322,-1.510318319610446,-1.1011776028875588,-0.2528988981434289,-0.17073077593745872,0.00194,0.01,0.0,0.97,100,14,1,15
139,0.935007311885137,-4.077241816575154,-0.8042665280125643,-0.3463752679156193,-0.14535031755639743,-1.5148377814936087,-1.1045123935509111,-0.25373631638766286,-0.17130381085423,0.001929,0.01,0.0,0.97,100,14,1,15
140,0.939807532937575,-4.081867874515104,-0.8065818871365646,-0.34738130486557706,-0.14575758471341235,-1.5192492717307833,-1.1076317979226065,-0.2545000576264873,-0.17182496783023862,0.001918,0.01,0.0,0.97,100,14,1,15
141,0.9400299597731137,-4.08651928411863,-0.8089654877524506,-0.3484050331112996,-0.1461986320351434,-1.5237699533325486,-1.1108689243535612,-0.25528303079248477,-0.1723385151099055,0.001907,0.01,0.0,0.97,100,14,1,15
142,0.9390069969964931,-4.091177027260725,-0.8112585170493123,-0.3493917537214777,-0.14659217001534483,-1.5282173007722701,-1.1139896319729827,-0.2560572993904341,-0.17284550027689674,0.001896,0.01,0.0,0.97,100,14,1,15
143,0.9369660469286596,-4.096080899446834,-0.8138053315739522,-0.35051019061306266,-0.147037637141428,-1.5329599855076594,-1.117430694645094,-0.25687998648797694,-0.17340544166508168,0.001885,0.01,0.0,0.97,100,14,1,15
144,0.9380371406423781,-4.100779120209889,-0.8162032126344103,-0.35156217541888807,-0.14746410620969755,-1.5374638407565824,-1.1206804518565763,-0.2577030309218028,-0.1739419045634433,0.001875,0.01,0.0,0.97,100,14,1,15
145,0.935085033727522,-4.105809057612093,-0.8187776749769428,-0.35271266112203054,-0.14789814394925288,-1.5423207411332958,-1.124122557277195,-0.25853326627017187,-0.17454679229220246,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.939305628084834,-4.110228269686654,-0.8210444736169388,-0.3537071400443303,-0.14831152556578994,-1.5466199213762633,-1.1272407089128964,-0.259259400237528,-0.17505891370945265,0.001854,0.01,0.0,0.97,100,14,1,15
147,0.9409685819608373,-4.114404746621143,-0.8231934869421152,-0.3546493461433109,-0.14871798590032975,-1.5506786365088632,-1.1302420760091232,-0.2599791743509904,-0.17555837230078639,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9388636634185331,-4.118851081464248,-0.8254325101237078,-0.35561024120963214,-0.14915845195657756,-1.5549766298918017,-1.1334794018820247,-0.2607256592202617,-0.17607977483694898,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9413999462076386,-4.123156155481668,-0.8275473518248605,-0.35654502978397634,-0.14951903752128046,-1.559116297185606,-1.1363700291585788,-0.26150299528310816,-0.1765972114070509,0.001823,0.01,0.0,0.97,100,14,1,15
150,0.9411464621558658,-4.127252504008132,-0.8296432154315713,-0.3574408452817621,-0.14989658390819216,-1.5630918615962373,-1.1391997604465696,-0.26220591793154574,-0.17706574497034674,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9329242806747697,-4.132405207959526,-0.8322679484270892,-0.3586195161285205,-0.1503441887192227,-1.5680737225613364,-1.1426917775639664,-0.26307356037360535,-0.17763997826296268,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9319742668560448,-4.13763821206795,-0.834959802916241,-0.35978973160299044,-0.15080883062944506,-1.5730740424490848,-1.146282128343289,-0.26390151119917293,-0.17822407954318065,0.001794,0.01,0.0,0.97,100,14,1,15
153,0.9414840471591288,-4.141615040715831,-0.8370055201225732,-0.36070003113293253,-0.1511849669433094,-1.576991712655483,-1.1491170471922187,-0.2646282601852751,-0.17870171402228338,0.001784,0.01,0.0,0.97,100,14,1,15
154,0.9344764951923878,-4.146484391739974,-0.8395110825461847,-0.3617944257240717,-0.15165569160337136,-1.581732469954337,-1.1526061881068095,-0.2654734416940856,-0.17927479577971908,0.001774,0.01,0.0,0.97,100,14,1,15
155,0.9384985225622277,-4.150789334790607,-0.8417491268300125,-0.36280617523044106,-0.15205239118837105,-1.5859819122893613,-1.1556175014276315,-0.2662468766832492,-0.17979805985952907,0.001765,0.01,0.0,0.97,100,14,1,15
156,0.9338549799714848,-4.155515967013315,-0.8441421168428981,-0.36388022193791747,-0.15245446945776725,-1.5905172686437026,-1.1588204279854855,-0.2670500265642074,-0.18031390918686765,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9410634532737845,-4.159569909047343,-0.8462165374378694,-0.3647749271582768,-0.15282771110464122,-1.594416763182779,-1.1616889555279017,-0.26769698681625576,-0.18075114667797448,0.001746,0.01,0.0,0.97,100,14,1,15
158,0.9365989873332549,-4.164043145130891,-0.8485104844443299,-0.36576732245143395,-0.15323833959840957,-1.5986993893980133,-1.1647840856317775,-0.2684274710168357,-0.18124295345659971,0.001737,0.01,0.0,0.97,100,14,1,15
159,0.9334408419623154,-4.16865050074833,-0.8508889554968114,-0.36681929068337804,-0.15366948515933057,-1.6031649720240426,-1.1681062756605443,-0.26926790067452755,-0.1817710792210956,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.9405564924114671,-4.172700692773001,-0.8529243501535738,-0.3676750787923133,-0.1540457472015215,-1.6069907988039174,-1.1709803854998504,-0.2699210056842515,-0.1822255988249989,0.001719,0.01,0.0,0.97,100,14,1,15
161,0.9332514056765766,-4.177427745991477,-0.8553373698956558,-0.36874085737051754,-0.1544569063822108,-1.6115065154464399,-1.1741946600393194,-0.2706857271797798,-0.1827359543727217,0.001711,0.01,0.0,0.97,100,14,1,15
162,0.9356133427771595,-4.18185680394854,-0.8576556530310607,-0.3697302698248572,-0.15488241490397703,-1.6157163860391999,-1.1773419423383917,-0.27141021005464594,-0.1832260410280661,0.001702,0.01,0.0,0.97,100,14,1,15
163,0.9372741701279843,-4.185794645429989,-0.8596580075877401,-0.37065152751841923,-0.15522948945766285,-1.6195852094977694,-1.1800620299638163,-0.27214399279686907,-0.18370159538862244,0.001693,0.01,0.0,0.97,100,14,1,15
164,0.9384576655198456,-4.189906576677459,-0.8617135962963146,-0.37154396194308476,-0.15556181193782703,-1.623487808267926,-1.1827502985169782,-0.27282547525354406,-0.18418936240105954,0.001685,0.01,0.0,0.97,100,14,1,15
165,0.9355685278333866,-4.194279099465937,-0.8640034255214919,-0.37257776730593345,-0.15598664933220563,-1.627802469065293,-1.1859309803875722,-0.27358965600698676,-0.18472491426344628,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9413043112017117,-4.198143005888062,-0.8659429329337763,-0.3734222984948602,-0.1563240397393464,-1.6314934343887282,-1.1885708882434094,-0.2742376947578789,-0.18516463456867563,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9384347418312147,-4.202152768964296,-0.86795915613752,-0.3742918796636439,-0.1566950148253317,-1.6353296046564043,-1.191365415186404,-0.27488931829786406,-0.18560109428505672,0.001659,0.01,0.0,0.97,100,14,1,15
168,0.9365141154965811,-4.206058630781359,-0.8699838041496332,-0.37521723916704275,-0.15702582091522263,-1.6391645894607738,-1.194037146864769,-0.2755786796385016,-0.18607523418041383,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.9375418508102317,-4.210213779754439,-0.8721323812419547,-0.37615968352030704,-0.15742125492123052,-1.6431392152947326,-1.1970412541103688,-0.27631535935853624,-0.18654885715400196,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9373730932523368,-4.214228183930417,-0.8742157493006122,-0.3770994265932546,-0.15778032278096904,-1.6470543505970612,-1.1998238547968982,-0.2770010489538035,-0.18703123653211626,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.9394728777198896,-4.218044554097601,-0.8761330685770116,-0.37794983413490374,-0.15812234058585903,-1.6507544842814912,-1.2025131359897554,-0.2776635094553584,-0.18748540940681638,0.001627,0.01,0.0,0.97,100,14,1,15
172,0.932010621774638,-4.2223211869866,-0.878292414244761,-0.37892968867880966,-0.15850041588191963,-1.654863502117326,-1.2054669972602856,-0.27845432991884034,-0.1880059987564636,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.9351567403296667,-4.226666466642293,-0.8804911361788501,-0.3798761822768062,-0.15890760277095728,-1.6590389329603739,-1.2084940394275983,-0.2791443061407241,-0.1885211908303802,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.9390947471111635,-4.229534425418826,-0.8819949691261629,-0.38063011374084954,-0.15918495888939885,-1.662033210281689,-1.2106579422841406,-0.279785373544563,-0.1889670231560068,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.9339536457452208,-4.233776083631637,-0.8841760895102744,-0.3816102012373737,-0.15958013901636098,-1.666152740718925,-1.213651909163874,-0.2805324506714376,-0.18945782357032312,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9387988624699211,-4.237616373766352,-0.8861263366998496,-0.38244340749852423,-0.15992578016887335,-1.6698293454685857,-1.2163163350356665,-0.28118021262261556,-0.18987922166710228,0.001588,0.01,0.0,0.97,100,14,1,15
177,0.9336411521536205,-4.241976967197064,-0.8883349092921425,-0.38344139441294095,-0.16028913926176505,-1.6740571256850705,-1.2192412185557935,-0.28195747631426915,-0.1903992730275693,0.00158,0.01,0.0,0.97,100,14,1,15
178,0.938527084601339,-4.245780517171178,-0.8902833515678271,-0.38426924777095495,-0.1606502619111693,-1.6777269846620686,-1.2219219289227092,-0.28258651646178207,-0.1908379339911681,0.001573,0.01,0.0,0.97,100,14,1,15
179,0.9395454468416861,-4.249311121220519,-0.8920810216544359,-0.38507385899805935,-0.160965225100193,-1.6811526577717555,-1.2243589446365177,-0.28320702405623693,-0.19123594895592036,0.001565,0.01,0.0,0.97,100,14,1,15
180,0.9410778924788845,-4.251909998157891,-0.8934550345553671,-0.38578685098185345,-0.16119137961994018,-1.6839162040855256,-1.226250753835413,-0.28377163810588996,-0.19157819503586063,0.001558,0.01,0.0,0.97,100,14,1,15
181,0.9392272560589392,-4.255632684925132,-0.8953601623412468,-0.3866060890373204,-0.16155091612895633,-1.6874788859212484,-1.2289513541724957,-0.28438294893794097,-0.19199357600010616,0.001551,0.01,0.0,0.97,100,14,1,15
182,0.9364454348955279,-4.259435205615617,-0.8973571289757131,-0.3874908629179409,-0.16191397035290037,-1.6912213328535335,-1.2316469092067015,-0.28508782568981517,-0.19244949756242327,0.001544,0.01,0.0,0.97,100,14,1,15
183,0.9404349515875564,-4.263025067685257,-0.8991949592925137,-0.38829711346483126,-0.16224233969525037,-1.6946489443428385,-1.2341642551529426,-0.2856868725742354,-0.1928686867919106,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.9348465527501488,-4.266668467361794,-0.9010062940454985,-0.3891243585728681,-0.16254724818128657,-1.6982526565056326,-1.2365801215249188,-0.2863370341292973,-0.19328030118455664,0.001529,0.01,0.0,0.97,100,14,1,15
185,0.938507130950176,-4.270350028959839,-0.9029485092222963,-0.3899618585333889,-0.1629151834297405,-1.7018058040148176,-1.2392687196840537,-0.28696056319543684,-0.19371762299768594,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9372942257875825,-4.274067022382075,-0.9048816697795081,-0.390809162657973,-0.163269047913066,-1.7054663461384987,-1.2419372992370727,-0.2876123081143366,-0.19412371509562903,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9384093440907403,-4.277741491569929,-0.9067426576379349,-0.39164824799500897,-0.16358201309610793,-1.7090132386853154,-1.2444042442992815,-0.2882669918747727,-0.19454633148160783,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9303472503715714,-4.282019400829677,-0.908953139206621,-0.39263964746034996,-0.16397998981497877,-1.713137757008331,-1.2474332233788883,-0.289007204208508,-0.19504897097164586,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.9376204925315585,-4.285242427934166,-0.9106043285005723,-0.39339425141407897,-0.16427362141301743,-1.7162946012628377,-1.249693336589087,-0.28959513668633735,-0.19544198479997946,0.001495,0.01,0.0,0.97,100,14,1,15
190,0.9379848858057274,-4.288802711881148,-0.9124141131207301,-0.39421565125707186,-0.1645681231800374,-1.719759308251781,-1.2520976772525485,-0.29025158454557914,-0.19586392127279442,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.9357818157435966,-4.292541059925942,-0.9142791778383217,-0.39505899157241026,-0.1648864267421257,-1.723329479277846,-1.254628577277357,-0.2908840120988314,-0.19630702675366904,0.001482,0.01,0.0,0.97,100,14,1,15
192,0.9342669865189039,-4.296438389253552,-0.9162895041411827,-0.3959809539110138,-0.16523016120273565,-1.727119722239324,-1.2572965125084898,-0.2915451248401125,-0.1967148016839293,0.001475,0.01,0.0,0.97,100,14,1,15
193,0.9357435794002958,-4.2916747998533555,-0.9134698615820527,-0.3955658550793118,-0.16469081722872134,-1.722761075280945,-1.254288598879794,-0.2920309868777799,-0.19702748943933948,0.001469,0.01,0.0,0.97,100,14,1,15
194,0.9373858246601974,-4.294966297642204,-0.9151586280851056,-0.3963404051362751,-0.16499775600664315,-1.7259840057815914,-1.256637971381816,-0.29262251026945063,-0.19741769713698093,0.001462,0.01,0.0,0.97,100,14,1,15
195,0.9367681105928933,-4.298700865958079,-0.9170090591050749,-0.3971774841255618,-0.1653122745919191,-1.7296094743332258,-1.2591499112404632,-0.2933033819092985,-0.1978489944010245,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.9390538644852705,-4.3021193917713605,-0.9187624137036976,-0.39793988958305354,-0.16562474844037195,-1.7329003305197253,-1.261509815727592,-0.29385941614477284,-0.19822977700482106,0.001449,0.01,0.0,0.97,100,14,1,15
197,0.9389816878047146,-4.305483354911033,-0.9204878041374287,-0.39872528393321816,-0.165916664559956,-1.7361938552277782,-1.2638108981373561,-0.2944986294835922,-0.1986486110895728,0.001443,0.01,0.0,0.97,100,14,1,15
198,0.9394584008643976,-4.308769175530774,-0.9221633647118521,-0.3994661303409061,-0.1662128549235215,-1.7393819304873306,-1.2661039106791132,-0.2950731923224369,-0.19905364678258727,0.001437,0.01,0.0,0.97,100,14,1,15
199,0.9370396967217222,-4.312400882237377,-0.9239965368180397,-0.40024223737892556,-0.16655138303704178,-1.7428456960075955,-1.2686469989805036,-0.29564802232433735,-0.19943524486462916,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9396763951849777,-4.315673706020522,-0.9256720628569659,-0.4009707760969285,-0.16685700222741265,-1.745971877453149,-1.270947352812199,-0.29620439585223896,-0.19983175780507775,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.9362360500507271,-4.319083466860601,-0.927383898472155,-0.401747526143572,-0.16715343702398586,-1.7493219446635342,-1.273261158131895,-0.2968404117855051,-0.20023767563294387,0.001418,0.01,0.0,0.97,100,14,1,15
202,0.9369517080509119,-4.322594439203639,-0.9292283452307298,-0.4025583350846555,-0.16749124382612296,-1.7527481815152741,-1.2757605734199877,-0.2974504088452848,-0.20066075942993755,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9373898151412885,-4.325979484991452,-0.9309544911108918,-0.4033388952233231,-0.16779058953191003,-1.7560491931415585,-1.278119352630706,-0.2980548562760546,-0.20107540264575371,0.001406,0.01,0.0,0.97,100,14,1,15
204,0.9384263387224306,-4.329341167958705,-0.932733186507757,-0.40412119498251453,-0.1681140871302441,-1.7592774529585098,-1.2805261953766596,-0.29865126992833196,-0.2014740897592309,0.0014,0.01,0.0,0.97,100,14,1,15
205,0.9378954294680366,-4.33266024809095,-0.9344516194184779,-0.40487651751862913,-0.16841843332739614,-1.7624952274925663,-1.2828468469775376,-0.29925247840318026,-0.20185656735956833,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9435024450904935,-4.335047249839558,-0.9356632913668654,-0.4054711773549765,-0.16861237553942526,-1.764877791348685,-1.2844364737857454,-0.2997731867878013,-0.20221132110603168,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9426621735467565,-4.337874074631956,-0.9371520376657217,-0.4061311439199592,-0.16890166064379378,-1.7676540847069238,-1.2865705987608858,-0.3002769622565007,-0.20256401941033111,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.9359544505087258,-4.341363660118534,-0.938965264545273,-0.40693763656648546,-0.16924070008903971,-1.7710264929940278,-1.289065077580925,-0.30086685902887145,-0.20296746558936854,0.001377,0.01,0.0,0.97,100,14,1,15
209,0.93769925165274,-4.344760515271223,-0.9407025178933676,-0.40771274673783164,-0.16953738756377384,-1.7742984792038112,-1.2913720193167646,-0.3014605839497011,-0.2033516418765415,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9352536025945367,-4.348336093860329,-0.9425441620817135,-0.40852838565647603,-0.16986967682999224,-1.7777941777668091,-1.2938676901179182,-0.3020854569974556,-0.20376402110396621,0.001366,0.01,0.0,0.97,100,14,1,15
211,0.9432838816504708,-4.351270303298658,-0.9439780841491207,-0.40916165126180964,-0.17011121658341533,-1.7805853901021116,-1.2958259587862615,-0.302590805118078,-0.20409357251772312,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.935633855205762,-4.35474910127063,-0.9457718171714081,-0.40995043128618175,-0.17042983031148642,-1.7839344892463544,-1.2982540104913314,-0.303202116376558,-0.20451901487574967,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9319738192586611,-4.358252675464363,-0.9475726088006607,-0.4107646753716345,-0.17072886197718967,-1.7872797190565404,-1.3006841864581116,-0.3038231203941125,-0.20493307483438647,0.001349,0.01,0.0,0.97,100,14,1,15
214,0.9422616033755274,-4.361117582975646,-0.9490394875149947,-0.4114391510125074,-0.17097495340064844,-1.7900736734315568,-1.3025883443809347,-0.3043296520520195,-0.2052514420983259,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9372586058592367,-4.3643634313662965,-0.95069589904429,-0.41217069387447336,-0.17127528622041274,-1.7932105542452672,-1.3048846513146088,-0.30490410014246616,-0.20563079617467692,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9359560841720036,-4.367668965194398,-0.9523970653561011,-0.41289032809414006,-0.17158647748394304,-1.7963699570447493,-1.3071930144661703,-0.3054286401933537,-0.20599370341879678,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9395428362742982,-4.3707281703331295,-0.95396676350647,-0.4135996430168851,-0.17186496813569532,-1.7993417342120883,-1.309332929238988,-0.3059650452025215,-0.20637277550096533,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.939716133366927,-4.373675999653448,-0.95547049481148,-0.4142565176134727,-0.17213636493696877,-1.802191219730434,-1.3113771684505529,-0.30645783230094414,-0.2067413075182441,0.001322,0.01,0.0,0.97,100,14,1,15
219,0.9364351797239683,-4.36874105491305,-0.9528119132936281,-0.4140323577701746,-0.17143392690815037,-1.7985340586845087,-1.3079010137592009,-0.3069573612640343,-0.20705904883562665,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9375158022485546,-4.371853122606193,-0.9544408719346863,-0.41477110367947045,-0.17171432672028417,-1.8016129715081612,-1.3100622482076643,-0.30752855980552846,-0.20746021388513552,0.001312,0.01,0.0,0.97,100,14,1,15
221,0.9392115659409935,-4.3743155000316625,-0.9556903143131863,-0.4153771987436339,-0.1719531813348937,-1.804053023916584,-1.3119159010604717,-0.3080258216618821,-0.20780689061872043,0.001307,0.01,0.0,0.97,100,14,1,15
222,0.9375233058747754,-4.377472936618748,-0.9573076749463667,-0.4160894689962109,-0.17223322940854138,-1.8070786628514501,-1.3141132195961622,-0.30856391926495896,-0.20816848009680616,0.001302,0.01,0.0,0.97,100,14,1,15
223,0.9350086655112652,-4.380790062761967,-0.9590201959899125,-0.41685208281141634,-0.17253357288187612,-1.8102700070871296,-1.3163820652743168,-0.30910954185092504,-0.20857917218692762,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.9392117794063017,-4.3836823299936185,-0.9604948475904557,-0.4175014288655773,-0.17279168448638887,-1.8130783794494165,-1.3183717616597954,-0.30963418759639433,-0.20892451748025892,0.001292,0.01,0.0,0.97,100,14,1,15
225,0.935335145998345,-4.386963311766438,-0.9621769004310966,-0.4182588960938492,-0.1730739200210421,-1.8162739489998163,-1.320595080586781,-0.31019348918610407,-0.2092980624349659,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.9367294019238812,-4.390064263534126,-0.9637987327264388,-0.4189977673163683,-0.173342112935351,-1.8193296462758985,-1.3227419764448727,-0.31074500861350474,-0.20966647683810757,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.9349455783453804,-4.39324098212182,-0.9654618342000724,-0.419751288792395,-0.173642585121022,-1.822454708386793,-1.325006278689317,-0.31137610088712947,-0.21006058610103104,0.001277,0.01,0.0,0.97,100,14,1,15
228,0.9428417090092676,-4.3959460350096755,-0.9668396484974493,-0.42033179348571376,-0.17389228999112413,-1.825021823952531,-1.3268665354106972,-0.3118254310071539,-0.21035674397334864,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.940482263714587,-4.398787520793398,-0.9682872408822999,-0.4209485040926247,-0.17417001600718932,-1.8277478268948741,-1.328903906698978,-0.3122800347933208,-0.2107049968745205,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9354903909315996,-4.401663068014682,-0.9697738463848475,-0.42164257499445884,-0.17443544430498345,-1.8306247617537779,-1.3309224898671244,-0.31288061214759355,-0.21110308273764855,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.9422124473246815,-4.404364392863387,-0.9711245988320863,-0.42223398785952276,-0.17466500885366285,-1.8332119449634618,-1.3327398857481974,-0.31336341414780106,-0.21142374389414897,0.001257,0.01,0.0,0.97,100,14,1,15
232,0.9349214309595453,-4.407587384586804,-0.9727988907734411,-0.42297373468578287,-0.1749655882821001,-1.8363204241608149,-1.3350013750028165,-0.31392307774237177,-0.21179067276589578,0.001253,0.01,0.0,0.97,100,14,1,15
233,0.9347480461232072,-4.410747597796253,-0.9743925008983845,-0.4236813162384487,-0.17525003526772773,-1.8393928810745213,-1.3371809179622276,-0.3144531592168926,-0.21214952789808672,0.001248,0.01,0.0,0.97,100,14,1,15
234,0.9417459325212455,-4.413316290240526,-0.9757226651461547,-0.42426399178800545,-0.1754947764225824,-1.8418995690756197,-1.339002536943714,-0.3149041143825388,-0.21245503987127534,0.001243,0.01,0.0,0.97,100,14,1,15
235,0.938924943087221,-4.414629416807343,-0.9763208184100798,-0.4247180261538387,-0.17559432574282685,-1.843552572342606,-1.340063080036614,-0.31536964308494697,-0.21275976016155448,0.001239,0.01,0.0,0.97,100,14,1,15
236,0.9404571678468706,-4.417213911984422,-0.9776112437620197,-0.42531169842558175,-0.1758190581468599,-1.8460885204027326,-1.3418469311542005,-0.31586600292084366,-0.213097256250437,0.001234,0.01,0.0,0.97,100,14,1,15
237,0.9361680672268907,-4.420284080872689,-0.9791968692220259,-0.42600602112079633,-0.17610140798101903,-1.8490508979073048,-1.3440115263567436,-0.3163693151070001,-0.21345364524222615,0.001229,0.01,0.0,0.97,100,14,1,15
238,0.9412507364699941,-4.422996401286846,-0.9805875608544999,-0.42660562926392687,-0.17635822108541946,-1.8516405530806421,-1.3459160591194108,-0.3168351921546051,-0.21376505441708263,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.9360124527164999,-4.426059990805475,-0.982145632209984,-0.42729421799625744,-0.176630932142024,-1.8545778380018265,-1.3480523603049501,-0.3173493292740168,-0.21410637618233955,0.00122,0.01,0.0,0.97,100,14,1,15
