episode,service_level,bias,rebalancing_imbalance,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
145,0.9104241649567762,-4.794017610074085,-2.294017610074082,-0.22001703619153737,-2.2400885406109263,-0.3686746484225903,-0.232524135851791,0.001864,0.01,0.0,0.97,100,13,0,13
146,0.9193840276148665,-4.800122085663002,-2.3001220856629994,-0.22060215456883248,-2.246081622060943,-0.36967883489167525,-0.2332084194909062,0.001854,0.01,0.0,0.97,100,13,0,13
147,0.9255902049651626,-4.805519825998511,-2.305519825998507,-0.22113877949706784,-2.25136487072304,-0.37057378925188517,-0.23382069936595246,0.001843,0.01,0.0,0.97,100,13,0,13
148,0.9141687058183796,-4.812012258191037,-2.3120122581910345,-0.22182082908346396,-2.2577347833013657,-0.3716366750962306,-0.2345964129816772,0.001833,0.01,0.0,0.97,100,13,0,13
149,0.9166876839007987,-4.818114958590031,-2.318114958590028,-0.22238746216771194,-2.2637046926208657,-0.3727601654695227,-0.23527550992577292,0.001823,0.01,0.0,0.97,100,13,0,13
150,0.9173861115850538,-4.824334616422952,-2.3243346164229486,-0.22301450666089637,-2.2697650083287018,-0.3738228855777939,-0.23596473861732306,0.001813,0.01,0.0,0.97,100,13,0,13
151,0.9182912556428691,-4.830325895854345,-2.330325895854342,-0.22356836521669182,-2.2755998452477577,-0.3747657969735029,-0.23660941812370023,0.001803,0.01,0.0,0.97,100,13,0,13
152,0.9157592357538914,-4.836618503116273,-2.33661850311627,-0.2241475990495893,-2.2817467874834145,-0.375777042449838,-0.23726701197094086,0.001794,0.01,0.0,0.97,100,13,0,13
153,0.9172171655823086,-4.842798148238358,-2.3427981482383546,-0.2247366510698517,-2.287789596539333,-0.3768498615820346,-0.23794299150161324,0.001784,0.01,0.0,0.97,100,13,0,13
154,0.9118653073423438,-4.849375979006297,-2.3493759790062927,-0.2253856193685459,-2.294238503060432,-0.3779821700768478,-0.2386512250711617,0.001774,0.01,0.0,0.97,100,13,0,13
155,0.9122338650470533,-4.855858999381498,-2.355858999381495,-0.22607279559717544,-2.300593267720521,-0.3790922600546331,-0.23938256107643985,0.001765,0.01,0.0,0.97,100,13,0,13
156,0.9131965886142497,-4.862479425434863,-2.3624794254348624,-0.22669829483793655,-2.3070644228021453,-0.38020253738472826,-0.24012711249535584,0.001756,0.01,0.0,0.97,100,14,0,14
157,0.9168645280794814,-4.868333035999557,-2.3683330359995565,-0.2272637406701075,-2.3127616975848317,-0.3811087521575323,-0.2407744378423095,0.001746,0.01,0.0,0.97,100,12,0,12
158,0.9179624394184168,-4.874224784589821,-2.3742247845898192,-0.2278309660527272,-2.31850999409166,-0.3820538167128609,-0.24140650685942075,0.001737,0.01,0.0,0.97,100,13,0,13
159,0.913108360183144,-4.880347838518316,-2.380347838518314,-0.22838436794024153,-2.324547752346454,-0.38315919378501334,-0.2420733560742547,0.001728,0.01,0.0,0.97,100,13,0,13
160,0.9155752805225256,-4.886276211199657,-2.3862762111996556,-0.2289280656244078,-2.330358464049668,-0.38414432309732144,-0.24271138326960434,0.001719,0.01,0.0,0.97,100,13,0,13
161,0.9122966402530325,-4.892526341252029,-2.3925263412520272,-0.22951139280019622,-2.336454590654719,-0.3852185610110014,-0.24337587079849282,0.001711,0.01,0.0,0.97,100,13,0,13
162,0.9206362579405867,-4.897904727453211,-2.3979047274532097,-0.2300074021241708,-2.341761801121309,-0.386172654267089,-0.24394470274276686,0.001702,0.01,0.0,0.97,100,13,0,13
163,0.9151292755184487,-4.903841207829737,-2.4038412078297378,-0.23053444767315667,-2.3476076764920504,-0.38719935147779594,-0.24457947934289426,0.001693,0.01,0.0,0.97,100,13,0,13
164,0.9055382241454497,-4.91064274935985,-2.4106427493598512,-0.2311909944262986,-2.3543332808170887,-0.38837254953986555,-0.24531305222704647,0.001685,0.01,0.0,0.97,100,13,0,13
165,0.9096576873309022,-4.917038748822686,-2.4170387488226894,-0.2318243036636741,-2.3606230701956075,-0.3894993736414743,-0.2460178645403701,0.001676,0.01,0.0,0.97,100,14,0,14
166,0.9167372522446213,-4.922618742982012,-2.422618742982015,-0.23237095631749033,-2.366142433068273,-0.3904471033429948,-0.24661133519035552,0.001668,0.01,0.0,0.97,100,13,0,13
167,0.9085506490008249,-4.929050550200381,-2.4290505502003836,-0.2329925714332072,-2.37248200910298,-0.39161253999901197,-0.24733417814453718,0.001659,0.01,0.0,0.97,100,13,0,13
168,0.911893604827563,-4.934987858961037,-2.4349878589610405,-0.23357164959061288,-2.378375628253326,-0.3926276629044474,-0.24798630545068626,0.001651,0.01,0.0,0.97,100,13,0,13
169,0.9088354354153424,-4.941388780739819,-2.4413887807398247,-0.23415574888697793,-2.3846895227847993,-0.39381607222540255,-0.24866068792254653,0.001643,0.01,0.0,0.97,100,13,0,13
170,0.9212676363514353,-4.946437695240034,-2.446437695240039,-0.23467043300202572,-2.3896567867503427,-0.39467214983536364,-0.24924188550030857,0.001635,0.01,0.0,0.97,100,13,0,13
171,0.9146866230121609,-4.952036960681159,-2.4520369606811663,-0.2352025563693594,-2.395189079116352,-0.395643332112033,-0.2498228480325089,0.001627,0.01,0.0,0.97,100,14,0,14
172,0.9106918870101851,-4.958047708870315,-2.458047708870319,-0.23580176333088906,-2.4010808257379868,-0.39665058205424664,-0.2504985562663422,0.001619,0.01,0.0,0.97,100,13,0,13
173,0.9134389962027406,-4.963950014855812,-2.4639500148558158,-0.23637636024300537,-2.406824123780039,-0.39765061253747347,-0.25112406848091584,0.001611,0.01,0.0,0.97,100,13,0,13
174,0.9126200550742158,-4.969728221068213,-2.4697282210682165,-0.23694736757881452,-2.4125103945703903,-0.39864133184492123,-0.25174411554889803,0.001603,0.01,0.0,0.97,100,13,0,13
175,0.9145490321387127,-4.975222118359202,-2.475222118359206,-0.2374735628349872,-2.41793760605051,-0.3996001210930231,-0.2523517088475943,0.001596,0.01,0.0,0.97,100,13,0,13
176,0.9168068074801561,-4.980632690443997,-2.4806326904440015,-0.2379837937486204,-2.4232322650568565,-0.40050985839442255,-0.2529457394282419,0.001588,0.01,0.0,0.97,100,14,0,14
177,0.9109937173996367,-4.986534790237246,-2.4865347902372505,-0.2385600437369975,-2.4290082190928497,-0.40152811871197486,-0.25357851891072586,0.00158,0.01,0.0,0.97,100,13,0,13
178,0.9153043035395977,-4.991839327792878,-2.4918393277928828,-0.23907743322169606,-2.43425928763885,-0.4024702441293797,-0.25421946851889105,0.001573,0.01,0.0,0.97,100,14,0,14
179,0.9252197681677831,-4.996173168243664,-2.4961731682436685,-0.23948590554507906,-2.4384908698225307,-0.4031684629862369,-0.2546836891265708,0.001565,0.01,0.0,0.97,100,13,0,13
180,0.9144258442465217,-5.001597581696625,-2.501597581696628,-0.24002981662979797,-2.443758615776663,-0.404043852603122,-0.255250844384089,0.001558,0.01,0.0,0.97,100,12,0,12
181,0.9142761952357155,-5.007083996199311,-2.5070839961993143,-0.24055397036645718,-2.449124248350349,-0.40507244959239647,-0.25587009851415615,0.001551,0.01,0.0,0.97,100,13,0,13
182,0.9147058330960794,-5.012346028861435,-2.5123460288614385,-0.2410526378645582,-2.454236810199557,-0.4059711455409468,-0.25642118398094865,0.001544,0.01,0.0,0.97,100,14,0,14
183,0.9178378378378378,-5.01745916835276,-2.5174591683527634,-0.24155226319753959,-2.459183877310614,-0.40674945708366056,-0.25693660582036054,0.001536,0.01,0.0,0.97,100,13,0,13
184,0.9069364456449722,-5.023266798159508,-2.523266798159512,-0.24209281419084927,-2.464885045763077,-0.4077570478386256,-0.2575286678785152,0.001529,0.01,0.0,0.97,100,13,0,13
185,0.9159668108453809,-5.028506907616387,-2.528506907616389,-0.2426403932814411,-2.470025478786229,-0.4086567809102859,-0.25809226284903797,0.001522,0.01,0.0,0.97,100,13,0,13
186,0.9119132972071696,-5.033930149173127,-2.5339301491731296,-0.2432092505109543,-2.475345619634633,-0.4095403541158097,-0.2587092682129381,0.001515,0.01,0.0,0.97,100,13,0,13
187,0.9219222261621329,-5.038499520762041,-2.538499520762044,-0.24363991110331146,-2.479805060772454,-0.4103562058154448,-0.2592004183507004,0.001509,0.01,0.0,0.97,100,13,0,13
188,0.912114414855042,-5.043908776363627,-2.543908776363629,-0.24414122343507413,-2.4850994310519523,-0.41128761333407043,-0.2598137656808901,0.001502,0.01,0.0,0.97,100,13,0,13
189,0.917229361794816,-5.048879740769428,-2.5488797407694292,-0.24462034394637897,-2.4899200393636765,-0.41212007015842494,-0.2603285552781599,0.001495,0.01,0.0,0.97,100,13,0,13
190,0.914607795514313,-5.05403749243529,-2.554037492435292,-0.24507911531023177,-2.495032012288954,-0.41307049629224196,-0.26088591365837943,0.001488,0.01,0.0,0.97,100,14,0,14
191,0.9069443978952307,-5.059786152881887,-2.5597861528818893,-0.2456160648782982,-2.5007225836712808,-0.41413323726243784,-0.2614813635409473,0.001482,0.01,0.0,0.97,100,13,0,13
192,0.9157203238783929,-5.064776074893087,-2.5647760748930892,-0.24612360933009658,-2.505577700896712,-0.41501272813181855,-0.2621046237958912,0.001475,0.01,0.0,0.97,100,13,0,13
193,0.9098942002984524,-5.070210123513961,-2.570210123513963,-0.24666361061150063,-2.5109333195269024,-0.41592433514262617,-0.26269201021309047,0.001469,0.01,0.0,0.97,100,13,0,13
194,0.9148148768357419,-5.075230690312359,-2.575230690312359,-0.24712667371976765,-2.515822361244248,-0.41677971350556625,-0.2632016343444906,0.001462,0.01,0.0,0.97,100,13,0,13
195,0.9157830342577488,-5.0800124919881045,-2.5800124919881036,-0.24755227809929686,-2.5205224401232895,-0.41754949333627944,-0.2636956893441894,0.001456,0.01,0.0,0.97,100,13,0,13
196,0.9152479394676395,-5.084941430915933,-2.5849414309159306,-0.24799056416249335,-2.525356368834861,-0.4183851877099103,-0.26419980323724984,0.001449,0.01,0.0,0.97,100,13,0,13
197,0.9146542445849589,-5.089883647332245,-2.5898836473322424,-0.2484140763128557,-2.5302382643517825,-0.4192886343983587,-0.2647099455737548,0.001443,0.01,0.0,0.97,100,13,0,13
198,0.9182487407981402,-5.094527229165574,-2.5945272291655734,-0.24887206531783218,-2.534798112112637,-0.4200414390548641,-0.2652362381387127,0.001437,0.01,0.0,0.97,100,13,0,13
199,0.9104592177279403,-5.099702924503148,-2.599702924503148,-0.24940246602814556,-2.5398905695238887,-0.42093010066410425,-0.2657970837343964,0.001431,0.01,0.0,0.97,100,13,0,13
200,0.9162637623628005,-5.104450259406518,-2.6044502594065166,-0.2498461499023845,-2.544527030246209,-0.42172705733775373,-0.26632947931738477,0.001424,0.01,0.0,0.97,100,13,0,13
201,0.9191573913482749,-5.108986739029855,-2.6089867390298522,-0.25029039006725873,-2.548967328153399,-0.4225075669004917,-0.2668344349846576,0.001418,0.01,0.0,0.97,100,13,0,13
202,0.9162712150637508,-5.113589997458334,-2.6135899974583325,-0.2507139334664333,-2.5535151886379155,-0.4232673131538376,-0.26731484496631525,0.001412,0.01,0.0,0.97,100,13,0,13
203,0.9194270667359912,-5.1180441269528245,-2.618044126952825,-0.251142638028266,-2.557874532721792,-0.4240057126016204,-0.2678131297505465,0.001406,0.01,0.0,0.97,100,13,0,13
204,0.9155133271672412,-5.1226618326302225,-2.6226618326302233,-0.25157234222801883,-2.5624016723306213,-0.4247996482627294,-0.26831724247551436,0.0014,0.01,0.0,0.97,100,13,0,13
205,0.9177474575413624,-5.127298284878652,-2.6272982848786532,-0.2520175103091966,-2.566953641666294,-0.4256384950259048,-0.26884991925699125,0.001395,0.01,0.0,0.97,100,14,0,14
206,0.9199616703651402,-5.131603143057077,-2.631603143057078,-0.2524203898485026,-2.57120887877707,-0.4264018683859714,-0.26934079122803695,0.001389,0.01,0.0,0.97,100,13,0,13
207,0.9181703523080804,-5.135965786971157,-2.6359657869711572,-0.2528524163249519,-2.575467164641318,-0.42710086216913457,-0.2698122644488944,0.001383,0.01,0.0,0.97,100,13,0,13
208,0.9128574797049214,-5.14082035241014,-2.64082035241014,-0.25331153738642465,-2.580236749782729,-0.4279028904722758,-0.27031353612423326,0.001377,0.01,0.0,0.97,100,13,0,13
209,0.9133200194673334,-5.1455744070691765,-2.6455744070691765,-0.25375053144353,-2.5849083317385233,-0.42871107187031976,-0.2708148563852378,0.001372,0.01,0.0,0.97,100,13,0,13
210,0.9178675315122539,-5.149983903172858,-2.6499839031728585,-0.2541901328116796,-2.589203210415731,-0.429458838417798,-0.2713178908765018,0.001366,0.01,0.0,0.97,100,13,0,13
211,0.9145630419165678,-5.154694144508628,-2.6546941445086287,-0.25460755981679695,-2.593844129967565,-0.4302600088448531,-0.27180111974585613,0.00136,0.01,0.0,0.97,100,13,0,13
212,0.9080504463078172,-5.159782769794662,-2.659782769794663,-0.2551249433003305,-2.598836490585465,-0.4311239471522531,-0.2723832598543969,0.001355,0.01,0.0,0.97,100,13,0,13
213,0.9198935507234172,-5.163934129278243,-2.6639341292782426,-0.25551582100106346,-2.6029422381293474,-0.4318622923568533,-0.2728370926262817,0.001349,0.01,0.0,0.97,100,13,0,13
214,0.9160072215566841,-5.16833003775635,-2.66833003775635,-0.25593174081463554,-2.607269337469643,-0.4326069737146476,-0.27332495035618637,0.001344,0.01,0.0,0.97,100,13,0,13
215,0.9123478436794011,-5.17305911681889,-2.673059116818889,-0.25639864828082287,-2.6119416862070337,-0.4334788176343949,-0.27387031734537715,0.001338,0.01,0.0,0.97,100,13,0,13
216,0.9139271378486865,-5.177577383335707,-2.6775773833357053,-0.2568367858616008,-2.616405887940865,-0.4342689634698472,-0.27437571618516304,0.001333,0.01,0.0,0.97,100,13,0,13
217,0.9158603979620625,-5.18208061355653,-2.682080613556528,-0.25726226819414627,-2.6207747258600427,-0.4350452248231981,-0.2748779544596525,0.001328,0.01,0.0,0.97,100,13,0,13
218,0.915575696542464,-5.186518819317517,-2.686518819317515,-0.2576798503775961,-2.625070947603738,-0.43575757518751074,-0.2753509469565975,0.001322,0.01,0.0,0.97,100,13,0,13
219,0.9164477229857182,-5.190723456462065,-2.6907234564620635,-0.2580635136624144,-2.62922778314939,-0.43646371017849717,-0.2757836584171774,0.001317,0.01,0.0,0.97,100,13,0,13
220,0.9106643297718157,-5.195470890287147,-2.6954708902871443,-0.25851978743256926,-2.6338889837272257,-0.4372837515127403,-0.27632446408663736,0.001312,0.01,0.0,0.97,100,13,0,13
221,0.9177164164063287,-5.199694742572233,-2.6996947425722304,-0.25891687540721475,-2.638018227090981,-0.43800463571847087,-0.276775647460679,0.001307,0.01,0.0,0.97,100,13,0,13
222,0.9106991561324431,-5.204360747389468,-2.704360747389466,-0.2593848508901201,-2.6426082817788314,-0.4388162599194189,-0.2773517017266186,0.001302,0.01,0.0,0.97,100,13,0,13
223,0.9117347285452198,-5.208854989629671,-2.7088549896296694,-0.2598267198614143,-2.647039236032549,-0.439582779920716,-0.2778716726403448,0.001297,0.01,0.0,0.97,100,13,0,13
224,0.9111336032388664,-5.213426466270363,-2.7134264662703615,-0.2602619069812824,-2.6515351717674207,-0.44041103871249454,-0.27840050390406923,0.001292,0.01,0.0,0.97,100,13,0,13
225,0.9190222701391463,-5.217517225550143,-2.7175172255501407,-0.2606481089850582,-2.655519143336565,-0.4410973190502578,-0.278837219444301,0.001287,0.01,0.0,0.97,100,13,0,13
226,0.9181193695575872,-5.22151634610139,-2.721516346101386,-0.2610088663006492,-2.6594378176401974,-0.4417770514519057,-0.2792636776174724,0.001282,0.01,0.0,0.97,100,13,0,13
227,0.9206435316256124,-5.225403704331348,-2.7254037043313426,-0.2613811879781231,-2.663232942955949,-0.44244634807522387,-0.27972668632998937,0.001277,0.01,0.0,0.97,100,13,0,13
228,0.9165609083371407,-5.229515901985101,-2.7295159019850948,-0.2618118846458924,-2.667262751646563,-0.443134564158766,-0.28018803904482176,0.001272,0.01,0.0,0.97,100,14,0,14
229,0.9200686631088753,-5.233355121453485,-2.73335512145348,-0.2621886700780747,-2.671021304452331,-0.4437852866861321,-0.28064252907004916,0.001267,0.01,0.0,0.97,100,13,0,13
230,0.908614913211105,-5.2379778747513495,-2.737977874751345,-0.26263114108919644,-2.675575561303537,-0.4445972692093069,-0.2811481807630701,0.001262,0.01,0.0,0.97,100,13,0,13
231,0.9145708313667318,-5.242214103190616,-2.7422141031906113,-0.26302930354666254,-2.679751152699528,-0.4453122856454919,-0.281620953173339,0.001257,0.01,0.0,0.97,100,13,0,13
232,0.9181354941107677,-5.246160899103,-2.7461608991029944,-0.2633998835724544,-2.6836413372981203,-0.44597918154495103,-0.28204241330647706,0.001253,0.01,0.0,0.97,100,13,0,13
233,0.918094791806132,-5.250154955645998,-2.7501549556459928,-0.26376368277970996,-2.6875496972253883,-0.4466679201373292,-0.28248172346235,0.001248,0.01,0.0,0.97,100,13,0,13
234,0.9195421703018435,-5.2540234918458655,-2.7540234918458606,-0.26414622587935577,-2.6913517777459606,-0.44735515648062746,-0.2829290388071567,0.001243,0.01,0.0,0.97,100,13,0,13
235,0.9201535117511208,-5.25766978043565,-2.757669780435646,-0.26448963534256137,-2.6949461912641475,-0.4479912278577684,-0.2833339706410595,0.001239,0.01,0.0,0.97,100,13,0,13
236,0.9167140706039819,-5.261713488939728,-2.7617134889397237,-0.26486955966470765,-2.698930807815541,-0.4487171851337048,-0.28376477419243856,0.001234,0.01,0.0,0.97,100,14,0,14
237,0.9149174268371257,-5.26575254933456,-2.765752549334555,-0.2652447306273989,-2.702904471551157,-0.44940760071026986,-0.28422613044372785,0.001229,0.01,0.0,0.97,100,13,0,13
238,0.9202815573218375,-5.269435167229833,-2.769435167229828,-0.26558862085976104,-2.7065125634717604,-0.4500108911726496,-0.2846110076869381,0.001225,0.01,0.0,0.97,100,13,0,13
239,0.9106288276831431,-5.273834853924723,-2.7738348539247166,-0.26603654075272193,-2.710895705789931,-0.45079352504582754,-0.28509825915800024,0.00122,0.01,0.0,0.97,100,13,0,13
240,0.9169567044976881,-5.277770075913894,-2.777770075913888,-0.266407555165276,-2.7147529872378597,-0.4514732741065551,-0.285528878548488,0.001216,0.01,0.0,0.97,100,13,0,13
241,0.9184404883522299,-5.281540295040293,-2.781540295040287,-0.26676570387630266,-2.71848947339237,-0.4521034784716867,-0.28595987585789245,0.001212,0.01,0.0,0.97,100,13,0,13
242,0.9200723821229814,-5.28509916281636,-2.785099162816357,-0.267113201051841,-2.721955831634686,-0.45270517627160667,-0.2863483809990078,0.001207,0.01,0.0,0.97,100,13,0,13
243,0.912865595942519,-5.289284131181634,-2.7892841311816325,-0.2675005386080451,-2.7260447018559226,-0.4534735926756122,-0.2868284486012313,0.001203,0.01,0.0,0.97,100,13,0,13
244,0.9169320460327891,-5.292961581112036,-2.7929615811120345,-0.26784716289999794,-2.729693985330229,-0.4541099485760338,-0.28723748540330335,0.001198,0.01,0.0,0.97,100,14,0,14
245,0.920786734814365,-5.29664187420064,-2.796641874200639,-0.26820480042103056,-2.733257902124645,-0.45474944223595365,-0.28763160621022377,0.001194,0.01,0.0,0.97,100,12,0,12
246,0.9245388485187256,-5.299842975754595,-2.7998429757545935,-0.2684990812523241,-2.7363588867044033,-0.45527860557005373,-0.2879843322148547,0.00119,0.01,0.0,0.97,100,13,0,13
247,0.9242757948183392,-5.3031397510583025,-2.803139751058298,-0.2687976711181847,-2.7396174692086412,-0.45587573135329695,-0.2883598906370467,0.001186,0.01,0.0,0.97,100,13,0,13
248,0.9151187357390349,-5.306944326857316,-2.806944326857314,-0.2691514796997632,-2.743358015431423,-0.4565608615417998,-0.28876541605110595,0.001181,0.01,0.0,0.97,100,13,0,13
249,0.9091911949054806,-5.311310761127677,-2.8113107611276735,-0.269560152270987,-2.7476733441139594,-0.4573432128168355,-0.28924322747688813,0.001177,0.01,0.0,0.97,100,13,0,13
250,0.9186436111999731,-5.314973600974713,-2.8149736009747084,-0.2699014444392355,-2.751267771972937,-0.45796194510346705,-0.28964580054641903,0.001173,0.01,0.0,0.97,100,13,0,13
251,0.9195435092724679,-5.318548666577955,-2.8185486665779518,-0.27027414240055403,-2.7547675587212783,-0.4585755091820704,-0.2900784735738634,0.001169,0.01,0.0,0.97,100,13,0,13
252,0.9203069361552736,-5.322013524652305,-2.822013524652303,-0.27061656106003096,-2.758161507303878,-0.4591748547881012,-0.2904641092630981,0.001165,0.01,0.0,0.97,100,13,0,13
253,0.9152352691818567,-5.325711958780944,-2.8257119587809405,-0.27096305557603795,-2.761810884965015,-0.4598511046919402,-0.2908697780177888,0.001161,0.01,0.0,0.97,100,13,0,13
254,0.9143920181526962,-5.329752587441721,-2.8297525874417175,-0.271334062947692,-2.765800977778422,-0.46058359135360216,-0.29129939658119414,0.001157,0.01,0.0,0.97,100,14,0,14
255,0.9019901241957204,-5.334481434141338,-2.8344814341413342,-0.27175291034023447,-2.7704879067280275,-0.4614107607947948,-0.2917790276880856,0.001153,0.01,0.0,0.97,100,13,0,13
256,0.9183037690238671,-5.337957047572876,-2.8379570475728717,-0.27207760929676567,-2.7738883272624686,-0.4619970240349363,-0.29216279546458723,0.001149,0.01,0.0,0.97,100,13,0,13
257,0.9195989214694978,-5.341464889008757,-2.8414648890087517,-0.27240629547525264,-2.7773029888736205,-0.46258755927183426,-0.2925371464793004,0.001145,0.01,0.0,0.97,100,13,0,13
258,0.9124138853588388,-5.345378810911108,-2.8453788109111025,-0.2728082585452748,-2.781132288300094,-0.4632560397592704,-0.2929696711561308,0.001141,0.01,0.0,0.97,100,13,0,13
259,0.91448959032908,-5.349162133647067,-2.8491621336470643,-0.273152920923366,-2.784835314988909,-0.4639360590691352,-0.293381734799209,0.001137,0.01,0.0,0.97,100,13,0,13
260,0.9130987210565912,-5.353092979692311,-2.8530929796923075,-0.2735381308510985,-2.788697501532141,-0.4646269829562233,-0.2938216497284795,0.001133,0.01,0.0,0.97,100,13,0,13
261,0.9096936062740928,-5.357173852500368,-2.857173852500363,-0.27393752891993967,-2.7927035171497296,-0.4653523930163395,-0.29429618419317266,0.001129,0.01,0.0,0.97,100,13,0,13
262,0.9106190372028066,-5.361212075862552,-2.8612120758625474,-0.27430989766305874,-2.796727889468655,-0.46609565945431897,-0.29474591357298363,0.001125,0.01,0.0,0.97,100,14,0,14
263,0.9137782434556301,-5.364938389196492,-2.8649383891964875,-0.2746609675170466,-2.8003900314003616,-0.466738474976385,-0.29514921937979277,0.001122,0.01,0.0,0.97,100,13,0,13
264,0.9140802997316592,-5.3686392266626015,-2.8686392266626006,-0.27502193081465753,-2.8040188701246866,-0.46736711693057,-0.29559950038744326,0.001118,0.01,0.0,0.97,100,13,0,13
265,0.916507963259459,-5.372176411608848,-2.872176411608848,-0.27535017432312503,-2.8074894205285035,-0.4679960077169606,-0.2959799639555085,0.001114,0.01,0.0,0.97,100,13,0,13
266,0.9131415201505569,-5.375876235912855,-2.875876235912855,-0.2757309321382376,-2.811158347784786,-0.4686768171891552,-0.29640602630742835,0.00111,0.01,0.0,0.97,100,13,0,13
267,0.9171807500294162,-5.379394616632157,-2.8793946166321582,-0.2760569423225868,-2.8146290351599723,-0.469292854466088,-0.2967922483509694,0.001107,0.01,0.0,0.97,100,13,0,13
268,0.9180790012417357,-5.382824647559507,-2.882824647559507,-0.2763775696508328,-2.8180011700248433,-0.46989040837966,-0.2971579458516204,0.001103,0.01,0.0,0.97,100,13,0,13
269,0.9123560545851159,-5.386561266902472,-2.886561266902473,-0.27672522266253496,-2.8217012790092317,-0.47058247039566414,-0.2975884099524441,0.001099,0.01,0.0,0.97,100,13,0,13
270,0.9173338704533629,-5.3900485795479245,-2.890048579547926,-0.27705975312210757,-2.825143984448909,-0.47117864197072334,-0.2979685849517907,0.001096,0.01,0.0,0.97,100,13,0,13
271,0.9122857094883893,-5.393775160965628,-2.8937751609656313,-0.2774013183377797,-2.828838025427044,-0.47184441746742234,-0.2984012097658333,0.001092,0.01,0.0,0.97,100,14,0,14
272,0.9110106598299824,-5.397553164363584,-2.897553164363588,-0.27776801550758823,-2.832548091314911,-0.4724801644552866,-0.29882015139037627,0.001088,0.01,0.0,0.97,100,13,0,13
273,0.9252164209387258,-5.400439901376267,-2.900439901376271,-0.27804764204778193,-2.8353877242436574,-0.4729622417212804,-0.2991501302230569,0.001085,0.01,0.0,0.97,100,13,0,13
274,0.9148410671087578,-5.403958605940704,-2.903958605940707,-0.27838533211849764,-2.8388278573662515,-0.473606078759371,-0.29955548409136823,0.001081,0.01,0.0,0.97,100,13,0,13
275,0.91741809816466,-5.407334637418113,-2.9073346374181153,-0.2787155196054538,-2.8421572019211165,-0.47421077940554857,-0.29994718116678193,0.001078,0.01,0.0,0.97,100,13,0,13
276,0.9163065956051716,-5.410731545390743,-2.9107315453907474,-0.27905425806413375,-2.845527193613785,-0.4748227821471096,-0.300338979162709,0.001074,0.01,0.0,0.97,100,13,0,13
277,0.9184895350209974,-5.4140044535083796,-2.914004453508383,-0.27936026427130456,-2.8487349065073833,-0.47541311800230884,-0.3007121403854101,0.001071,0.01,0.0,0.97,100,13,0,13
278,0.9146493174635196,-5.417542470656714,-2.9175424706567186,-0.2796949214369643,-2.8522205783730876,-0.476093334106271,-0.3011232772879691,0.001067,0.01,0.0,0.97,100,13,0,13
279,0.9142182492831843,-5.421011708854779,-2.921011708854786,-0.2800331536826737,-2.8556313017374007,-0.4766982689009303,-0.3015071590912519,0.001064,0.01,0.0,0.97,100,13,0,13
280,0.9149331414322294,-5.424502510256568,-2.924502510256575,-0.2803457718890202,-2.859054334989058,-0.4772848281179612,-0.3018801912560474,0.001061,0.01,0.0,0.97,100,13,0,13
281,0.9148674386071363,-5.427904072671125,-2.927904072671133,-0.2806533125799201,-2.8623954300479766,-0.4778884635442684,-0.3022583896218678,0.001057,0.01,0.0,0.97,100,13,0,13
282,0.9111399575171112,-5.431599419605187,-2.931599419605194,-0.2810226540549729,-2.8660213070633627,-0.47852121752370746,-0.30266445605139936,0.001054,0.01,0.0,0.97,100,13,0,13
283,0.9124354890906303,-5.4351029005870135,-2.9351029005870193,-0.28134472775687036,-2.869452609914888,-0.4791309519973587,-0.3030347756449916,0.001051,0.01,0.0,0.97,100,13,0,13
284,0.9192328655130126,-5.438192354071251,-2.938192354071257,-0.28165503524484636,-2.872502258253215,-0.47964784968370977,-0.3033907309472709,0.001047,0.01,0.0,0.97,100,13,0,13
285,0.9158094343105503,-5.441546317683539,-2.941546317683544,-0.2819688504157706,-2.875802562535262,-0.48023254229900003,-0.30375705562629707,0.001044,0.01,0.0,0.97,100,13,0,13
286,0.9195026726319141,-5.444670104517714,-2.944670104517719,-0.28227184990664045,-2.8788821324118277,-0.4807759756861529,-0.30410985990851436,0.001041,0.01,0.0,0.97,100,13,0,13
287,0.9170218478370306,-5.447913505243774,-2.947913505243777,-0.28258999115776867,-2.8820944168315963,-0.4813360293954541,-0.3044775224294834,0.001037,0.01,0.0,0.97,100,13,0,13
288,0.9273079801347031,-5.450515509549933,-2.950515509549937,-0.28283095219410287,-2.884634903443716,-0.4818131236055873,-0.3048040134390648,0.001034,0.01,0.0,0.97,100,13,0,13
289,0.9197213830144344,-5.453540079693793,-2.953540079693799,-0.2831137086178447,-2.8876324536901183,-0.48234427112307593,-0.30512645283612755,0.001031,0.01,0.0,0.97,100,13,0,13
290,0.9135181654038913,-5.456949172443879,-2.9569491724438866,-0.2834343659149855,-2.8909799792776547,-0.48294045228393717,-0.3055010820845733,0.001028,0.01,0.0,0.97,100,13,0,13
291,0.9136877637130801,-5.460379589844455,-2.9603795898444614,-0.28374866199636506,-2.894345641897611,-0.48355269797484024,-0.30586899837377535,0.001025,0.01,0.0,0.97,100,13,0,13
