episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
76,0.9285438003464339,-3.8432696260984405,-0.6824407638430665,-0.29847317672246415,-0.12615891840184834,-0.1551157388970644,-0.024923273509135816,-0.20838466052564347,-0.1665024754539336,-0.005945536525188033,-0.0020519414967338444,-0.0051162448190818725,-0.0979769464282146,-0.2286719104477251,-0.05987483003330775,0.003042,0.01,0.0,0.97,100,14,1,15
77,0.932271315499449,-3.853217171224052,-0.6875347936257266,-0.30059519210150826,-0.12716440468822032,-0.15619635188535938,-0.025148353568854438,-0.2098441886225557,-0.16769241486065473,-0.00597891747271985,-0.002067613166288823,-0.005160624226727954,-0.09879663853297983,-0.23018538484941023,-0.060347926659729406,0.003014,0.01,0.0,0.97,100,13,1,14
78,0.9303302092781081,-3.863146063408025,-0.6924905532733696,-0.30277251654955095,-0.1280355920271463,-0.1573244851390868,-0.02529617254214083,-0.21138613645560325,-0.16885112313465814,-0.00602258999143172,-0.0020819157287467306,-0.005181924756573052,-0.09944006576164906,-0.23192319234116643,-0.06064940780198359,0.002987,0.01,0.0,0.97,100,14,1,15
79,0.9295671687463875,-3.872967781123131,-0.6974146843963736,-0.3049213862543541,-0.1289612135206571,-0.15843620191814056,-0.025495710872487275,-0.21300609332946585,-0.17009875337441635,-0.006068432742146714,-0.0020957241298250394,-0.00521517388993473,-0.10011357362358383,-0.23362490142515385,-0.06101773116621841,0.00296,0.01,0.0,0.97,100,14,1,15
80,0.9250457652452849,-3.8837827235822386,-0.7028912293877599,-0.3072226173270186,-0.13000127758053087,-0.15958365763391522,-0.025721437514915048,-0.21451912578812676,-0.17135219292343049,-0.006114090741117567,-0.002113076085588924,-0.005251343932085225,-0.10092977576039461,-0.23533570225864203,-0.06141452441448858,0.002934,0.01,0.0,0.97,100,13,1,14
81,0.9310310159352536,-3.893561601665848,-0.707765537912409,-0.3093250707557365,-0.13086950171776832,-0.16062191666157402,-0.02586465569144839,-0.2159147736541684,-0.17254548852285878,-0.006156892270237683,-0.0021268020509061358,-0.005296158896859733,-0.10157313081077539,-0.2368677027196587,-0.06182096255604281,0.002909,0.01,0.0,0.97,100,13,1,14
82,0.9254458416208745,-3.904085016541512,-0.7131208750500648,-0.3116540427547659,-0.13185778562197467,-0.1618124282125477,-0.026049963610409458,-0.21761308029998927,-0.17385561506465214,-0.006201318888740808,-0.002142158608112634,-0.005339948870527679,-0.10225861794616538,-0.23855797225944167,-0.06225105962725406,0.002883,0.01,0.0,0.97,100,13,1,14
83,0.9356062505222695,-3.9127693804013246,-0.7174569023268866,-0.3135186527427372,-0.13265166425904387,-0.1627502462263228,-0.026186141751742664,-0.21893998872018416,-0.17494868710183387,-0.006238433215869782,-0.002155237625628757,-0.005367259127010863,-0.10291917971338733,-0.2399572076775225,-0.06262200031665995,0.002859,0.01,0.0,0.97,100,14,1,15
84,0.9267991317415262,-3.9231090069149888,-0.7226046973612735,-0.31581122887199947,-0.1335250572480254,-0.16393830275894167,-0.026331794742750332,-0.22046867801282122,-0.1762141296628337,-0.006298663082748939,-0.00216966935558828,-0.005406505622181736,-0.10360684618761012,-0.24208123513689736,-0.06301037965912293,0.002834,0.01,0.0,0.97,100,14,1,15
85,0.9287034995165476,-3.9310160263015925,-0.726588738151201,-0.3176427487796127,-0.13426600855166781,-0.16483189436723097,-0.02649662738745708,-0.2218580389635465,-0.1773504660377294,-0.006333767192837035,-0.0021830574025268525,-0.0054326388142973865,-0.10421451268717166,-0.24362376302624372,-0.06341761995459445,0.00281,0.01,0.0,0.97,100,14,1,15
86,0.9327903622635106,-3.93983007303305,-0.7309953835294911,-0.3195439264098844,-0.13506815853456647,-0.16581263942035418,-0.0266682725494374,-0.22316232987235063,-0.1783909915924708,-0.006373250239919719,-0.002194887370490245,-0.005470365327257446,-0.10477682486995347,-0.24509895376504395,-0.06389414289991707,0.002787,0.01,0.0,0.97,100,14,1,15
87,0.9257147662293979,-3.949862983381525,-0.736166927684379,-0.3217955120637573,-0.13604231028066885,-0.16698242504831226,-0.026885523650404915,-0.2247360956211663,-0.17964641781040264,-0.00641229584207506,-0.00221291589988235,-0.00552041678831067,-0.10573375116777467,-0.24685513418218594,-0.06425196738862952,0.002763,0.01,0.0,0.97,100,13,1,14
88,0.9300575327803051,-3.9591854601398215,-0.7408723739208378,-0.3237559141600856,-0.13694074351603644,-0.1679550917834482,-0.0270463380372326,-0.22608288119692208,-0.18076856698881552,-0.00644452514191579,-0.002229597373544405,-0.005563289501727014,-0.10641703789182963,-0.24833029552552063,-0.06474383693907701,0.002741,0.01,0.0,0.97,100,13,1,14
89,0.9255274225968279,-3.96901103455112,-0.7457947729430451,-0.3258719369425427,-0.13785743683322696,-0.16908296019632,-0.027246571096575786,-0.22759139487098773,-0.18191080394384995,-0.006488783000772802,-0.0022422869587722383,-0.005597961863698259,-0.10705165892149665,-0.2499348424035462,-0.06515566275461424,0.002718,0.01,0.0,0.97,100,13,1,14
90,0.9311821481741691,-3.9765484436503433,-0.7497489950445951,-0.32765962078665567,-0.138610333485687,-0.17005683890626447,-0.02742496612786116,-0.2288905965417413,-0.18293653180488623,-0.006521802365732165,-0.0022534855769999686,-0.005622765445152366,-0.10756180272152727,-0.25117267657003306,-0.0656374180822963,0.002696,0.01,0.0,0.97,100,14,1,15
91,0.9330988308863513,-3.9848336727938802,-0.7538742176367773,-0.32941494298279206,-0.13939566881959967,-0.17093953754819868,-0.02760079229614537,-0.2301384902274562,-0.18389753154530603,-0.006551991091668337,-0.0022664597874922357,-0.005658459140496017,-0.10808347674822837,-0.2524543438173781,-0.06603033471855885,0.002674,0.01,0.0,0.97,100,14,1,15
92,0.938347113038764,-3.9920944001601293,-0.7575194723987061,-0.3309484775167932,-0.14011767082271742,-0.17168722177784834,-0.027745770468593358,-0.23129170222310041,-0.18482415676562342,-0.006576852539651965,-0.0022761687994469195,-0.0056750558224329326,-0.10845941293987245,-0.2533571159612569,-0.06641698645611206,0.002653,0.01,0.0,0.97,100,14,1,15
93,0.9275105372315515,-4.001428974725537,-0.7623114485567485,-0.33299143196416053,-0.14101122767017632,-0.17277249400445427,-0.027919231149458375,-0.23271354717220644,-0.18594410241752654,-0.006620870937262565,-0.0022907676922309583,-0.0057094164398850565,-0.1091857492280071,-0.25493609027276437,-0.06686903019954794,0.002632,0.01,0.0,0.97,100,13,1,14
94,0.9318827029324267,-4.009733526487074,-0.7664907409655227,-0.33471749847974847,-0.14182331062492276,-0.17364213695692898,-0.028095775930705266,-0.23390336875562723,-0.1869150098835765,-0.006652091244953349,-0.0023022834483287487,-0.005742699678223335,-0.10970295133642267,-0.2561655166127717,-0.0672590431890768,0.002611,0.01,0.0,0.97,100,14,1,15
95,0.9273798501809611,-4.016303511888315,-0.769684098612571,-0.336254720260436,-0.14242600321176796,-0.17452839450267996,-0.02826391640972115,-0.23527942809959987,-0.18793037372378174,-0.006692469080452174,-0.002314928713411808,-0.005764777486407058,-0.11031260308573759,-0.2573766712605084,-0.06761463468918827,0.002591,0.01,0.0,0.97,100,14,1,15
96,0.9302899653394201,-4.024741843162857,-0.7739116628306043,-0.3380281903541666,-0.14322948243700276,-0.17541388033352387,-0.028409729966705582,-0.23650550835104042,-0.18893342696597318,-0.0067235956182570555,-0.0023287215379669576,-0.005794926137922335,-0.11096035960340958,-0.2585704713862093,-0.06800152667029873,0.002571,0.01,0.0,0.97,100,14,1,15
97,0.9277098313285398,-4.03351668258372,-0.7784567047210019,-0.339989770652385,-0.14413383999900714,-0.17648580541537126,-0.028603950981751704,-0.23784337239386252,-0.19010675266742158,-0.006762002269507423,-0.002342594251973668,-0.0058332078601409584,-0.11157429002763285,-0.2600605223712262,-0.06840139867644462,0.002551,0.01,0.0,0.97,100,14,1,15
98,0.9282270842463676,-4.042153860259296,-0.7828508681100179,-0.34189553642574033,-0.144922737251873,-0.17746744761550157,-0.02873115229991193,-0.23908957997343414,-0.1911770705054968,-0.006805265191519503,-0.002354407060451253,-0.005868383592471609,-0.11221498115251193,-0.2618208285061548,-0.0687700697075049,0.002532,0.01,0.0,0.97,100,14,1,15
99,0.9365594520267154,-4.049458692255089,-0.7865567464530479,-0.343470456324011,-0.1456023213715184,-0.17826600988513697,-0.028848753417777602,-0.24023057697172784,-0.1920581586923601,-0.0068342454419332375,-0.0023681046221477073,-0.005894772699378357,-0.11285417100615906,-0.26296050939736637,-0.06910529714575858,0.002513,0.01,0.0,0.97,100,14,1,15
100,0.9256562687863202,-4.057771908838756,-0.7909036199539948,-0.3454139037420851,-0.1464146261289174,-0.1792980506851227,-0.029001365416227828,-0.24160502799643274,-0.19308906618238955,-0.006872385410523852,-0.0023789353568219092,-0.005930841221197756,-0.11340153366061216,-0.2644772293501264,-0.06942900279422794,0.002494,0.01,0.0,0.97,100,14,1,15
101,0.9289394988933755,-4.06550636874046,-0.7948310368125193,-0.34714964983437846,-0.14712638636356634,-0.18021728053073421,-0.02915421545815699,-0.24284118662424278,-0.19408927821131183,-0.006907158728282466,-0.002391302811383076,-0.005968492695784768,-0.11393156705609042,-0.2658152195700476,-0.06974421832576158,0.002475,0.01,0.0,0.97,100,14,1,15
102,0.9354086647322253,-4.072678693972537,-0.7984503410528978,-0.34869282122021455,-0.1478164986945536,-0.1810041663808686,-0.02931038382908807,-0.24392801533742037,-0.1949842912882688,-0.006939753528673249,-0.0024006323243010636,-0.005986286780121298,-0.11440626171774301,-0.26700094190244517,-0.07003345879292665,0.002457,0.01,0.0,0.97,100,14,1,15
103,0.9327395265350358,-4.080162440744155,-0.802248510128721,-0.35036000392021743,-0.1485207588414653,-0.18186970926227508,-0.029463529884927803,-0.2451284741512852,-0.19592347378445654,-0.006971436606171986,-0.002410731688896961,-0.006008726015099078,-0.11487243827109443,-0.2682104646245442,-0.07037847420333522,0.002439,0.01,0.0,0.97,100,14,1,15
104,0.9280550197098045,-4.08657783276532,-0.805703086627839,-0.35205396253577015,-0.1490992129215604,-0.18281229745758976,-0.029565580909624033,-0.24638114118373408,-0.19697418157074498,-0.007008440638536451,-0.0024250119706954896,-0.006013194948419785,-0.11539913767228217,-0.2694023992303955,-0.07078661437829716,0.002421,0.01,0.0,0.97,100,14,1,15
105,0.9324322077576603,-4.094383773170641,-0.8096322914920063,-0.35372114665254295,-0.1498449335989372,-0.18365570701046077,-0.0297365066889825,-0.24758692927663428,-0.19791716001019521,-0.007044161940499111,-0.0024381593760271886,-0.006055118829077856,-0.11601384850287928,-0.2707031487983608,-0.07111812968066035,0.002404,0.01,0.0,0.97,100,13,1,14
106,0.9228328745048009,-4.1033702019624325,-0.8143721146368063,-0.35577512305076603,-0.15074556730024255,-0.1847338907100843,-0.02993516640307351,-0.24896315165806135,-0.199050160248252,-0.007083413639222491,-0.002450855125461013,-0.006090374845726109,-0.11673490010434565,-0.2721817441732796,-0.07152851312663033,0.002386,0.01,0.0,0.97,100,13,1,14
107,0.9283139632811184,-4.111491016753131,-0.8185686301428677,-0.3576045917055996,-0.15154272811289013,-0.18567958068736062,-0.030119592991876214,-0.2502828501823417,-0.2001496615779358,-0.007118771388767556,-0.0024630768395976117,-0.006118483495525838,-0.11725054479769,-0.2734721211730177,-0.07188164462959369,0.002369,0.01,0.0,0.97,100,14,1,15
108,0.9263985606237297,-4.119745175039867,-0.8228016224155754,-0.3594536399801952,-0.15232105892039324,-0.1866595324867648,-0.030262578872630518,-0.2516151758800471,-0.20122537076955654,-0.007157280776525749,-0.0024763284924621157,-0.006152364844559622,-0.11792753642959684,-0.2748536550500453,-0.07225399515196054,0.002352,0.01,0.0,0.97,100,14,1,15
109,0.9308771988663995,-4.127477886207077,-0.8267553056522751,-0.3611362318944433,-0.15302840747749677,-0.1874854319679266,-0.03038562133356173,-0.25277610422624724,-0.20217794087976568,-0.0071946082831380745,-0.002488144205858265,-0.006181096652400912,-0.11847669408676627,-0.2762970904028112,-0.07251792523823505,0.002336,0.01,0.0,0.97,100,13,1,14
110,0.9316174230886385,-4.134802450502932,-0.8304775269740944,-0.3627367745027116,-0.15368819464294817,-0.18829057779784156,-0.030508385706691784,-0.25390103254783564,-0.2030466792707523,-0.007227837554043805,-0.00249749581753339,-0.006211035689844875,-0.11898401416977786,-0.27759149336900363,-0.07278521750700154,0.00232,0.01,0.0,0.97,100,14,1,15
111,0.9294988204545069,-4.142500339669784,-0.8344332109713539,-0.36442187756845906,-0.15442540071372998,-0.1891688639058089,-0.030640317692577895,-0.25507291080312455,-0.2039942088307928,-0.007257642928035907,-0.0025103416520271303,-0.006237088786714562,-0.11961130589757246,-0.27878612242993206,-0.07301892337504252,0.002304,0.01,0.0,0.97,100,13,1,14
112,0.9342934902040333,-4.146246304800983,-0.8364785432665407,-0.36562503390444084,-0.1547736126655647,-0.18983609311563304,-0.030780477155072306,-0.2560801752038465,-0.20483352948737157,-0.007284245818917238,-0.0025194977385685846,-0.006225895993980013,-0.12003240569204594,-0.27971206328202336,-0.07342014862550428,0.002288,0.01,0.0,0.97,100,14,1,15
113,0.926899636376052,-4.153830882556439,-0.8402727271278663,-0.36728016632065874,-0.15541120370441883,-0.19068279939404137,-0.030883855299420837,-0.2572393247486272,-0.2057560877240597,-0.007319817509688411,-0.0025309712717891497,-0.006256781560773938,-0.12058637209417025,-0.28114574200607373,-0.07369598353721801,0.002272,0.01,0.0,0.97,100,14,1,15
114,0.9299867456336091,-4.15663174484454,-0.8418502536980631,-0.36836630864050246,-0.15573465878776901,-0.19132259101394308,-0.031010078903280176,-0.25831526112027914,-0.20657594158948006,-0.007343060875662844,-0.002540525083771306,-0.00618630376619873,-0.120929770373559,-0.28155436921256444,-0.07400292345041742,0.002257,0.01,0.0,0.97,100,14,1,15
115,0.9308905301941961,-4.163534067689995,-0.8453840802534079,-0.3699435990383226,-0.15631686303367062,-0.19213710985764715,-0.031108493942946024,-0.25938533600832303,-0.20743201550773302,-0.007379264843384072,-0.0025519007607059615,-0.006216800448175286,-0.1214267145735544,-0.28303664612571805,-0.07425615582309997,0.002241,0.01,0.0,0.97,100,14,1,15
116,0.9296064142417911,-4.170747818062842,-0.8490795363648606,-0.3715190984477927,-0.15699816149025614,-0.19295240792177773,-0.031236437814411683,-0.2604732872628414,-0.20831133025243084,-0.0074120154543021125,-0.0025623589666657126,-0.006240841956644712,-0.12194222684761018,-0.28421747702571304,-0.07460197514520299,0.002226,0.01,0.0,0.97,100,14,1,15
117,0.9325745473908413,-4.175652836153249,-0.851587458008711,-0.3728189766264932,-0.15742066682604272,-0.19370284883705524,-0.031342037219448435,-0.26150575080706256,-0.20918704372664598,-0.007442072013658895,-0.002571771929219687,-0.0062616892684355645,-0.12228499011120703,-0.28518589588357174,-0.07488063925541746,0.002212,0.01,0.0,0.97,100,14,1,15
118,0.9238053661976561,-4.183568427056095,-0.8555930882859489,-0.3746058534256385,-0.15809914533680958,-0.19463386951789516,-0.0314354011876777,-0.26280555083510543,-0.2101349928623739,-0.007481265268516608,-0.0025829348266028116,-0.006290984719704298,-0.12285095012691971,-0.28668571893548184,-0.07520972833606325,0.002197,0.01,0.0,0.97,100,14,1,15
119,0.9330636939481557,-4.190238774829169,-0.8589682835716308,-0.37606996167877266,-0.1587075349917086,-0.19541328937302632,-0.03154885524878626,-0.2638602017547221,-0.21089657994711555,-0.00750755745232853,-0.002592101099297169,-0.0063171471079339495,-0.12331809998209607,-0.28780914371330846,-0.07546861615915249,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.9328993070120979,-4.1969860004303365,-0.8624096602679301,-0.37760028039595595,-0.15933309250167896,-0.19621196284052128,-0.03165148390515577,-0.2649433636355658,-0.21169503805182666,-0.007534925415251704,-0.0026020148120531736,-0.006343865183447095,-0.12378484825862561,-0.2888679177527363,-0.07576726210699884,0.002168,0.01,0.0,0.97,100,14,1,15
121,0.9341062444261219,-4.20340693171855,-0.8656150952074299,-0.37899358494975605,-0.1598839415970149,-0.19693367315867932,-0.031737489716785305,-0.2659647493411386,-0.21248390222342062,-0.00756129406602417,-0.002611020870849667,-0.0063667084756240284,-0.12426069411160692,-0.2898852712482784,-0.07600900292162889,0.002154,0.01,0.0,0.97,100,14,1,15
122,0.9284496581990042,-4.2103464346213935,-0.8691620213081099,-0.3805788758562269,-0.1605430649610329,-0.19780563175644872,-0.03188569453148491,-0.26706828019450507,-0.2133147284807073,-0.007592184353261589,-0.002620348384731305,-0.006395716058275356,-0.12480773702309785,-0.29099731764400366,-0.07636426364390819,0.00214,0.01,0.0,0.97,100,14,1,15
123,0.9263154374759651,-4.217944026620344,-0.8730937997697181,-0.38225706205075854,-0.16127472125335532,-0.19868847789460883,-0.03200210099521092,-0.26821688922207076,-0.214238454754933,-0.007621747682992824,-0.002631290204573441,-0.006426894555588884,-0.1253345989953557,-0.29228163973345234,-0.07666947166769691,0.002127,0.01,0.0,0.97,100,13,1,14
124,0.9247565454729252,-4.225572337492912,-0.8770190233702562,-0.3839973315627126,-0.16196429656249364,-0.19959554701169296,-0.03212649448807187,-0.2694420344282336,-0.21512640106486916,-0.007660076056008183,-0.002644234069163314,-0.006464729916145716,-0.12599420696523234,-0.29391568409393565,-0.07697764446968768,0.002113,0.01,0.0,0.97,100,13,1,14
125,0.9320403176542456,-4.2322373016268315,-0.8803455407656781,-0.38543798886688646,-0.1625636252139796,-0.20032484349716068,-0.032241630777557324,-0.2703861113625746,-0.21594631877964768,-0.007689456963568056,-0.0026552947497135017,-0.006492207528792396,-0.12650286465182076,-0.2949920002856336,-0.0772418058849673,0.0021,0.01,0.0,0.97,100,14,1,15
126,0.9295630079590772,-4.238815167444291,-0.8836883580292588,-0.38691908730960445,-0.16315432180658587,-0.2010975966158197,-0.032335125487877696,-0.2714010235022956,-0.21676447511641952,-0.007721932464156872,-0.0026655210841289713,-0.006499933105671507,-0.12694879722874056,-0.29619898831084557,-0.07755153072914768,0.002087,0.01,0.0,0.97,100,14,1,15
127,0.9325042606685453,-4.245369955045158,-0.8870501672566066,-0.38835927525804137,-0.16375879155164108,-0.2018451399615717,-0.032425846985929103,-0.27235397380447424,-0.21764782642583502,-0.007752159501503012,-0.0026770418994216385,-0.006518037254061669,-0.12747519102012525,-0.2972820726871018,-0.07783599682497694,0.002074,0.01,0.0,0.97,100,13,1,14
128,0.9310978564148831,-4.252134710823741,-0.8904512867934409,-0.3898099160057642,-0.1643823463796575,-0.20256922416459638,-0.03254040870750083,-0.27338246801698823,-0.21847058976571337,-0.007779402332944102,-0.002686478496772202,-0.0065387466364043075,-0.12795864664551773,-0.2983326810884082,-0.07811142274067982,0.002061,0.01,0.0,0.97,100,13,1,14
129,0.9300460643556033,-4.258939274493378,-0.8939243845228905,-0.39130129050316087,-0.16501911798483135,-0.20336348166309512,-0.03264987860169392,-0.2744220463309131,-0.21931614828794738,-0.007807218909243728,-0.002697622940185829,-0.006565712729193609,-0.12851767229515462,-0.2993352475404039,-0.07841794621083384,0.002048,0.01,0.0,0.97,100,13,1,14
130,0.9296102287751242,-4.26549601623024,-0.8972837213433644,-0.39275914988357724,-0.16565412832449974,-0.20410731698359513,-0.032798851946577716,-0.2754220868271898,-0.22012197056716182,-0.007834645692666675,-0.002707987637325942,-0.006591367678118934,-0.12898019597196142,-0.30037502284067047,-0.07870825188046505,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.931096091287566,-4.271712717047915,-0.9003607090710608,-0.39408527066010735,-0.1662114385118533,-0.20478994903427822,-0.03290653549821561,-0.2764159378319096,-0.2209223964590578,-0.007861487049023277,-0.0027181027105030336,-0.006610759289645584,-0.12940298729244226,-0.30123302790043627,-0.07897397814373479,0.002023,0.01,0.0,0.97,100,14,1,15
132,0.9375020989354199,-4.277524295647033,-0.9033138016119542,-0.39534083739287074,-0.16679374523602303,-0.20540409828283926,-0.03305317863255626,-0.2773038437212085,-0.22164271082482526,-0.007885444607850917,-0.002726397634321007,-0.006633098689588024,-0.1297954023246602,-0.30208855922002975,-0.07919388880299091,0.002011,0.01,0.0,0.97,100,13,1,14
133,0.9379134602403132,-4.283115929445186,-0.9060864868580776,-0.3965201039922365,-0.16729923137427188,-0.20598643688139612,-0.03313722985597226,-0.2780893628274758,-0.22229827718054573,-0.007910454595735573,-0.002733928597407378,-0.00665169159305192,-0.13017813505219403,-0.3030311066668914,-0.07940746503919908,0.001999,0.01,0.0,0.97,100,14,1,15
134,0.9307139336879493,-4.289016667967319,-0.909037714720863,-0.397863363737839,-0.1678033649502064,-0.2066862025883223,-0.03324038999352977,-0.27907887725594854,-0.22305412298020802,-0.007939089797690292,-0.002743846656969023,-0.006671250918301795,-0.13065301715454786,-0.30416523711893567,-0.07968032893044384,0.001987,0.01,0.0,0.97,100,14,1,15
135,0.9296955385004638,-4.295539797367228,-0.9123928028336359,-0.3993172807595147,-0.1684344738909159,-0.20742524419035865,-0.033357772562479515,-0.28009659053035124,-0.22380153352181661,-0.007963179423431482,-0.002754549319663667,-0.006697859473465664,-0.13114484066239612,-0.3052590356966375,-0.07997530295941678,0.001975,0.01,0.0,0.97,100,13,1,14
136,0.9329348154615978,-4.301718317118893,-0.915514482054434,-0.40066106776186533,-0.16900598505314515,-0.20809125318853974,-0.03346368038144212,-0.28104898597174205,-0.22454468744989142,-0.007990893658658509,-0.0027635930169493113,-0.006723870766570631,-0.13160689960738622,-0.30632667145945003,-0.08029153697429235,0.001963,0.01,0.0,0.97,100,13,1,14
137,0.937028689566352,-4.307207507370982,-0.9182767358431989,-0.40184969273359844,-0.16948185942839766,-0.20867848144795514,-0.03353701393666519,-0.2819266184117581,-0.2252666065477311,-0.00801386454657116,-0.0027728300219049587,-0.006744997858522894,-0.1320045543678112,-0.3071738445660073,-0.08052903922122874,0.001952,0.01,0.0,0.97,100,14,1,15
138,0.9341820560559553,-4.31244010551146,-0.9208403056703569,-0.40300920225047515,-0.16993580467237002,-0.20927182681276404,-0.033623450462065066,-0.28279885019377704,-0.22595052348053216,-0.008038890154112162,-0.002780198647867256,-0.006769100212082436,-0.13230591079885104,-0.3080795778944406,-0.08072465276876398,0.00194,0.01,0.0,0.97,100,14,1,15
139,0.9327472746609944,-4.318589759982944,-0.9238881471798126,-0.40434633692019034,-0.17046679262499226,-0.20993930509089753,-0.03370470258801942,-0.28370130520788983,-0.22665740819722408,-0.008066124018450674,-0.002790348585387749,-0.00679446734959726,-0.13281803589359145,-0.3091662631478513,-0.08100926210335346,0.001929,0.01,0.0,0.97,100,13,1,14
140,0.9323828369442049,-4.324442774542201,-0.9268304461749302,-0.4055760394110233,-0.17105642085764916,-0.21055587734388867,-0.03382560712148142,-0.2845567102451756,-0.22738114806210682,-0.008086223443886424,-0.0027982704088606973,-0.006822478798994954,-0.13316698200864283,-0.3098968798944398,-0.08124267330066608,0.001918,0.01,0.0,0.97,100,14,1,15
141,0.9345429451466851,-4.330071072236013,-0.9297410699942051,-0.4068083493085639,-0.17163986948830856,-0.21117199265145153,-0.03396827099201181,-0.28544216719326665,-0.2280648705079808,-0.008109474274714,-0.002805687245246974,-0.006838830508587513,-0.13347946074093164,-0.31072010684693985,-0.08147295000895449,0.001907,0.01,0.0,0.97,100,14,1,15
142,0.9316240750373341,-4.33589110726887,-0.9326858544214067,-0.40810527400572505,-0.17217517996653187,-0.21185851114106954,-0.03406767397947046,-0.2863280365658699,-0.2287646303101574,-0.008139805696501199,-0.0028148449375868926,-0.006868710899151913,-0.13390149802956244,-0.3117470546632825,-0.08167346498055317,0.001896,0.01,0.0,0.97,100,14,1,15
143,0.9322461132445737,-4.340983021420149,-0.935306541943596,-0.40930256220408917,-0.17264796718035935,-0.21245144697034493,-0.03417188741083928,-0.287214654317342,-0.2294826148776857,-0.00816185349041644,-0.0028254636088905147,-0.0068739105444065125,-0.13436046035665128,-0.3125275672454343,-0.08193426460057418,0.001885,0.01,0.0,0.97,100,14,1,15
144,0.9377338141619763,-4.34618222692287,-0.9379339078728713,-0.41043587420740546,-0.1731423219966891,-0.21303057051905563,-0.03426154318770566,-0.28804176343760135,-0.23017764606540808,-0.008185612771558765,-0.002832701835000931,-0.006896133089963103,-0.1346791956263655,-0.3132577615127633,-0.08210434582929108,0.001875,0.01,0.0,0.97,100,14,1,15
145,0.9305768163237842,-4.352231332431605,-0.9410432734955718,-0.4118063078367791,-0.17368656835652896,-0.213739897219164,-0.03434966862355637,-0.28900908548504034,-0.23094257583988043,-0.008216724964003474,-0.0028418966081947537,-0.006920865122565097,-0.13508908373126502,-0.31446146183183726,-0.0823477475313717,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.9327021882317268,-4.3578525365175595,-0.943828896666919,-0.4130413640392262,-0.17416045058062213,-0.21434500580174856,-0.034423219131051175,-0.2898708536457574,-0.23164308641800507,-0.008244670366194596,-0.0028497277660621645,-0.006938109045227008,-0.13549174298197858,-0.31556688435706987,-0.08257913013487499,0.001854,0.01,0.0,0.97,100,14,1,15
147,0.9348303966992458,-4.363246928220692,-0.9465468884024293,-0.4141999872342407,-0.17469156349779674,-0.21491887941072124,-0.03455287497577108,-0.2906669940695376,-0.23232621150337676,-0.008268356019454713,-0.002856517966694988,-0.006958849806038889,-0.13583560930959088,-0.31638999477731017,-0.08278861261959197,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9270105266738091,-4.368822813810707,-0.9494230601544154,-0.41544869688422936,-0.17525605011132966,-0.21552992205558755,-0.03468056747167556,-0.29157151354212674,-0.2331392966958109,-0.008292994976763642,-0.0028652552524727174,-0.006958515902762919,-0.13624538213054366,-0.3171332385503223,-0.08305527843415958,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9347767616998386,-4.374262293222255,-0.9521543967394807,-0.41663809130727747,-0.17574997225828434,-0.21613056632659627,-0.03477306703817528,-0.292472441709325,-0.23382445389694245,-0.00831480943253698,-0.0028729271207919805,-0.006981568486644943,-0.13661257921963404,-0.31803215425368664,-0.08334223364560567,0.001823,0.01,0.0,0.97,100,14,1,15
150,0.9313687146088051,-4.379726536880152,-0.9549629295349794,-0.4178812303190238,-0.1762460235253564,-0.21675384327201744,-0.03486794358167947,-0.2933366178753385,-0.23452119675846936,-0.008338716054656187,-0.002880498814853058,-0.0070051207260220325,-0.13700219976768682,-0.31912080911559565,-0.08358074894841455,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9303830271011319,-4.385391852338088,-0.9578862136571694,-0.41916234077359443,-0.176767527923705,-0.21742200259826608,-0.034958587188036634,-0.2942129139508521,-0.23525508135870837,-0.008366016521315606,-0.002888576762502766,-0.007027697721688372,-0.13742221545515146,-0.32018466911291216,-0.08379214393249224,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9253404628623945,-4.391623689266794,-0.961076136789289,-0.42058160918942517,-0.17735474516481237,-0.2181716425724128,-0.035068361304963484,-0.2951798811729232,-0.23608972952209423,-0.008398251023214084,-0.0028968579138659244,-0.007057326572925391,-0.13789187805041644,-0.3213310712733138,-0.08400497034822414,0.001794,0.01,0.0,0.97,100,14,1,15
153,0.9261473389728901,-4.397969398644072,-0.9643090534957326,-0.4219522909745752,-0.17798230796026548,-0.21887505830306447,-0.03519626558301165,-0.2961092758383339,-0.23688924765795538,-0.008424847845547739,-0.00290652690146614,-0.007081090250590829,-0.1383737767439207,-0.3224277770828899,-0.0842490403534761,0.001784,0.01,0.0,0.97,100,13,1,14
