episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,onsite_shortage_pressure,depot_shortage_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
101,0.9400733244352836,-3.8577065166132614,-0.6963976933734831,-0.2859371862498025,-0.14521434213157977,-0.1421885436146266,-0.037108243607079816,-0.20202128214623707,-0.1589113212735031,-0.09538099755003329,-0.10483885614149493,0.002475,0.01,0.0,0.97,100,14,1,15
102,0.9370691534861878,-3.864927454300056,-0.7000593274872126,-0.28743411380367706,-0.14595079915600992,-0.14295447996122188,-0.03727317202950192,-0.20315939763184143,-0.15980275867828014,-0.09585209438127071,-0.10544250193441901,0.002457,0.01,0.0,0.97,100,14,1,15
103,0.9422562400514783,-3.871350972789341,-0.7033449434051746,-0.2887528598122102,-0.14662997904818847,-0.14358600456290904,-0.03745509197010158,-0.20409673964589672,-0.1605417219159114,-0.09618104333036886,-0.10607925065150685,0.002439,0.01,0.0,0.97,100,14,1,15
104,0.9301853560345551,-3.878717878025648,-0.7072939899869048,-0.2904533413496456,-0.14746063530908307,-0.14448963902401918,-0.037657294966579505,-0.20533588668058553,-0.1615231210587092,-0.09670359611990342,-0.10689557608168043,0.002421,0.01,0.0,0.97,100,14,1,15
105,0.9382014065539428,-3.885869160134223,-0.710987898031822,-0.29193699525146866,-0.14824271409430237,-0.14520421545057238,-0.037850434503988825,-0.20637442906724512,-0.16232400700643124,-0.09722773801855045,-0.10760122114063725,0.002404,0.01,0.0,0.97,100,13,1,14
106,0.936513798428792,-3.8924523136977243,-0.7144331633723023,-0.2934117072321732,-0.14895728012055798,-0.14595996790185065,-0.03801658907178145,-0.2074179140543732,-0.16318408769004583,-0.09770815265373946,-0.10809949595475307,0.002386,0.01,0.0,0.97,100,14,1,15
107,0.9382179551962271,-3.8977327489572007,-0.7172393441679796,-0.2947627840161757,-0.14952730241773451,-0.14670171462524473,-0.038198145551597576,-0.20846775274977042,-0.1639607652471778,-0.09816838128592587,-0.10860840599725285,0.002369,0.01,0.0,0.97,100,14,1,15
108,0.9384266817712325,-3.904512661207832,-0.7206862057565934,-0.29619498027031965,-0.1501920855679183,-0.14741960053211897,-0.0383431998761525,-0.20953116744708433,-0.16475614368741764,-0.09875207915858043,-0.10919310394947378,0.002352,0.01,0.0,0.97,100,14,1,15
109,0.9381382791407442,-3.911306338104336,-0.7241592239079846,-0.29760236160931175,-0.15087376480335052,-0.14810855190222497,-0.03849799742352626,-0.21051442219238387,-0.16551521617100304,-0.0991810778992849,-0.10986130673317478,0.002336,0.01,0.0,0.97,100,14,1,15
110,0.9394185534910482,-3.914695588522132,-0.7260341509376037,-0.29869842395768426,-0.1512234609572277,-0.14874575262700374,-0.03862420645295039,-0.21148044278236683,-0.166199751476804,-0.09963113641604879,-0.11025243850443218,0.00232,0.01,0.0,0.97,100,14,1,15
111,0.9357274995332734,-3.921693942685928,-0.7295842119365437,-0.3001512966131578,-0.15194574967954513,-0.14948633719639323,-0.03881062150924947,-0.21254167724706222,-0.1669626524742278,-0.10017084887256458,-0.11083159781283583,0.002304,0.01,0.0,0.97,100,13,1,14
112,0.9408692124347077,-3.9278869369971914,-0.7326768276101947,-0.3013922476114779,-0.15258288781176768,-0.15009415152480304,-0.03894035127842414,-0.21340348020395106,-0.16767813959823932,-0.10062265782915651,-0.11124704553689019,0.002288,0.01,0.0,0.97,100,14,1,15
113,0.9362377725045666,-3.934223831083512,-0.7359029131642255,-0.30271895264699916,-0.15324551637613731,-0.15073281058511084,-0.03910489280589782,-0.21436440174079224,-0.16839969010210154,-0.10111479893055697,-0.11176164110046177,0.002272,0.01,0.0,0.97,100,14,1,15
114,0.9353723805848699,-3.9407516937616673,-0.7393532260796021,-0.3041757638209916,-0.15396238343158034,-0.15147572459275008,-0.039291052458458854,-0.21534877578737455,-0.169175419758464,-0.10162961915445382,-0.11231486072550982,0.002257,0.01,0.0,0.97,100,14,1,15
115,0.940169351158585,-3.9469231691714874,-0.7425326462747401,-0.3054551072830848,-0.1546303693008009,-0.1520857322246294,-0.039466056494494056,-0.21623129809081895,-0.16989997085410505,-0.10210884105930937,-0.11275882295053515,0.002241,0.01,0.0,0.97,100,14,1,15
116,0.9388642579286212,-3.9532177813559457,-0.7457476972042781,-0.3067514381985685,-0.1553116431431474,-0.15274976812727972,-0.03964629122625962,-0.21713631575135597,-0.170580666538642,-0.1025416464232339,-0.11319505435508415,0.002226,0.01,0.0,0.97,100,13,1,14
117,0.939430244941427,-3.9595538588452603,-0.7488864975770909,-0.3079803595176441,-0.15596471211403426,-0.1533293679679289,-0.03979344402535294,-0.21798047805103415,-0.17128350941757964,-0.10290567613825365,-0.11369519120165117,0.002212,0.01,0.0,0.97,100,13,1,14
118,0.9373887638940193,-3.965850246516618,-0.7521418469323502,-0.3093102161430934,-0.15661987987320314,-0.15401967282215545,-0.03993631744344456,-0.2189275118562309,-0.1719761360148443,-0.10333343886043876,-0.11414361254257996,0.002197,0.01,0.0,0.97,100,14,1,15
119,0.9413534337238647,-3.970864602345323,-0.7547894575767671,-0.3104950243812942,-0.15715493694735408,-0.1546478869936977,-0.040097554613868644,-0.21978999112332417,-0.1726189349520048,-0.10372391921824134,-0.11450296117904533,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.9410205211671728,-3.976837943368592,-0.7577781026253722,-0.31170451986705083,-0.15776293785944123,-0.1552266519210344,-0.040233243891637634,-0.22066081202311882,-0.17328966648008665,-0.10413305890559052,-0.11495013970658477,0.002168,0.01,0.0,0.97,100,13,1,14
121,0.940433121876525,-3.9816067315185077,-0.7600875088198368,-0.31276331765487964,-0.15820507458368369,-0.1557303789681342,-0.040341855453117414,-0.2215922068360733,-0.17392427222485451,-0.10454639903986554,-0.1152627822305182,0.002154,0.01,0.0,0.97,100,14,1,15
122,0.9440121529242974,-3.986965868658677,-0.7627941716707458,-0.3138635245889334,-0.1587740584097589,-0.1562566529085538,-0.04049765835184023,-0.2224128779381664,-0.1745613011302616,-0.10492036381734285,-0.11556497168141625,0.00214,0.01,0.0,0.97,100,14,1,15
123,0.941848216823555,-3.9927338697836907,-0.7657287919010063,-0.31501240369873945,-0.1593922827330383,-0.1568072686978658,-0.04065009575864654,-0.2232312258533903,-0.17520205822890886,-0.10522443889034398,-0.11597019584408788,0.002127,0.01,0.0,0.97,100,14,1,15
124,0.9390942480708967,-3.998602474541445,-0.7687706422573318,-0.3162497072252124,-0.16000814693654217,-0.15738709317969934,-0.04079797707897354,-0.22412361576018916,-0.17581541637294695,-0.10568423674872894,-0.11646978219116415,0.002113,0.01,0.0,0.97,100,14,1,15
125,0.9360449331432837,-4.004865050048361,-0.772002668204324,-0.31755319443688923,-0.16067557874339738,-0.15804513357857491,-0.04095891128610324,-0.2250219828761441,-0.17651220944303814,-0.10603997776876728,-0.11701576941116866,0.0021,0.01,0.0,0.97,100,14,1,15
126,0.9401638930488482,-4.010683471404786,-0.7750610668647481,-0.31879888101923937,-0.16131221947237379,-0.15867252339619003,-0.04109600002074407,-0.22585681107565522,-0.17718666055096058,-0.10637260234250237,-0.1174782795885716,0.002087,0.01,0.0,0.97,100,13,1,14
127,0.9386463729477077,-4.0166090854087395,-0.7780442252157703,-0.31999944264224567,-0.16190137360811033,-0.15924883714440594,-0.04122805657607199,-0.22667576667485384,-0.17782628171815074,-0.1068212516555354,-0.11802543597661165,0.002074,0.01,0.0,0.97,100,13,1,14
128,0.9404708201760981,-4.022358517116655,-0.7810198592209225,-0.3212021828796441,-0.1625459470887563,-0.15983614908875324,-0.04139864603686119,-0.22753027322399083,-0.1785084494380505,-0.1072538642677942,-0.11840424456117984,0.002061,0.01,0.0,0.97,100,13,1,14
129,0.9383510978111025,-4.0282959008225365,-0.784075655705246,-0.3224348155895138,-0.1631870677908663,-0.16043626067276154,-0.04155661793186836,-0.22841212649670772,-0.1792112878585089,-0.10771476264309784,-0.11891637476856987,0.002048,0.01,0.0,0.97,100,13,1,14
130,0.9370240824728465,-4.033466465944513,-0.7868187174613963,-0.32362231946597436,-0.1637854601166517,-0.16104853363195212,-0.041734070242918045,-0.22926405425717816,-0.17991628686798836,-0.10810134463397106,-0.11931659625407341,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.938208970318057,-4.038783763149058,-0.7895596310675567,-0.3247728133372176,-0.1643252788866855,-0.16161414554096407,-0.041863244899963827,-0.23004011382147846,-0.18055111664208218,-0.10844597567824592,-0.11982593894483769,0.002023,0.01,0.0,0.97,100,14,1,15
132,0.945058266447258,-4.043810009007738,-0.7921335253158265,-0.3258073528115984,-0.16485264031252975,-0.16209876764597872,-0.041987241764310415,-0.23074448369117095,-0.18108192425877023,-0.10875519229951683,-0.12025963184740511,0.002011,0.01,0.0,0.97,100,14,1,15
133,0.9455245038477116,-4.0484174653618075,-0.7944155684889211,-0.3267105535739823,-0.1653418835890047,-0.16252949415683968,-0.042118003030210925,-0.23138429483631787,-0.18161890880957607,-0.10904222664894082,-0.12055927402752636,0.001999,0.01,0.0,0.97,100,14,1,15
134,0.9396359804904577,-4.052847023565253,-0.7967190899763923,-0.3277535607067233,-0.1658042396360527,-0.16305746852223924,-0.042234381166003025,-0.23218809240047095,-0.18223762409993158,-0.10948413154232983,-0.12092521882514022,0.001987,0.01,0.0,0.97,100,14,1,15
135,0.9350257232014844,-4.058783502259447,-0.7998027916179389,-0.3289972248072924,-0.16644922526709618,-0.16369581172607875,-0.04240089438667131,-0.23306837682583892,-0.18290227987828359,-0.10990937988903687,-0.12141771030048773,0.001975,0.01,0.0,0.97,100,14,1,15
136,0.9422037142761192,-4.064005758683355,-0.8024239964762628,-0.3300039043265211,-0.16702729119621276,-0.16416333307856157,-0.04255367173627173,-0.233804453847456,-0.18347885330233965,-0.11025752689926979,-0.12169891876010142,0.001963,0.01,0.0,0.97,100,13,1,14
137,0.9409093219908152,-4.068994860788265,-0.8050254916395873,-0.3310464297361768,-0.16757482878193936,-0.16467424965001431,-0.04268998704845819,-0.2345209723676338,-0.18402150396411493,-0.1106409476554885,-0.12197905835329848,0.001952,0.01,0.0,0.97,100,14,1,15
138,0.9376541035575907,-4.074688999599369,-0.8079132446241308,-0.33222010603875635,-0.16817127231811135,-0.16524502016140688,-0.042829403627109686,-0.2353343551076024,-0.18467515392302333,-0.11102069153485439,-0.12241268548682382,0.00194,0.01,0.0,0.97,100,13,1,14
139,0.9414052113799521,-4.078660493779845,-0.8100354489287567,-0.3332154024736785,-0.16856334953057772,-0.16573068366258412,-0.04293335278385863,-0.23608617664387693,-0.18529743089796671,-0.11135200974040557,-0.12280764051926442,0.001929,0.01,0.0,0.97,100,14,1,15
140,0.9382346474537859,-4.084145424275902,-0.8128313634396994,-0.3343392973500265,-0.1691296105445386,-0.1662692275015964,-0.04307221482740001,-0.23687769384169272,-0.18592658223543906,-0.11174188313117552,-0.12319096938149429,0.001918,0.01,0.0,0.97,100,13,1,14
141,0.942234864423611,-4.088707018782718,-0.8152201764432538,-0.3353361786781947,-0.16960922703364895,-0.1667578983644545,-0.0431968072198495,-0.23762736610254986,-0.18647100640235256,-0.11206530743619206,-0.12354307641324125,0.001907,0.01,0.0,0.97,100,14,1,15
142,0.9373458395556823,-4.094279716393432,-0.8180600244396007,-0.33648109846811564,-0.170202190497806,-0.1673231534569308,-0.04333294346563324,-0.23846460691542598,-0.18711858239967494,-0.11249486836696757,-0.12395476636458075,0.001896,0.01,0.0,0.97,100,13,1,14
143,0.9352235624503054,-4.099567735129316,-0.8208427990698889,-0.3376450597994902,-0.17078532389496176,-0.16790350132445891,-0.043487787713324455,-0.239303110539696,-0.18780305674262757,-0.11292536309375265,-0.12438682186730399,0.001885,0.01,0.0,0.97,100,14,1,15
144,0.9379865862289778,-4.104977695860043,-0.8236206458200513,-0.33874695667814536,-0.1713908866022299,-0.16845674596613155,-0.0436455000275984,-0.24013722680125424,-0.1884585076158123,-0.11328897580554012,-0.1246990215177165,0.001875,0.01,0.0,0.97,100,13,1,14
145,0.9347990647131058,-4.1107188371258285,-0.8265677294939896,-0.3399489785173097,-0.17199715236409374,-0.169069253770585,-0.04378710786234199,-0.24096466935719546,-0.18913272543906484,-0.1137158058774423,-0.1251974044507122,0.001864,0.01,0.0,0.97,100,14,0,14
146,0.9418998365985547,-4.115253199592097,-0.8288222637148551,-0.340912569344029,-0.17245880021987323,-0.16957123130543184,-0.043884398644518346,-0.241739531830263,-0.18973596285665154,-0.11402934124703688,-0.12549812701292576,0.001854,0.01,0.0,0.97,100,14,1,15
147,0.9440968581960837,-4.119663876607055,-0.8310607810104839,-0.3418084199941042,-0.17294823921990107,-0.16997954857046904,-0.04402827782319378,-0.24242353108145326,-0.19027921203130557,-0.1144201522697143,-0.12579316485072012,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9396799483019573,-4.1234050049432485,-0.8329264126385353,-0.34266247663081906,-0.1733528904725195,-0.17044272849314804,-0.04417446736751913,-0.24312296366234307,-0.19084277157356916,-0.11467302263682849,-0.12607446062513136,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9435012103281334,-4.128114576382674,-0.835270008880955,-0.3436015661393231,-0.17383870106408159,-0.1708851536044192,-0.04429834046811809,-0.24379933428052128,-0.1913820464162124,-0.11493484537202572,-0.1263953816650206,0.001823,0.01,0.0,0.97,100,13,1,14
150,0.9425408539799683,-4.130735056573209,-0.8365955125920956,-0.3443505015917201,-0.1741433283627196,-0.1713445180635492,-0.04444816130464133,-0.2445035079068141,-0.19182104179597737,-0.11520057988073686,-0.12671131549262363,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9350977212311705,-4.136282273638713,-0.839469053600302,-0.3455264373204393,-0.17473156932143225,-0.1719355132200978,-0.044606387174736674,-0.24527424014408455,-0.19243739905208407,-0.11559527175252063,-0.12710890474791536,0.001803,0.01,0.0,0.97,100,13,1,14
152,0.9383240036761634,-4.141430818426317,-0.8420560038369223,-0.3465819578771599,-0.17524226378584018,-0.1724344647619007,-0.0447166887694085,-0.2460097272339989,-0.1930253627272784,-0.11594409558488808,-0.12752521621187374,0.001794,0.01,0.0,0.97,100,14,1,15
153,0.9414340904549391,-4.146277284843766,-0.8445079095163346,-0.34754219129429076,-0.17576095921285728,-0.1728980127406308,-0.04484064431546042,-0.24666769773677164,-0.1935684816052872,-0.11628972902130258,-0.12789097639981709,0.001784,0.01,0.0,0.97,100,13,1,14
154,0.9400256628172441,-4.149131898501024,-0.8459299227430624,-0.3483609483187337,-0.17605928662273748,-0.1733787713681579,-0.04498206536981785,-0.24739052293734246,-0.1941518504315043,-0.11651373791817919,-0.12814885496082196,0.001774,0.01,0.0,0.97,100,14,1,15
155,0.9350929032904292,-4.1545686028345,-0.8487880790354805,-0.349517700844018,-0.17667143046193068,-0.1739660783207467,-0.0451520076645955,-0.2482012674709587,-0.1948244005220898,-0.11687253204926991,-0.1286348606842015,0.001765,0.01,0.0,0.97,100,13,1,14
156,0.9343472061918664,-4.15969490174026,-0.8514248156750519,-0.35063814951377215,-0.1771612988520906,-0.17452388752443573,-0.04525316091470174,-0.24899431684369877,-0.19542479583365177,-0.11728112338354399,-0.12909131837643423,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9368500884806606,-4.164678660641033,-0.8539810441792174,-0.3516906038692292,-0.1776853689308749,-0.17503544646182267,-0.04538205264264012,-0.24974835683917782,-0.1960116568593929,-0.11766623952598076,-0.1295107638692036,0.001746,0.01,0.0,0.97,100,14,1,15
158,0.940619375241812,-4.169396784243449,-0.8564139086169159,-0.35266506684641913,-0.17821263716096383,-0.1754983130898191,-0.045512883801908925,-0.2504346622716618,-0.1965621781490299,-0.11798807785469445,-0.12982776209012903,0.001737,0.01,0.0,0.97,100,13,1,14
159,0.9381429298930573,-4.173423063292388,-0.8585352908848651,-0.35362696415838357,-0.17866899313416026,-0.17599998776511586,-0.045669590554723326,-0.2511828196716261,-0.1970998442111474,-0.11830840323532131,-0.13018605664299515,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.9396964586846543,-4.177490207296504,-0.8605616996598809,-0.3545003166013216,-0.17906823734947327,-0.17644482889009605,-0.04577348202563045,-0.2518255425679074,-0.19758982457782176,-0.11863878735047047,-0.13046085054772522,0.001719,0.01,0.0,0.97,100,14,1,15
161,0.9353557119288913,-4.182547833945337,-0.8631626284774361,-0.3555492555528855,-0.17961971430896972,-0.1769631036900377,-0.04592463574511068,-0.2525402821369793,-0.1981581708456708,-0.11897209916736344,-0.13079496575949345,0.001711,0.01,0.0,0.97,100,14,1,15
162,0.9411447266349624,-4.186698222644192,-0.865231565016911,-0.35642672505964385,-0.18004627119765731,-0.17739900560864075,-0.04603186023781324,-0.25319642372806705,-0.19865533540958438,-0.11925561724399582,-0.1311264951427979,0.001702,0.01,0.0,0.97,100,14,1,15
163,0.9382872387127276,-4.191524851813733,-0.8676532206280648,-0.3574202664034505,-0.18052521369372587,-0.17787119712398858,-0.04613636042052032,-0.25388328270412885,-0.1992089281843804,-0.1196035938475631,-0.13151572298391562,0.001693,0.01,0.0,0.97,100,13,1,14
164,0.9336242342871528,-4.196229111268034,-0.8700728654202194,-0.3584392934399641,-0.18101592080721662,-0.17841168526800835,-0.0462533081481599,-0.2546394157166994,-0.199811897934022,-0.11992499271824682,-0.13194053845698492,0.001685,0.01,0.0,0.97,100,14,1,15
165,0.9355012364786434,-4.201181444447086,-0.8726069154957776,-0.35949868662170853,-0.1815005181957667,-0.1789430437306532,-0.0463622647220628,-0.2554210497256402,-0.20039498499462713,-0.12034079940097442,-0.1323442767151511,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9453476422325926,-4.205206607260397,-0.8746919966854635,-0.36034138515116787,-0.18195154747742137,-0.1793559152958043,-0.04648338053086365,-0.256018262852835,-0.20086046640089417,-0.12053092704240784,-0.132614661044416,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9403607496357334,-4.209762483699842,-0.8770142416964601,-0.36126164951415757,-0.18243706724510023,-0.1797985660195845,-0.04659910115663435,-0.25667001562424063,-0.20137080778708766,-0.12081614082499217,-0.13292366749262605,0.001659,0.01,0.0,0.97,100,13,1,14
168,0.9418962832577348,-4.213758085153844,-0.8790672304474703,-0.36214046255586385,-0.18284549570965142,-0.18026204402939405,-0.04669308214919152,-0.25729497590576983,-0.20184951389845734,-0.12112160714360083,-0.1332743115981888,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.9351982054372573,-4.218605347632988,-0.8815946602968164,-0.36318618980136835,-0.18336007974560428,-0.18079366382916803,-0.04683131164348727,-0.2580630082655014,-0.2024030661845003,-0.1214312417922982,-0.13365500817946394,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9400580624590962,-4.223101941703538,-0.8838803081216722,-0.36410694157774365,-0.18382190786208444,-0.18124744915126223,-0.046934032563091775,-0.25872274676899776,-0.2029289244900908,-0.12174728122845269,-0.1340283914764541,0.001635,0.01,0.0,0.97,100,13,1,14
171,0.9413116763714373,-4.227367790320198,-0.8860099694632801,-0.3649680986720089,-0.18427475901101625,-0.1816684984107917,-0.047055018388922815,-0.2593218091817284,-0.20340312091856674,-0.1220769458846012,-0.1343112310629468,0.001627,0.01,0.0,0.97,100,13,1,14
172,0.9356848205487917,-4.232264358809267,-0.8885373012452725,-0.36597958876089626,-0.1848188995065474,-0.18216099167351346,-0.04720184931971304,-0.26002469592831323,-0.20396783935429966,-0.12245712660942618,-0.13467987436750242,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.9392858322597695,-4.236722439543432,-0.8908880851908524,-0.3669422902751762,-0.18532195268762602,-0.1826372812575215,-0.047347430044921805,-0.2606766343089866,-0.20449045874248176,-0.12278588009886504,-0.13503954080171088,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.9356298252401056,-4.2413029936582145,-0.8932595377939322,-0.3679537083196168,-0.18580881463915186,-0.18317568684373492,-0.04747126185757201,-0.2614100830116349,-0.20505417695531647,-0.12316821433954937,-0.13539085824374048,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.9386736592793098,-4.245249684272343,-0.8952873261163878,-0.3688079528717459,-0.18620324803767985,-0.1835554302798852,-0.04755402390049836,-0.2620469134161047,-0.205551122182467,-0.1234225676283279,-0.13570472121432853,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9402291887525872,-4.2495886598186505,-0.8974686358945579,-0.3696724073141358,-0.18665437170214436,-0.1839641563470285,-0.04765765495280517,-0.2626629677446291,-0.20602518580016244,-0.1237135365906527,-0.13603476693292252,0.001588,0.01,0.0,0.97,100,14,0,14
177,0.9367415655420723,-4.254159521464424,-0.8997882971236039,-0.37063611329338486,-0.18713465614766472,-0.18444745217401054,-0.047788516180687086,-0.26333767730063284,-0.20655689201077637,-0.12402356241272354,-0.13640697380298833,0.00158,0.01,0.0,0.97,100,14,1,15
178,0.9375126800568067,-4.258667720243707,-0.9020717170197199,-0.3715386517698995,-0.18761109051608407,-0.18491428716255423,-0.047908673289748065,-0.26396962729760703,-0.2070475804631413,-0.1244009795732705,-0.1366839369909953,0.001573,0.01,0.0,0.97,100,14,0,14
179,0.9408165686490517,-4.259235067781651,-0.9024562599374685,-0.372018875956286,-0.1877519868405292,-0.18530933012542875,-0.0480196873123982,-0.2645537112144541,-0.20753321062194519,-0.12460234224666532,-0.13671021805757871,0.001565,0.01,0.0,0.97,100,14,1,15
180,0.939904812977611,-4.263535861071272,-0.9046518898965422,-0.3729032426212883,-0.18821403581343749,-0.18574947217465493,-0.048155320036970116,-0.26517388719984913,-0.2080011677780972,-0.12487317913821663,-0.13701003975057413,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.935960262692936,-4.2670746676469715,-0.9065886563305516,-0.3737778940480342,-0.18863455356392242,-0.1862509737359333,-0.04827818692810989,-0.26583274298689574,-0.20851951370146585,-0.12515036905401414,-0.13730056166797572,0.001551,0.01,0.0,0.97,100,14,1,15
182,0.9392101338784538,-4.271053907607036,-0.9086152927414725,-0.3746363261897754,-0.18904534770048334,-0.1866683635755182,-0.048386874720787204,-0.26647421396679855,-0.20901870555587546,-0.12544614350490127,-0.1376393845704653,0.001544,0.01,0.0,0.97,100,14,1,15
183,0.9359063181196032,-4.275604411721081,-0.9110477863455599,-0.3756253684428262,-0.18955473201891498,-0.18717996196020073,-0.048519807983324774,-0.2671459025133826,-0.2095545546012138,-0.1257188996934117,-0.13805248466745573,0.001536,0.01,0.0,0.97,100,13,1,14
184,0.9396752529116722,-4.279664101001908,-0.9130927985892785,-0.376445420042155,-0.18995911370856383,-0.1875858923962398,-0.048599656721299435,-0.267731930314381,-0.2100150310865836,-0.1259694444827044,-0.13839925866421526,0.001529,0.01,0.0,0.97,100,14,1,15
185,0.9405950596911886,-4.2836331773918275,-0.9151599819033172,-0.37729203853876464,-0.1904058081861546,-0.18800517650154253,-0.04872565399089252,-0.26830103093415597,-0.21049177750832695,-0.12629765674025253,-0.1386786021526091,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9411715551098855,-4.287317811881628,-0.9170554368108035,-0.37807788354616384,-0.1908152928252447,-0.18839281457796417,-0.04882745321779078,-0.2688889624420902,-0.21093638503333537,-0.12656986509757442,-0.13893433503622948,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9391013739324173,-4.290862702622842,-0.9187911385429183,-0.3788563679005364,-0.19113059188367063,-0.18879054038717621,-0.048885725537062025,-0.26952975137271584,-0.2114064442750358,-0.12683518954543116,-0.13922241420648382,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9365288474530469,-4.295245082439203,-0.9210422966879854,-0.3797771407176404,-0.19159704797522956,-0.18924549435532162,-0.049009385998926416,-0.27014490852956635,-0.21190218134120145,-0.1271733147042591,-0.13958911568491514,0.001502,0.01,0.0,0.97,100,13,1,14
189,0.9362793582672545,-4.299660166231697,-0.9232979238562294,-0.38066658823241545,-0.1920794065569462,-0.18968061307715497,-0.049131130582779535,-0.270766656711463,-0.21237374695592892,-0.1274763652242792,-0.13991051188415574,0.001495,0.01,0.0,0.97,100,14,0,14
190,0.9418388377821344,-4.302326274621594,-0.9246813849233829,-0.3814142941972334,-0.1923208593619486,-0.19010366009716143,-0.049217159511110734,-0.2713715874817825,-0.21281287638232016,-0.12778481211673068,-0.1402490760157466,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.9347257610299048,-4.306824171156932,-0.9270182570461675,-0.3823556912976694,-0.1928074457677702,-0.19056741924297016,-0.04933997382611437,-0.27199540261485433,-0.21332963591671705,-0.12808769504110365,-0.14059290251919146,0.001482,0.01,0.0,0.97,100,13,1,14
192,0.9325100516944285,-4.311467173985311,-0.9294142756687047,-0.383358336041045,-0.19330797639932035,-0.19108992420420945,-0.049490877371651816,-0.27272820550006477,-0.2138407535277765,-0.12843938129447463,-0.1408901237362542,0.001475,0.01,0.0,0.97,100,13,1,14
193,0.9377100981578593,-4.314819068139435,-0.9311735478009162,-0.3841602547615739,-0.19364248672927256,-0.19152875045909612,-0.0495765580880902,-0.27337031315343746,-0.2142822051939529,-0.1286938667301839,-0.14113892667648797,0.001469,0.01,0.0,0.97,100,14,1,15
194,0.9405869240953961,-4.318763113553161,-0.9331905962937848,-0.3849692722113869,-0.1940739558200803,-0.19193402875932808,-0.049684944243062246,-0.2739398644933613,-0.21474296840137405,-0.12893640753830468,-0.14142376086759573,0.001462,0.01,0.0,0.97,100,13,1,14
195,0.9441666946280576,-4.3221270361351625,-0.934904938720326,-0.3857040658911151,-0.19441013890925188,-0.1923085610472216,-0.049764106914272736,-0.27448687167506874,-0.21514238099455907,-0.12923647446212408,-0.14166637910579688,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.9411496273260432,-4.325969577689549,-0.9368106648946203,-0.3864725925329101,-0.19478771694874292,-0.1926605069052031,-0.04985032882591135,-0.2750433218287062,-0.21556049012582518,-0.12955023691074907,-0.14195371926199085,0.001449,0.01,0.0,0.97,100,13,1,14
197,0.9391157203411128,-4.329043774193835,-0.9383920176756128,-0.3872165442309133,-0.1951251298254088,-0.19305974277219423,-0.04996277198040372,-0.2756348519835957,-0.21601610750396455,-0.12976420440431954,-0.1422584105702764,0.001443,0.01,0.0,0.97,100,14,1,15
198,0.9389519178822259,-4.332954662032223,-0.9404136248268288,-0.38804817207450626,-0.19554454821801065,-0.19346276119747036,-0.05007079908066669,-0.27624050593480404,-0.21649655308525587,-0.1300449948701611,-0.1425447579546119,0.001437,0.01,0.0,0.97,100,14,1,15
199,0.9406135707009136,-4.3366117376978535,-0.9422801426081235,-0.3888171866576449,-0.1959391103716192,-0.19384976417564234,-0.050173324692792245,-0.27681462711210275,-0.21693305592053297,-0.13031467722577156,-0.14281093961933092,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9406441535509941,-4.340398895782337,-0.9442458731544067,-0.38960540124354065,-0.1963563104226456,-0.19424701884275758,-0.0502705453762075,-0.27734797708228887,-0.2173716181829727,-0.13054963840516418,-0.14307762897967408,0.001424,0.01,0.0,0.97,100,14,0,14
201,0.9380453161988502,-4.344306692782124,-0.946258711944918,-0.39045259909204444,-0.19676845225184333,-0.19467378972948907,-0.050366118800343744,-0.27796575964911047,-0.21786494813449894,-0.13082324030481304,-0.1433628030000522,0.001418,0.01,0.0,0.97,100,14,1,15
202,0.9311201636213046,-4.348557275670792,-0.9484971541181171,-0.39142139083164573,-0.19722449948326864,-0.19516721486797317,-0.050478308424604636,-0.2786639959519875,-0.21839738324422353,-0.13113161138612828,-0.1438471421996225,0.001412,0.01,0.0,0.97,100,14,1,15
