episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
111,0.934880817927837,-4.810527977701839,-2.882221494576812,-1.0958619223460313,0.02589,0.1,0.077132,0.2,1317,874,1503,33646,38474,38466,0,0,0,0,4003,3995,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9492210904733374,-4.767927971363558,-2.875374315063522,-1.0810793148970275,0.025718,0.1,0.076473,0.2,1107,588,1207,33380,38366,38357,0,0,0,0,3974,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9354324072123055,-4.819009147088316,-2.8915719099577584,-1.0930273012850773,0.025549,0.1,0.075819,0.2,1423,722,1370,33221,37987,37981,0,0,0,0,3900,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9373408350607048,-4.842121268671283,-2.900679187964073,-1.0972734528929473,0.025382,0.1,0.075171,0.2,1284,832,1507,33770,38663,38655,0,0,0,0,3992,4001,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.9317124105011934,-4.927978151496477,-2.936830155620441,-1.1168707545544763,0.025217,0.1,0.074529,0.2,1421,868,1469,33520,38248,38245,0,0,0,0,3963,3964,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9344227886056972,-4.960140009855561,-2.95414963555584,-1.1260529060942153,0.025054,0.1,0.073892,0.2,1363,824,1509,33350,38134,38129,0,0,0,0,3967,3952,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9401355310271358,-4.9732486864238075,-2.964524247403064,-1.1233734197709022,0.024893,0.1,0.07326,0.2,1199,824,1629,33793,38701,38697,0,0,0,0,4049,4054,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.9401909565843992,-4.978810065078825,-2.9774124738182692,-1.1233082896643314,0.024734,0.1,0.072634,0.2,1309,683,1324,33306,38088,38082,0,0,0,0,3961,3973,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9392198730865238,-5.004468202675955,-2.9905532365052365,-1.1277947930090138,0.024577,0.1,0.072013,0.2,1316,705,1340,33251,37978,37970,0,0,0,0,3967,3967,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9389333573163055,-4.990666256174666,-2.986344143012606,-1.1263790770272495,0.024423,0.1,0.071398,0.2,1274,763,1423,33357,38331,38327,0,0,0,0,4019,4006,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9388128127528241,-4.99218311102481,-2.989863107910714,-1.12532118453861,0.02427,0.1,0.070787,0.2,1230,812,1562,33373,38365,38361,0,0,0,0,3969,3970,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9448378903331839,-4.962526816145101,-2.983110822538465,-1.116183161667654,0.024119,0.1,0.070182,0.2,1145,701,1471,33465,38539,38533,0,0,0,0,4022,4042,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9401461617442773,-4.969800457446468,-2.9927069209915675,-1.112619771811789,0.02397,0.1,0.069583,0.2,1334,648,1432,33114,37932,37926,0,0,0,0,3862,3867,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9344791510984906,-5.014293780296946,-3.0156507138250794,-1.124473680813969,0.023823,0.1,0.068988,0.2,1397,795,1229,33455,38261,38257,0,0,0,0,3887,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9363349413376214,-5.018887742995115,-3.0294367550214694,-1.1248188471987584,0.023677,0.1,0.068398,0.2,1297,841,1472,33582,38162,38153,0,0,0,0,3887,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9377462098603319,-5.017852607421676,-3.035467207933875,-1.1195586926498449,0.023533,0.1,0.067814,0.2,1370,716,1539,33508,38433,38428,0,0,0,0,3996,3987,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.932127905941035,-5.07513549696099,-3.0572159740647105,-1.1341714959389806,0.023391,0.1,0.067234,0.2,1456,830,1544,33681,38426,38419,0,0,0,0,3967,3952,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9339664376087533,-5.121170394668922,-3.076654973896755,-1.1460233390293786,0.023251,0.1,0.066659,0.2,1357,882,1447,33907,38700,38693,0,0,0,0,4010,4011,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9367923957135073,-5.132910881485984,-3.0866493932779444,-1.146124573182854,0.023113,0.1,0.06609,0.2,1277,811,1379,33034,38092,38087,0,0,0,0,3988,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9411589008363201,-5.150067540821988,-3.09024726492141,-1.1508694647750835,0.022976,0.1,0.065525,0.2,1341,629,1373,33480,38112,38099,0,0,0,0,4059,4057,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9436799714684816,-5.13644366335782,-3.089520298900607,-1.1418849790983492,0.02284,0.1,0.064965,0.2,1257,638,1433,33647,38552,38544,0,0,0,0,4015,4018,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9365597244879463,-5.171408619053471,-3.104515909288087,-1.1502191157621375,0.022707,0.1,0.064409,0.2,1452,648,1482,33102,37953,37950,0,0,0,0,4005,3994,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.938670244484198,-5.184146463952517,-3.1142974362546836,-1.1518453330197704,0.022574,0.1,0.063859,0.2,1332,725,1573,33540,38511,38509,0,0,0,0,4005,4001,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9381194029850746,-5.209617823159827,-3.1266691134288873,-1.1582534469716523,0.022444,0.1,0.063313,0.2,1180,893,1636,33500,38637,38632,0,0,0,0,4092,4080,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9397259456070692,-5.2062668578026186,-3.1258649517913932,-1.158894305606989,0.022315,0.1,0.062772,0.2,1219,800,1343,33497,38556,38548,0,0,0,0,3954,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9442540893245538,-5.182313761431017,-3.12186110281771,-1.1528035215285508,0.022187,0.1,0.062236,0.2,1206,665,1383,33563,38469,38461,0,0,0,0,3939,3938,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.9392070223302986,-5.194334848514296,-3.1287937031607287,-1.1524899222163678,0.022061,0.1,0.061704,0.2,1269,781,1533,33721,38314,38311,0,0,0,0,4090,4081,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9439168069247416,-5.179944345403043,-3.1283799191290207,-1.144647971162094,0.021936,0.1,0.061176,0.2,1184,682,1336,33272,38274,38266,0,0,0,0,3930,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9367550545925425,-5.1877102785608535,-3.1332444906299446,-1.1450459738159893,0.021813,0.1,0.060653,0.2,1317,832,1580,33979,38534,38525,0,0,0,0,4023,4013,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9415098818921004,-5.1871313076150996,-3.1366086299328755,-1.1438062800204973,0.02169,0.1,0.060135,0.2,1255,716,1451,33698,38543,38538,0,0,0,0,4118,4121,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9419853248225258,-5.167548559209229,-3.1307361936728837,-1.1355805382300759,0.02157,0.1,0.059621,0.2,1251,694,1601,33526,38455,38449,0,0,0,0,3967,3967,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9450173881760403,-5.157162156236484,-3.1302770100833275,-1.1282790611403215,0.021451,0.1,0.059111,0.2,1169,665,1406,33356,38296,38288,0,0,0,0,4052,4050,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9429126213592233,-5.150989621025584,-3.1318811442465364,-1.1232786270691844,0.021333,0.1,0.058606,0.2,1266,645,1451,33475,38147,38139,0,0,0,0,3950,3970,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9406217462442362,-5.159423111754508,-3.1391685715977697,-1.1239993884581885,0.021216,0.1,0.058105,0.2,1363,633,1373,33615,38278,38267,0,0,0,0,4062,4076,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9311372782829036,-5.213431033993202,-3.15883918677246,-1.1413580128204903,0.0211,0.1,0.057609,0.2,1497,813,1597,33545,38153,38149,0,0,0,0,3961,3979,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9373292958080988,-5.22710144001754,-3.171820087586785,-1.1463506597289812,0.020986,0.1,0.057116,0.2,1297,814,1425,33684,38480,38474,0,0,0,0,3981,3969,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9423116890828657,-5.249963492802643,-3.1848929076604486,-1.149952820993962,0.020873,0.1,0.056628,0.2,1202,741,1413,33681,38679,38671,0,0,0,0,3975,3995,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.9460446733337325,-5.249356908947827,-3.1859078869045994,-1.1484504735838719,0.020761,0.1,0.056144,0.2,1135,667,1327,33398,38501,38495,0,0,0,0,4117,4107,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9350463954318344,-5.2638669674395455,-3.189743103724176,-1.1550810254684662,0.020651,0.1,0.055664,0.2,1406,778,1412,33624,38314,38306,0,0,0,0,4014,4011,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9486711361187598,-5.2597675367085746,-3.1897408719570737,-1.1514455533488335,0.020541,0.1,0.055188,0.2,1113,602,1470,33412,38576,38570,0,0,0,0,3948,3948,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9450896929157798,-5.208936075104794,-3.1802393139248073,-1.1383595717102,0.020433,0.1,0.054717,0.2,1192,614,1423,32890,37742,37731,0,0,0,0,3921,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.945382323733863,-5.203438458342586,-3.178247106409014,-1.133980298380272,0.020326,0.1,0.054249,0.2,1138,677,1145,33231,38373,38369,0,0,0,0,4011,4011,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9407321151319719,-5.217484100839028,-3.1926748764266377,-1.1363671355582192,0.02022,0.1,0.053785,0.2,1296,689,1324,33492,38103,38094,0,0,0,0,4082,4092,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9371537553355735,-5.1923965502657055,-3.1890309510899026,-1.1260119342739208,0.020115,0.1,0.053326,0.2,1382,694,1374,33033,37709,37702,0,0,0,0,3963,3962,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9409933194280705,-5.198437946716577,-3.1944935219309407,-1.1234711094831464,0.020011,0.1,0.05287,0.2,1130,822,1415,33081,38084,38076,0,0,0,0,3962,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9421153500628856,-5.214457831326646,-3.2011777916948985,-1.1263234179984127,0.019909,0.1,0.052418,0.2,1185,748,1210,33394,38186,38180,0,0,0,0,4072,4072,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9364126993698556,-5.251836156938948,-3.214452192970891,-1.1364336016235668,0.019807,0.1,0.05197,0.2,1276,833,1486,33167,37882,37872,0,0,0,0,4034,4031,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9411623726782504,-5.238675978891311,-3.2158263660033763,-1.129671738292709,0.019706,0.1,0.051526,0.2,1140,824,1261,33380,38233,38226,0,0,0,0,3942,3961,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9430607095146207,-5.256477729991263,-3.2202756946237057,-1.1342120929730086,0.019607,0.1,0.051085,0.2,1084,834,1461,33685,38881,38872,0,0,0,0,3957,3954,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9365982032124384,-5.277118242897184,-3.232682062203022,-1.1371962012398764,0.019508,0.1,0.050649,0.2,1320,776,1332,33059,37798,37795,0,0,0,0,4006,4005,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9416390109725835,-5.277704257608006,-3.238089134450133,-1.1385846226330683,0.01941,0.1,0.050216,0.2,1223,729,1248,33447,38215,38209,0,0,0,0,3961,3956,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9367187735309177,-5.2834405225806735,-3.2435504446361945,-1.1377144069412612,0.019314,0.1,0.049787,0.2,1500,601,1411,33201,37722,37717,0,0,0,0,4010,4005,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9455046649703138,-5.287985021921553,-3.2466670166665845,-1.13817967378025,0.019218,0.1,0.049361,0.2,1087,712,1261,33012,37906,37900,0,0,0,0,3917,3934,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9410006575407974,-5.29735614973633,-3.2468040061967627,-1.1384822277614437,0.019123,0.1,0.048939,0.2,1290,684,1382,33458,38190,38184,0,0,0,0,4164,4164,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.940079577172041,-5.322723617621511,-3.2582358323049694,-1.1438772885944584,0.019029,0.1,0.048521,0.2,1287,731,1233,33678,38519,38513,0,0,0,0,4049,4033,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9484969581295479,-5.287530284489726,-3.2443090900695415,-1.1315913488111722,0.018937,0.1,0.048106,0.2,1039,688,1438,33532,38628,38621,0,0,0,0,3941,3954,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9377634589907262,-5.305999835133136,-3.253265006682727,-1.1366911785408071,0.018844,0.1,0.047695,0.2,1236,831,1340,33212,38162,38161,0,0,0,0,3941,3961,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9412788429801662,-5.326734063684777,-3.2580622068591434,-1.1446003284604485,0.018753,0.1,0.047287,0.2,1156,801,1329,33327,38393,38382,0,0,0,0,3917,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9314629618540032,-5.352780171868496,-3.2728723616203546,-1.1535143459212187,0.018663,0.1,0.046883,0.2,1449,840,1622,33398,38269,38267,0,0,0,0,4044,4044,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9399933359585618,-5.362628732311558,-3.278298109065579,-1.1545351229121203,0.018574,0.1,0.046483,0.2,1309,672,1284,33013,37900,37895,0,0,0,0,3994,3981,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9400270554637006,-5.359922939815785,-3.279201125641402,-1.1499922151037714,0.018485,0.1,0.046085,0.2,1200,795,1537,33265,38320,38318,0,0,0,0,4006,3991,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9430626492187736,-5.35154939920967,-3.2792033835500387,-1.1468303719168915,0.018397,0.1,0.045691,0.2,1146,738,1506,33089,37748,37739,0,0,0,0,4117,4118,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9396796886693609,-5.378464277000637,-3.295822553786544,-1.1505923909065547,0.018311,0.1,0.045301,0.2,1322,693,1294,33405,38232,38222,0,0,0,0,4037,4027,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9403252275100701,-5.393162440126992,-3.305592404879461,-1.1551564646116388,0.018225,0.1,0.044914,0.2,1234,766,1363,33515,38344,38337,0,0,0,0,4116,4114,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9391468569201715,-5.414562821371243,-3.3157092602175555,-1.1620633501576982,0.018139,0.1,0.04453,0.2,1255,775,1497,33359,37928,37920,0,0,0,0,3910,3916,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9472928507328746,-5.402197088499464,-3.314636950933174,-1.1575440275023863,0.018055,0.1,0.044149,0.2,1076,686,1280,33430,38409,38404,0,0,0,0,4009,4007,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9403509817358401,-5.4100105164823065,-3.3197971710158765,-1.1577042255478671,0.017971,0.1,0.043772,0.2,1243,759,1386,33563,38350,38342,0,0,0,0,4013,4012,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9444195962668098,-5.413700052366525,-3.3210350458949467,-1.1566558773117912,0.017888,0.1,0.043398,0.2,1141,723,1584,33537,38541,38538,0,0,0,0,3995,3992,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9354848466517452,-5.4404127512212765,-3.3344043038606452,-1.1651860368147144,0.017806,0.1,0.043027,0.2,1341,792,1404,33062,37837,37835,0,0,0,0,3952,3944,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9430473812496284,-5.444011995609427,-3.339612187892869,-1.1626547742622355,0.017725,0.1,0.042659,0.2,1159,757,1515,33642,38745,38743,0,0,0,0,3955,3960,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9436890903166563,-5.435881183841873,-3.342559780296646,-1.1600464891934252,0.017644,0.1,0.042294,0.2,1192,709,1587,33759,38538,38534,0,0,0,0,4155,4155,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9399784353659998,-5.4503745471823795,-3.3496180496141506,-1.1609311208203879,0.017564,0.1,0.041933,0.2,1319,685,1432,33388,38393,38388,0,0,0,0,3982,3976,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9413396282089111,-5.453791077680807,-3.356783658543553,-1.1585536086265142,0.017485,0.1,0.041575,0.2,1356,632,1278,33890,38880,38872,0,0,0,0,4097,4084,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9433585007013041,-5.464043805101868,-3.3632703408470266,-1.1622288317321334,0.017406,0.1,0.041219,0.2,1164,734,1417,33509,38546,38541,0,0,0,0,3963,3960,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9391838059547346,-5.490538669769768,-3.377955382667637,-1.1666042053553247,0.017329,0.1,0.040867,0.2,1225,836,1512,33889,38849,38844,0,0,0,0,4071,4064,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9428562858085611,-5.487462837125208,-3.3831657274639144,-1.1646589468434843,0.017252,0.1,0.040518,0.2,1190,715,1488,33337,38214,38212,0,0,0,0,3921,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9395145602011193,-5.499413448832225,-3.3858619276342417,-1.1663232228163185,0.017175,0.1,0.040171,0.2,1344,677,1489,33413,38261,38255,0,0,0,0,4080,4070,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9342065913033076,-5.519067078845877,-3.396909221135104,-1.1704302771763608,0.017099,0.1,0.039828,0.2,1395,805,1455,33438,38144,38131,0,0,0,0,4009,4028,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9363141594250834,-5.561929434901775,-3.4120171065768328,-1.1802412715704125,0.017024,0.1,0.039488,0.2,1320,798,1442,33257,38127,38121,0,0,0,0,3987,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9392019130174862,-5.576286401732899,-3.414944495725075,-1.1839274665551685,0.01695,0.1,0.03915,0.2,1333,701,1501,33455,38284,38278,0,0,0,0,3940,3935,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9419604598244629,-5.581425202644457,-3.415262870551265,-1.1850641024510127,0.016876,0.1,0.038815,0.2,1243,721,1427,33839,38616,38609,0,0,0,0,3974,3983,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9413240917782026,-5.570703288148623,-3.411847832715387,-1.1779825885490929,0.016803,0.1,0.038484,0.2,1223,741,1391,33472,38582,38580,0,0,0,0,3967,3970,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9441674675636713,-5.573366285076929,-3.414602287488623,-1.175080683634341,0.016731,0.1,0.038155,0.2,1171,688,1556,33296,38305,38300,0,0,0,0,4061,4050,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9426632483788268,-5.587676963423135,-3.4168525559141982,-1.1763696916364714,0.016659,0.1,0.037829,0.2,1112,789,1484,33155,38288,38282,0,0,0,0,3974,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9383371617791832,-5.6075337381557535,-3.4282675074359665,-1.1820472795655368,0.016587,0.1,0.037505,0.2,1407,660,1432,33521,38210,38205,0,0,0,0,3961,3969,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9378865041833394,-5.612639548437425,-3.4278215958263667,-1.1817942333272708,0.016517,0.1,0.037185,0.2,1324,725,1359,32988,37927,37918,0,0,0,0,4028,4016,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9337215585039322,-5.634012769780191,-3.4370402909165283,-1.1865503414851857,0.016447,0.1,0.036867,0.2,1270,938,1435,33314,38035,38032,0,0,0,0,4105,4105,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9408305328852616,-5.63682087922152,-3.4380432790419886,-1.187047826194072,0.016377,0.1,0.036552,0.2,1264,708,1529,33328,38191,38182,0,0,0,0,4064,4057,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9366062777108964,-5.654312588325173,-3.447924379573882,-1.191365296900996,0.016308,0.1,0.036239,0.2,1287,872,1475,34057,38889,38885,0,0,0,0,4101,4089,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9395586047782398,-5.6539859907715995,-3.4499159324553594,-1.1875138440708022,0.01624,0.1,0.03593,0.2,1185,806,1492,32941,37953,37944,0,0,0,0,3992,3992,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.939107105175896,-5.663445046313485,-3.4553194417190958,-1.1905556013466045,0.016172,0.1,0.035623,0.2,1153,867,1422,33173,37995,37991,0,0,0,0,4026,4036,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9420439373710402,-5.665484696310879,-3.4572461046682395,-1.190190368220644,0.016105,0.1,0.035318,0.2,1253,657,1271,32956,37908,37903,0,0,0,0,4088,4085,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9425242367676281,-5.6602783646218535,-3.457726851217988,-1.1867287890981368,0.016039,0.1,0.035016,0.2,1307,602,1474,33214,38005,37997,0,0,0,0,4041,4047,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9388220468660926,-5.673861396992577,-3.4639217627894743,-1.1890226069525867,0.015973,0.1,0.034717,0.2,1172,867,1395,33329,38337,38331,0,0,0,0,4018,4018,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9426827809022377,-5.683722249498105,-3.4711482562904337,-1.191735370368693,0.015907,0.1,0.03442,0.2,1327,589,1557,33428,38293,38288,0,0,0,0,4031,4014,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9361160981448234,-5.690534701897766,-3.475558793930994,-1.1915179793482094,0.015842,0.1,0.034126,0.2,1457,678,1479,33420,38255,38246,0,0,0,0,3995,3989,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.942133325300479,-5.686656205332753,-3.478983846449656,-1.1883019574447227,0.015778,0.1,0.033834,0.2,1213,708,1300,33197,38069,38066,0,0,0,0,4102,4103,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.9436678365356017,-5.676559890640379,-3.4800890770911246,-1.1830971153851797,0.015714,0.1,0.033545,0.2,1233,661,1517,33622,38523,38514,0,0,0,0,4037,4024,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.9426858012351941,-5.686085550203378,-3.485844100794524,-1.1826850372764874,0.01565,0.1,0.033259,0.2,1181,740,1292,33517,38375,38370,0,0,0,0,4093,4086,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9393848820874555,-5.689791754628724,-3.490865304515981,-1.1824605712240157,0.015587,0.1,0.032974,0.2,1355,673,1287,33457,38102,38098,0,0,0,0,3999,4006,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9401007315025782,-5.70547476015758,-3.4935695866286385,-1.1891685410194537,0.015525,0.1,0.032692,0.2,1205,793,1601,33356,38183,38177,0,0,0,0,4017,4012,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.9384048277297184,-5.71028501694127,-3.498906150023175,-1.1888164836515778,0.015463,0.1,0.032413,0.2,1243,829,1393,33639,38471,38461,0,0,0,0,3899,3903,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9392130660727542,-5.7220625619143215,-3.5039194830688594,-1.1907138823777588,0.015402,0.1,0.032136,0.2,1286,761,1446,33675,38394,38389,0,0,0,0,4020,4011,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.941403656991129,-5.730391696136764,-3.5070025480094253,-1.191039332621138,0.015341,0.1,0.031861,0.2,1201,741,1321,33142,38156,38152,0,0,0,0,4012,4000,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.928483723158935,-5.773746656822171,-3.522042807250051,-1.2043087541341468,0.01528,0.1,0.031589,0.2,1471,917,1405,33391,38096,38087,0,0,0,0,3932,3931,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.9383559573117272,-5.776788960356436,-3.524201324907853,-1.20529089841029,0.01522,0.1,0.031319,0.2,1309,730,1321,33077,37851,37846,0,0,0,0,4080,4078,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
217,0.9392340932796901,-5.780119166204537,-3.5242591182675116,-1.205337670648613,0.015161,0.1,0.031051,0.2,1289,750,1309,33555,38435,38425,0,0,0,0,3980,3974,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.942226481775435,-5.776782816537456,-3.5277916172352124,-1.2039255058431835,0.015102,0.1,0.030786,0.2,1221,708,1532,33389,38355,38345,0,0,0,0,4044,4034,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.9405653900116422,-5.7970530264095,-3.533332814914071,-1.2095489262068249,0.015043,0.1,0.030523,0.2,1248,743,1303,33499,38296,38290,0,0,0,0,4114,4116,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.9379679777442362,-5.81882059448425,-3.544495676903884,-1.2147492935267623,0.014985,0.1,0.030262,0.2,1390,706,1487,33789,38575,38568,0,0,0,0,4078,4083,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.942366572612115,-5.8182160939892995,-3.5486164397697477,-1.2136561795722696,0.014927,0.1,0.030003,0.2,1175,745,1291,33314,38353,38350,0,0,0,0,4075,4077,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9412900500814578,-5.818332904157297,-3.5481086793095487,-1.212495341705267,0.01487,0.1,0.029747,0.2,1157,789,1342,33146,38027,38023,0,0,0,0,4064,4060,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9393715887299011,-5.81780637135724,-3.5489917340304244,-1.2094324895710027,0.014813,0.1,0.029493,0.2,1231,824,1369,33895,38579,38570,0,0,0,0,4051,4046,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9401629732086478,-5.8337963891197635,-3.556334534536241,-1.214370908289009,0.014757,0.1,0.029241,0.2,1237,753,1559,33257,38054,38044,0,0,0,0,4128,4124,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
