episode,mean_loss,lr,tau,service_level,buffer_size,n_updates,elapsed_s,mean_value_spread,mean_reward,pct_zero_reward,fallback_rate,greedy_sl
267,0.011506,0.0007,0.3402,0.9172,10000,50,7668.9,0.031919,-2.72489,26.5,0.0,
268,0.009006,0.000699,0.3396,0.9184,10000,50,7695.9,0.034733,-2.55,25.2,0.0,
269,0.008571,0.000698,0.339,0.9254,10000,50,7723.4,0.030045,-2.45826,27.8,0.0,
270,0.00773,0.000697,0.3384,0.926,10000,50,7770.3,0.035098,-2.41879,29.6,0.0,0.9332
271,0.009758,0.000696,0.3378,0.9246,10000,50,7797.7,0.030887,-2.35343,29.3,0.0,
272,0.010479,0.000695,0.3372,0.9188,10000,50,7823.1,0.02599,-2.53969,24.1,0.0,
273,0.007995,0.000694,0.3366,0.9173,10000,50,7850.1,0.029472,-2.47575,24.6,0.0,
274,0.009904,0.000692,0.336,0.9144,10000,50,7877.5,0.029623,-2.81982,23.5,0.0,
275,0.00824,0.000691,0.3354,0.9058,10000,50,7904.7,0.027992,-3.06236,21.8,0.0,
276,0.008547,0.00069,0.3348,0.9077,10000,50,7932.3,0.029156,-2.91299,23.9,0.0,
277,0.011182,0.000689,0.3342,0.9133,10000,50,7959.9,0.029458,-2.73762,22.8,0.0,
278,0.009976,0.000688,0.3336,0.9208,10000,50,7987.2,0.029872,-2.5083,26.9,0.0,
279,0.009308,0.000687,0.333,0.9196,10000,50,8014.1,0.030583,-2.59727,26.1,0.0,
280,0.009404,0.000686,0.3324,0.9225,10000,50,8061.8,0.034342,-2.47372,27.5,0.0,0.9302
281,0.008904,0.000685,0.3318,0.9207,10000,50,8088.5,0.028618,-2.54113,25.5,0.0,
282,0.008236,0.000683,0.3312,0.919,10000,50,8114.9,0.030057,-2.59756,28.8,0.0,
283,0.009737,0.000682,0.3306,0.9177,10000,50,8142.0,0.028239,-2.69357,24.1,0.0,
284,0.010287,0.000681,0.33,0.9175,10000,50,8168.9,0.026938,-2.59611,25.6,0.0,
285,0.011793,0.00068,0.3294,0.9125,10000,50,8196.2,0.028077,-2.72038,23.5,0.0,
286,0.010318,0.000679,0.3288,0.92,10000,50,8223.0,0.029229,-2.60206,27.2,0.0,
287,0.009511,0.000678,0.3282,0.9165,10000,50,8250.2,0.028352,-2.71435,26.4,0.0,
288,0.010616,0.000677,0.3276,0.9174,10000,50,8277.3,0.029414,-2.52317,26.7,0.0,
289,0.007813,0.000676,0.327,0.9253,10000,50,8303.8,0.02919,-2.39902,28.7,0.0,
290,0.008442,0.000674,0.3264,0.9175,10000,50,8350.9,0.028769,-2.69181,24.5,0.0,0.9344
291,0.009662,0.000673,0.3258,0.9118,10000,50,8377.5,0.023835,-2.85392,25.6,0.0,
292,0.009456,0.000672,0.3252,0.9212,10000,50,8404.8,0.024924,-2.37276,29.4,0.0,
293,0.008656,0.000671,0.3246,0.9219,10000,50,8429.6,0.025151,-2.43682,24.6,0.0,
294,0.008189,0.00067,0.324,0.9152,10000,50,8456.7,0.027523,-2.66759,26.8,0.0,
295,0.009319,0.000669,0.3234,0.9063,10000,50,8483.4,0.029165,-3.00315,20.4,0.0,
296,0.012256,0.000668,0.3228,0.9155,10000,50,8510.4,0.027973,-2.60796,25.5,0.0,
297,0.008465,0.000667,0.3222,0.9185,10000,50,8537.7,0.028551,-2.60205,29.7,0.0,
298,0.009421,0.000665,0.3216,0.9175,10000,50,8564.9,0.033447,-2.72776,25.9,0.0,
299,0.009604,0.000664,0.321,0.9075,10000,50,8592.6,0.030283,-2.86969,22.6,0.0,
300,0.011894,0.000663,0.3204,0.9208,10000,50,8639.4,0.03319,-2.57736,26.4,0.0,0.9325
301,0.011516,0.000662,0.3198,0.9114,10000,50,8665.9,0.029801,-2.87029,23.2,0.0,
302,0.013833,0.000661,0.3192,0.9069,10000,50,8693.0,0.033634,-2.91218,20.8,0.0,
303,0.011254,0.00066,0.3186,0.9178,10000,50,8720.0,0.029744,-2.51619,28.5,0.0,
304,0.011929,0.000659,0.318,0.9222,10000,50,8747.4,0.029928,-2.54961,24.4,0.0,
305,0.010079,0.000658,0.3174,0.9118,10000,50,8774.9,0.025864,-2.83456,21.3,0.0,
306,0.010364,0.000656,0.3168,0.9205,10000,50,8802.1,0.030545,-2.56764,23.5,0.0,
307,0.010879,0.000655,0.3162,0.9098,10000,50,8829.1,0.023489,-2.87224,21.9,0.0,
308,0.01347,0.000654,0.3156,0.9177,10000,50,8856.2,0.024132,-2.64978,21.4,0.0,
309,0.011365,0.000653,0.315,0.9132,10000,50,8883.2,0.022452,-2.7896,22.3,0.0,
310,0.009622,0.000652,0.3144,0.9244,10000,50,8929.9,0.028124,-2.47759,27.0,0.0,0.9317
311,0.009939,0.000651,0.3138,0.9212,10000,50,8955.7,0.027037,-2.57229,26.5,0.0,
312,0.013459,0.00065,0.3132,0.9137,10000,50,8982.9,0.030301,-2.80153,23.4,0.0,
313,0.009651,0.000649,0.3126,0.9201,10000,50,9009.8,0.029197,-2.60634,25.2,0.0,
314,0.013263,0.000647,0.312,0.9151,10000,50,9036.6,0.026327,-2.69204,27.6,0.0,
315,0.009459,0.000646,0.3114,0.917,10000,50,9063.9,0.02698,-2.70945,24.4,0.0,
316,0.009586,0.000645,0.3108,0.9158,10000,50,9090.8,0.023954,-2.7465,24.6,0.0,
317,0.010142,0.000644,0.3102,0.9168,10000,50,9117.9,0.028138,-2.67051,26.1,0.0,
318,0.008366,0.000643,0.3096,0.9118,10000,50,9145.4,0.022818,-2.819,21.6,0.0,
319,0.012073,0.000642,0.309,0.9169,10000,50,9172.3,0.02366,-2.63741,26.9,0.0,
320,0.010303,0.000641,0.3084,0.9115,10000,50,9219.4,0.024148,-2.7472,21.3,0.0,0.9386
321,0.009686,0.00064,0.3078,0.9212,10000,50,9246.2,0.027614,-2.45647,25.5,0.0,
322,0.010642,0.000638,0.3072,0.9162,10000,50,9273.1,0.029106,-2.61011,27.7,0.0,
323,0.009544,0.000637,0.3066,0.9191,10000,50,9300.6,0.027143,-2.54779,28.0,0.0,
324,0.010723,0.000636,0.306,0.9208,10000,50,9327.3,0.027707,-2.59449,26.9,0.0,
325,0.008401,0.000635,0.3054,0.9177,10000,50,9354.4,0.024855,-2.66071,23.1,0.0,
326,0.008035,0.000634,0.3048,0.9193,10000,50,9381.6,0.026178,-2.55499,25.9,0.0,
327,0.008688,0.000633,0.3042,0.9083,10000,50,9408.7,0.02923,-2.99008,20.7,0.0,
328,0.009348,0.000632,0.3036,0.9178,10000,50,9435.7,0.028197,-2.56838,25.9,0.0,
329,0.010933,0.000631,0.303,0.9122,10000,50,9463.0,0.030148,-2.84137,19.9,0.0,
330,0.009205,0.000629,0.3024,0.9226,10000,50,9509.4,0.03016,-2.50533,29.5,0.0,0.9331
331,0.009868,0.000628,0.3018,0.91,10000,50,9537.1,0.031352,-2.82726,26.1,0.0,
332,0.011125,0.000627,0.3012,0.916,10000,50,9564.0,0.033549,-2.72194,24.8,0.0,
333,0.009418,0.000626,0.3006,0.9164,10000,50,9590.9,0.03919,-2.57937,25.8,0.0,
334,0.009334,0.000625,0.2999,0.9065,10000,50,9618.3,0.03512,-2.88101,20.4,0.0,
335,0.009987,0.000624,0.2993,0.9068,10000,50,9645.5,0.029718,-3.09379,20.3,0.0,
336,0.010295,0.000623,0.2987,0.9096,10000,50,9672.3,0.031496,-2.88214,22.9,0.0,
337,0.010588,0.000622,0.2981,0.9124,10000,50,9699.7,0.031298,-2.65407,21.6,0.0,
338,0.010078,0.00062,0.2975,0.9205,10000,50,9726.3,0.029925,-2.58487,24.7,0.0,
339,0.010865,0.000619,0.2969,0.9228,10000,50,9753.3,0.032082,-2.54446,24.6,0.0,
340,0.010625,0.000618,0.2963,0.9038,10000,50,9800.5,0.029971,-3.21729,21.2,0.0,0.9347
341,0.009463,0.000617,0.2957,0.9192,10000,50,9827.4,0.033078,-2.67445,26.7,0.0,
342,0.011171,0.000616,0.2951,0.9155,10000,50,9854.9,0.033864,-2.73251,24.0,0.0,
343,0.01111,0.000615,0.2945,0.9168,10000,50,9882.0,0.032489,-2.61613,24.6,0.0,
344,0.009652,0.000614,0.2939,0.9198,10000,50,9908.9,0.034184,-2.60707,27.2,0.0,
345,0.010797,0.000613,0.2933,0.9135,10000,50,9936.4,0.032674,-2.73936,26.1,0.0,
346,0.01166,0.000611,0.2927,0.9179,10000,50,9963.4,0.031896,-2.6076,22.4,0.0,
347,0.010773,0.00061,0.2921,0.9163,10000,50,9990.6,0.031938,-2.71892,24.6,0.0,
348,0.009228,0.000609,0.2915,0.9228,10000,50,10017.8,0.035616,-2.52088,23.0,0.0,
349,0.01072,0.000608,0.2909,0.9275,10000,50,10042.2,0.035802,-2.33218,28.8,0.0,
350,0.012075,0.000607,0.2903,0.9178,10000,50,10089.3,0.033183,-2.59968,26.1,0.0,0.931
351,0.011979,0.000606,0.2897,0.9202,10000,50,10116.1,0.033369,-2.53928,29.9,0.0,
352,0.01136,0.000605,0.2891,0.912,10000,50,10143.7,0.029176,-2.84664,20.9,0.0,
353,0.010562,0.000604,0.2885,0.9145,10000,50,10170.5,0.031456,-2.76134,26.5,0.0,
354,0.010144,0.000602,0.2879,0.9133,10000,50,10197.5,0.030964,-2.9126,23.1,0.0,
355,0.009679,0.000601,0.2873,0.9154,10000,50,10224.7,0.029675,-2.81625,26.2,0.0,
356,0.011272,0.0006,0.2867,0.9154,10000,50,10251.5,0.03242,-2.64168,24.5,0.0,
357,0.011089,0.000599,0.2861,0.9131,10000,50,10276.1,0.027814,-2.82311,22.6,0.0,
358,0.009502,0.000598,0.2855,0.9117,10000,50,10303.2,0.021684,-2.74895,27.0,0.0,
359,0.011415,0.000597,0.2849,0.9192,10000,50,10330.2,0.021674,-2.54247,27.8,0.0,
360,0.012761,0.000596,0.2843,0.9079,10000,50,10377.6,0.024749,-2.83607,20.7,0.0,0.9361
361,0.01106,0.000594,0.2837,0.9184,10000,50,10404.7,0.030219,-2.66843,23.2,0.0,
362,0.01162,0.000593,0.2831,0.9114,10000,50,10432.0,0.02524,-2.78388,21.3,0.0,
363,0.011703,0.000592,0.2825,0.9171,10000,50,10459.4,0.025154,-2.60351,23.4,0.0,
364,0.01141,0.000591,0.2819,0.9175,10000,50,10486.7,0.024402,-2.69278,27.6,0.0,
365,0.009083,0.00059,0.2813,0.9064,10000,50,10514.0,0.021577,-3.03993,22.6,0.0,
366,0.009793,0.000589,0.2807,0.9201,10000,50,10541.2,0.022322,-2.61754,27.6,0.0,
367,0.011999,0.000588,0.2801,0.912,10000,50,10568.6,0.026573,-2.8297,24.1,0.0,
368,0.011724,0.000587,0.2795,0.907,10000,50,10595.6,0.021451,-3.00097,23.5,0.0,
369,0.014723,0.000585,0.2789,0.9191,10000,50,10622.5,0.024148,-2.61432,24.4,0.0,
370,0.015208,0.000584,0.2783,0.9085,10000,50,10669.6,0.025623,-2.85813,23.3,0.0,0.9292
371,0.014157,0.000583,0.2777,0.9224,10000,50,10695.2,0.027706,-2.48557,28.2,0.0,
372,0.012392,0.000582,0.2771,0.9162,10000,50,10722.0,0.028086,-2.6987,25.9,0.0,
373,0.011427,0.000581,0.2765,0.9206,10000,50,10748.3,0.032424,-2.57972,25.7,0.0,
374,0.012398,0.00058,0.2759,0.9159,10000,50,10774.7,0.034333,-2.63387,24.6,0.0,
375,0.011636,0.000579,0.2753,0.9173,10000,50,10799.7,0.034448,-2.71043,25.4,0.0,
376,0.011645,0.000578,0.2747,0.9196,10000,50,10825.8,0.031403,-2.55585,25.5,0.0,
377,0.010381,0.000576,0.2741,0.9053,10000,50,10852.2,0.034554,-3.10711,22.5,0.0,
378,0.011333,0.000575,0.2735,0.9212,10000,50,10878.4,0.038339,-2.62381,25.8,0.0,
379,0.01218,0.000574,0.2729,0.9098,10000,50,10904.6,0.033674,-2.78498,22.6,0.0,
380,0.009006,0.000573,0.2723,0.9192,10000,50,10950.5,0.029978,-2.59454,27.4,0.0,0.9446
381,0.012127,0.000572,0.2717,0.9156,10000,50,10976.4,0.031274,-2.74188,23.0,0.0,
382,0.011736,0.000571,0.2711,0.9092,10000,50,11002.6,0.033333,-2.93942,21.7,0.0,
383,0.01249,0.00057,0.2705,0.914,10000,50,11028.5,0.033247,-2.74431,23.3,0.0,
384,0.012634,0.000569,0.2699,0.9143,10000,50,11055.3,0.033937,-2.76125,22.1,0.0,
385,0.010017,0.000567,0.2693,0.9206,10000,50,11082.1,0.032657,-2.56503,25.9,0.0,
386,0.009735,0.000566,0.2687,0.9112,10000,50,11109.0,0.033703,-2.84443,23.7,0.0,
387,0.012131,0.000565,0.2681,0.9109,10000,50,11136.2,0.035585,-2.8873,24.4,0.0,
388,0.011462,0.000564,0.2675,0.9171,10000,50,11162.8,0.034256,-2.75521,23.1,0.0,
389,0.00991,0.000563,0.2669,0.9093,10000,50,11189.7,0.031868,-3.02661,24.7,0.0,
390,0.010956,0.000562,0.2663,0.9089,10000,50,11235.5,0.030461,-2.8303,20.2,0.0,0.9311
391,0.009727,0.000561,0.2657,0.9148,10000,50,11261.4,0.031862,-2.69025,25.8,0.0,
392,0.011498,0.00056,0.2651,0.9057,10000,50,11287.2,0.029199,-3.12916,23.1,0.0,
393,0.011905,0.000558,0.2645,0.9159,10000,50,11313.3,0.02939,-2.7232,21.2,0.0,
394,0.01416,0.000557,0.2639,0.9227,10000,50,11339.3,0.031522,-2.58753,26.9,0.0,
395,0.011489,0.000556,0.2633,0.9129,10000,50,11365.4,0.030032,-2.73992,22.8,0.0,
396,0.011357,0.000555,0.2627,0.9238,10000,50,11391.7,0.036262,-2.45459,24.3,0.0,
397,0.010569,0.000554,0.2621,0.9177,10000,50,11418.8,0.032337,-2.77151,23.4,0.0,
398,0.012028,0.000553,0.2615,0.9181,10000,50,11445.9,0.032008,-2.5942,24.8,0.0,
399,0.013405,0.000552,0.2609,0.9114,10000,50,11473.0,0.032638,-2.87505,24.3,0.0,
400,0.010022,0.000551,0.2603,0.9175,10000,50,11519.6,0.032195,-2.69614,25.3,0.0,0.9371
401,0.00954,0.000549,0.2597,0.9225,10000,50,11546.5,0.031461,-2.44752,28.7,0.0,
402,0.009764,0.000548,0.2591,0.9127,10000,50,11573.6,0.03405,-2.75037,25.3,0.0,
403,0.012656,0.000547,0.2585,0.9155,10000,50,11600.7,0.030763,-2.69271,24.8,0.0,
404,0.01227,0.000546,0.2579,0.9161,10000,50,11627.7,0.027466,-2.64761,24.9,0.0,
405,0.012158,0.000545,0.2573,0.9177,10000,50,11653.3,0.030046,-2.65947,26.1,0.0,
406,0.008882,0.000544,0.2567,0.9144,10000,50,11679.5,0.033233,-2.79093,22.3,0.0,
407,0.011636,0.000543,0.2561,0.9142,10000,50,11705.9,0.031972,-2.78938,22.1,0.0,
408,0.010915,0.000542,0.2555,0.9182,10000,50,11732.0,0.032129,-2.63143,25.3,0.0,
409,0.010977,0.00054,0.2549,0.9181,10000,50,11759.2,0.031355,-2.66447,23.2,0.0,
410,0.012455,0.000539,0.2543,0.9112,10000,50,11805.3,0.028764,-2.84251,24.4,0.0,0.9317
411,0.00996,0.000538,0.2537,0.9099,10000,50,11831.9,0.026762,-2.77658,22.9,0.0,
412,0.012486,0.000537,0.2531,0.9072,10000,50,11858.2,0.031544,-3.07315,21.0,0.0,
413,0.013087,0.000536,0.2525,0.9137,10000,50,11884.6,0.029725,-2.73577,25.3,0.0,
414,0.014411,0.000535,0.2519,0.9173,10000,50,11910.9,0.035894,-2.61773,26.8,0.0,
415,0.014226,0.000534,0.2513,0.9068,10000,50,11937.0,0.035498,-2.92856,22.2,0.0,
416,0.013037,0.000533,0.2507,0.922,10000,50,11962.8,0.03489,-2.60653,26.0,0.0,
417,0.012817,0.000531,0.2501,0.915,10000,50,11990.2,0.03572,-2.75689,23.9,0.0,
418,0.012891,0.00053,0.2495,0.921,10000,50,12017.3,0.032941,-2.38403,24.8,0.0,
419,0.012759,0.000529,0.2489,0.9217,10000,50,12044.1,0.036801,-2.61613,24.1,0.0,
420,0.012665,0.000528,0.2483,0.9214,10000,50,12090.8,0.037662,-2.51405,27.6,0.0,0.938
421,0.01194,0.000527,0.2477,0.9153,10000,50,12117.9,0.033211,-2.71019,26.5,0.0,
422,0.017466,0.000526,0.2471,0.9137,10000,50,12145.4,0.033715,-2.83779,22.8,0.0,
423,0.013758,0.000525,0.2465,0.9138,10000,50,12171.9,0.031446,-2.79511,22.3,0.0,
424,0.011414,0.000524,0.2459,0.9119,10000,50,12198.3,0.033411,-2.88228,24.8,0.0,
425,0.012615,0.000522,0.2453,0.9214,10000,50,12224.3,0.033608,-2.49014,26.5,0.0,
426,0.013665,0.000521,0.2447,0.9208,10000,50,12250.6,0.035211,-2.54707,22.4,0.0,
427,0.011737,0.00052,0.2441,0.9182,10000,50,12277.4,0.035799,-2.72903,23.1,0.0,
428,0.011677,0.000519,0.2435,0.9178,10000,50,12303.4,0.038937,-2.7078,23.1,0.0,
429,0.010481,0.000518,0.2429,0.9099,10000,50,12330.1,0.034635,-2.97138,23.1,0.0,
430,0.011763,0.000517,0.2423,0.9191,10000,50,12376.7,0.036863,-2.48068,25.2,0.0,0.9304
431,0.015221,0.000516,0.2417,0.9166,10000,50,12401.3,0.035283,-2.63511,23.6,0.0,
432,0.011647,0.000515,0.2411,0.9071,10000,50,12428.0,0.030966,-3.02072,23.5,0.0,
433,0.013774,0.000513,0.2405,0.9101,10000,50,12455.0,0.03117,-2.86509,22.6,0.0,
434,0.013494,0.000512,0.2399,0.9159,10000,50,12481.6,0.030664,-2.73883,27.0,0.0,
435,0.013771,0.000511,0.2393,0.9143,10000,50,12508.2,0.029837,-2.72714,26.2,0.0,
436,0.011789,0.00051,0.2387,0.912,10000,50,12534.3,0.028148,-2.75974,23.1,0.0,
437,0.011387,0.000509,0.2381,0.9159,10000,50,12560.6,0.032825,-2.66548,23.0,0.0,
438,0.010713,0.000508,0.2375,0.9224,10000,50,12587.0,0.034502,-2.64623,25.6,0.0,
439,0.011699,0.000507,0.2369,0.9125,10000,50,12613.2,0.035407,-2.82675,25.1,0.0,
440,0.01207,0.000506,0.2363,0.917,10000,50,12659.5,0.034741,-2.70415,27.9,0.0,0.9366
441,0.012599,0.000504,0.2357,0.9129,10000,50,12685.4,0.034774,-2.77511,23.2,0.0,
442,0.012197,0.000503,0.2351,0.9161,10000,50,12711.6,0.032153,-2.77312,24.9,0.0,
443,0.010872,0.000502,0.2345,0.9184,10000,50,12737.8,0.032914,-2.61504,24.7,0.0,
444,0.011838,0.000501,0.2339,0.9198,10000,50,12763.8,0.033975,-2.54744,23.1,0.0,
445,0.011297,0.0005,0.2333,0.9163,10000,50,12789.7,0.032669,-2.76975,26.3,0.0,
446,0.014401,0.000499,0.2327,0.9163,10000,50,12816.1,0.033854,-2.74525,25.5,0.0,
447,0.011365,0.000498,0.2321,0.9178,10000,50,12842.0,0.031247,-2.59925,25.3,0.0,
448,0.014774,0.000496,0.2315,0.9251,10000,50,12868.3,0.035389,-2.35681,28.6,0.0,
449,0.012108,0.000495,0.2309,0.9105,10000,50,12894.5,0.034767,-2.86765,22.0,0.0,
450,0.015928,0.000494,0.2303,0.9189,10000,50,12941.0,0.030897,-2.61435,28.0,0.0,0.9411
451,0.011795,0.000493,0.2297,0.9227,10000,50,12968.2,0.032884,-2.47883,25.4,0.0,
452,0.015652,0.000492,0.2291,0.9209,10000,50,12994.2,0.032918,-2.57753,26.1,0.0,
453,0.013819,0.000491,0.2285,0.9099,10000,50,13020.7,0.036487,-2.96674,20.5,0.0,
454,0.012094,0.00049,0.2279,0.9094,10000,50,13047.4,0.035362,-2.80522,20.3,0.0,
455,0.013461,0.000489,0.2273,0.9108,10000,50,13073.6,0.035392,-2.85991,23.9,0.0,
456,0.012058,0.000487,0.2267,0.9189,10000,50,13099.9,0.039504,-2.62139,23.4,0.0,
457,0.011528,0.000486,0.2261,0.9153,10000,50,13126.5,0.041784,-2.71367,27.5,0.0,
458,0.013197,0.000485,0.2255,0.9211,10000,50,13152.5,0.037671,-2.55338,24.7,0.0,
459,0.015375,0.000484,0.2249,0.9165,10000,50,13178.7,0.036114,-2.59808,25.6,0.0,
460,0.012018,0.000483,0.2243,0.9121,10000,50,13224.9,0.034116,-2.80362,24.0,0.0,0.9348
461,0.014246,0.000482,0.2237,0.9114,10000,50,13251.2,0.036541,-2.82465,20.6,0.0,
462,0.016249,0.000481,0.2231,0.918,10000,50,13277.2,0.043037,-2.55218,26.4,0.0,
463,0.011919,0.00048,0.2225,0.9203,10000,50,13303.2,0.038059,-2.64097,24.7,0.0,
464,0.013104,0.000478,0.2219,0.9277,10000,50,13329.6,0.040741,-2.30657,27.5,0.0,
465,0.012088,0.000477,0.2213,0.9113,10000,50,13355.7,0.037177,-2.78379,22.1,0.0,
466,0.012098,0.000476,0.2207,0.9049,10000,50,13381.8,0.038417,-3.17144,22.2,0.0,
467,0.01267,0.000475,0.2201,0.9145,10000,50,13407.9,0.040468,-2.72061,27.8,0.0,
468,0.013165,0.000474,0.2194,0.9101,10000,50,13434.2,0.041019,-3.04569,23.4,0.0,
469,0.013533,0.000473,0.2188,0.9217,10000,50,13460.5,0.040445,-2.60056,27.8,0.0,
470,0.016642,0.000472,0.2182,0.9188,10000,50,13506.7,0.041307,-2.52684,27.6,0.0,0.9348
471,0.012458,0.000471,0.2176,0.9161,10000,50,13533.0,0.042366,-2.71941,22.6,0.0,
472,0.011316,0.000469,0.217,0.9198,10000,50,13559.2,0.044745,-2.466,25.6,0.0,
473,0.012772,0.000468,0.2164,0.9153,10000,50,13585.3,0.039773,-2.74651,22.1,0.0,
474,0.013492,0.000467,0.2158,0.9144,10000,50,13611.2,0.037739,-2.76075,26.1,0.0,
475,0.012808,0.000466,0.2152,0.9135,10000,50,13637.5,0.032326,-2.76273,23.2,0.0,
476,0.014327,0.000465,0.2146,0.9142,10000,50,13663.3,0.036463,-2.71529,24.9,0.0,
477,0.015081,0.000464,0.214,0.9205,10000,50,13689.8,0.036278,-2.61564,26.2,0.0,
478,0.013057,0.000463,0.2134,0.9187,10000,50,13716.9,0.033031,-2.63548,24.1,0.0,
479,0.014561,0.000462,0.2128,0.9105,10000,50,13743.9,0.033415,-2.96945,23.3,0.0,
480,0.013228,0.00046,0.2122,0.9161,10000,50,13791.1,0.036937,-2.69738,25.5,0.0,0.9454
481,0.011292,0.000459,0.2116,0.9228,10000,50,13818.1,0.038783,-2.44833,26.9,0.0,
482,0.01119,0.000458,0.211,0.9122,10000,50,13845.1,0.036043,-2.76402,23.4,0.0,
483,0.011291,0.000457,0.2104,0.9198,10000,50,13872.4,0.037782,-2.66418,22.9,0.0,
484,0.015582,0.000456,0.2098,0.9206,10000,50,13899.3,0.040803,-2.58381,27.9,0.0,
485,0.012925,0.000455,0.2092,0.9089,10000,50,13926.2,0.0441,-3.02168,22.2,0.0,
486,0.010112,0.000454,0.2086,0.9256,10000,50,13953.5,0.044211,-2.39598,26.5,0.0,
487,0.014225,0.000453,0.208,0.9191,10000,50,13980.6,0.040836,-2.56176,26.3,0.0,
488,0.014497,0.000451,0.2074,0.9171,10000,50,14007.2,0.037778,-2.77315,28.6,0.0,
489,0.012814,0.00045,0.2068,0.9188,10000,50,14034.0,0.035812,-2.616,24.3,0.0,
490,0.011697,0.000449,0.2062,0.9111,10000,50,14080.8,0.039955,-2.82608,19.8,0.0,0.9238
491,0.013994,0.000448,0.2056,0.9156,10000,50,14108.2,0.038373,-2.7011,23.3,0.0,
492,0.01546,0.000447,0.205,0.9183,10000,50,14134.4,0.044539,-2.68399,24.8,0.0,
493,0.012553,0.000446,0.2044,0.918,10000,50,14160.7,0.041858,-2.72508,27.3,0.0,
494,0.013495,0.000445,0.2038,0.9204,10000,50,14186.9,0.038463,-2.57277,26.1,0.0,
495,0.011052,0.000444,0.2032,0.9216,10000,50,14212.8,0.035804,-2.56143,26.2,0.0,
496,0.013723,0.000442,0.2026,0.9178,10000,50,14239.4,0.038198,-2.80972,25.4,0.0,
497,0.016363,0.000441,0.202,0.9226,10000,50,14265.1,0.037304,-2.53297,27.3,0.0,
498,0.01597,0.00044,0.2014,0.9203,10000,50,14291.3,0.033416,-2.65934,25.1,0.0,
499,0.016908,0.000439,0.2008,0.9159,10000,50,14317.5,0.03845,-2.69695,25.3,0.0,
500,0.015578,0.000438,0.2002,0.9182,10000,50,14364.1,0.03959,-2.68742,23.5,0.0,0.9243
501,0.012113,0.000437,0.1996,0.9189,10000,50,14390.7,0.03846,-2.58533,24.7,0.0,
502,0.011416,0.000436,0.199,0.9084,10000,50,14416.9,0.039271,-2.9238,21.9,0.0,
503,0.014494,0.000435,0.1984,0.9148,10000,50,14441.6,0.035367,-2.81228,23.3,0.0,
504,0.013965,0.000433,0.1978,0.9138,10000,50,14469.1,0.036782,-2.73694,24.2,0.0,
505,0.013481,0.000432,0.1972,0.9109,10000,50,14495.6,0.041627,-2.84323,25.8,0.0,
506,0.015125,0.000431,0.1966,0.9215,10000,50,14522.5,0.046084,-2.53406,26.6,0.0,
507,0.012421,0.00043,0.196,0.9133,10000,50,14549.4,0.040261,-2.74984,21.9,0.0,
508,0.014019,0.000429,0.1954,0.9137,10000,50,14576.4,0.036586,-2.82675,23.6,0.0,
509,0.013009,0.000428,0.1948,0.9187,10000,50,14603.7,0.036634,-2.61254,26.3,0.0,
510,0.014399,0.000427,0.1942,0.9071,10000,50,14650.7,0.034599,-3.01137,25.1,0.0,0.9363
511,0.016253,0.000426,0.1936,0.9154,10000,50,14677.5,0.038325,-2.70226,24.5,0.0,
512,0.014267,0.000424,0.193,0.9154,10000,50,14705.9,0.03928,-2.76358,24.6,0.0,
513,0.011814,0.000423,0.1924,0.9249,10000,50,14732.6,0.039353,-2.52223,24.7,0.0,
514,0.015163,0.000422,0.1918,0.9162,10000,50,14758.9,0.038604,-2.73118,25.7,0.0,
515,0.013437,0.000421,0.1912,0.9243,10000,50,14785.7,0.040309,-2.40332,24.0,0.0,
516,0.012653,0.00042,0.1906,0.9117,10000,50,14811.9,0.03707,-2.94133,19.0,0.0,
517,0.014639,0.000419,0.19,0.9068,10000,50,14838.2,0.030918,-2.87222,19.3,0.0,
518,0.0134,0.000418,0.1894,0.9185,10000,50,14864.4,0.03053,-2.65071,26.2,0.0,
519,0.01491,0.000417,0.1888,0.919,10000,50,14890.6,0.033702,-2.61547,23.6,0.0,
520,0.015134,0.000415,0.1882,0.91,10000,50,14937.2,0.031303,-2.99913,24.1,0.0,0.9353
521,0.013535,0.000414,0.1876,0.9181,10000,50,14963.0,0.035385,-2.6604,24.5,0.0,
522,0.01248,0.000413,0.187,0.9133,10000,50,14989.2,0.033189,-2.78998,24.5,0.0,
523,0.01639,0.000412,0.1864,0.9157,10000,50,15014.9,0.034561,-2.86446,22.7,0.0,
524,0.017141,0.000411,0.1858,0.9181,10000,50,15039.9,0.038894,-2.67181,24.4,0.0,
525,0.014214,0.00041,0.1852,0.9078,10000,50,15066.4,0.037128,-2.94037,25.3,0.0,
526,0.014268,0.000409,0.1846,0.9228,10000,50,15092.6,0.039419,-2.52799,25.7,0.0,
527,0.011696,0.000408,0.184,0.9214,10000,50,15118.9,0.040726,-2.48913,25.9,0.0,
528,0.018867,0.000406,0.1834,0.91,10000,50,15145.4,0.03997,-2.93484,22.3,0.0,
529,0.019571,0.000405,0.1828,0.9221,10000,50,15171.6,0.042988,-2.54669,24.9,0.0,
530,0.012774,0.000404,0.1822,0.9175,10000,50,15217.8,0.041151,-2.67228,25.8,0.0,0.9308
531,0.014275,0.000403,0.1816,0.9163,10000,50,15243.6,0.040093,-2.66492,25.6,0.0,
532,0.018005,0.000402,0.181,0.9199,10000,50,15269.6,0.037163,-2.60984,23.6,0.0,
