episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
144,0.9255045192129668,-4.587755610850055,-2.0877556108500586,-1.0661641584982549,-0.4732872120091684,-0.3333480597678921,-0.19094449531926866,0.001875,0.01,0.0,0.97,100,10,0,10
145,0.9239631336405529,-4.593880034236085,-2.09388003423609,-1.069281770943635,-0.47472843781063906,-0.33438064069535234,-0.1915113722115832,0.001864,0.01,0.0,0.97,100,11,0,11
146,0.9202218573008478,-4.600539304012119,-2.1005393040121247,-1.0727248997643397,-0.4762964836721334,-0.3354980766121069,-0.19215295870574625,0.001854,0.01,0.0,0.97,100,11,0,11
147,0.9233071771629574,-4.606630876761879,-2.1066308767618835,-1.0758722740338063,-0.4776942797830934,-0.336498524351629,-0.19272051055077608,0.001843,0.01,0.0,0.97,100,11,0,11
148,0.9246193583469277,-4.612499042499157,-2.1124990424991616,-1.078928977336414,-0.4790216160765889,-0.33743901506902013,-0.19336380911705833,0.001833,0.01,0.0,0.97,100,11,0,11
149,0.9277007145859605,-4.618103111908292,-2.1181031119082965,-1.0817554295875742,-0.4803124299741323,-0.3384455301496535,-0.1938952376713429,0.001823,0.01,0.0,0.97,100,11,0,11
150,0.9289029175908547,-4.623426086054321,-2.1234260860543266,-1.0844698477917087,-0.48153193535941435,-0.3393294554690119,-0.19440420914813158,0.001813,0.01,0.0,0.97,100,11,0,11
151,0.9180571810733991,-4.630010366946323,-2.1300103669463284,-1.087821104690103,-0.48304640815537897,-0.3404015047676641,-0.1950592522856272,0.001803,0.01,0.0,0.97,100,11,0,11
152,0.9237424009619881,-4.636023273186954,-2.1360232731869595,-1.090883683263563,-0.48449209654588987,-0.34143100569430335,-0.19557929146147762,0.001794,0.01,0.0,0.97,100,11,0,11
153,0.9241060285871174,-4.641945366126412,-2.1419453661264183,-1.0938782151786899,-0.4858183911027303,-0.3423633198306728,-0.1961316776958975,0.001784,0.01,0.0,0.97,100,11,0,11
154,0.9225417593730283,-4.648050471444766,-2.1480504714447717,-1.097039219642732,-0.4872215265290473,-0.3433845688202179,-0.19672508430196836,0.001774,0.01,0.0,0.97,100,11,0,11
155,0.9156710939064273,-4.654684809865752,-2.154684809865757,-1.1005198783557248,-0.48881716705834216,-0.34450082044881897,-0.1973697065994026,0.001765,0.01,0.0,0.97,100,11,0,11
156,0.9204566316738154,-4.660735201306394,-2.160735201306399,-1.1036273881570093,-0.4902414171995134,-0.3455337614605201,-0.19797175788517465,0.001756,0.01,0.0,0.97,100,10,0,10
157,0.9201650248379221,-4.66698873840898,-2.166988738408985,-1.1068299244856104,-0.49170612213889364,-0.34656933454127636,-0.19858452474302402,0.001746,0.01,0.0,0.97,100,12,0,12
158,0.9227416532040926,-4.67278142707287,-2.172781427072875,-1.109793544091988,-0.4930189203019715,-0.34748368196254753,-0.1991360319100005,0.001737,0.01,0.0,0.97,100,11,0,11
159,0.9185009326776327,-4.678868259786293,-2.1788682597862983,-1.112913991126284,-0.4944642201156164,-0.3485472792455499,-0.19971047201801953,0.001728,0.01,0.0,0.97,100,11,0,11
160,0.924736225087925,-4.68441487836577,-2.1844148783657733,-1.1157906175201562,-0.4957437401199624,-0.34944781708848066,-0.20025845052703292,0.001719,0.01,0.0,0.97,100,11,0,11
161,0.9210451050656976,-4.689951645798908,-2.1899516457989114,-1.1186671165621582,-0.49704274880275473,-0.3503757623697171,-0.20079172611927948,0.001711,0.01,0.0,0.97,100,10,0,10
162,0.9279997303991777,-4.695359661903873,-2.195359661903875,-1.1214629518012844,-0.49830059385190145,-0.3512905833193906,-0.20132173441417892,0.001702,0.01,0.0,0.97,100,11,0,11
163,0.9232258281712901,-4.700770379801167,-2.200770379801169,-1.1242078728063238,-0.49957835242391846,-0.35223951951649685,-0.20185012395595878,0.001693,0.01,0.0,0.97,100,11,0,11
164,0.9217235248733688,-4.706615087044778,-2.20661508704478,-1.1271727758163246,-0.5009207421249385,-0.3532189824692919,-0.2024012028687557,0.001685,0.01,0.0,0.97,100,11,0,11
165,0.9206984052296369,-4.712375018402453,-2.2123750184024535,-1.1301158824079653,-0.5022762791315963,-0.35420515588069845,-0.202971817598863,0.001676,0.01,0.0,0.97,100,11,0,11
166,0.9260545485346434,-4.717605664067035,-2.2176056640670376,-1.1328128075908512,-0.5035066088990345,-0.3550559507448594,-0.20348086885365113,0.001668,0.01,0.0,0.97,100,11,0,11
167,0.9254869610599505,-4.7229132279475685,-2.2229132279475703,-1.135557344835425,-0.5047254428047294,-0.35594676540798353,-0.20404038467347554,0.001659,0.01,0.0,0.97,100,11,0,11
168,0.9298115497421029,-4.727610638511208,-2.2276106385112096,-1.137986289017371,-0.5058191146829051,-0.35670847986549026,-0.20448001715009523,0.001651,0.01,0.0,0.97,100,11,0,11
169,0.918520624937272,-4.733590358635477,-2.2335903586354786,-1.141113124537878,-0.5072463355038228,-0.3577455761075711,-0.20506695172095593,0.001643,0.01,0.0,0.97,100,11,0,11
170,0.9296559128961364,-4.738327365290914,-2.2383273652909144,-1.143528140819577,-0.5083093294739771,-0.3584846331858367,-0.2055205659603319,0.001635,0.01,0.0,0.97,100,11,0,11
171,0.92577600136066,-4.743296250410035,-2.243296250410035,-1.146096703778954,-0.5095048519037625,-0.3593209553520163,-0.20599656197061883,0.001627,0.01,0.0,0.97,100,11,0,11
172,0.9175656013245698,-4.7491968801901985,-2.2491968801901994,-1.149143893537808,-0.5109109080324148,-0.36034431453946825,-0.20657357531454074,0.001619,0.01,0.0,0.97,100,11,0,11
173,0.9281657586263827,-4.754116335242388,-2.2541163352423896,-1.151663823401832,-0.5120148731949854,-0.36113998420316507,-0.20706723808177405,0.001611,0.01,0.0,0.97,100,11,0,11
174,0.925582644905635,-4.759212627911538,-2.25921262791154,-1.1542340878083517,-0.5131625081341153,-0.3619842228897584,-0.20756118953348685,0.001603,0.01,0.0,0.97,100,11,0,11
175,0.9223524663224635,-4.764501937547979,-2.2645019375479816,-1.156939439301692,-0.5143907698447867,-0.36284647900070155,-0.20801654495364047,0.001596,0.01,0.0,0.97,100,11,0,11
176,0.9256693125252253,-4.7694897808181675,-2.26948978081817,-1.1594900226152214,-0.5155046272559256,-0.3636344716141936,-0.20848053791709176,0.001588,0.01,0.0,0.97,100,11,0,11
177,0.9233589414568301,-4.774615603723688,-2.2746156037236913,-1.1621050648695643,-0.5167106163044909,-0.3645212819596122,-0.20896455009543416,0.00158,0.01,0.0,0.97,100,11,0,11
178,0.9236567354214413,-4.779551024528471,-2.2795510245284754,-1.1646425414736254,-0.517871697859272,-0.36535429905918615,-0.20944211674230515,0.001573,0.01,0.0,0.97,100,10,0,10
179,0.9248991850439536,-4.784442269859913,-2.2844422698599156,-1.1670997504307903,-0.5189409919559327,-0.3661435566699534,-0.20990611134520457,0.001565,0.01,0.0,0.97,100,11,0,11
180,0.9257335535838968,-4.789381645513908,-2.2893816455139104,-1.169621514336176,-0.5200666701883118,-0.3669485615938889,-0.2103818159375649,0.001558,0.01,0.0,0.97,100,11,0,11
181,0.9161252706979843,-4.795082613768075,-2.2950826137680767,-1.1725419111401265,-0.5214254015774489,-0.3679520473380274,-0.2109286231123148,0.001551,0.01,0.0,0.97,100,11,0,11
182,0.9277017634941636,-4.799855870880998,-2.2998558708809997,-1.1749715700158532,-0.5225062809580155,-0.36874213613209084,-0.2114082038944722,0.001544,0.01,0.0,0.97,100,11,0,11
183,0.9234966216216216,-4.804795918194956,-2.3047959181949578,-1.1774701611327507,-0.5236278286744787,-0.3695689019771931,-0.21189269508983097,0.001536,0.01,0.0,0.97,100,11,0,11
184,0.9183697738817254,-4.810112869142423,-2.310112869142426,-1.1801595855064713,-0.524863451514347,-0.3705094737590245,-0.21238033144463572,0.001529,0.01,0.0,0.97,100,11,0,11
185,0.9243819109009206,-4.81504314166223,-2.3150431416622306,-1.1826784894601765,-0.5260089176811997,-0.3713370856288379,-0.21287733320921867,0.001522,0.01,0.0,0.97,100,11,0,11
186,0.918182576073364,-4.820392828577912,-2.320392828577914,-1.1854219472874437,-0.5272391635456616,-0.3722440125525418,-0.21342061686840474,0.001515,0.01,0.0,0.97,100,11,0,11
187,0.9237964979822029,-4.825260958778545,-2.325260958778546,-1.1878671287605864,-0.5283585524086485,-0.3731092077061318,-0.2138881328908978,0.001509,0.01,0.0,0.97,100,11,0,11
188,0.9214578449395375,-4.830294477126918,-2.330294477126918,-1.190400403088302,-0.5295128329604346,-0.3739583357231167,-0.2143732638946131,0.001502,0.01,0.0,0.97,100,11,0,11
189,0.9207479516780323,-4.835367622281955,-2.3353676222819533,-1.19300480000735,-0.5306850873875366,-0.37482769920768155,-0.2148612525913066,0.001495,0.01,0.0,0.97,100,11,0,11
190,0.9250263814676472,-4.840079961009764,-2.3400799610097645,-1.195445724688085,-0.5318280622859043,-0.3756536200308293,-0.21530081323633146,0.001488,0.01,0.0,0.97,100,11,0,11
191,0.9219425545463686,-4.845046143648462,-2.3450461436484633,-1.197976673886472,-0.532981058504491,-0.3764715758139668,-0.21575185242359146,0.001482,0.01,0.0,0.97,100,11,0,11
192,0.9207788019215427,-4.849995824825605,-2.349995824825606,-1.2004791443655694,-0.5341062665739474,-0.37729490329850046,-0.21623799227794774,0.001475,0.01,0.0,0.97,100,11,0,11
193,0.9301990241612313,-4.854201591527945,-2.3542015915279446,-1.202591709757839,-0.5350295119379127,-0.37799396832771504,-0.2166405752554461,0.001469,0.01,0.0,0.97,100,11,0,11
194,0.9231709563440896,-4.858965630730993,-2.358965630730993,-1.2050479972065526,-0.5361700534555986,-0.3788012625214819,-0.21707284759891085,0.001462,0.01,0.0,0.97,100,11,0,11
195,0.9255029907558455,-4.8634412967358545,-2.3634412967358553,-1.207341702580067,-0.5372209451952055,-0.3795377270850269,-0.21749788596627445,0.001456,0.01,0.0,0.97,100,11,0,11
196,0.9219193352249696,-4.868179513750313,-2.368179513750312,-1.2098084429953533,-0.5383465365323733,-0.38033579525188677,-0.2179426495013961,0.001449,0.01,0.0,0.97,100,11,0,11
197,0.92217139782053,-4.872900706148644,-2.372900706148644,-1.2122155371653944,-0.5394539536842932,-0.38116746900758774,-0.21841672435929768,0.001443,0.01,0.0,0.97,100,11,0,11
198,0.9223927362161616,-4.877646059887235,-2.3776460598872347,-1.214667872781759,-0.540572405971321,-0.3819734502794157,-0.21889350852737752,0.001437,0.01,0.0,0.97,100,11,0,11
199,0.9204879188359365,-4.882509236405691,-2.3825092364056912,-1.217185702003198,-0.5417190496790748,-0.3828277239062764,-0.2193717989001484,0.001431,0.01,0.0,0.97,100,11,0,11
200,0.9257807861299133,-4.886864360173957,-2.386864360173957,-1.2194474211268507,-0.5427332515394927,-0.38354482463080625,-0.21983928787085116,0.001424,0.01,0.0,0.97,100,11,0,11
201,0.9274925488743327,-4.891114887981404,-2.391114887981404,-1.221586328025968,-0.5436973122236918,-0.38424636933331896,-0.22025556298985946,0.001418,0.01,0.0,0.97,100,11,0,11
202,0.9226716203664612,-4.89564529812747,-2.3956452981274703,-1.2239462948837692,-0.5447526572067414,-0.38497056862716517,-0.22068746616962473,0.001412,0.01,0.0,0.97,100,11,0,11
203,0.926471328178723,-4.899984392289065,-2.399984392289065,-1.2261346087057177,-0.5457229715776534,-0.385652223254036,-0.22112322303949608,0.001406,0.01,0.0,0.97,100,11,0,11
204,0.9282266879677121,-4.904093776438381,-2.40409377643838,-1.2282291408007828,-0.5466614029130934,-0.3863020577229659,-0.22152815791012126,0.0014,0.01,0.0,0.97,100,11,0,11
205,0.9216264989121818,-4.908647143139005,-2.4086471431390017,-1.2305402446542768,-0.5477352091513455,-0.3870750956288975,-0.2219616250132094,0.001395,0.01,0.0,0.97,100,11,0,11
206,0.9293087216730549,-4.912676495931259,-2.412676495931255,-1.232588168405444,-0.5486570521664336,-0.3877518798402588,-0.2223513684299789,0.001389,0.01,0.0,0.97,100,11,0,11
207,0.9245270327083158,-4.916951308469545,-2.4169513084695415,-1.2347701129623965,-0.5496217181396678,-0.3884153944768948,-0.22273453180711794,0.001383,0.01,0.0,0.97,100,11,0,11
208,0.9207734024994105,-4.921585250043094,-2.42158525004309,-1.237161228723035,-0.550732203420621,-0.3891741079128699,-0.22315246850231402,0.001377,0.01,0.0,0.97,100,11,0,11
209,0.9241948747209962,-4.925979202099289,-2.4259792020992865,-1.2393841133672314,-0.5517430934876674,-0.3899337459357531,-0.22360043945899283,0.001372,0.01,0.0,0.97,100,11,0,11
210,0.9283158915376643,-4.930007974951805,-2.430007974951803,-1.2414586348293188,-0.5526457222646983,-0.39059500604403574,-0.22400116221430316,0.001366,0.01,0.0,0.97,100,11,0,11
211,0.9242695089964416,-4.934273836719114,-2.4342738367191115,-1.243672119323047,-0.5536532140497163,-0.39129335667192666,-0.22443433834777615,0.00136,0.01,0.0,0.97,100,10,0,10
212,0.9173823370300244,-4.938945790638395,-2.438945790638393,-1.2460405697612111,-0.5547281023417135,-0.39208623536502096,-0.22489597434955763,0.001355,0.01,0.0,0.97,100,11,0,11
213,0.9216957773997406,-4.943495307469214,-2.4434953074692123,-1.2483651845481445,-0.5557996432884889,-0.3928641344851457,-0.22531257490750622,0.001349,0.01,0.0,0.97,100,11,0,11
214,0.9196686182867363,-4.948037232753575,-2.4480372327535718,-1.2506523784696502,-0.5568770224422809,-0.39367336947836684,-0.2257201952241358,0.001344,0.01,0.0,0.97,100,11,0,11
215,0.9264423239032943,-4.952154065042842,-2.4521540650428393,-1.252737140691095,-0.5577980682385042,-0.3943727433368421,-0.22613874629317293,0.001338,0.01,0.0,0.97,100,11,0,11
216,0.9253086733397693,-4.956170068658051,-2.4561700686580474,-1.2548087578657219,-0.5587584944870638,-0.39503710196299585,-0.22652111523758947,0.001333,0.01,0.0,0.97,100,11,0,11
217,0.9240586155965282,-4.960426413366064,-2.460426413366061,-1.2570004698927109,-0.559752392326606,-0.395739136659355,-0.22695810788619813,0.001328,0.01,0.0,0.97,100,11,0,11
218,0.9214837193689157,-4.964830764944324,-2.464830764944321,-1.2592418894785125,-0.5607631166007004,-0.39645650596965987,-0.22737453948891495,0.001322,0.01,0.0,0.97,100,11,0,11
219,0.9224097278361627,-4.969076974105941,-2.4690769741059406,-1.2614195360052227,-0.5617313982016919,-0.39710775067495585,-0.22777360618147902,0.001317,0.01,0.0,0.97,100,11,0,11
220,0.9256968553035154,-4.9731035773240295,-2.473103577324031,-1.263476291453902,-0.5626637618320703,-0.39774906493226037,-0.22818011081350972,0.001312,0.01,0.0,0.97,100,11,0,11
221,0.9241996707984816,-4.977237738835754,-2.4772377388357567,-1.2655856019115508,-0.5636283412291613,-0.3984309944227454,-0.22856249145308702,0.001307,0.01,0.0,0.97,100,11,0,11
222,0.9190869963059614,-4.981654130157958,-2.481654130157962,-1.2678769264657617,-0.5646446589654974,-0.3991261785580001,-0.22900952800411964,0.001302,0.01,0.0,0.97,100,11,0,11
223,0.9209757423387919,-4.985841398309433,-2.485841398309437,-1.2700499734977493,-0.5656416709461316,-0.39983070890202976,-0.22942608546776086,0.001297,0.01,0.0,0.97,100,11,0,11
224,0.9232287449392713,-4.989990499220706,-2.4899904992207116,-1.2721655160659329,-0.5665950141618625,-0.40051826488346204,-0.2298324348771182,0.001292,0.01,0.0,0.97,100,11,0,11
225,0.9191233449007783,-4.994391034327244,-2.4943910343272484,-1.2744305531686526,-0.5676794718162212,-0.4013119607591015,-0.23025354441487778,0.001287,0.01,0.0,0.97,100,11,0,11
226,0.9227657903093713,-4.998575241091447,-2.4985752410914506,-1.2765777262730647,-0.568681577135839,-0.40203338822723544,-0.2306408677926866,0.001282,0.01,0.0,0.97,100,11,0,11
227,0.9242884025293708,-5.002589065630972,-2.5025890656309753,-1.2786202188429714,-0.5696386138653614,-0.40274148651508224,-0.23105988661846832,0.001277,0.01,0.0,0.97,100,11,0,11
228,0.9266629439734674,-5.006328412404117,-2.50632841240412,-1.2804957624079438,-0.5704648643698222,-0.4033440869030495,-0.23142511655657433,0.001272,0.01,0.0,0.97,100,11,0,11
229,0.9227370066963527,-5.0102527348174375,-2.510252734817442,-1.282530712973057,-0.5713776106515008,-0.4039993508668911,-0.23182371319838624,0.001267,0.01,0.0,0.97,100,10,0,10
230,0.924120746839066,-5.014278296281422,-2.5142782962814256,-1.2845958927530379,-0.5723239161395851,-0.4047033175121399,-0.23220484974461328,0.001262,0.01,0.0,0.97,100,11,0,11
231,0.9189198300856315,-5.018560102323164,-2.5185601023231685,-1.286822928971901,-0.5733534882019147,-0.4054263939225662,-0.23263022536530836,0.001257,0.01,0.0,0.97,100,11,0,11
232,0.9214769025144098,-5.022718345489972,-2.522718345489977,-1.288898313974373,-0.5743036332256111,-0.4061584676418603,-0.23300396422388747,0.001253,0.01,0.0,0.97,100,11,0,11
233,0.9226134690052216,-5.026807051655401,-2.526807051655405,-1.2909449900158303,-0.5752408421250707,-0.40678975548718405,-0.2333872783994193,0.001248,0.01,0.0,0.97,100,11,0,11
234,0.930937267877642,-5.030181337812078,-2.530181337812084,-1.2926690569409778,-0.5760108792214056,-0.40734864748580857,-0.2337366589690091,0.001243,0.01,0.0,0.97,100,11,0,11
235,0.9216818367069691,-5.034050578050862,-2.5340505780508673,-1.2946035215099756,-0.5768990673722041,-0.40799502201922594,-0.23412012775206528,0.001239,0.01,0.0,0.97,100,11,0,11
236,0.9253806257319726,-5.037956880911074,-2.5379568809110817,-1.2965931577890368,-0.5778200316870917,-0.40870838367158374,-0.2345200889984826,0.001234,0.01,0.0,0.97,100,11,0,11
237,0.9238360066465462,-5.041796026863647,-2.541796026863654,-1.2985826435392396,-0.57873317435868,-0.4093733162314351,-0.23490955352934734,0.001229,0.01,0.0,0.97,100,11,0,11
238,0.922790650680318,-5.04571144145715,-2.545711441457157,-1.3006247849489752,-0.5796425889642101,-0.41003036904706347,-0.23529250753481074,0.001225,0.01,0.0,0.97,100,11,0,11
239,0.9206853853619357,-5.049794868620294,-2.5497948686203014,-1.302697831651955,-0.5805850463969762,-0.41073318773907763,-0.23568890946668863,0.00122,0.01,0.0,0.97,100,11,0,11
240,0.9204035308953342,-5.053866266997766,-2.5538662669977756,-1.304817288180815,-0.5815436970873709,-0.41142471525076213,-0.2360981865674302,0.001216,0.01,0.0,0.97,100,11,0,11
241,0.9253738842089397,-5.057519771570251,-2.55751977157026,-1.3066516346494959,-0.5823751127334106,-0.41202717156899304,-0.23643300180920074,0.001212,0.01,0.0,0.97,100,11,0,11
242,0.9298542114787122,-5.060876766849185,-2.5608767668491943,-1.308331232678547,-0.583132008963719,-0.41257914947895175,-0.23675609619162163,0.001207,0.01,0.0,0.97,100,11,0,11
243,0.920625528317836,-5.0647674440426735,-2.5647674440426824,-1.3103467774644855,-0.5840909077824283,-0.4132837458255459,-0.2371702499024434,0.001203,0.01,0.0,0.97,100,11,0,11
244,0.9177408212438288,-5.069004948896645,-2.5690049488966546,-1.3125135608592582,-0.5850597351732505,-0.41397206153775024,-0.23756391505507274,0.001198,0.01,0.0,0.97,100,11,0,11
245,0.9280738154276943,-5.072418862893219,-2.572418862893227,-1.3142529697205876,-0.5858298331240016,-0.4145575601559806,-0.23790750031790234,0.001194,0.01,0.0,0.97,100,10,0,10
246,0.9241492623270152,-5.075953902641745,-2.575953902641752,-1.3160448767153121,-0.5866631781041836,-0.4151565291595822,-0.23823592802705582,0.00119,0.01,0.0,0.97,100,11,0,11
247,0.9299920980514131,-5.079324296153896,-2.5793242961539042,-1.317775661138265,-0.5874377770374885,-0.4157462200705996,-0.23859125672467507,0.001186,0.01,0.0,0.97,100,11,0,11
248,0.9278458548128117,-5.0827495017559245,-2.582749501755932,-1.3194997810291438,-0.5882223118150688,-0.41634864855451365,-0.23892719190860462,0.001181,0.01,0.0,0.97,100,11,0,11
249,0.9180330608902038,-5.086770071810886,-2.586770071810893,-1.3215692521268287,-0.5891795742414943,-0.417066599154564,-0.23931217867113447,0.001177,0.01,0.0,0.97,100,11,0,11
250,0.9228023504453386,-5.090532326524952,-2.5905323265249596,-1.323504920053895,-0.5900440313230862,-0.41768863809358026,-0.23967128346342853,0.001173,0.01,0.0,0.97,100,11,0,11
251,0.9240245028111101,-5.094235393196372,-2.59423539319638,-1.325385569478896,-0.5909123880506276,-0.4182887366603427,-0.24002793642744494,0.001169,0.01,0.0,0.97,100,11,0,11
252,0.9284149990805289,-5.097573855982242,-2.5975738559822497,-1.3271044389209676,-0.5916960465921527,-0.41884513049298383,-0.2403707643048199,0.001165,0.01,0.0,0.97,100,11,0,11
253,0.9214412886816448,-5.101316690568159,-2.601316690568166,-1.3290393954191295,-0.5926032319796819,-0.41950586445197524,-0.24072333977255514,0.001161,0.01,0.0,0.97,100,11,0,11
254,0.9192138280832889,-5.105295157188174,-2.605295157188184,-1.3310979466838437,-0.5935389202090181,-0.42018360534513727,-0.24109283298001674,0.001157,0.01,0.0,0.97,100,11,0,11
255,0.9182502867973465,-5.109295991867789,-2.609295991867799,-1.3331483441254661,-0.5944888491424702,-0.42083898689504834,-0.2414234800247533,0.001153,0.01,0.0,0.97,100,11,0,11
256,0.9281774539511763,-5.112489401336555,-2.6124894013365654,-1.3347460101265387,-0.5952069974576827,-0.42139433895645684,-0.2417438593899199,0.001149,0.01,0.0,0.97,100,11,0,11
257,0.925092686215032,-5.1160432937319404,-2.616043293731951,-1.3365831247846918,-0.5960698796341405,-0.4220112188168529,-0.2420808630732884,0.001145,0.01,0.0,0.97,100,11,0,11
258,0.9215604307404187,-5.119744030941632,-2.6197440309416438,-1.3384356285243968,-0.5968928633292315,-0.4226393546954334,-0.2424528544185838,0.001141,0.01,0.0,0.97,100,11,0,11
259,0.9252182672934856,-5.123235087903563,-2.6232350879035753,-1.3401899556192094,-0.5976886622656179,-0.4232236315220473,-0.2427834739989941,0.001137,0.01,0.0,0.97,100,11,0,11
260,0.9221098386692301,-5.126881960467524,-2.626881960467536,-1.3420501580861155,-0.5985508791620456,-0.4238759641674871,-0.24310592756746383,0.001133,0.01,0.0,0.97,100,11,0,11
261,0.9191811777216536,-5.1307805955315215,-2.630780595531534,-1.3440796042678544,-0.5994783044378591,-0.4245864785826722,-0.24353649841119826,0.001129,0.01,0.0,0.97,100,11,0,11
262,0.9283538893843281,-5.133928624432428,-2.633928624432439,-1.345695885837467,-0.600230016614282,-0.4251429964392946,-0.24382996555964914,0.001125,0.01,0.0,0.97,100,10,0,10
263,0.9167863721629798,-5.1378204239555405,-2.6378204239555525,-1.3477318834480785,-0.6011864539922348,-0.4257988098290194,-0.24418668114437592,0.001122,0.01,0.0,0.97,100,11,0,11
264,0.9214723305149106,-5.141471229773796,-2.6414712297738085,-1.3496084783219577,-0.602041258306065,-0.4264394369809412,-0.24456924313301928,0.001118,0.01,0.0,0.97,100,11,0,11
265,0.9223898205106598,-5.144994187776624,-2.644994187776638,-1.351399534239245,-0.602858577558048,-0.4270448001454589,-0.24492744715791168,0.001114,0.01,0.0,0.97,100,11,0,11
266,0.9232464692019464,-5.148453918398069,-2.648453918398082,-1.3531578445139498,-0.6036591518897152,-0.427619090948057,-0.2452710688140516,0.00111,0.01,0.0,0.97,100,11,0,11
267,0.9195004286362644,-5.152155865211779,-2.6521558652117934,-1.3550769261117903,-0.6045548066876332,-0.42826425140877394,-0.2456018505611264,0.001107,0.01,0.0,0.97,100,11,0,11
268,0.9182132429439205,-5.155942626282359,-2.6559426262823718,-1.357064628114194,-0.6054682861039422,-0.42889633682820183,-0.24599962895384384,0.001103,0.01,0.0,0.97,100,11,0,11
269,0.9237194987909431,-5.159341120483276,-2.659341120483288,-1.3588099365813264,-0.6062411943693581,-0.4294551892833508,-0.2463245521232651,0.001099,0.01,0.0,0.97,100,11,0,11
270,0.9192305755576816,-5.163027608595059,-2.66302760859507,-1.3607069597903956,-0.6071347894432696,-0.43011744437688365,-0.2466848001854808,0.001096,0.01,0.0,0.97,100,11,0,11
271,0.9218899541615595,-5.16652909161707,-2.666529091617081,-1.3625329602877319,-0.6079577981230463,-0.43070102164803775,-0.24703745723980727,0.001092,0.01,0.0,0.97,100,11,0,11
272,0.9203548778842261,-5.170131793703812,-2.6701317937038236,-1.3643924503235272,-0.6088134695213635,-0.43130411443616246,-0.24739277899006562,0.001088,0.01,0.0,0.97,100,11,0,11
273,0.928885432165562,-5.173129212589219,-2.6731292125892314,-1.3659169245550418,-0.6094931544737681,-0.4318196217553934,-0.24768901637942883,0.001085,0.01,0.0,0.97,100,11,0,11
274,0.9187319202205945,-5.17679341427928,-2.6767934142792935,-1.3677986258901893,-0.610345709178208,-0.43247742292101315,-0.2480866113582537,0.001081,0.01,0.0,0.97,100,11,0,11
275,0.915369502795829,-5.180672965916919,-2.6806729659169335,-1.3698120834468488,-0.611263380936432,-0.43313587440578133,-0.2484532941154058,0.001078,0.01,0.0,0.97,100,11,0,11
276,0.9219388355554061,-5.184084683080559,-2.6840846830805716,-1.371552487160047,-0.6120612845647718,-0.43375048868529636,-0.2487770942207226,0.001074,0.01,0.0,0.97,100,11,0,11
277,0.9210362100079268,-5.187571507512357,-2.687571507512369,-1.3733646670855209,-0.6129115521532421,-0.43434203965733753,-0.2491208984734011,0.001071,0.01,0.0,0.97,100,11,0,11
278,0.9202810839889718,-5.1910556626624516,-2.691055662662463,-1.375156448569554,-0.6137377375053457,-0.43493509515037093,-0.24945921908444904,0.001067,0.01,0.0,0.97,100,11,0,11
279,0.9272558610220948,-5.194140537432576,-2.694140537432588,-1.3767610084087334,-0.6144657962220395,-0.4354428698187328,-0.24976356176080314,0.001064,0.01,0.0,0.97,100,11,0,11
280,0.9222967884457685,-5.197510806090008,-2.697510806090018,-1.378484454792261,-0.6152373085549446,-0.43597339924952144,-0.250072128399104,0.001061,0.01,0.0,0.97,100,11,0,11
281,0.9251318872090475,-5.20066668702596,-2.70066668702597,-1.3800787539115134,-0.6159614614598361,-0.43650403885122885,-0.2503638104086224,0.001057,0.01,0.0,0.97,100,11,0,11
282,0.921608955123234,-5.204011443945835,-2.7040114439458445,-1.381816397280119,-0.6167500056121142,-0.43708647129634237,-0.25066088970653305,0.001054,0.01,0.0,0.97,100,11,0,11
283,0.9185842516734513,-5.207460806010505,-2.7074608060105128,-1.3836004932664998,-0.6175897185557461,-0.437729138864334,-0.2510087929125468,0.001051,0.01,0.0,0.97,100,11,0,11
284,0.9238656492710179,-5.210706201150049,-2.710706201150057,-1.3852878808423679,-0.6183321481850288,-0.43826303660912574,-0.25131346727946735,0.001047,0.01,0.0,0.97,100,10,0,10
285,0.9183098118843449,-5.2142891182121005,-2.714289118212108,-1.3871544589149785,-0.6191942773734593,-0.43888054171020796,-0.2516585760748598,0.001044,0.01,0.0,0.97,100,11,0,11
286,0.9330585298011026,-5.216951075455074,-2.7169510754550816,-1.3885116738008005,-0.6198086814285519,-0.43933190724134175,-0.2519353491565387,0.001041,0.01,0.0,0.97,100,11,0,11
287,0.9243380206061013,-5.2201101288671445,-2.720110128867151,-1.3901357002958028,-0.6205569321430603,-0.43987010391701337,-0.2522443323501347,0.001037,0.01,0.0,0.97,100,11,0,11
288,0.9257432478399891,-5.223133390650422,-2.7231333906504274,-1.3916636813741083,-0.6212490339863374,-0.4403706806891172,-0.25256105622883424,0.001034,0.01,0.0,0.97,100,11,0,11
289,0.9250083920778784,-5.226195608959268,-2.726195608959273,-1.393255125414714,-0.6219750235928744,-0.4408691192496054,-0.2528488478362631,0.001031,0.01,0.0,0.97,100,11,0,11
290,0.9177199169774388,-5.229678172277509,-2.7296781722775147,-1.3949911799419177,-0.6227824583841163,-0.4414701945483555,-0.25317295765334513,0.001028,0.01,0.0,0.97,100,11,0,11
