episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,destination_onsite_fraction,destination_depot_fraction,alpha,alpha_initial,epsilon
240,0.925464480874317,-3.0001988449272816,-0.25959395526271045,-0.11214096810766783,-0.04895554840005541,-0.07909698458051084,-0.04696476087352629,-0.07465648916946654,-0.006121504322019603,-0.005356368657111582,0.002432,0.02,0.01806
241,0.927283080169483,-3.0009651410793046,-0.25998948081849843,-0.11231853763210042,-0.049021959129557674,-0.07921870962385728,-0.04703457030072131,-0.07478533827054795,-0.006131546585589766,-0.005365371434250478,0.002423,0.02,0.01788
242,0.9258936802212434,-3.0017372347589717,-0.26038212934241883,-0.11249152182735421,-0.0490898786150007,-0.0793415539370666,-0.04710213051156168,-0.07492552192575598,-0.006138786747608728,-0.005372804285947673,0.002414,0.02,0.017702
243,0.9212003381234151,-3.002592194743564,-0.26081975613786007,-0.11268807569849523,-0.049161957107158864,-0.0794809577673245,-0.04718191857264616,-0.07505545830375618,-0.006149721626744207,-0.005380400944328435,0.002405,0.02,0.017526
244,0.9197627592714284,-3.0034688852912255,-0.26127114583573435,-0.11288545030076398,-0.04924123986396712,-0.07962232952195185,-0.04726033217313462,-0.07521113508934542,-0.006158467383735756,-0.005386906773702402,0.002397,0.02,0.017351
245,0.9215458057115868,-3.0043089268229797,-0.261694285972298,-0.11306725783208367,-0.049318406227033526,-0.0797540919634524,-0.04733857837368332,-0.07533467718526754,-0.006168778538962266,-0.005396733989306143,0.002388,0.02,0.017178
246,0.9221674543083151,-3.005131584090401,-0.26210554439782013,-0.11325184746010086,-0.04938427447591239,-0.07988129588270147,-0.047405323512261455,-0.07546198495179232,-0.0061788958660616115,-0.005403686539385591,0.00238,0.02,0.017007
247,0.9220565241513812,-3.0059622168961395,-0.2625188091153713,-0.11343058477217656,-0.04945754179395812,-0.08001021700908166,-0.04747782683643724,-0.07560791126110585,-0.006186533925883008,-0.005410699036295682,0.002371,0.02,0.016837
248,0.9234851685962985,-3.006755957907679,-0.26292042916213826,-0.11360902912627859,-0.04952247004296874,-0.08014489467814816,-0.04754640609622522,-0.07575744879327544,-0.0061950348254573295,-0.005418558362205819,0.002363,0.02,0.016669
249,0.9184676327533471,-3.00763637183974,-0.2633760275073999,-0.11381117450182987,-0.04960240743872746,-0.08028804543746886,-0.04762853008749051,-0.07589385317739337,-0.006208133572371859,-0.005428603390408673,0.002354,0.02,0.016503
250,0.9267422086777903,-3.008397721989207,-0.26376506765270163,-0.11398241989548916,-0.04967159470196347,-0.08040621697534259,-0.047704790382815776,-0.0760020708219038,-0.006217879809011977,-0.005435137047233112,0.002346,0.02,0.016339
251,0.9208693463119912,-3.009214682926464,-0.2641761130103343,-0.11416306095175888,-0.04974267212591667,-0.08053415286977113,-0.047776164570826625,-0.0761410324568048,-0.006226465323385356,-0.00544170021092672,0.002338,0.02,0.016176
252,0.9241018439574034,-3.0100075871957714,-0.26458253440209406,-0.11433703608486583,-0.04981542978001717,-0.08065423400407998,-0.04784697747431386,-0.07626786894182201,-0.006234110115717456,-0.0054483288483731475,0.00233,0.02,0.016014
253,0.9240016956337431,-3.0107912439347677,-0.2649860096531846,-0.1145171613662335,-0.0498872189639539,-0.08078192175550875,-0.04792137151463822,-0.07640152685369686,-0.00624343885132498,-0.005455812823237279,0.002321,0.02,0.015855
254,0.919931260010678,-3.011642586802102,-0.26542768702058506,-0.11471429768459256,-0.049962608464577465,-0.08092545516959354,-0.04799591382783693,-0.07656358510628504,-0.006251765401762619,-0.005465281051480179,0.002313,0.02,0.015697
255,0.9175519976058656,-3.012503030165738,-0.265868530168907,-0.11491644448491133,-0.05003380085008091,-0.08107343638028223,-0.0480713630831157,-0.0767219117931501,-0.006261307967112434,-0.005475031247810074,0.002305,0.02,0.01554
256,0.926832589969698,-3.0132483027075687,-0.26624361099601523,-0.11508174895335797,-0.05009916506740421,-0.08118810714890627,-0.04814001329621832,-0.0768281538146164,-0.006270144599098066,-0.005480489973391208,0.002297,0.02,0.015385
257,0.9203067071115605,-3.01407165763448,-0.2666660908926605,-0.11527208916216546,-0.05017145637385806,-0.08132619566855205,-0.04821429995011635,-0.07700038878937268,-0.006280332263237317,-0.005488990886269181,0.002289,0.02,0.015232
258,0.9119958531201926,-3.014993522910823,-0.26712762635352394,-0.11547829382680497,-0.05025058762824144,-0.08147636761632628,-0.04829118211003417,-0.07716012398230028,-0.006289767210459963,-0.005498411670788482,0.002282,0.02,0.01508
259,0.9233210208193419,-3.015792710015369,-0.2675362507445692,-0.11566283486888883,-0.0503208647744209,-0.08161194950645403,-0.048359496555020066,-0.07731708886281216,-0.0062988588989757914,-0.005504868523442856,0.002274,0.02,0.01493
260,0.9251191172782747,-3.0165486817553986,-0.2679164979072847,-0.11583610729783933,-0.05038278947818895,-0.0817440611497763,-0.04842264892572743,-0.07747562473971234,-0.0063085203533339625,-0.005510629073957444,0.002266,0.02,0.014781
261,0.918898710620763,-3.017378586612099,-0.2683462706855977,-0.11602862815296318,-0.05045645915696042,-0.08188449193560957,-0.04850274413150177,-0.07763654553164408,-0.006317949612117027,-0.005518046234671101,0.002258,0.02,0.014634
262,0.9158519964328381,-3.018212974266126,-0.26877886704086773,-0.1162329820413096,-0.05052044730116694,-0.0820287132593406,-0.04856983595233993,-0.07782432008716278,-0.0063272599931613275,-0.0055269363177484114,0.002251,0.02,0.014488
263,0.9187467257026009,-3.019039639792797,-0.26921099646792895,-0.11642838582360246,-0.05059429727298614,-0.08216255460499265,-0.04863948092856024,-0.07797599433852358,-0.006337237734519018,-0.005535205677801982,0.002243,0.02,0.014343
264,0.9269404080806035,-3.019754106060674,-0.2695787474801198,-0.1165863996286713,-0.05066334862828284,-0.08227070438048163,-0.04870539473794759,-0.07808719165063385,-0.006345717346651577,-0.005543697158506242,0.002236,0.02,0.0142
265,0.9181258953400185,-3.0205773092919643,-0.2699948234787858,-0.1167774079203261,-0.05072924317148507,-0.08240600029425697,-0.04877559558596226,-0.07827148283313222,-0.006354717138396597,-0.005553598969267761,0.002228,0.02,0.014059
266,0.9197029551889592,-3.021360058923655,-0.2703943623796846,-0.11695277884785957,-0.05079775522907143,-0.0825312991149681,-0.04884540378782734,-0.07840445353445086,-0.006363918787530237,-0.00556116777290568,0.002221,0.02,0.013918
267,0.9209124069186936,-3.0221393797556297,-0.27079227265476713,-0.11712851739940056,-0.05086741862289057,-0.082660705331873,-0.04891544707437567,-0.07851674725907325,-0.006372688960608932,-0.005566071521912328,0.002213,0.02,0.01378
268,0.9194046380508105,-3.0229341971418227,-0.27120093159989955,-0.11730669857448302,-0.05093941141249369,-0.08279108075488735,-0.048984196525130454,-0.07866453715199502,-0.006382527450885147,-0.005575418677424383,0.002206,0.02,0.013642
269,0.9155689331552158,-3.023774267902244,-0.2716350910616508,-0.1175113232977393,-0.051008266403904955,-0.08293789695293172,-0.04905651785651811,-0.0788524459466131,-0.006389540580608337,-0.005582595823778009,0.002199,0.02,0.013506
270,0.9199523305973782,-3.0245666722618996,-0.2720392056008031,-0.11769760975236811,-0.05107251347013827,-0.08307423788962276,-0.04913001944947756,-0.07899760863117782,-0.006399365780757097,-0.005590314783949148,0.002191,0.02,0.013372
271,0.9139144013298185,-3.0254216620009,-0.2724786871558786,-0.11789738865368805,-0.0511440367658602,-0.08321381605949936,-0.04920689340989468,-0.07916914883503776,-0.006409113943814597,-0.00559682801875974,0.002184,0.02,0.013238
272,0.914518958305222,-3.026263813933203,-0.272913244116336,-0.11809416485746449,-0.05121831818761367,-0.08335057913649163,-0.049286424691408814,-0.07931149726331471,-0.006418601451615811,-0.005604266408992879,0.002177,0.02,0.013106
273,0.9318612200730421,-3.026895680760611,-0.2732314945888812,-0.11823285837201428,-0.051273231670987685,-0.08344630431957377,-0.04934476122948307,-0.07940935922061929,-0.006425183781384883,-0.005609675248446876,0.00217,0.02,0.012976
274,0.9249403684468729,-3.0276010514806058,-0.27359120432974415,-0.11839376615329573,-0.05133365342855235,-0.08356142757317703,-0.04940918547530384,-0.07954944877242734,-0.006433587573219969,-0.005615881542374196,0.002163,0.02,0.012846
275,0.9047571071146709,-3.028552685757878,-0.2740657831432739,-0.11861439089933339,-0.05140655507155891,-0.08372951389792198,-0.04948798432431398,-0.07975255531763627,-0.006445719667552038,-0.005623857765609031,0.002156,0.02,0.012718
276,0.9213840178886665,-3.0293144802101066,-0.2744438808874975,-0.11878039680591067,-0.05147326315364534,-0.08385038861080309,-0.0495508641466983,-0.07986974585575433,-0.006456844708303524,-0.00563161147343264,0.002149,0.02,0.012592
277,0.9198724975966809,-3.030079016770105,-0.2748342032790027,-0.11895373213276123,-0.05153929665691708,-0.08397623887119568,-0.04962169215555276,-0.08000198753289514,-0.006463430285682483,-0.005636838157391588,0.002142,0.02,0.012466
278,0.9186503933830946,-3.0308691999824764,-0.27523281184748494,-0.11913461052513018,-0.05160311370574241,-0.08410611225216548,-0.04969242050952314,-0.08013603668845841,-0.006473381716029953,-0.005644806572513046,0.002135,0.02,0.012342
279,0.92430426716141,-3.031580915986933,-0.2755894540901676,-0.11928925192329326,-0.05166653086629323,-0.08421683253844052,-0.049751963922205655,-0.08024372427424749,-0.006481884937692518,-0.0056516006500699715,0.002128,0.02,0.012219
280,0.925861463022777,-3.0322693612217764,-0.2759339809713132,-0.11943832446273844,-0.05172813047879764,-0.08432373413376637,-0.0498123551359763,-0.0803685716122988,-0.006488903827047451,-0.005657683705553557,0.002121,0.02,0.012097
281,0.9186597225733596,-3.0330559924891247,-0.27632955945278787,-0.11961415579187057,-0.05179079911979821,-0.08444955583408487,-0.04988152338824392,-0.08050858512536017,-0.006498519801384199,-0.005665966690433675,0.002115,0.02,0.011976
282,0.9195185272598536,-3.033826421555967,-0.27672053778205613,-0.1197891917676583,-0.051856034676366215,-0.0845755768615798,-0.04994986435284493,-0.08063483074159995,-0.0065084213344774764,-0.005673518836600514,0.002108,0.02,0.011857
283,0.924784112006268,-3.0345123982298303,-0.2770697664386052,-0.11994527243158483,-0.0519145033310709,-0.08468899578449172,-0.05001645700381149,-0.08075896155503777,-0.0065179424928880954,-0.005679679357917675,0.002101,0.02,0.011739
284,0.9210893854748603,-3.035222296786447,-0.27743644256124966,-0.12010258633411831,-0.051979886989146226,-0.08479879437726513,-0.050083985377456765,-0.08086927758723131,-0.006523479251861699,-0.00568638266594391,0.002095,0.02,0.011622
285,0.9142152338440368,-3.0360468239747127,-0.2778581352676552,-0.12029224083047144,-0.05205069096966599,-0.08493195315421204,-0.050158836087171955,-0.08101087199890347,-0.006531612801821174,-0.005692331302037095,0.002088,0.02,0.011506
286,0.9281824427353005,-3.036699939190652,-0.2781857977807197,-0.12044119453070669,-0.052102189406496115,-0.08504378267868626,-0.05021483562058445,-0.08115436798817635,-0.006538148413945403,-0.005698645576340882,0.002081,0.02,0.011391
287,0.915561969325771,-3.037498907332121,-0.2785966825493689,-0.1206282279722207,-0.05216952887042152,-0.08517814124148318,-0.05028070773115853,-0.08131224610877809,-0.006547744557736402,-0.005706227880123,0.002075,0.02,0.011278
288,0.9219504728212804,-3.0382134177934113,-0.27895624085363135,-0.12079107486618954,-0.05222919816470925,-0.08529913493808472,-0.05034355423295789,-0.08144766268725062,-0.006556373910564664,-0.005711657588714108,0.002068,0.02,0.011165
289,0.9203088284659282,-3.038957740010713,-0.2793349732808664,-0.12096116636476124,-0.052292277287320374,-0.08541807957450952,-0.050404770383145704,-0.0815693204531766,-0.006565914084182961,-0.005719753443355289,0.002062,0.02,0.011054
290,0.9211285668483489,-3.03967478145618,-0.27969551584066055,-0.1211214988755063,-0.05235343040359741,-0.08553131857129104,-0.05046545470710348,-0.0817047217753262,-0.00657410940569241,-0.0057258071989793905,0.002056,0.02,0.010944
291,0.9257383966244725,-3.0403565667036596,-0.280045542546192,-0.12127715815567686,-0.052413560699800764,-0.08563964550185772,-0.05052544391077298,-0.08181498345490688,-0.006581941106926406,-0.005730859290470219,0.002049,0.02,0.010835
292,0.9190126032744956,-3.0410960215303415,-0.28041807194971835,-0.1214456350131987,-0.05247654943569385,-0.08576655019631688,-0.05059132602609082,-0.0819647510297579,-0.006588387799233484,-0.005738330778143738,0.002043,0.02,0.010727
293,0.9198486641444024,-3.0418453547707984,-0.2808015744704831,-0.12161507261707052,-0.05254026971661118,-0.08588482993851827,-0.0506559251953953,-0.08209853240934926,-0.006598303205687862,-0.005745742937914156,0.002037,0.02,0.01062
294,0.9287415741726217,-3.042476410496992,-0.28111388883202626,-0.12175008735618781,-0.052595624685496487,-0.08598414086051312,-0.050712680699847884,-0.0821882032831507,-0.00660552143685291,-0.0057512415898225725,0.002031,0.02,0.010514
295,0.9190319588498187,-3.043216256652741,-0.2814963227747437,-0.12192355566141458,-0.05265788563150165,-0.08610700398472954,-0.05077548653315773,-0.08233231551563505,-0.006614169288504734,-0.0057571235978907615,0.002024,0.02,0.010409
296,0.9281315204953894,-3.043828090222954,-0.28180306779268777,-0.12206100879367705,-0.05270678014917836,-0.08620725644827237,-0.05082976285123605,-0.08244390713028116,-0.006619728271851477,-0.005763063303707568,0.002018,0.02,0.010305
297,0.9240415442158696,-3.044523573481238,-0.28215913538571247,-0.12222185582546054,-0.05276473120464637,-0.08632199989106355,-0.05089072247242126,-0.08256499687265988,-0.006629302172981713,-0.005770740347610704,0.002012,0.02,0.010202
298,0.91773536638729,-3.045266061797293,-0.28253787610787773,-0.12238995367453562,-0.05282903780773926,-0.08644077157727151,-0.05096058628492762,-0.08269346569454569,-0.006638242349942445,-0.00577781792512872,0.002006,0.02,0.010101
299,0.9194680458071666,-3.045992051293785,-0.28291101612071345,-0.12255392587744546,-0.05289477638120153,-0.08655913018208979,-0.051027055603471906,-0.08281300737201605,-0.0066469964199573715,-0.005785691123119341,0.002,0.02,0.01
