episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
188,0.9289378649296297,-4.721282554075406,-1.1567947227919682,-0.46618476325556224,-0.26585098044558003,-0.32700183403748734,-0.23206833059421364,-0.6583063411053542,-0.011173715965002244,-0.12228245088950337,-0.15702396455113116,-0.11547701670949997,0.001502,0.01,0.0,0.97,100,10,1,11
189,0.9309333467410796,-4.725957406736393,-1.1592375882445902,-0.467191305825345,-0.26639524142549353,-0.32772270671409115,-0.2325319006014951,-0.6598008319996049,-0.011203516229633708,-0.12257837824330571,-0.15737113407620468,-0.11569176449745726,0.001495,0.01,0.0,0.97,100,10,1,11
190,0.9280301760268231,-4.730805800059307,-1.1617820231630367,-0.468259853821566,-0.26695159339920854,-0.32849729646517867,-0.23305903385484794,-0.6613780748285164,-0.011228883521095702,-0.1228853340522267,-0.1577397868049217,-0.11597657188951004,0.001488,0.01,0.0,0.97,100,10,1,11
191,0.9257862267820023,-4.735944991626425,-1.1644542040601982,-0.4693436997107125,-0.26756673944021575,-0.32924439166806807,-0.23360641971061596,-0.6627651978115263,-0.011255959309555402,-0.12316380119224711,-0.15808370567493354,-0.11623640376708472,0.001482,0.01,0.0,0.97,100,10,1,11
192,0.9289697830054755,-4.7407178026282635,-1.1669595174779164,-0.47035289167050137,-0.268152857723912,-0.32996648842976484,-0.23411818395024706,-0.6639705640016054,-0.011276763396025537,-0.12339058228488747,-0.15842700475524985,-0.11649991401539717,0.001475,0.01,0.0,0.97,100,10,1,11
193,0.9347614083465043,-4.744965988013428,-1.1691305255342308,-0.4712376425560956,-0.2686639383129399,-0.33064318621053096,-0.23456077779947399,-0.6652051346519582,-0.01129512111731071,-0.12365323786500701,-0.15873018391656254,-0.11674981866267953,0.001469,0.01,0.0,0.97,100,10,1,11
194,0.9330529913384376,-4.749395016482148,-1.1713996657499732,-0.47217382048137313,-0.2691675384216395,-0.3312995943767709,-0.23501791346745193,-0.6664308480315704,-0.011316479502288559,-0.12389218626791981,-0.15901312096728973,-0.11701044630133381,0.001462,0.01,0.0,0.97,100,10,1,11
195,0.9322161835748792,-4.753824316082631,-1.1736669260921382,-0.4731193905665121,-0.26966392609265544,-0.3320421016226742,-0.23549519598352794,-0.6678029219798763,-0.011337772485361138,-0.12416242796674154,-0.15937016081152214,-0.11722771878607983,0.001456,0.01,0.0,0.97,100,10,1,11
196,0.9294837140154075,-4.758441795010566,-1.1760933444509274,-0.4741037069197745,-0.2702419305929338,-0.3327182136624049,-0.2359921739840849,-0.6691702500892975,-0.01136549345357963,-0.12445848608366473,-0.15966435947096913,-0.11743594423770631,0.001449,0.01,0.0,0.97,100,10,1,11
197,0.9296949595457058,-4.763053194740799,-1.1785573303235768,-0.4751258581693126,-0.2708142042262937,-0.3334272511085505,-0.23647738813628308,-0.6705431815062233,-0.011390696438779416,-0.12471648148037708,-0.15999437174353875,-0.11768040986762363,0.001443,0.01,0.0,0.97,100,10,1,11
198,0.9272383333051835,-4.767782536267202,-1.1809933967537927,-0.4761529595734482,-0.2713492608753757,-0.33414569249128095,-0.2369935438009578,-0.6721585845993657,-0.011413647122672309,-0.12496947806712856,-0.16044164380952086,-0.11793201983191386,0.001437,0.01,0.0,0.97,100,10,1,11
199,0.9303463478173741,-4.772305449663944,-1.1833357212399174,-0.4771021711756485,-0.2718943436231802,-0.3348151711669017,-0.2374886761198047,-0.6734725014977351,-0.011438653755771246,-0.12526339974366305,-0.16074946734059875,-0.11815298408379604,0.001431,0.01,0.0,0.97,100,10,1,11
200,0.9311029973677507,-4.776631079213872,-1.185567564420911,-0.4780176269001708,-0.2723846916931383,-0.3354478142235803,-0.23793971783428136,-0.6749204693136088,-0.01146123247502909,-0.125583826042307,-0.16110666870065285,-0.1184083488230426,0.001424,0.01,0.0,0.97,100,10,1,11
201,0.9343560772639626,-4.780749370213037,-1.1876844910419313,-0.4789036200761965,-0.2728517626911035,-0.33609826761248096,-0.23838563978685262,-0.6759231959948053,-0.01148128271004813,-0.12576168901276027,-0.16137413483378574,-0.11868366916194203,0.001418,0.01,0.0,0.97,100,10,1,11
202,0.9293771456596371,-4.7852517468579245,-1.1900204434643986,-0.4798694796494243,-0.2733683037267949,-0.3368034661597242,-0.2388560657356085,-0.6772124770259333,-0.011505808007786295,-0.12602902565590315,-0.16166990621597396,-0.11896565452926977,0.001412,0.01,0.0,0.97,100,10,1,11
203,0.9353625572922788,-4.789273380378982,-1.1920763228198241,-0.48069219751991066,-0.27384806599202327,-0.3373978920374464,-0.2392994570051761,-0.678311355516148,-0.011525165034593806,-0.1262211804492998,-0.16190727772018174,-0.11916607645997854,0.001406,0.01,0.0,0.97,100,10,1,11
204,0.9295237134547166,-4.793721740465646,-1.1944425474870877,-0.48166904083035855,-0.27439376956151434,-0.3381159785085879,-0.23979193693634535,-0.6795909624421216,-0.011545190470406932,-0.12644308069969135,-0.16225185598895447,-0.11938431676553257,0.0014,0.01,0.0,0.97,100,10,1,11
205,0.9296910591054044,-4.798107904206861,-1.1967651236548025,-0.48262942034384854,-0.2749278173760096,-0.33878447601205786,-0.24027658216951744,-0.680926068921366,-0.011571925408717506,-0.12671039070491635,-0.16257449375552094,-0.11962090549794994,0.001395,0.01,0.0,0.97,100,10,1,11
206,0.9304252815599261,-4.802474128443526,-1.1990126438798034,-0.4835696006247164,-0.27540943498015175,-0.3394602270015459,-0.24073850364724145,-0.6823523546761963,-0.01159257405969636,-0.12694107173037797,-0.16294876105643882,-0.1198422627947772,0.001389,0.01,0.0,0.97,100,10,1,11
207,0.9301906494206413,-4.8068108135876395,-1.2013052340999695,-0.48447625007003825,-0.27596092836644087,-0.3400849569104985,-0.24122224623746763,-0.6834538004225688,-0.011613865848238923,-0.1271726018828267,-0.1631814027975851,-0.12004019334439027,0.001383,0.01,0.0,0.97,100,10,1,11
208,0.9319031421547166,-4.810934645267157,-1.203421210439596,-0.4853309031558556,-0.27644764149889745,-0.34069958756757585,-0.24166585026722173,-0.6846211281348371,-0.011633173581669194,-0.1274229767164587,-0.1634123547945709,-0.12026031357718958,0.001377,0.01,0.0,0.97,100,10,1,11
209,0.9289107481577225,-4.815362758305687,-1.2057339142821837,-0.4863060056194227,-0.2769698888445198,-0.3414034936732261,-0.24216455046006327,-0.6858263589835235,-0.011657471668149618,-0.12762726563602356,-0.163739399276752,-0.12049376473856888,0.001372,0.01,0.0,0.97,100,10,1,11
210,0.9316403637822657,-4.819590303238724,-1.2079214727986818,-0.48716381871182,-0.27749435129390804,-0.3420102104846135,-0.2426251579262299,-0.6868824476465197,-0.011676082456733896,-0.12781955631479666,-0.1639565645150224,-0.12071898244459436,0.001366,0.01,0.0,0.97,100,10,1,11
211,0.9259934439389885,-4.824193542895017,-1.210278120507198,-0.4881557812112807,-0.2780056810274461,-0.3427345742754358,-0.2431271523979683,-0.6883122835048727,-0.011699974511283523,-0.1281075984521996,-0.16429044989518723,-0.12092882951080476,0.00136,0.01,0.0,0.97,100,10,1,11
212,0.9264412510566357,-4.828704850589738,-1.2127076690144045,-0.4891541275685684,-0.27857455737583925,-0.34344050949089794,-0.2436359099280161,-0.6897631618716921,-0.011719671379245069,-0.12838108734255171,-0.16469631436117294,-0.12121042489889612,0.001355,0.01,0.0,0.97,100,10,1,11
213,0.9266078184110971,-4.83324638948591,-1.2150655294999595,-0.4901273990057865,-0.2791140518627592,-0.3441258219755287,-0.2441401359936026,-0.6910341143859514,-0.011744495892964692,-0.12862788001391826,-0.16502229009269434,-0.12153782362896241,0.001349,0.01,0.0,0.97,100,10,1,11
214,0.9317273141353307,-4.837317631550009,-1.2171600354088121,-0.4910013157280101,-0.2795716516813035,-0.344785901938832,-0.24458476850916822,-0.6923408719535407,-0.011766033789345211,-0.1288552735914852,-0.16532759820631965,-0.1217302009149855,0.001344,0.01,0.0,0.97,100,10,1,11
215,0.9283270122208175,-4.841678989479559,-1.219392173933189,-0.4919249145248806,-0.28005413017611086,-0.3454729924724224,-0.2450417573151051,-0.693572602854523,-0.011786338295812207,-0.1290876674082411,-0.16559733402732452,-0.12196041354461033,0.001338,0.01,0.0,0.97,100,10,1,11
216,0.9336225449492468,-4.845579006332116,-1.2214093919049054,-0.49277081140662,-0.2804975484726406,-0.3460636618078794,-0.2454566949564329,-0.6947362774320281,-0.01180911825920872,-0.1293451775763348,-0.16584336930432253,-0.122153908794729,0.001333,0.01,0.0,0.97,100,10,1,11
217,0.9296174536760311,-4.849895874657145,-1.223635248908356,-0.4936891910128766,-0.28099452385207996,-0.3467239456406592,-0.24590865102623422,-0.696080193694936,-0.011832629835023672,-0.12956633778660995,-0.1661729134236496,-0.12237360390577733,0.001328,0.01,0.0,0.97,100,10,1,11
218,0.9343351242444594,-4.853718384004036,-1.225613679512032,-0.4944883093397718,-0.28144112609586336,-0.34727084791105406,-0.2463094657851068,-0.697157702010674,-0.011853490158287502,-0.12979368467657815,-0.166399135787065,-0.12256350077192188,0.001322,0.01,0.0,0.97,100,10,1,11
219,0.9306407060567271,-4.857836202871252,-1.2277764643408045,-0.4953550581114395,-0.2819535145971506,-0.3478574845431525,-0.24672465046648595,-0.6982208124203942,-0.011873723467702869,-0.12997528018823928,-0.1666766971770912,-0.1227825774202384,0.001317,0.01,0.0,0.97,100,10,1,11
220,0.9313024714251997,-4.861878060518621,-1.2298715347950875,-0.4962088518716325,-0.28242071990736756,-0.34846375697724147,-0.24716239498419595,-0.6995090620697815,-0.011897067919357738,-0.1301909175752799,-0.16702290565556638,-0.12296951740150644,0.001312,0.01,0.0,0.97,100,10,1,11
221,0.9370462489916644,-4.8654500466448445,-1.231738877089688,-0.4969683256760528,-0.28286078966383105,-0.3489803842200902,-0.2475490417236488,-0.7005094895259453,-0.011919111066175396,-0.13036681350084042,-0.16723192335724796,-0.12313021022305988,0.001307,0.01,0.0,0.97,100,10,1,11
222,0.9277408637873754,-4.869661557718305,-1.2339239065035874,-0.4978486294086489,-0.28336712659660424,-0.34960123958756417,-0.2480078788975795,-0.7016528864840538,-0.011937146345976195,-0.13057436396144842,-0.16750770536967988,-0.1233601405134786,0.001302,0.01,0.0,0.97,100,10,1,11
223,0.9268242967794538,-4.87394436533835,-1.2361398972697766,-0.49877621751074136,-0.28385046327520297,-0.3502604176620898,-0.24849136900667654,-0.7032293927785731,-0.011960719468451717,-0.13086895650970334,-0.16790320901892766,-0.1236160194613712,0.001297,0.01,0.0,0.97,100,10,1,11
224,0.9322088272042683,-4.877798772576663,-1.238118156859711,-0.49959057691437664,-0.2842859165633144,-0.35085610260806926,-0.24889710620282893,-0.7045319622524009,-0.011980595921181478,-0.13108906618837357,-0.16823320323110824,-0.12382570676866238,0.001292,0.01,0.0,0.97,100,10,1,11
225,0.9329370239643322,-4.881632254206985,-1.24009735695521,-0.5003867320409562,-0.2847384452842998,-0.35141854469998784,-0.24931620532701476,-0.7055145562243729,-0.011998483302530725,-0.13129259913053187,-0.16842133140406254,-0.12399612412921085,0.001287,0.01,0.0,0.97,100,10,1,11
226,0.930500510041974,-4.885637665012228,-1.2421616968862748,-0.5012323139274653,-0.2851925122110605,-0.35201032253247466,-0.24972508663565593,-0.7066353518407591,-0.012017845048097154,-0.13151255092401531,-0.16866167929050324,-0.12424138691456943,0.001282,0.01,0.0,0.97,100,10,1,11
227,0.9316414107549953,-4.889508773533417,-1.2442002576863598,-0.5020700741282424,-0.28564755502428685,-0.35258140948172306,-0.25013488554082514,-0.7077801258865734,-0.01203908825097591,-0.1317046436490798,-0.16895843570955535,-0.12442382186650891,0.001277,0.01,0.0,0.97,100,10,1,11
228,0.9310758115430713,-4.8933992397483905,-1.246223104226283,-0.5028962744560969,-0.2861214240755839,-0.3531526180757673,-0.2505870359014531,-0.7088406493306734,-0.012059139904186191,-0.1319394709970395,-0.16917272879152298,-0.12463187895226277,0.001272,0.01,0.0,0.97,100,10,1,11
229,0.9281596980156773,-4.8975078194517225,-1.2483880669087306,-0.5037727223085268,-0.2866420363807073,-0.3537651634676414,-0.2510576536870541,-0.709885675308898,-0.012081779207370235,-0.13214012638196612,-0.1694168836307396,-0.12488835774910931,0.001267,0.01,0.0,0.97,100,10,1,11
230,0.9279027478448276,-4.901599742468441,-1.2505115063022472,-0.5046521524474836,-0.2871307459622888,-0.35441512821344345,-0.2515160320189106,-0.7110557748796101,-0.012105271429615134,-0.13234609603244243,-0.16978480297349702,-0.12511147462983743,0.001262,0.01,0.0,0.97,100,10,1,11
231,0.9323271665043817,-4.905363458109766,-1.2524482482214003,-0.5054698920211234,-0.28754966002698856,-0.35500245009435305,-0.25190753124611376,-0.7122774348535554,-0.01212492462973098,-0.13261727067190868,-0.17005320514099986,-0.1253168829399058,0.001257,0.01,0.0,0.97,100,10,1,11
232,0.929933963052746,-4.909392782202828,-1.2545350209312511,-0.506338441772402,-0.2880047098917804,-0.35561244994675406,-0.25233388840848187,-0.7136057750188767,-0.012149004442467038,-0.13289112844119164,-0.17038520683247693,-0.12553696206561157,0.001253,0.01,0.0,0.97,100,10,1,11
233,0.9361402803597447,-4.912880664819464,-1.2563088468487822,-0.5070627371583563,-0.2884072531275297,-0.35614938158322035,-0.2527219170079027,-0.7145218258586326,-0.012164622313144276,-0.13306211946016738,-0.17061875331327908,-0.1256993538883752,0.001248,0.01,0.0,0.97,100,10,1,11
234,0.9345622275538135,-4.916415340451263,-1.2581239741022967,-0.5078163063293664,-0.28879152672069786,-0.35669128251837184,-0.25311024242452806,-0.7157048775262301,-0.012185978276022061,-0.13329976932152823,-0.17088908882257128,-0.1258932698090949,0.001243,0.01,0.0,0.97,100,10,1,11
235,0.9284331374613635,-4.920277378665988,-1.2601355325653993,-0.5086368264715155,-0.28926789612485365,-0.35726884898008615,-0.25354803008635596,-0.7167010372941804,-0.01220850747570838,-0.13347749842153211,-0.17113828912131476,-0.1261122055193574,0.001239,0.01,0.0,0.97,100,10,1,11
236,0.932148083359965,-4.924056452511044,-1.2620671756692776,-0.5094353448230045,-0.28970415761658563,-0.3578529165411404,-0.2539555861458325,-0.7177572939362118,-0.012225396874039,-0.13367705782963207,-0.1714225070772833,-0.12630479410911172,0.001234,0.01,0.0,0.97,100,10,1,11
237,0.9297629647050918,-4.927953102683216,-1.2640878369703699,-0.5102604353795657,-0.29019105325066524,-0.3584237245823623,-0.2544060759943909,-0.7187724142625784,-0.012244486666980125,-0.1338525402393371,-0.1716606695522825,-0.12652558084486998,0.001229,0.01,0.0,0.97,100,10,1,11
238,0.9311656400417382,-4.93167259493518,-1.2660645718966292,-0.5110589623021298,-0.29065689309066656,-0.3590097788446315,-0.25482763155126936,-0.719818419782857,-0.012261019020371295,-0.13404796116695722,-0.17194920303805278,-0.12670902473501142,0.001225,0.01,0.0,0.97,100,10,1,11
239,0.9311741568332078,-4.935433031853618,-1.2680433146144783,-0.5118800947681026,-0.2911036178143251,-0.3595651882391616,-0.25522638855411,-0.7209423879922513,-0.012280880670105404,-0.13427080547574008,-0.17218690807523954,-0.12687894192166166,0.00122,0.01,0.0,0.97,100,10,1,11
240,0.9293636501338001,-4.939262419815043,-1.2700466812183573,-0.5127017230764231,-0.2915612540775019,-0.3601449680049954,-0.2556266038666236,-0.722068547732794,-0.012298654862372058,-0.13445348333012164,-0.17245425371524645,-0.12704006097004222,0.001216,0.01,0.0,0.97,100,10,1,11
241,0.9344149525183718,-4.942777675080941,-1.2718722161737297,-0.5134357620783235,-0.29197831320462175,-0.36067478374002504,-0.2560049738626853,-0.7231121113134382,-0.012316189394722756,-0.1346283021815388,-0.1727370913517912,-0.1272030346911928,0.001212,0.01,0.0,0.97,100,10,1,11
242,0.9325750589199713,-4.946281556857917,-1.2736557189657953,-0.5141797297772821,-0.29238147805582165,-0.36123023162511086,-0.2563689704741391,-0.724067981749067,-0.012330397944269402,-0.13483576073273618,-0.1730094123185777,-0.12740235819846565,0.001207,0.01,0.0,0.97,100,10,1,11
243,0.9298755747903705,-4.950027456634653,-1.2756006277184597,-0.5149832615311527,-0.2928271780772405,-0.36179008992851613,-0.2567725867530287,-0.7252131707706199,-0.012350595005667408,-0.13503762268585986,-0.17328487656061647,-0.12759358439892157,0.001203,0.01,0.0,0.97,100,10,1,11
244,0.9266684607104413,-4.954002688619144,-1.277703088364248,-0.5158574779409452,-0.2932951021912711,-0.3624108549878839,-0.25719602665528046,-0.7264683850300009,-0.012374765509852368,-0.1352545645520207,-0.1735957700169956,-0.1278202958762717,0.001198,0.01,0.0,0.97,100,10,1,11
245,0.9274355227836488,-4.957848285238308,-1.2796730658866122,-0.5166608858494897,-0.29377379854133434,-0.3630049597954233,-0.25761775815496946,-0.727437982294011,-0.01239262854235129,-0.1354711387308957,-0.17381829413778646,-0.1280519783449338,0.001194,0.01,0.0,0.97,100,10,1,11
246,0.9321600379429501,-4.961361739584767,-1.281486435029838,-0.5173908534438513,-0.29419011181839533,-0.3635146714621601,-0.25800023442741576,-0.7284092479356641,-0.012412452349034044,-0.13566485790932367,-0.1740002705591942,-0.12826124182230964,0.00119,0.01,0.0,0.97,100,10,1,11
247,0.9299364128789154,-4.965068942048232,-1.2834221235665606,-0.518168858565679,-0.294645232869061,-0.3640972620142347,-0.25842320953703574,-0.7294442033975879,-0.012433209444836687,-0.13586336355043518,-0.17424781863034813,-0.128441530139344,0.001186,0.01,0.0,0.97,100,10,1,11
248,0.9227673891725561,-4.969212401011297,-1.2855841273496016,-0.5190651083118341,-0.295145713827068,-0.36477224701446087,-0.25888153531916364,-0.7306585666832573,-0.012453983802459403,-0.1361532287073448,-0.17454280146167142,-0.12867942671609273,0.001181,0.01,0.0,0.97,100,10,1,11
249,0.9337191216069308,-4.972659559971523,-1.287392594482857,-0.5198143191090696,-0.29555270918099635,-0.36531145496220296,-0.259265448873842,-0.7316657695757212,-0.012469448072824114,-0.13635779809455234,-0.17480636457730306,-0.12885314069172613,0.001177,0.01,0.0,0.97,100,10,1,11
250,0.9286687410646708,-4.976343635165712,-1.2893027174082379,-0.5206182951425088,-0.29597557916428696,-0.3658766055381211,-0.2596613703614944,-0.732792752592278,-0.01248969203796176,-0.13660716040615906,-0.17504451287313605,-0.12906191605951362,0.001173,0.01,0.0,0.97,100,10,1,11
251,0.9283396430502975,-4.980124933804953,-1.2912422887325057,-0.5214166027554277,-0.29640215732101255,-0.3664361704493183,-0.260047435716546,-0.7339283823031325,-0.012507939803657133,-0.13681966645782703,-0.17534338902735397,-0.12926107330301312,0.001169,0.01,0.0,0.97,100,10,1,11
252,0.9294420572154692,-4.983825828882501,-1.2932078480318887,-0.5222332086905571,-0.2968526419783254,-0.3670132377883507,-0.26044100927326974,-0.7349399030259496,-0.012528088028537014,-0.1370086346431624,-0.17560881103926584,-0.1294400350571529,0.001165,0.01,0.0,0.97,100,10,1,11
253,0.9305932203389831,-4.987332726126096,-1.2950521097088004,-0.5230006966622059,-0.29728944678742675,-0.3675825988174007,-0.2608209652390765,-0.7358733228033016,-0.012545515142369987,-0.13716321605372037,-0.17586318178804644,-0.12964252539976776,0.001161,0.01,0.0,0.97,100,10,1,11
254,0.9324489556638695,-4.990860228270899,-1.2968583979252075,-0.5237204877512731,-0.2977112891642863,-0.3680890407571166,-0.2611930441623191,-0.7369064954835071,-0.012562189971356136,-0.13735277978328245,-0.17611040958352792,-0.12981319477626904,0.001157,0.01,0.0,0.97,100,10,1,11
255,0.9210066701042932,-4.995041134704255,-1.2990246707511517,-0.5246410920546385,-0.29816184210372004,-0.3687241646534513,-0.26162289005787315,-0.738574012406825,-0.012579903475107884,-0.13771146096543466,-0.1765028670810598,-0.13001312818208746,0.001153,0.01,0.0,0.97,100,10,1,11
256,0.9322807555396591,-4.998430612411051,-1.3007625087379513,-0.525349886214823,-0.2985644650822719,-0.3692257307846662,-0.26197498935666974,-0.7395226944558998,-0.012596041923495406,-0.13788399447902372,-0.1767110659493765,-0.13021244388653969,0.001149,0.01,0.0,0.97,100,10,1,11
257,0.9332739166260279,-5.001778160192039,-1.3024716657851474,-0.5260479754407446,-0.29894478125841545,-0.36974965205804367,-0.2623529336988989,-0.7405184300104772,-0.012613824215956606,-0.13806344188354838,-0.17694366768082626,-0.1303968385515635,0.001145,0.01,0.0,0.97,100,10,1,11
258,0.9289698272965526,-5.005402240833798,-1.3043459471987058,-0.5268009403972165,-0.2993822493813839,-0.3702870216204681,-0.26274974878943586,-0.7415391367824189,-0.012628970423862008,-0.13824255167050914,-0.17717566210922264,-0.13057910002259424,0.001141,0.01,0.0,0.97,100,10,1,11
259,0.9333411709381613,-5.008741433044031,-1.3060376380939136,-0.5274919639422163,-0.2997497683475513,-0.3707950106110707,-0.26311502013687477,-0.7425624696155111,-0.012644326029734124,-0.13842610874902295,-0.1774259833867964,-0.13077253243544965,0.001137,0.01,0.0,0.97,100,10,1,11
260,0.9261980884149914,-5.012444218786094,-1.3079964991349577,-0.5282951652171558,-0.3002133738492432,-0.3713548819868605,-0.26352655323452595,-0.7435737194214309,-0.012661461392246522,-0.13864208230608532,-0.17765512943018757,-0.13095830135259579,0.001133,0.01,0.0,0.97,100,10,1,11
261,0.9275737022362501,-5.016126267492545,-1.3099359588589015,-0.5290793698061462,-0.30066119146984965,-0.37190715637918137,-0.2639121827494916,-0.7447165745935548,-0.012678504311178606,-0.13883939090617303,-0.17795917385491566,-0.1311593753166107,0.001129,0.01,0.0,0.97,100,10,1,11
262,0.9275223176688563,-5.019763784376143,-1.3118283035402005,-0.529874751000744,-0.3010757633410874,-0.3724662638710828,-0.26428611549735254,-0.7457644220347917,-0.012696627132600433,-0.1390846388710191,-0.17820526583689764,-0.13137029118893795,0.001125,0.01,0.0,0.97,100,10,1,11
263,0.9270126009256444,-5.023385195471855,-1.3137594719311434,-0.530675237357938,-0.3015091966203705,-0.37302427216464673,-0.2646632836807386,-0.7469224630100402,-0.012715117447451617,-0.13929493322788875,-0.17850050744968313,-0.131552428411267,0.001122,0.01,0.0,0.97,100,10,1,11
264,0.9332983815048453,-5.026628925429167,-1.315433192422626,-0.5313562160245766,-0.3018885258795058,-0.37350840418495873,-0.2650340932176634,-0.7477950318884381,-0.012731578901641647,-0.13945218349291963,-0.17870545545775446,-0.13175599804088434,0.001118,0.01,0.0,0.97,100,10,1,11
265,0.925426744322664,-5.03040482865499,-1.3173987477367177,-0.5321627253369587,-0.3023516100032799,-0.37405516733086525,-0.26544718824356256,-0.748962666885191,-0.012749860379369548,-0.13968753310968465,-0.17896166581461004,-0.131958504313433,0.001114,0.01,0.0,0.97,100,10,1,11
266,0.9265306814520915,-5.0339885777371665,-1.319298249326948,-0.5329459048544078,-0.3027997133895516,-0.3746164975862441,-0.265843134738071,-0.7500319230848893,-0.012769550811281952,-0.13985912672100775,-0.1792440264080108,-0.13212237272583607,0.00111,0.01,0.0,0.97,100,10,1,11
267,0.9259884080241861,-5.037722670304086,-1.3212516264365173,-0.533751994860929,-0.30325089097867663,-0.3751553363097328,-0.2662503703244237,-0.7510460543352172,-0.012789264170593527,-0.14007126101961848,-0.17947082164043635,-0.13237873322195487,0.001107,0.01,0.0,0.97,100,10,1,11
268,0.931158873173269,-5.041092452223037,-1.3229994142554835,-0.5344758784759365,-0.3036422265994155,-0.3756580221888579,-0.26663304576734204,-0.7520991146394002,-0.012806504761792807,-0.1402974165955068,-0.1797267158725664,-0.13256641683575543,0.001103,0.01,0.0,0.97,100,10,1,11
269,0.9314753432997361,-5.044389290704469,-1.3247270185658573,-0.5351779850195432,-0.3040425341939115,-0.376171123480583,-0.2669889247357401,-0.7530359644762891,-0.012822666232319212,-0.14046687306219116,-0.17995623853474185,-0.13270744404797025,0.001099,0.01,0.0,0.97,100,10,1,11
270,0.9280480016134997,-5.047927241401139,-1.3265959410532968,-0.5359451653353579,-0.3044758446474166,-0.3767126209683723,-0.2673890488538523,-0.7539650942361281,-0.012840587365465688,-0.1406435414269539,-0.18018122967230427,-0.13289909278426004,0.001096,0.01,0.0,0.97,100,10,1,11
271,0.9258685438103097,-5.0515516410647,-1.3284715231684883,-0.53671824036413,-0.30490173059965964,-0.3772695805312463,-0.2677588486988774,-0.7550301398803883,-0.012857722224718073,-0.1408367214889669,-0.1804507683635105,-0.13313183590754532,0.001092,0.01,0.0,0.97,100,10,1,11
272,0.9268037408420271,-5.055115359428023,-1.330371624658169,-0.537516016340955,-0.3053309381166546,-0.37781484094189777,-0.2681604632062222,-0.7560849672548337,-0.012878949795933365,-0.14106537172163017,-0.18073261076087405,-0.13334710602272795,0.001088,0.01,0.0,0.97,100,10,1,11
273,0.9351123738014306,-5.058113071746256,-1.3319439700841436,-0.5381505996281893,-0.30570533083263196,-0.3782521465023888,-0.26847943082672954,-0.7568911986260153,-0.012891739542652946,-0.14124377941123198,-0.1809437458975695,-0.13350676363716066,0.001085,0.01,0.0,0.97,100,10,1,11
274,0.9271892977039998,-5.0616647916753195,-1.3337626357645425,-0.5389118480264955,-0.3060994301026952,-0.37881824063416897,-0.26885570904347383,-0.7579559301572244,-0.012912539006888372,-0.1414643808627894,-0.1812197627125324,-0.13371569356283378,0.001081,0.01,0.0,0.97,100,10,1,11
275,0.9284134087646712,-5.065029063462668,-1.3355339909500774,-0.5396620063754831,-0.3064950718755393,-0.37933612385376303,-0.26923274573825134,-0.7590520219694393,-0.012929448662850906,-0.14172703759484676,-0.18150247231032998,-0.13393139113473393,0.001078,0.01,0.0,0.97,100,10,1,11
276,0.9291500016805028,-5.06829832021947,-1.337220086079994,-0.5403682930605991,-0.30686998823435346,-0.3798336477083688,-0.2695864740448657,-0.7600557949588408,-0.012946673003993743,-0.14190979171630075,-0.1817526060796074,-0.13407854191938393,0.001074,0.01,0.0,0.97,100,10,1,11
277,0.9310432055044014,-5.071556210187699,-1.3389024762202946,-0.5410680870371254,-0.3072435609504386,-0.380360811412234,-0.2699411728198367,-0.7610457880226271,-0.012962910545437216,-0.14211720161411762,-0.1819961763286617,-0.13424341635967407,0.001071,0.01,0.0,0.97,100,10,1,11
278,0.9270096300902506,-5.075055214624857,-1.3407367676769597,-0.5418520577720024,-0.3076382369763509,-0.38093897952482286,-0.2703194888398736,-0.7622374835385033,-0.012983448337802041,-0.14233041761588996,-0.1822917768094843,-0.13441493530528956,0.001067,0.01,0.0,0.97,100,10,1,11
279,0.935456647593971,-5.077969998966516,-1.342258401378456,-0.5424707882369383,-0.30798901339182827,-0.381363691418587,-0.2706318173983726,-0.7630511668366693,-0.01299954186438554,-0.14248619246586067,-0.18248774138283996,-0.13455117685839219,0.001064,0.01,0.0,0.97,100,10,1,11
280,0.9308914534203044,-5.081207176042866,-1.3439454987174335,-0.5431655739184066,-0.30839042431872904,-0.38186079535193473,-0.2709959044293046,-0.7639975734645587,-0.01301755841327787,-0.14268881160324645,-0.1826922749297907,-0.13471416316982807,0.001061,0.01,0.0,0.97,100,10,1,11
281,0.9265255501365914,-5.084696153434613,-1.3457829337210772,-0.5439291542351369,-0.3088210486946163,-0.3823841508421735,-0.2713714738564032,-0.7650081148587666,-0.013037902407336181,-0.14287520087225014,-0.1829677876274771,-0.13489641496302202,0.001057,0.01,0.0,0.97,100,10,1,11
282,0.9306267710160572,-5.087884375319636,-1.347422218009335,-0.5445972908664346,-0.3091925242879536,-0.3828599550114252,-0.2716964842351378,-0.7659232873023651,-0.013055675580225677,-0.14303718477105687,-0.18319590010174167,-0.13505271244256115,0.001054,0.01,0.0,0.97,100,10,1,11
