episode,service_level,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
307,0.944911325776834,-11.110793253018041,-8.20778669597109,-2.498614514913398,-1.5857723563132864,0.015297,0.1,0.031666,0.2,1080,762,1294,33437,38363,38351,0,0,0,0,3481,3479,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
308,0.9426177821817854,-11.122623865318394,-8.21414519192403,-2.501278302745286,-1.5876343287234618,0.015255,0.1,0.031477,0.2,1223,688,1268,33303,38333,38327,0,0,0,0,3485,3495,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
309,0.9481415875148886,-11.124298802143041,-8.216509233732394,-2.503293612968458,-1.587772658991581,0.015213,0.1,0.031288,0.2,1049,649,1272,32743,37795,37790,0,0,0,0,3478,3471,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
310,0.9327892462794047,-11.14235005887452,-8.228669330470883,-2.5092161715705785,-1.589584700208697,0.015172,0.1,0.031101,0.2,1408,832,1369,33328,38079,38075,0,0,0,0,3534,3522,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
311,0.9395105205528099,-11.150278574978646,-8.237583461759789,-2.512240374926035,-1.5924057926009814,0.01513,0.1,0.030915,0.2,1225,819,1341,33791,38835,38828,0,0,0,0,3533,3536,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
312,0.9363772008355715,-11.166849835033354,-8.249797298857876,-2.5172028709562064,-1.595159575321399,0.015089,0.1,0.03073,0.2,1455,677,1252,33510,38308,38301,0,0,0,0,3599,3611,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
313,0.9415510302156544,-11.169316491436007,-8.248482770777787,-2.5193849363695366,-1.5950643880240056,0.015048,0.1,0.030546,0.2,1231,715,1160,33294,38094,38083,0,0,0,0,3469,3458,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
314,0.9399716020664028,-11.18205624206237,-8.2562612960901,-2.5210075606601285,-1.5960399246476376,0.015008,0.1,0.030363,0.2,1222,765,1237,33101,37894,37888,0,0,0,0,3567,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
315,0.9390325524794646,-11.194425497951713,-8.26461361844118,-2.5241372587321935,-1.5978414554486746,0.014967,0.1,0.030181,0.2,1253,751,1358,32870,37980,37975,0,0,0,0,3527,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
316,0.941758407480018,-11.200139011306124,-8.268130458163808,-2.524272320760478,-1.5988172018257296,0.014927,0.1,0.030001,0.2,1221,710,1159,33155,38059,38053,0,0,0,0,3511,3521,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
317,0.9409159358667729,-11.204890722112802,-8.271145229206937,-2.5259008299304697,-1.599279784035274,0.014887,0.1,0.029821,0.2,1223,778,1516,33867,38864,38860,0,0,0,0,3579,3568,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
318,0.9344458043523687,-11.21766678528673,-8.282198426913634,-2.5259118776661005,-1.601738181632848,0.014847,0.1,0.029643,0.2,1379,817,1409,33499,38147,38141,0,0,0,0,3585,3578,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
319,0.9353235329557779,-11.229972261637906,-8.296655524633506,-2.52891771026946,-1.6030965542863564,0.014807,0.1,0.029465,0.2,1482,665,1180,33196,37761,37756,0,0,0,0,3551,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
320,0.9409310761789601,-11.236295763485217,-8.302807089101835,-2.5297224987574283,-1.6046605158329472,0.014768,0.1,0.029289,0.2,1234,720,1402,33080,38153,38145,0,0,0,0,3470,3470,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
321,0.9400468102982656,-11.243301670484803,-8.30523432445182,-2.5291168561871524,-1.606150937091445,0.014728,0.1,0.029114,0.2,1305,693,1337,33326,38261,38250,0,0,0,0,3462,3452,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
322,0.9443468250121183,-11.246367634033705,-8.304846204842885,-2.5276371922508796,-1.6063701493184712,0.014689,0.1,0.028939,0.2,1283,554,1159,33008,37834,37829,0,0,0,0,3414,3396,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
323,0.9405687822834412,-11.253777091599504,-8.309759908674963,-2.5294715627257403,-1.6081113944287377,0.014651,0.1,0.028766,0.2,1358,644,1374,33686,38189,38182,0,0,0,0,3504,3521,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
324,0.9312138390509029,-11.267942979891927,-8.322764642647007,-2.5333151589652516,-1.6121522600574683,0.014612,0.1,0.028594,0.2,1505,849,1341,34222,38910,38904,0,0,0,0,3534,3528,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
325,0.9399339933993399,-11.27508191248989,-8.327939802936893,-2.5342655714853453,-1.6135405884578706,0.014574,0.1,0.028423,0.2,1419,583,1308,33330,37977,37971,0,0,0,0,3534,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
326,0.942146040862724,-11.27864887480422,-8.330221361805936,-2.5338425096157584,-1.6134234825509497,0.014535,0.1,0.028253,0.2,1408,526,1126,33429,38235,38227,0,0,0,0,3475,3480,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
327,0.9448248697127621,-11.281624947513874,-8.332588193075702,-2.5337694136730096,-1.6131097372280145,0.014497,0.1,0.028083,0.2,1224,597,1297,33004,37906,37895,0,0,0,0,3561,3567,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
328,0.9456070692897871,-11.283923361292201,-8.330319381084616,-2.536706099511687,-1.6117090448946954,0.01446,0.1,0.027915,0.2,1115,707,1205,33497,38403,38399,0,0,0,0,3505,3496,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
329,0.940994166261546,-11.291502581183249,-8.33659559497333,-2.5372831502319397,-1.6115823234041504,0.014422,0.1,0.027748,0.2,1291,651,976,32912,37677,37670,0,0,0,0,3506,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
330,0.932977799083201,-11.308607311699612,-8.348380389330915,-2.5407920909227575,-1.614997733744544,0.014385,0.1,0.027582,0.2,1467,770,1432,33377,37984,37975,0,0,0,0,3509,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
331,0.9335476312073783,-11.31936195315246,-8.354956541280043,-2.54579802291431,-1.6171670860985858,0.014347,0.1,0.027417,0.2,1398,814,1510,33287,37969,37962,0,0,0,0,3529,3544,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
332,0.9388024743258663,-11.32624569483034,-8.364657213799097,-2.549616889387698,-1.6190445402955114,0.01431,0.1,0.027253,0.2,1175,863,1508,33302,38145,38141,0,0,0,0,3529,3540,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
333,0.9421899728268984,-11.333687626223488,-8.368808439885342,-2.5497761273432586,-1.6205397588693642,0.014273,0.1,0.02709,0.2,1325,611,1181,33489,38213,38207,0,0,0,0,3489,3500,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
334,0.9375547831343509,-11.34455629100789,-8.378497560954424,-2.553050661888864,-1.6215930018968487,0.014237,0.1,0.026928,0.2,1429,637,1256,33085,37824,37816,0,0,0,0,3496,3492,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
335,0.9400314351348084,-11.352618312206836,-8.381473102840838,-2.554129825370363,-1.6211075850204428,0.0142,0.1,0.026767,0.2,1302,682,1245,33084,37754,37746,0,0,0,0,3551,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
336,0.9418642902000658,-11.358721263919374,-8.385319396682114,-2.5543595244762485,-1.6211440475008216,0.014164,0.1,0.026606,0.2,1262,682,1127,33439,38163,38155,0,0,0,0,3560,3540,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
337,0.9350474018960758,-11.372267668680017,-8.395302469593606,-2.558778231685593,-1.62467434685927,0.014128,0.1,0.026447,0.2,1356,809,1368,33332,38288,38281,0,0,0,0,3617,3612,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
338,0.942260921783516,-11.377172132621563,-8.398992249686708,-2.559178441142029,-1.6254692495280658,0.014092,0.1,0.026289,0.2,1152,771,1130,33305,38484,38482,0,0,0,0,3488,3480,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
339,0.935992606505083,-11.391589887473636,-8.409816665429977,-2.5654076031382638,-1.6285811863068744,0.014056,0.1,0.026131,0.2,1375,772,1201,33543,38142,38132,0,0,0,0,3609,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
340,0.9424732624303631,-11.40185414520309,-8.414815117077934,-2.5676699793577575,-1.6291918258327267,0.014021,0.1,0.025975,0.2,1244,687,1303,33567,38259,38254,0,0,0,0,3507,3504,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
341,0.941640331075997,-11.40507391655029,-8.420128363128773,-2.570214060774201,-1.6306268189264834,0.013985,0.1,0.02582,0.2,1279,660,1147,33225,37968,37963,0,0,0,0,3499,3506,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
342,0.9456744691119691,-11.407777983376294,-8.42452843046952,-2.570190809327291,-1.6303505426774698,0.01395,0.1,0.025665,0.2,1169,632,1161,33152,38061,38059,0,0,0,0,3541,3531,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
343,0.9419768626745789,-11.414069612869877,-8.427094668780311,-2.5692534444181865,-1.6303658406856543,0.013915,0.1,0.025511,0.2,1259,677,1333,33366,38354,38349,0,0,0,0,3482,3496,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
344,0.9428795700872505,-11.419240758341418,-8.434268290799702,-2.5700522906375878,-1.6315507030762426,0.01388,0.1,0.025359,0.2,1275,617,1208,33123,37986,37977,0,0,0,0,3563,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
345,0.934823312628169,-11.433445788257554,-8.444494816398457,-2.574944841239201,-1.6327161401904118,0.013846,0.1,0.025207,0.2,1467,726,1357,33647,38243,38236,0,0,0,0,3526,3513,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
346,0.9379786528372429,-11.444610505714264,-8.44965181700457,-2.576395114131315,-1.6334271995116278,0.013811,0.1,0.025056,0.2,1322,735,1170,33166,38034,38028,0,0,0,0,3495,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
347,0.9462703716022133,-11.450784794177018,-8.453963974289811,-2.5777325547989407,-1.6363168749331811,0.013777,0.1,0.024906,0.2,1148,629,1189,33073,38084,38076,0,0,0,0,3564,3562,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
348,0.936667768793772,-11.463247548361803,-8.460307046533392,-2.5794079372137095,-1.6383732472222687,0.013743,0.1,0.024757,0.2,1305,802,1351,33269,38366,38360,0,0,0,0,3522,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
349,0.9359896263114464,-11.472830159945849,-8.467353184650745,-2.582535398707232,-1.6399079896112043,0.013709,0.1,0.024609,0.2,1375,797,1420,33932,38735,38724,0,0,0,0,3497,3506,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
350,0.9451102588686481,-11.475869801789054,-8.469695531523481,-2.5820349426391367,-1.639880185235167,0.013675,0.1,0.024462,0.2,1080,752,1256,33376,38402,38392,0,0,0,0,3497,3494,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
351,0.9324671445639188,-11.48434088763684,-8.476627820366291,-2.5811152129102224,-1.6403655773895438,0.013641,0.1,0.024315,0.2,1481,780,1444,33480,38282,38278,0,0,0,0,3462,3457,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
352,0.932959385686004,-11.504649810820215,-8.492657999664114,-2.58413299180651,-1.6426335759721709,0.013608,0.1,0.02417,0.2,1457,778,1093,33338,38042,38039,0,0,0,0,3541,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
353,0.9379854259753501,-11.514499433711814,-8.502207141166132,-2.5856138741421013,-1.6449229914273589,0.013575,0.1,0.024025,0.2,1360,708,1278,33347,38185,38179,0,0,0,0,3540,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
354,0.9422864808466239,-11.522184423725035,-8.507020616608829,-2.5861595298743887,-1.646075424174599,0.013541,0.1,0.023881,0.2,1289,647,1213,33545,38341,38336,0,0,0,0,3471,3467,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
355,0.9408772664711866,-11.534515934204233,-8.512441343746225,-2.5892164873412873,-1.6474419849531414,0.013508,0.1,0.023738,0.2,1197,779,1329,33422,38363,38358,0,0,0,0,3534,3535,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
356,0.9342961150563943,-11.545118843914954,-8.518855926766111,-2.5908770949912556,-1.6487710105364686,0.013476,0.1,0.023596,0.2,1372,830,1226,33514,38307,38297,0,0,0,0,3517,3513,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
357,0.949423274352316,-11.543446794641481,-8.518197715120255,-2.5908390422297516,-1.649425570912852,0.013443,0.1,0.023455,0.2,1083,592,1090,33118,38157,38152,0,0,0,0,3567,3567,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
358,0.9451778179626281,-11.544494949301189,-8.518602156373468,-2.592547435608865,-1.649793991391465,0.01341,0.1,0.023314,0.2,1165,654,1178,33180,38125,38120,0,0,0,0,3502,3488,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
359,0.9400279770231257,-11.548808574696135,-8.520113224267433,-2.594442627853775,-1.649046717497272,0.013378,0.1,0.023175,0.2,1297,718,1154,33599,38484,38475,0,0,0,0,3565,3555,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
360,0.9373408811812981,-11.563754433976108,-8.526600108184654,-2.596489493937929,-1.6499034173696432,0.013346,0.1,0.023036,0.2,1308,784,1157,33387,38277,38271,0,0,0,0,3584,3568,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
361,0.9417995715305879,-11.563173236125635,-8.526857191290139,-2.5957494950327846,-1.649804777357478,0.013314,0.1,0.022898,0.2,1316,640,1256,33608,38608,38595,0,0,0,0,3524,3511,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
362,0.9333729039916902,-11.572250384874314,-8.534902561068247,-2.598368978281377,-1.6513350260378665,0.013282,0.1,0.022761,0.2,1372,873,1177,33695,38285,38278,0,0,0,0,3593,3588,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
363,0.9311084912789819,-11.589673493442419,-8.542891734214432,-2.603640965461596,-1.6534301595840017,0.01325,0.1,0.022625,0.2,1465,814,1347,33081,37662,37657,0,0,0,0,3438,3450,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
364,0.9402913350352906,-11.586979792118534,-8.543478865046387,-2.60344427574891,-1.6536935938447832,0.013219,0.1,0.02249,0.2,1343,645,1339,33295,38191,38186,0,0,0,0,3445,3438,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
365,0.9377717310934311,-11.60021174265636,-8.552005228841209,-2.604824922126901,-1.654546372578503,0.013187,0.1,0.022355,0.2,1486,618,1241,33811,38418,38409,0,0,0,0,3509,3501,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
366,0.9434354386916057,-11.604386020006288,-8.553802649945903,-2.6033696878479993,-1.6544067958566055,0.013156,0.1,0.022221,0.2,1236,642,1198,33201,38035,38030,0,0,0,0,3440,3420,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
367,0.9434068875275085,-11.605087926422494,-8.556138009967203,-2.603789127991079,-1.6554644821269533,0.013125,0.1,0.022088,0.2,1287,616,1119,33626,38498,38490,0,0,0,0,3471,3473,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
368,0.9343137842209309,-11.618137091771683,-8.561862120441765,-2.607879616535153,-1.6575715881489466,0.013094,0.1,0.021956,0.2,1417,776,1361,33386,38133,38133,0,0,0,0,3537,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
369,0.9361048350655219,-11.627609452248235,-8.57335890364713,-2.6136251510847277,-1.6599361069289793,0.013063,0.1,0.021825,0.2,1347,774,1062,33195,38027,38023,0,0,0,0,3497,3497,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
370,0.9378431078446078,-11.639591784292382,-8.57782103009809,-2.6169697508767276,-1.6606574042858335,0.013032,0.1,0.021694,0.2,1306,766,1382,33335,37997,37986,0,0,0,0,3531,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
371,0.9419165443489201,-11.641306066212907,-8.579303336267365,-2.6185872075867356,-1.661052325687014,0.013002,0.1,0.021564,0.2,1348,591,1189,33383,38261,38254,0,0,0,0,3529,3528,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
372,0.9415767386091127,-11.650325960408182,-8.585299040878084,-2.6180336919019425,-1.6635524967144677,0.012971,0.1,0.021435,0.2,1220,729,1109,33360,38327,38317,0,0,0,0,3538,3538,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
373,0.9413850646641635,-11.661244342423478,-8.590949993286095,-2.619565464384108,-1.663812081098771,0.012941,0.1,0.021307,0.2,1201,766,1223,33558,38409,38406,0,0,0,0,3579,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
374,0.9455591708845505,-11.663414120875338,-8.590066835008505,-2.619872411077889,-1.6638761924469707,0.012911,0.1,0.021179,0.2,1121,686,1142,33192,38304,38295,0,0,0,0,3469,3472,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
375,0.940295364995338,-11.676359078662937,-8.59658966454086,-2.621612357100137,-1.664248878351114,0.012881,0.1,0.021052,0.2,1215,770,1206,33247,38309,38304,0,0,0,0,3526,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
376,0.9336025799451461,-11.691258866993946,-8.605431839452743,-2.6291082645033335,-1.6665052665339817,0.012851,0.1,0.020926,0.2,1459,744,1343,33179,37878,37876,0,0,0,0,3516,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
377,0.9370854032186097,-11.70028135359555,-8.613343036925093,-2.631773032065117,-1.6680334533154013,0.012821,0.1,0.020801,0.2,1306,809,1378,33617,38534,38530,0,0,0,0,3484,3473,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
378,0.9389564796319836,-11.71277912989661,-8.621432998629656,-2.6319331987008923,-1.6697639667321842,0.012792,0.1,0.020677,0.2,1179,838,1306,33042,37898,37890,0,0,0,0,3534,3522,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
379,0.9393499881600758,-11.72783121482464,-8.627246619509659,-2.6368545539746484,-1.6716776241718656,0.012762,0.1,0.020553,0.2,1271,778,1266,33784,38635,38627,0,0,0,0,3509,3516,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
380,0.9338951646643954,-11.74277262925004,-8.640149532235872,-2.641290508594724,-1.6737917571540606,0.012733,0.1,0.02043,0.2,1301,911,1258,33462,38188,38179,0,0,0,0,3510,3529,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
381,0.938418621393005,-11.752600213446906,-8.647862857116513,-2.6446035576467857,-1.6753797185639447,0.012704,0.1,0.020308,0.2,1308,745,1308,33338,37908,37903,0,0,0,0,3588,3579,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
382,0.9407044137316094,-11.760750232930395,-8.656149940856812,-2.6452363230531675,-1.6763346306900047,0.012675,0.1,0.020186,0.2,1271,724,1301,33645,38339,38330,0,0,0,0,3518,3524,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
383,0.9422202138876337,-11.759750618849827,-8.65636554964794,-2.6461046261369634,-1.6763589007445896,0.012646,0.1,0.020065,0.2,1241,677,1316,33195,38194,38188,0,0,0,0,3419,3419,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
384,0.9401981386970879,-11.763796061495324,-8.661253743710898,-2.646253685154313,-1.6770791356494053,0.012617,0.1,0.019945,0.2,1343,649,1253,33310,37933,37922,0,0,0,0,3528,3519,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
385,0.9343288899444824,-11.775482383736025,-8.669208205104548,-2.649675492246769,-1.679265063890903,0.012588,0.1,0.019826,0.2,1392,820,1457,33683,38344,38338,0,0,0,0,3548,3534,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
386,0.9397828825046483,-11.782989030797596,-8.673292053155654,-2.650299490434195,-1.68050151846909,0.01256,0.1,0.019707,0.2,1230,778,1396,33346,38268,38265,0,0,0,0,3538,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
387,0.9464285714285714,-11.788859390497564,-8.6747196881253,-2.6529895703293978,-1.6809873400799211,0.012531,0.1,0.019589,0.2,1213,593,1325,33712,38545,38540,0,0,0,0,3540,3548,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
388,0.9361011806410912,-11.794392415746659,-8.680440463359394,-2.6535956897485877,-1.6813307301086453,0.012503,0.1,0.019472,0.2,1377,750,1316,33287,37823,37819,0,0,0,0,3475,3475,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
389,0.9426745805826419,-11.804405301886074,-8.681677624179143,-2.656440391324366,-1.6827694121685612,0.012475,0.1,0.019355,0.2,1161,732,1170,33022,37969,37961,0,0,0,0,3524,3532,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
390,0.9448050967722456,-11.80782930393406,-8.684656237185285,-2.657859727146822,-1.6830658652475334,0.012447,0.1,0.019239,0.2,1155,673,1252,33119,37909,37894,0,0,0,0,3507,3519,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
391,0.9438015053699461,-11.815398826807828,-8.686802678054313,-2.661336838403055,-1.6852675032983804,0.012419,0.1,0.019124,0.2,1226,663,1220,33613,38360,38355,0,0,0,0,3547,3567,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
392,0.9446954635821435,-11.820876074777555,-8.692008718861063,-2.6625832976485575,-1.6863609869467637,0.012391,0.1,0.01901,0.2,1134,702,1269,33198,38231,38228,0,0,0,0,3553,3563,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
393,0.9338842975206612,-11.831253590385762,-8.704347466193813,-2.6641343870587795,-1.6881243638968075,0.012364,0.1,0.018896,0.2,1349,867,1308,33517,38401,38396,0,0,0,0,3594,3579,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
394,0.9387111311401533,-11.841962840860003,-8.709707981746893,-2.6647497820525228,-1.6889418781529308,0.012336,0.1,0.018783,0.2,1380,660,1146,33285,38017,38013,0,0,0,0,3499,3500,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
395,0.9462986349149077,-11.84495427404842,-8.71043743475862,-2.6648471487657415,-1.6901126799890844,0.012309,0.1,0.018671,0.2,1167,619,1100,33258,38223,38214,0,0,0,0,3469,3453,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
396,0.9441799179468751,-11.851067459659067,-8.714352880091795,-2.6661751987402567,-1.691856455537982,0.012282,0.1,0.018559,0.2,1215,649,1110,33393,38049,38040,0,0,0,0,3532,3547,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
397,0.9418364599228076,-11.862233743537299,-8.718411676028557,-2.671001082665395,-1.6931874982588766,0.012254,0.1,0.018448,0.2,1295,649,1172,33423,38208,38205,0,0,0,0,3552,3542,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
398,0.9394425625482855,-11.873072819856908,-8.725595895712752,-2.671967806840325,-1.6943102543577793,0.012227,0.1,0.018337,0.2,1361,677,1198,33654,38402,38394,0,0,0,0,3497,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
399,0.9425859883875151,-11.878867857359678,-8.72893699061559,-2.672378868989477,-1.6945446916618867,0.0122,0.1,0.018228,0.2,1360,588,1230,33929,38437,38427,0,0,0,0,3540,3528,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
400,0.9405763379273313,-11.880607548204317,-8.731542272058407,-2.674226933332682,-1.6952100679577036,0.012174,0.1,0.018118,0.2,1260,732,1144,33522,38161,38155,0,0,0,0,3601,3599,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
401,0.9367482496559153,-11.892729117573465,-8.740103128070682,-2.6756519590804584,-1.6974300724818783,0.012147,0.1,0.01801,0.2,1319,795,1248,33422,38071,38064,0,0,0,0,3555,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
402,0.9411057330968343,-11.902438105968875,-8.748571780097468,-2.678348590135142,-1.6990156501338365,0.01212,0.1,0.017902,0.2,1336,623,1130,33263,37973,37964,0,0,0,0,3590,3600,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
403,0.943981718134528,-11.906562317549838,-8.746922010324148,-2.6791011043563375,-1.6990078245484512,0.012094,0.1,0.017795,0.2,1320,543,1294,33257,37865,37855,0,0,0,0,3537,3543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
404,0.9453066594898478,-11.912393461043926,-8.750611977619709,-2.6810428625369838,-1.70042406699894,0.012068,0.1,0.017689,0.2,1266,563,1212,33441,38312,38302,0,0,0,0,3545,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
405,0.9396330993764497,-11.921748976049226,-8.757013210990236,-2.6842797518790866,-1.702477965670907,0.012042,0.1,0.017583,0.2,1289,715,1370,33197,38086,38080,0,0,0,0,3487,3494,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
406,0.9462666787144965,-11.929171363088932,-8.759827314389419,-2.687061779789716,-1.7042672082431014,0.012015,0.1,0.017477,0.2,1195,589,1183,33201,38009,38008,0,0,0,0,3656,3656,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
407,0.9373192468866198,-11.939200446764612,-8.766676588382802,-2.6902751834664445,-1.7052932797375202,0.011989,0.1,0.017373,0.2,1457,667,1345,33886,38556,38553,0,0,0,0,3475,3492,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
408,0.9336024457570271,-11.949764913173416,-8.775082488246568,-2.691269937503399,-1.7066495247348539,0.011964,0.1,0.017269,0.2,1336,901,1527,33691,38620,38617,0,0,0,0,3524,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
409,0.9432518533956591,-11.950705081337352,-8.780261048000058,-2.6929456832466165,-1.7056855085099825,0.011938,0.1,0.017165,0.2,1202,704,1115,33587,38638,38631,0,0,0,0,3490,3486,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
410,0.9321865397360969,-11.963583858519165,-8.788487008069048,-2.696624708408891,-1.7097672623932993,0.011912,0.1,0.017063,0.2,1349,902,1391,33194,37834,37828,0,0,0,0,3497,3497,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
411,0.9444163869166098,-11.970452625411804,-8.787387017777553,-2.695789226341096,-1.7100426012063532,0.011887,0.1,0.016961,0.2,1286,585,1366,33661,38489,38481,0,0,0,0,3629,3627,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
412,0.934400811044518,-11.9801171773151,-8.796865905695487,-2.7009929434170576,-1.7124180752127987,0.011861,0.1,0.016859,0.2,1309,891,1338,33537,38170,38159,0,0,0,0,3396,3404,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
