episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,maintenance_restoration_value,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
238,0.913630547511617,-5.337547391954475,-1.45301017641902,-0.7079301729905942,-0.21125167470993494,-0.5046875592857075,-0.23329246890529243,-0.009541171137220254,-0.0881913402914806,0.001225,0.01,0.0,0.97,100,11,1,12
239,0.9142292688643707,-5.341710979779217,-1.4552047199090419,-0.7090277584761748,-0.21160012353707378,-0.5055076295499155,-0.23372193742337194,-0.009557303919558422,-0.08832681575509553,0.00122,0.01,0.0,0.97,100,11,1,12
240,0.9180531956057267,-5.346204125262762,-1.4574762915666208,-0.7101159509942191,-0.21192767733557047,-0.5062897432451154,-0.2340836079272332,-0.00957524831931344,-0.08846338913514126,0.001216,0.01,0.0,0.97,100,11,1,12
241,0.921864773699844,-5.350625225046914,-1.4597070286731482,-0.7112143517401099,-0.2122295794741117,-0.5070585771751406,-0.23441231350395023,-0.009594807653956976,-0.08861722988809374,0.001212,0.01,0.0,0.97,100,11,1,12
242,0.9184723171565277,-5.355099304004625,-1.4619491892561256,-0.7123423232370584,-0.21251120712264585,-0.5078572315741269,-0.23474020908622278,-0.0096085678226198,-0.08873112335038988,0.001207,0.01,0.0,0.97,100,11,1,12
243,0.9141929263713401,-5.359847734998364,-1.4643602447143702,-0.713503371646737,-0.21285689451982856,-0.5086895522541923,-0.23511379628189208,-0.009621779104085139,-0.08897471837570634,0.001203,0.01,0.0,0.97,100,11,1,12
244,0.9141568799003937,-5.36424618743632,-1.4666765667275052,-0.7146535057548102,-0.21319869320577117,-0.5095068809943153,-0.23550045863761737,-0.009635253318325281,-0.0891308166316694,0.001198,0.01,0.0,0.97,100,11,1,12
245,0.9175615060486612,-5.368608198544075,-1.4688753212626644,-0.7157866052432466,-0.21347946655774286,-0.5103263786766649,-0.2358459526312614,-0.009646051688665728,-0.08925336140413537,0.001194,0.01,0.0,0.97,100,11,1,12
246,0.9178302718091236,-5.372989627808262,-1.4711225673988528,-0.7169163737107764,-0.21378282169887491,-0.5111539329871506,-0.23621247709761328,-0.009653732907802482,-0.08944114875230783,0.00119,0.01,0.0,0.97,100,11,1,12
247,0.9208395751628486,-5.376900194712674,-1.473101715277286,-0.7178857830122346,-0.21407060641666942,-0.5118542500346897,-0.2365602418135239,-0.009668166833309825,-0.08952852996502997,0.001186,0.01,0.0,0.97,100,11,1,12
248,0.9184539201270936,-5.381273816325451,-1.4753296491730499,-0.7189637018204833,-0.21440486133711528,-0.5126408142828592,-0.23692093195693364,-0.009683862488379913,-0.0896539052232136,0.001181,0.01,0.0,0.97,100,11,1,12
249,0.9128725788646171,-5.385731566997519,-1.4775897107031224,-0.7201251330976377,-0.21470081375905453,-0.5135346610375711,-0.23727580298737783,-0.009708449451682742,-0.08977187229861766,0.001177,0.01,0.0,0.97,100,11,1,12
250,0.921100454316002,-5.389809393818187,-1.479636502996895,-0.7211389036215387,-0.2149805468790647,-0.5142879827556367,-0.23762521078505275,-0.00972275583656952,-0.08986446287439678,0.001173,0.01,0.0,0.97,100,11,1,12
251,0.9246486139066015,-5.393762482086538,-1.4816273903777697,-0.722106552105471,-0.21526910961623208,-0.5149823034711094,-0.23793444384147067,-0.009740360406626467,-0.0900024646973176,0.001169,0.01,0.0,0.97,100,11,1,12
252,0.919017912394842,-5.3976439120481645,-1.4836261327213676,-0.723077171081174,-0.21558340130172957,-0.515665934154822,-0.23829312334811587,-0.00975398609141372,-0.09008397111825617,0.001165,0.01,0.0,0.97,100,11,1,12
253,0.9157188140965877,-5.40044775616252,-1.4851411185835866,-0.72394672587004,-0.2157997263675199,-0.5163852709445351,-0.23866130689073858,-0.009728276700148657,-0.09018343218727705,0.001161,0.01,0.0,0.97,100,11,1,12
254,0.9140066019872988,-5.404998310609221,-1.4874755209975423,-0.7250919538331915,-0.21613941212770627,-0.5171852420639691,-0.23906476176716168,-0.00973939812469999,-0.09036060967680111,0.001157,0.01,0.0,0.97,100,11,1,12
255,0.911528863749792,-5.4096390688119635,-1.489837295341278,-0.7262780680988624,-0.21648225672722018,-0.5180046971343828,-0.23943224307701372,-0.009756249540929582,-0.09047645563711998,0.001153,0.01,0.0,0.97,100,11,1,12
256,0.9235344239945467,-5.413284514943117,-1.491650223130396,-0.7271708891109964,-0.2167362172667024,-0.5186715926013598,-0.23972493470551215,-0.009767250917633497,-0.09061132874457263,0.001149,0.01,0.0,0.97,100,11,1,12
257,0.9190616328932986,-5.417465444024225,-1.4937309437952697,-0.7281807945374762,-0.2170089457419804,-0.5194428234668212,-0.24004275445365103,-0.009782397208055491,-0.09069798181692326,0.001145,0.01,0.0,0.97,100,11,1,12
258,0.9126853377265238,-5.421676225431362,-1.4958553856947996,-0.7292234053297184,-0.217300165335705,-0.5202371629851017,-0.24041295456837522,-0.009787534641448095,-0.09087506277167896,0.001141,0.01,0.0,0.97,100,11,1,12
259,0.9203090878548631,-5.4257066959646645,-1.4978801104645072,-0.7301966178408001,-0.21759389278116584,-0.5209290025546515,-0.24075888044755428,-0.00980440035319746,-0.09098521451539028,0.001137,0.01,0.0,0.97,100,11,1,12
260,0.9176315084995316,-5.429729947547101,-1.499941465649578,-0.7312135574219297,-0.21787910718044723,-0.5217040447481351,-0.24109479776919227,-0.009821429548060336,-0.09106107447699575,0.001133,0.01,0.0,0.97,100,11,1,12
261,0.9126585468290634,-5.4343495613655355,-1.502346050647153,-0.7324051932209839,-0.2182290760637165,-0.5225124038895431,-0.24145615801074102,-0.009838406510945879,-0.09119171445413794,0.001129,0.01,0.0,0.97,100,10,1,11
262,0.9142159339733872,-5.438426050052133,-1.5044717199171158,-0.7334910158381136,-0.21851876607850107,-0.523269222886435,-0.24177964765487384,-0.00984527977208163,-0.09131208975771397,0.001125,0.01,0.0,0.97,100,11,1,12
263,0.9165948385134107,-5.436687409795308,-1.503941002894631,-0.7336285045861926,-0.2184432041677563,-0.5238703149914524,-0.2421250885369225,-0.009736580879373147,-0.09149103388109697,0.001122,0.01,0.0,0.97,100,11,1,12
264,0.9167652726596572,-5.440939242341858,-1.5061046601392842,-0.7346804729735921,-0.21876333700380024,-0.5246300997232249,-0.2424626385076991,-0.009752783444443743,-0.0916923721128062,0.001118,0.01,0.0,0.97,100,11,1,12
265,0.9143825844676816,-5.442846310026445,-1.5071888265971405,-0.735336706007184,-0.21889939777877124,-0.5253245810393864,-0.24279621785105546,-0.009744460687584227,-0.09182849905737232,0.001114,0.01,0.0,0.97,100,11,1,12
266,0.9175401105796954,-5.446054206539655,-1.5088373952138732,-0.7362354299038146,-0.21911757644762267,-0.5260490193881525,-0.24311551197911474,-0.009760036384483996,-0.09198634490646791,0.00111,0.01,0.0,0.97,100,11,1,12
267,0.9085576778462927,-5.450326215748507,-1.511132540348378,-0.7373982032737694,-0.21946242806664687,-0.52688054775443,-0.24351851657732942,-0.009773099254517248,-0.09209117596378877,0.001107,0.01,0.0,0.97,100,11,1,12
268,0.9117434735163267,-5.4549202038500795,-1.513488563069593,-0.7385410689994012,-0.21980042688524332,-0.527682521963861,-0.24389360958892048,-0.00978958846695989,-0.09218076809188494,0.001103,0.01,0.0,0.97,100,11,1,12
269,0.9145060632198488,-5.459248056454325,-1.515719007138494,-0.7396444820703301,-0.22010285046700215,-0.5284744153059395,-0.24421301181864105,-0.009803513839468956,-0.09230700618070851,0.001099,0.01,0.0,0.97,100,11,1,12
270,0.9173449482039553,-5.461417464624006,-1.5168658839153843,-0.7403369282390183,-0.2202829984883841,-0.5291389698015492,-0.24452026187571688,-0.009780747401177924,-0.09240904704658096,0.001096,0.01,0.0,0.97,100,11,1,12
271,0.9142717563424413,-5.462619037868735,-1.5177738983182523,-0.7410431419010505,-0.2204255570821934,-0.529719764882317,-0.24488106174212798,-0.009754429502462154,-0.09250676597026333,0.001092,0.01,0.0,0.97,100,11,1,12
272,0.9153051579800162,-5.466862711205291,-1.5199432005669047,-0.7421210873770124,-0.2207197190628754,-0.5304953258089565,-0.24522328507908692,-0.009774245824909222,-0.09269124754146466,0.001088,0.01,0.0,0.97,100,11,1,12
273,0.9247198998070609,-5.470427084080134,-1.5217328347332815,-0.7429989462851206,-0.22097637963991765,-0.5311329951954595,-0.24550862603553167,-0.009784933012525587,-0.09280216972253563,0.001085,0.01,0.0,0.97,100,11,1,12
274,0.9108423165814734,-5.474907429961697,-1.5240261548881837,-0.7441573069918097,-0.22127218344175115,-0.5319628074434214,-0.24585968014175968,-0.009792309957994762,-0.09298663261016667,0.001081,0.01,0.0,0.97,100,11,1,12
275,0.9162094173659063,-5.478957512930327,-1.5260870479652509,-0.745155643116466,-0.22157732417109197,-0.5326536050040321,-0.24622061984785915,-0.009800417070749691,-0.09313915022517828,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9130076654115116,-5.482941342104748,-1.5281167724826723,-0.7461548164098635,-0.22187884914122344,-0.5333942427999983,-0.24656147138161744,-0.009814402975927523,-0.09319411914423706,0.001074,0.01,0.0,0.97,100,11,1,12
277,0.9173949721612957,-5.48703353986853,-1.5301795499636255,-0.7471376972622904,-0.2221843215502547,-0.534093207877689,-0.24690053337178625,-0.009819617434635315,-0.09332747578135679,0.001071,0.01,0.0,0.97,100,11,1,12
278,0.914400026897085,-5.490480122639746,-1.5319295548056204,-0.7480357832137707,-0.22241596999083144,-0.5348337734444001,-0.24724016397434248,-0.009814771293650562,-0.09344515339835101,0.001067,0.01,0.0,0.97,100,11,1,12
279,0.9197880812580145,-5.494127249254639,-1.53379558366374,-0.7489559232289751,-0.22267871948987,-0.5355083959348035,-0.24755429115552688,-0.009831119850279714,-0.09357340218514919,0.001064,0.01,0.0,0.97,100,11,1,12
280,0.9146370023419204,-5.4983419484270035,-1.5359194170248585,-0.7499706065128015,-0.22298063833795181,-0.5362196015925242,-0.2478590305997449,-0.009849356892084205,-0.09374987242723995,0.001061,0.01,0.0,0.97,100,10,1,11
281,0.910922960851706,-5.502560606136505,-1.5380880653104354,-0.7510388162978169,-0.22329870976425673,-0.5369891374678959,-0.24822993669497925,-0.009869974463612992,-0.09387667397177103,0.001057,0.01,0.0,0.97,100,11,1,12
282,0.9161000792941136,-5.506580196723782,-1.5401053681241381,-0.7520284154968018,-0.2235784281645215,-0.5377055481325494,-0.24852747346528611,-0.009889842423954819,-0.0939618512520458,0.001054,0.01,0.0,0.97,100,11,1,12
283,0.9095789096981988,-5.510796422276805,-1.5422827879687364,-0.7530850641869686,-0.22389508936246547,-0.5384694535690627,-0.24890109666574958,-0.00990034896210396,-0.0940806724693104,0.001051,0.01,0.0,0.97,100,11,1,12
284,0.9134764701910743,-5.514967484921522,-1.5444466511150534,-0.7541243977964841,-0.22421002668601883,-0.5391810128188752,-0.24924566757446817,-0.009913813653034214,-0.09422693700713639,0.001047,0.01,0.0,0.97,100,11,1,12
285,0.9101896927983885,-5.519351743527182,-1.5466730754305114,-0.7552136185452277,-0.2245265972759343,-0.5399550053624305,-0.24962167252218573,-0.009929795982513794,-0.09437116222065654,0.001044,0.01,0.0,0.97,100,11,1,12
286,0.9192661165895217,-5.523219173332376,-1.5486344112073622,-0.7562082144756154,-0.22476789135900344,-0.5406973144820056,-0.24990068022641457,-0.009947134671564009,-0.09449420440785349,0.001041,0.01,0.0,0.97,100,11,1,12
287,0.9109268243549498,-5.527497582714163,-1.550825571800231,-0.7572660319136003,-0.22508500933086018,-0.5414657184099044,-0.25025096997791557,-0.009961603354583055,-0.09460929725981565,0.001037,0.01,0.0,0.97,100,11,1,12
288,0.9186074225400068,-5.530976794228522,-1.5526430072568718,-0.7581854260306347,-0.22534720808027578,-0.5421295976123067,-0.25057152197398547,-0.00996409706890677,-0.09473142817539705,0.001034,0.01,0.0,0.97,100,11,1,12
289,0.9136569796741139,-5.534774609243874,-1.5546278281821908,-0.7591458524785024,-0.22565114663393848,-0.5428214010889018,-0.2508713663480862,-0.009972784086097275,-0.09492086080886716,0.001031,0.01,0.0,0.97,100,11,1,12
290,0.9133059077421095,-5.536902894122449,-1.55587469765297,-0.759949534974971,-0.22583784281559222,-0.5434799209566192,-0.2511578665648928,-0.009992294749568968,-0.09504003090812436,0.001028,0.01,0.0,0.97,100,11,1,12
291,0.9162049861495845,-5.540693839257168,-1.5578142582482193,-0.7609044906127872,-0.22610271318156414,-0.5441688484229715,-0.25144668526164105,-0.01000214113148422,-0.0951841890740483,0.001025,0.01,0.0,0.97,100,11,1,12
292,0.9156927513875148,-5.544700823568299,-1.5598540832527672,-0.7618645204545296,-0.22643857111917842,-0.5448262568276191,-0.25179229714822293,-0.010015585383493637,-0.09532507728134747,0.001022,0.01,0.0,0.97,100,10,1,11
293,0.9142622014712304,-5.547860610654615,-1.561494029311898,-0.7627190413470253,-0.2266751883192659,-0.5454853768394416,-0.25213225351502794,-0.010022707310239437,-0.09539731365354932,0.001018,0.01,0.0,0.97,100,11,1,12
294,0.918885564064851,-5.551505357460256,-1.563329971007239,-0.7636028909893058,-0.22694961870407798,-0.5461118181548027,-0.25242838675617746,-0.010035453514732597,-0.09552199578732827,0.001015,0.01,0.0,0.97,100,11,1,12
295,0.9166248116524359,-5.554143925568576,-1.5647238858963344,-0.76432645265972,-0.22714503157703672,-0.5467584951453631,-0.25273875997197237,-0.010053441225802847,-0.0956840001615889,0.001012,0.01,0.0,0.97,100,11,1,12
296,0.9187395792983816,-5.5579086581736465,-1.5666357363803955,-0.7652570273804999,-0.22741711735873182,-0.5474128586427804,-0.2530740642848663,-0.010067845407594544,-0.09583569139975494,0.001009,0.01,0.0,0.97,100,11,1,12
297,0.9144803860990965,-5.561658638939576,-1.5685352187020734,-0.7662295034229011,-0.2276766676933446,-0.5481832687054141,-0.25341876517414597,-0.01008710017710082,-0.09594273573347414,0.001006,0.01,0.0,0.97,100,11,1,12
298,0.9118261455525607,-5.565784549594735,-1.570686342116033,-0.7672703791534579,-0.2280048450203083,-0.5489452356263669,-0.2537807559870905,-0.010102717472847298,-0.09613096937269554,0.001003,0.01,0.0,0.97,100,10,1,11
299,0.9085151774765241,-5.570082431718773,-1.5728867351378006,-0.7683675135669001,-0.2282993227572082,-0.5497331992052243,-0.2540930966273603,-0.010116002250226784,-0.09628471387066781,0.001,0.01,0.0,0.97,100,11,1,12
