episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
443,0.9411417787213966,-2.9906630423204565,-2.44333765401434,-1.3550822981713582,0.011123,0.1,0.013996,0.2,1216,780,1324,33912,38835,38829,0,0,0,0,3769,3768,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
444,0.9409908300583542,-2.9963744176947427,-2.4523492243265874,-1.3582175563671404,0.011101,0.1,0.013912,0.2,1288,694,1356,33588,38397,38393,0,0,0,0,3683,3674,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
445,0.9350023786869648,-3.0152971033859197,-2.4949932486779645,-1.38012807150025,0.011079,0.1,0.013829,0.2,1513,673,1155,33632,38042,38036,0,0,0,0,3836,3831,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
446,0.9381095833209055,-3.011456679575026,-2.495998118134739,-1.3720714165505137,0.011057,0.1,0.013746,0.2,1294,781,1309,33527,38509,38499,0,0,0,0,3734,3739,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
447,0.947311860055524,-3.0040069974860577,-2.4768010542288748,-1.355632467419511,0.011035,0.1,0.013664,0.2,1129,636,1388,33499,38580,38575,0,0,0,0,3739,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
448,0.9426568778512946,-3.0142497676231406,-2.4874800648508004,-1.3681789571325733,0.011013,0.1,0.013582,0.2,1196,702,1294,33099,37943,37941,0,0,0,0,3686,3681,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
449,0.9496499730748519,-3.0034035290219943,-2.4579905376509656,-1.3432804993865353,0.010991,0.1,0.013501,0.2,1052,631,1403,33426,38467,38455,0,0,0,0,3745,3755,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
450,0.9448587302058885,-3.0044710570265707,-2.4619632710369594,-1.3408165015838145,0.010969,0.1,0.01342,0.2,1094,762,1208,33659,38604,38597,0,0,0,0,3777,3792,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
451,0.9435898970553028,-3.0082064335743253,-2.469632328094563,-1.3459650332914117,0.010948,0.1,0.01334,0.2,1223,662,1196,33416,38234,38227,0,0,0,0,3707,3699,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
452,0.9424295100321145,-3.0152566954331412,-2.473351394946108,-1.353476012387125,0.010926,0.1,0.01326,0.2,1333,621,1138,33941,38550,38544,0,0,0,0,3659,3664,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
453,0.9404298326446895,-3.0243964676115156,-2.479352612939985,-1.366633879204351,0.010905,0.1,0.013181,0.2,1339,665,1406,33641,38354,38348,0,0,0,0,3766,3752,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
454,0.940187137273481,-3.028059483786988,-2.4802317091893156,-1.3741370194138054,0.010883,0.1,0.013102,0.2,1331,689,1409,33772,38639,38634,0,0,0,0,3764,3768,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
455,0.9517451323165953,-3.0208471770590206,-2.454905271377968,-1.3510213510119213,0.010862,0.1,0.013023,0.2,1108,493,1050,33178,38088,38083,0,0,0,0,3610,3613,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
456,0.9412238805970149,-3.0289920681527893,-2.4648381998490225,-1.354042909691771,0.010841,0.1,0.012945,0.2,1324,645,1337,33500,38377,38373,0,0,0,0,3784,3780,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
457,0.9435888305290958,-3.0378842642443784,-2.4796925851777334,-1.3656547461544035,0.01082,0.1,0.012868,0.2,1279,622,1251,33699,38497,38491,0,0,0,0,3660,3660,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
458,0.9401810895057147,-3.054060795619227,-2.5050660978569144,-1.3828025733039129,0.010799,0.1,0.012791,0.2,1260,755,1148,33685,38489,38481,0,0,0,0,3779,3771,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
459,0.9363622776864444,-3.0662281921124492,-2.5343938766366514,-1.4082868241368407,0.010778,0.1,0.012714,0.2,1463,666,1181,33455,38191,38183,0,0,0,0,3827,3824,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
460,0.9470575953708951,-3.045777587605336,-2.504072577404456,-1.37451706165026,0.010757,0.1,0.012638,0.2,1115,660,1252,33527,38467,38461,0,0,0,0,3647,3660,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
461,0.9432011204815687,-3.0542375516861346,-2.5037880503014103,-1.3818205286730318,0.010736,0.1,0.012563,0.2,1246,660,1369,33557,38406,38397,0,0,0,0,3766,3786,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
462,0.9426740146160297,-3.0482254175975636,-2.4978638433438913,-1.3810171052387366,0.010715,0.1,0.012487,0.2,1193,721,1384,33388,38270,38259,0,0,0,0,3774,3754,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
463,0.943934238655867,-3.0474964088174703,-2.489807594010305,-1.3750544402012097,0.010694,0.1,0.012413,0.2,1284,578,1198,33211,37979,37977,0,0,0,0,3769,3774,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
464,0.94593209094747,-3.0363314913835295,-2.463067749885566,-1.3584166173989876,0.010674,0.1,0.012338,0.2,1252,541,1258,33162,38062,38057,0,0,0,0,3725,3725,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
465,0.942431335367841,-3.0352370924814163,-2.4686186948197397,-1.352268567281569,0.010653,0.1,0.012264,0.2,1300,643,1140,33751,38482,38475,0,0,0,0,3694,3685,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
466,0.9408120103660897,-3.0328121754844077,-2.463937162105359,-1.3518456361540425,0.010633,0.1,0.012191,0.2,1429,558,1203,33571,38284,38277,0,0,0,0,3737,3739,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
467,0.9463253263396316,-3.0451391522661697,-2.4710316933868217,-1.3565140794478991,0.010613,0.1,0.012118,0.2,1138,663,1320,33554,38622,38614,0,0,0,0,3751,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
468,0.944498886414254,-3.042104500046291,-2.4672295955658226,-1.3528315267398843,0.010592,0.1,0.012046,0.2,1220,649,1307,33675,38643,38639,0,0,0,0,3754,3755,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
469,0.9483339796557587,-3.031156920111521,-2.452164464555929,-1.3359221455676171,0.010572,0.1,0.011973,0.2,1158,574,1395,33523,38402,38395,0,0,0,0,3687,3667,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
470,0.94160363997951,-3.0416312706163686,-2.465530745580425,-1.3505357012316288,0.010552,0.1,0.011902,0.2,1352,586,1250,33187,37990,37985,0,0,0,0,3720,3708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
471,0.9399690162664601,-3.049063320950191,-2.4707980189753034,-1.3664623458057574,0.010532,0.1,0.011831,0.2,1369,646,1309,33566,38548,38543,0,0,0,0,3715,3725,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
472,0.9370066788099575,-3.05780322025399,-2.4933263435004016,-1.3836504975216755,0.010512,0.1,0.01176,0.2,1354,721,1379,32940,37607,37604,0,0,0,0,3730,3730,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
473,0.9398592641183136,-3.0654515982929715,-2.5052788616926827,-1.3924897802448095,0.010492,0.1,0.011689,0.2,1332,685,1465,33538,38378,38364,0,0,0,0,3732,3712,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
474,0.9459983635867754,-3.0600077315244607,-2.4925590899136476,-1.380288277822258,0.010472,0.1,0.011619,0.2,1120,662,1335,32999,38049,38044,0,0,0,0,3714,3701,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
475,0.9455964795949123,-3.0548927143103186,-2.4801711788384164,-1.3612599115479864,0.010452,0.1,0.01155,0.2,1247,558,1194,33178,38007,37997,0,0,0,0,3759,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
476,0.9512319865218568,-3.049484833664421,-2.468964224609163,-1.3512094814441817,0.010433,0.1,0.011481,0.2,1002,619,1188,33239,38386,38372,0,0,0,0,3790,3796,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
477,0.9428588541822647,-3.058234454481263,-2.4817347181584717,-1.3668168121322617,0.010413,0.1,0.011412,0.2,1171,737,1310,33391,38308,38304,0,0,0,0,3861,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
478,0.9403038640985764,-3.06440468881057,-2.4872328650956144,-1.3791038812349437,0.010394,0.1,0.011344,0.2,1151,845,1301,33436,38484,38477,0,0,0,0,3704,3705,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
479,0.9473763661614637,-3.0550958417944107,-2.4708899612679724,-1.3660512398140419,0.010374,0.1,0.011276,0.2,1142,601,1396,33122,38072,38062,0,0,0,0,3740,3735,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
480,0.950242065626681,-3.0488000250442524,-2.4501290707156,-1.3479628508134414,0.010355,0.1,0.011208,0.2,1188,477,1395,33462,38603,38592,0,0,0,0,3721,3714,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
481,0.9461061545440799,-3.035469135199885,-2.438407619664402,-1.3283880254035378,0.010336,0.1,0.011141,0.2,1229,553,1234,33065,37873,37872,0,0,0,0,3771,3758,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
482,0.9423320277191926,-3.0399185023378004,-2.4437682240199763,-1.3278951779985495,0.010316,0.1,0.011074,0.2,1286,628,1152,33190,37935,37932,0,0,0,0,3713,3697,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
483,0.9395285477375029,-3.0481036543569995,-2.4593768912313685,-1.3405711774938005,0.010297,0.1,0.011008,0.2,1366,676,1266,33768,38357,38348,0,0,0,0,3743,3731,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
484,0.9429339795496188,-3.058780200574454,-2.4653662176007214,-1.3494140866828872,0.010278,0.1,0.010942,0.2,1276,655,1147,33838,38675,38668,0,0,0,0,3802,3813,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
485,0.9441122006010747,-3.0663278463184227,-2.470039830083212,-1.3565652613441443,0.010259,0.1,0.010877,0.2,1199,642,1459,32941,37819,37814,0,0,0,0,3744,3753,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
486,0.9413584838296987,-3.0651538760962023,-2.4624608769553835,-1.3537549052591988,0.01024,0.1,0.010812,0.2,1303,668,1266,33611,38512,38502,0,0,0,0,3706,3700,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
487,0.9426761155486157,-3.070004075911539,-2.4725984331811226,-1.3607133859955538,0.010221,0.1,0.010747,0.2,1281,628,1272,33302,38063,38056,0,0,0,0,3793,3785,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
488,0.9419443285450319,-3.0742032701209636,-2.4677476694959455,-1.3708273578772086,0.010202,0.1,0.010683,0.2,1214,734,1385,33554,38546,38543,0,0,0,0,3822,3835,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
489,0.9529677991498731,-3.0635624269881534,-2.4366438289133026,-1.3518540435771114,0.010184,0.1,0.010619,0.2,1085,453,1092,32701,37720,37714,0,0,0,0,3525,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
490,0.9504616212017091,-3.049106387476039,-2.419936141124411,-1.330064305015464,0.010165,0.1,0.010555,0.2,1032,626,1340,33469,38592,38585,0,0,0,0,3610,3598,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
491,0.9424962852897474,-3.048048549995077,-2.4139770338960225,-1.326373946130285,0.010146,0.1,0.010492,0.2,1314,621,1310,33650,38517,38513,0,0,0,0,3778,3778,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
492,0.9479277995487472,-3.0418487954558366,-2.410720284953909,-1.312344101381034,0.010128,0.1,0.010429,0.2,1173,581,1415,33684,38675,38670,0,0,0,0,3679,3684,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
493,0.9501053068731274,-3.039742132418081,-2.3955399235580694,-1.3017332011135898,0.010109,0.1,0.010367,0.2,1077,605,1349,33711,38961,38956,0,0,0,0,3750,3768,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
494,0.9422432367728034,-3.0403018130547195,-2.393093040018873,-1.3104177640088552,0.010091,0.1,0.010305,0.2,1142,788,1481,33416,38053,38049,0,0,0,0,3737,3732,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
495,0.9475447096118189,-3.041429611618066,-2.388428164404791,-1.3072052669562741,0.010073,0.1,0.010243,0.2,1221,533,1268,33438,38433,38419,0,0,0,0,3693,3686,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
496,0.94190433076807,-3.046823558684255,-2.397336506838031,-1.3179954611408826,0.010054,0.1,0.010182,0.2,1359,566,1377,33135,37937,37927,0,0,0,0,3731,3739,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
497,0.9468233893765808,-3.0461720147736346,-2.396021118552107,-1.3141332297013189,0.010036,0.1,0.010121,0.2,1349,438,1276,33605,38619,38616,0,0,0,0,3761,3741,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
498,0.9446307204349796,-3.0508015351999096,-2.3968587806587864,-1.3103213976433394,0.010018,0.1,0.01006,0.2,1135,698,950,33105,38347,38344,0,0,0,0,3630,3631,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
499,0.9448876851061324,-3.0519955130669154,-2.406227086644777,-1.3117292051851759,0.01,0.1,0.01,0.2,1273,599,1262,33967,38848,38843,0,0,0,0,3880,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
