episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,work_ratio,imbalance_concentration,time_of_day_fraction,multi_horizon_starvation_risk
116,0.9340462918080465,-85.32936069102513,-118.76687017445055,-80.0755587270261,-56.74542372884441,-39.6113488137958,-5.479725303423982,-14.462966143544882,-13.988443713505783,-20.929417217482147,-0.847487369713988,-94.88995806486933,-65.6212341256938
117,0.9296884434247071,-88.85461145009349,-120.71104991952774,-80.88220702675301,-56.61724541469399,-40.57121817237729,-4.571457307420555,-20.826518430860663,-20.02924575932677,-28.73429728174868,-1.0932039538146348,-97.01860613326541,-67.53676886001854
118,0.9215497243394691,-86.68357211963891,-120.8127997649711,-80.06948494700511,-57.29288503648529,-41.17578111664608,-3.0846271252294013,-18.442779375449128,-16.4833567188578,-25.82811131300604,-0.9440177324267038,-94.45250136920893,-66.25573163394911
119,0.9350328702739685,-83.61588083343543,-119.9552284260184,-78.87609289312287,-57.48557887475984,-41.910416571690384,-2.7888803602215138,-13.578555275457198,-11.869057167683131,-21.297393408513148,-1.0246708275059884,-89.87992553419124,-64.9684954731031
120,0.9288721941171125,-85.30960028940979,-122.59496466151107,-79.16446447935162,-58.09299642823885,-42.84588867982116,-1.3486276332185176,-11.467685138459414,-9.171175105851413,-18.736467361625156,-1.0227044839278974,-86.48093455654161,-66.04082868940985
121,0.930835734870317,-86.48944432952861,-123.67259021800608,-79.89071587292494,-58.05596740310067,-43.78959997039648,-1.0801499232514162,-12.34128328767109,-10.442096576524776,-19.706852148077388,-0.954518158255434,-85.97375168995443,-66.69768421257596
122,0.9287321155403582,-89.69790658527793,-125.4297661507832,-81.33192237707333,-58.841001864171474,-44.23854267937716,-3.325587341862316,-18.040952817800257,-15.648864124398182,-25.973509104292074,-1.2921271267266372,-90.21707539754212,-68.25603174569409
123,0.9334054248896098,-89.53146132977977,-126.22596430235845,-81.02347825663578,-59.63888188130575,-44.089789023492216,-2.1557327579429226,-18.163172077422804,-12.579737977732167,-25.474672396693528,-1.2336767940997715,-92.44368421323166,-67.5970744212609
124,0.936725901992461,-88.57932134229566,-125.75391159160687,-81.28300791274839,-59.95205005172776,-44.30034755573186,-3.859470871364551,-13.563526013455373,-8.065226121828127,-21.353926990673983,-1.140300822686305,-91.43943718714631,-66.79736363154774
125,0.9313034574147693,-89.88932936781313,-125.60027708776657,-81.89593861387341,-60.29297653255696,-45.051187376595486,-3.25535344043449,-19.20172780030987,-12.585251768314938,-27.244705221890964,-1.5559082303498366,-96.78813912271485,-67.25567398122382
126,0.9301860493303437,-92.32236376006928,-127.18195163896004,-82.10324049181091,-60.42688205664518,-45.47479800332423,-4.371975654120043,-21.75446500902448,-14.920784152449235,-31.056294302769693,-1.7787444481781105,-99.47644900316108,-68.27769835616978
127,0.9283541635295889,-91.46783028424008,-127.03445858240163,-81.53145122470197,-61.3742632657075,-45.3063055914772,-3.7846953236517002,-17.705202822624663,-11.978608942434226,-28.160892322937087,-1.7877488386851368,-101.6199718389417,-67.31155441361632
128,0.9273132996132103,-94.5200373332532,-129.02422308948786,-81.93391765978205,-61.53142114319075,-46.94746183685145,-2.3774337254464943,-22.173517959462792,-15.78704603548736,-32.95104609777265,-2.1157009012350465,-106.8941182233214,-69.09418466372327
129,0.9329800121138704,-90.56192355853452,-127.37009219242573,-80.08929384369135,-62.03854126197611,-46.115548076758664,-1.6564965443613635,-15.212552558802425,-8.75419316929551,-27.03089550628799,-1.8908436941673126,-102.9066522154994,-66.84838831294772
130,0.9373339441136052,-89.09983800494513,-126.30818683604542,-80.15742294080952,-62.45321640313695,-45.900614077568825,-1.947797997570883,-9.100310939329626,-5.178116775483395,-22.794249033671854,-1.999510079391067,-101.25974395029388,-65.49113728540611
131,0.929876676568548,-93.79297118168175,-128.24026054084655,-82.29496196757671,-62.48527730607027,-46.374871630993745,-4.034933490949402,-14.782670886433356,-11.288570134576288,-29.312178651668166,-2.2072044029716253,-100.8010469135411,-67.57051852095026
132,0.9345837006413958,-93.39087148654727,-128.13998397254548,-82.74663595104586,-63.24508564903532,-46.21573884845799,-5.681728036041978,-11.732705505038313,-8.0243425805215,-26.303889208834157,-2.187523624699738,-99.21630007547834,-66.63141877032851
133,0.9285692711951433,-97.10060990589132,-131.06293121694205,-83.8563602403945,-63.41122532806642,-47.66352084522398,-6.914036250122482,-14.142257220552608,-11.421381880189648,-29.173322461904462,-2.0719209211899314,-96.121559412272,-69.15674188791064
134,0.9364239216402019,-96.56166133154414,-131.3665261828477,-83.72083140490135,-63.16790077134723,-48.35383244012996,-6.870155602068684,-10.90185769582903,-7.601431492892392,-26.160147666881418,-2.054467057613777,-91.75189481407273,-68.92861444550977
135,0.9319035502241609,-99.7604226600304,-132.51142091140724,-84.66875348428734,-63.13101896465477,-49.16813780160253,-8.888522242008161,-12.375519946613158,-10.052723479860687,-28.823472668006875,-2.075853168127978,-92.73407899397459,-70.33410825962365
136,0.9316574065640465,-102.16329770048753,-133.94618441814106,-84.93501129428947,-63.727968536593124,-49.62405130999033,-7.927387983174022,-16.178324215219362,-13.318973557789874,-33.27529007373462,-2.380934729197579,-93.9570254065752,-71.43457801888975
137,0.9313365442504515,-101.62713662566588,-134.09148644026283,-84.28765656564818,-63.79790163691297,-50.732671886306875,-10.225544161239831,-13.612106224482286,-11.273296866119948,-31.930766309163186,-2.343947398720997,-93.00015302610858,-70.85970201775086
138,0.9296830145347958,-101.72446412867062,-133.55209643893687,-84.51168049799867,-64.27728895482758,-50.446392861681424,-10.843398725957558,-18.930318112607463,-16.420879117440926,-37.374744590881654,-2.597438250393821,-100.761590254669,-70.39203013785546
139,0.9268792304951906,-103.88556589281414,-134.36455677750723,-85.1161230429306,-64.88872698949679,-50.59249258615686,-10.814336674069748,-23.158670315357412,-21.32660251257522,-42.79061645019943,-2.829740727185284,-105.56543716629105,-71.46527460022175
140,0.9332744817509361,-100.45220553337782,-133.15094132282965,-84.42240805440508,-64.90886033830836,-50.72181151191679,-8.854697954358867,-15.568898730355505,-13.289198617205944,-35.70315581288675,-2.4945304628564133,-101.18467166099633,-69.45141484490492
141,0.9268461840002412,-105.75182216075025,-136.1666212129215,-85.7605490158835,-65.44573097339006,-51.98713639696508,-9.772827155059275,-23.61076124059229,-19.974538136601012,-44.032757414024005,-2.7530200748527953,-103.63947461080564,-72.67943032454453
142,0.9326827803633089,-101.41486288251278,-133.5932869946235,-85.21217346865872,-66.08919003749355,-51.36124989763416,-9.90812041716471,-16.676858555343706,-12.49647058435422,-37.4266027982607,-2.4525761198119445,-102.0505401173174,-69.83381844476148
143,0.9300582594975119,-101.6266258024299,-133.73844789792034,-85.67531895200226,-66.06876496499075,-51.675670956183886,-10.296656530623691,-17.428795713713324,-13.113544238526858,-37.93138873413041,-2.5871856607696535,-102.19264937035351,-69.6982228743817
144,0.9432193554146951,-98.25779347040474,-131.71615727272035,-85.27528595190734,-66.48683890903962,-51.134188103049404,-10.07382454667035,-10.996960083516207,-8.316989558898921,-31.11065463306754,-2.3994383777538357,-98.7329885279499,-67.42223530956817
145,0.9350259596050539,-99.09341033082215,-132.62265885819608,-85.40234911677737,-66.19287750789898,-51.8692432223793,-10.819367813093226,-13.177908288542726,-10.346441258777743,-33.40380329490091,-2.483608899712324,-98.4816063289676,-67.96859058667775
146,0.9362105263157895,-97.27243170075343,-131.43039416165485,-84.83819623617867,-66.62280025677147,-52.310689865777356,-11.715333832903028,-10.413053949482764,-8.217256188941803,-30.591653331847567,-2.509908422708913,-94.99610010763,-66.94657793905496
147,0.9342409844054581,-99.61708802757285,-132.8085927152545,-85.44534550189103,-66.99935507937093,-53.21278146157542,-11.602076609776796,-12.922764203323162,-9.929885988262289,-33.355869355340054,-2.6367516983396855,-94.2889699954236,-68.16629496020991
148,0.9366321023588624,-100.9815936774152,-133.09222671575367,-86.1258764416293,-67.39716029873001,-53.07664510763218,-11.788506423833478,-14.927980268090279,-11.325719141924656,-35.095154464473765,-2.639812465129287,-93.71626937444962,-68.45714773917605
149,0.9306969696969697,-101.85935509388638,-132.88574897634413,-86.76375854991727,-67.46061960730503,-53.43996304733647,-13.021053521223884,-16.35281402920729,-12.121022182444715,-36.70856967958192,-2.751030838228149,-96.4250038227314,-68.7149922888872
150,0.9301718379986641,-102.51972512302203,-133.06100326504227,-87.1438683550226,-68.16193239645386,-53.59314881501159,-14.26697494065315,-16.235353761247318,-12.477341612351522,-37.91728295096589,-2.8375718220226696,-98.18692717456926,-68.82357772032749
151,0.9379021488405973,-100.83106193010124,-132.99540299750356,-86.45746980951746,-68.15150974555692,-54.353921804994975,-13.5417589170478,-11.570872551817013,-6.53043247228108,-32.571335812651476,-2.697027488506929,-92.8260964526861,-67.9452486502927
152,0.9288813599619591,-105.60233448776522,-135.25983529422012,-88.33266127675833,-68.53651209145539,-54.82283072798516,-13.146587730481492,-21.59459482733726,-14.500810724838695,-41.96115919117725,-2.999779376714854,-98.8370030060451,-70.23960559802074
153,0.9382515834888774,-99.9123004347217,-132.58023124499357,-86.62182895409134,-68.60316556888014,-54.387868401631316,-12.402142807304367,-12.552784452416107,-4.094670547015823,-32.51290822675244,-2.8069151634298963,-92.68583340970834,-66.69009022684072
154,0.9335123424770391,-102.02938281802743,-133.55626742395367,-87.43017851363796,-68.89284686134233,-54.67288432414339,-12.696301195166445,-15.824445850534673,-8.188969229653873,-35.49219832194713,-2.8544070884143062,-96.06280895857071,-67.58258271078819
155,0.9340712514365209,-103.78237428348152,-134.3381431550947,-88.57410000459538,-69.32372775365204,-54.88833164809665,-11.855334224950429,-16.34535668798713,-8.198521838502868,-36.21197579162004,-2.8223199469220956,-92.56248389691231,-68.1523225907267
156,0.9297820823244553,-105.54310149871891,-135.24014382384757,-90.19058269747524,-70.09739319679018,-54.688882971654344,-11.696356668155138,-16.650467294366884,-8.182047658186626,-36.144503198157174,-2.819575297171244,-91.6072543378543,-68.74574673998177
157,0.9350015165301789,-105.5416149511957,-134.6717645509443,-90.59622665376241,-69.99441895477949,-55.07775130458977,-12.39220970098585,-17.721161370039756,-8.980982394096761,-37.53819602248308,-3.1658564932798616,-95.11572629295753,-68.59327013783634
158,0.9323941966166998,-108.41763710864488,-136.33661643224616,-91.63957075524046,-70.14358049273922,-56.04492197906109,-12.42170731687382,-19.548752602259455,-10.886357961945604,-40.16995744272553,-3.160305808809458,-96.66374335443855,-70.12967410872737
159,0.9381865238195553,-106.3390193044156,-135.1724330150391,-90.90508700942671,-70.42883143393045,-56.161017603674736,-12.457786837962862,-14.490320301240992,-5.413979678379543,-35.1856358778255,-3.062268954203845,-94.40278677163062,-68.97159993385283
160,0.927213666987488,-109.49622610393602,-136.6041551822493,-92.37471266214007,-70.8612876188517,-56.586027966626446,-13.479832938913585,-19.507532937061843,-11.081760041228307,-40.50475382403192,-3.172381511262587,-98.84262870518862,-70.61080475531618
161,0.9325199578249737,-108.3389070094287,-135.78965703438325,-91.66539877153386,-71.12119215122804,-56.71111004844802,-13.00502380906039,-16.88019050750329,-8.893541181079144,-39.084224998637616,-3.3634452427214767,-100.134187706919,-69.70113210102042
162,0.9294663713860996,-108.30815511693598,-136.08456971336508,-91.83046178349873,-71.52267988723095,-56.7963257171019,-13.073012584823903,-16.48910533842688,-7.926514267034362,-38.43585507425852,-3.399686054017998,-97.79994379439226,-69.38243939442769
163,0.9246606679884093,-110.5891392281194,-137.1997061294963,-92.44178361313256,-71.83951263832573,-57.15413621652707,-12.708389923142592,-22.672105386871838,-13.636932599189558,-44.16135170134862,-3.688779151516942,-101.74628661203718,-70.68396380699075
164,0.9316698539902255,-109.6499300612951,-136.94002300202933,-92.62494832256007,-71.91988025278906,-57.21525189592798,-14.571377476255762,-17.432909423231035,-10.26332089714766,-39.325397180381195,-3.502699209674755,-99.3303076188107,-69.8276133435714
165,0.9302583800978304,-111.1803096552027,-137.33938011761853,-93.48202878897246,-72.49706051989392,-57.10855835698047,-15.933512830263222,-20.551972436145636,-12.810459194943123,-42.36075611062356,-3.7676552562036125,-102.8753746659212,-70.05960555807009
166,0.9310075891651919,-112.81850688617725,-138.409419447687,-94.22547390297791,-72.32248350651345,-57.95499169891734,-15.31940943488532,-20.954659761420686,-14.235318778605189,-43.17356278794468,-3.734754552590617,-99.96731939487776,-71.05667016028764
167,0.9267504379870718,-112.6132767641596,-138.19090479528458,-94.36373469386214,-72.58998282574399,-58.3103990321592,-15.433690285981092,-20.696578958090747,-13.480318084433748,-43.22468502898342,-3.807395534792569,-99.68019419055517,-70.70484709003294
168,0.9287405941781335,-113.39994754586371,-138.54041027224687,-94.73229896869272,-73.30231575205879,-58.261483886638764,-15.348441292398205,-23.104557916915315,-15.784124908938468,-46.08834769103863,-3.965480994021206,-102.99163136392829,-71.0929432417868
169,0.9285820873250366,-112.15090256428074,-137.80055948861389,-95.0149766801933,-73.65971429744171,-58.16099579329416,-16.82163636078034,-17.56997458381705,-11.192361607839556,-42.129743320786716,-3.7125108721452973,-100.62289633212909,-69.93187773555256
170,0.9298584492801738,-113.55232524093977,-138.7007462986732,-96.06187318547916,-73.83144149155342,-58.22439501643013,-17.085431189603256,-17.113470740372975,-11.41466609639546,-41.70533198288555,-3.7692093145576466,-99.34356322285765,-70.63838715384232
171,0.934688568230632,-111.31748104711643,-137.70144592220396,-95.26911876239936,-74.01540255092516,-57.98937836605877,-16.067602323202617,-12.709360162025554,-6.768183364857917,-37.206226041542735,-3.691502755637331,-96.58313208290738,-69.165340070275
172,0.9378692873507778,-108.73176043124312,-136.41003977870378,-94.19856490525136,-74.12276117477656,-58.10979714830405,-15.266908172068057,-9.328011253441286,-2.3868011884785485,-33.79621233220862,-3.494691934907532,-95.7437708770514,-67.55883304612009
173,0.9332868574199806,-111.08422669030578,-137.94147423152012,-94.65499810234377,-74.0778724714585,-58.77361758531101,-15.879439458831705,-10.386834864346072,-3.9025406185138514,-34.70569632978869,-3.5524257931953085,-97.04362260441188,-68.81979743343828
174,0.9334315966791,-114.10438002925977,-139.62676246997972,-95.47935386503916,-74.31066219316425,-59.731983504229625,-15.829676136153871,-15.72353742335332,-8.829449869613368,-40.48627551419615,-3.8558788715078296,-99.20797699645176,-70.71666229944198
175,0.9323877928296511,-114.45643790043106,-139.78171660515918,-95.65383994314097,-74.70153273135121,-60.20300434210095,-15.726915508804497,-15.951163229984259,-8.789012815210697,-41.065344889130195,-3.9913655040864895,-97.64639905500911,-70.71922817947089
176,0.9271445710857829,-118.27734638563558,-141.35955143114322,-96.97620422182239,-75.29527617250983,-60.67394780141851,-15.796119541955102,-21.752422412680094,-15.07256918846756,-47.27011157911542,-4.269282673533692,-98.77565064991467,-72.85076502499956
177,0.936369363693637,-113.76001813096973,-139.9376159912824,-95.85439264816435,-75.06124710215364,-61.153529920776094,-14.044523897158065,-10.980159120821968,-3.840850349757947,-36.404597686740644,-3.832758821766508,-93.53840244048996,-70.49558824094746
178,0.9342698995246976,-115.06298460609095,-140.47263893858093,-96.40455980498851,-75.53327809885087,-61.351753743009816,-14.56048054818935,-13.63143318394042,-6.121375003778197,-39.08304225671502,-4.0019554393682455,-94.48664578674868,-70.96669151627236
179,0.9329303484098296,-114.66850774733787,-140.26405905662727,-96.16925943544196,-75.68494607309438,-61.634100235449765,-15.239816010559998,-14.13592466525339,-6.486109474864934,-39.72941787929423,-4.104917998143438,-94.40009177611624,-70.72857340317206
180,0.9256666170117682,-119.47512760132251,-142.41989497372612,-98.03487247377875,-76.56448162658913,-61.754422604480396,-15.611610650825055,-21.475319142722213,-13.24029631381821,-47.36148488983208,-4.387939142193473,-97.71106698237259,-73.02304292017278
181,0.9235503241418457,-119.31992292728971,-142.51800413531333,-98.13797359392986,-76.91984714218103,-61.63213826396398,-15.937725797176347,-23.55073453039292,-15.314402295247177,-49.447178624667444,-4.539235253253693,-100.52628021153792,-72.83580671808046
182,0.9290416527621879,-118.16202194843915,-142.29159757210567,-98.18488442966114,-77.1020379536314,-61.880392633710144,-15.381935436761381,-17.670142172714666,-10.433717219663892,-43.67241070529293,-4.27619286553011,-98.08353187585426,-72.02832958641416
183,0.9378848243390077,-115.71419299035739,-141.06292619660985,-97.36155324513368,-77.0018252669952,-62.33902591114487,-13.762115354287968,-13.561643004115792,-5.711311190906017,-39.64097895130169,-4.272499367090943,-96.47727874149082,-70.7921001227357
184,0.9263548493281862,-118.81218139375176,-142.92009223082715,-98.29994720857387,-77.6863525338448,-62.73174589654208,-14.842438167891448,-21.472047866266927,-12.682326065471907,-46.65594191316374,-4.558189223531966,-101.53864160792612,-72.39216742206958
185,0.9358599713740459,-116.23694486034515,-141.80601024430118,-97.35763781086351,-77.89129450125436,-62.484624934249226,-15.082634146712547,-16.26237413477495,-5.951306195580516,-41.60676664052329,-4.299451738078324,-99.17354186822409,-70.79401978918857
186,0.9241153857795805,-119.14795004803658,-143.71258192162153,-98.54447402661633,-78.50281413986502,-63.167911322380384,-13.640367252729554,-19.406085162916725,-9.504150162579863,-44.46451250204696,-4.4800693546299035,-99.689223624056,-72.40299627185084
187,0.9369927253051163,-117.7699933612006,-143.58277506573603,-98.0791290789671,-78.83310601817936,-63.048288038531425,-13.622003255999864,-15.30018287493758,-5.206538316659662,-40.00099896031708,-4.380548047966913,-95.58494273732569,-71.52759190866755
188,0.9277625927372121,-120.09287751202311,-143.73402616769047,-98.52024792581439,-79.25716747667448,-63.20200062494164,-15.488924636551555,-21.16319043176911,-11.414047729894634,-46.83966089246746,-4.634351895741768,-101.87995554589976,-72.55873035675654
189,0.9293861374156658,-118.98345193602674,-143.1020102680308,-98.60393300854784,-79.23381111589829,-63.30501500942086,-15.5432057410731,-18.565535879308854,-8.392687712296327,-43.99663726003856,-4.563642617446266,-100.18941626766807,-71.66499899327138
190,0.9375642809607356,-116.80666346535646,-142.01841153394417,-98.04145415333885,-79.41269039166227,-63.12995710267082,-14.74338852710672,-14.709506683529824,-4.612312142801629,-39.97171768732188,-4.399597394012612,-98.56980554738627,-70.11267424142267
191,0.9326445160707293,-118.59652987417067,-142.84776252496215,-98.76495706696022,-79.71641358185052,-63.395412693049266,-14.835307530639941,-17.981810785719126,-9.098867408516798,-43.82144892040166,-4.549684262500583,-99.63567246837181,-71.07858226713266
192,0.928978214361045,-120.2360656287585,-143.7306058017699,-99.47192854788457,-80.00672069232779,-63.82731168752516,-15.536366893203379,-20.16874040605943,-11.519026715974205,-46.09468018814126,-4.519063610533824,-100.58165553748532,-71.97720291557746
193,0.9291725739796688,-121.18057765430513,-144.4446596833777,-99.63813327648519,-80.22891609792619,-63.81882671085293,-16.177436266128247,-21.403681123941794,-11.982465585732301,-47.292084717691026,-4.587982296945257,-101.34067899341804,-72.39433803196714
194,0.9347813061713601,-118.23816667354367,-143.0066803115206,-98.98883167178865,-80.58372325143911,-63.3265726814519,-16.13238575985954,-15.445356788094124,-6.10708700470677,-41.26047887660683,-4.32924831679614,-97.16104215914307,-70.34130402526587
195,0.9347260826683403,-119.37936163600281,-143.94902289773376,-99.23949060681215,-80.59191495030724,-63.73535140333075,-15.902543728424956,-17.04038507492662,-7.519742647167345,-42.70146711701113,-4.4546241748726345,-97.43643985244478,-70.97004660374043
196,0.9329434579722441,-117.93925359024679,-142.77153516689472,-98.67844525068172,-80.90413308285967,-63.41063507264565,-16.068055075169674,-16.517295669156162,-7.004729667338159,-42.262804411752064,-4.547883564538464,-100.45245257425829,-69.7420207019957
197,0.93242667640258,-117.22772335583488,-142.4917765544329,-98.54300748018606,-81.09773511817731,-63.37680469016021,-15.929350999015588,-14.743533862873921,-5.10153868607778,-40.593099472866086,-4.491145452074973,-100.5084471357196,-69.34216435548333
198,0.9267486968117348,-119.03593935684121,-143.3337712870924,-99.02122345085283,-81.22090658159554,-63.44276013843296,-16.403072063234816,-20.209532391047194,-9.399558937197407,-45.66943158495772,-4.843254170862384,-105.10399915424928,-70.19782836807723
199,0.9261649397079319,-120.22991705649439,-143.69300780806844,-99.74760975143758,-81.29410166990884,-63.58446730288557,-16.477590170153725,-21.493073572708433,-10.813432079841256,-47.048676176112615,-4.892975188486966,-106.86394339058424,-70.76479694775328
