episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,starvation_variance,work_ratio,imbalance_hotspot_distance,starvation_count,congestion_count,imbalance_asymmetry,hotspot_imbalance_mass,time_of_day_fraction,day_of_week_fraction,hours_until_peak_fraction,multi_horizon_starvation_risk,multi_horizon_congestion_risk,temporal_demand_gradient,future_net_pressure
67,0.9391192868429683,-43.236001517416575,-22.412173183061423,-14.816993133733845,-20.80592467427807,-13.547179501747918,-60.88207040283712,-56.86612501290804,-24.73986156100093,-12.601067851535591,-62.985892582484766,-2.2635142607583223,-19.467036974574057,-12.182023413023368,-10.285635315687939,-9.052709504279663,-26.580585061529774,-0.0025626791582559847,-14.583699060037913,-25.059911421998287,-18.176090095417962,0.0,-10.285635315687943
68,0.9371721435031655,-43.31522590929756,-22.462894822825735,-14.847660463572762,-20.853652437139512,-13.575041580995586,-60.902689356993925,-56.873871264016984,-24.79227050278491,-12.628385632740706,-63.037669280869224,-2.275296906815194,-19.51645521600644,-12.209877272642446,-10.304385204358978,-9.049856012182435,-26.661541697302056,0.0,-14.599657163988532,-25.10840411653703,-18.206821792760163,0.0,-10.304385204358981
69,0.9388402788076524,-43.34422954483612,-22.49095126399447,-14.864824835538311,-20.881671327087037,-13.591362954319587,-60.812327487047426,-56.768461110166406,-24.815404600912903,-12.642473993591492,-62.97710723195227,-2.2619459964459194,-19.550153549610034,-12.229249882872672,-10.29760366163546,-9.027164320828735,-26.692064772915913,0.0,-14.52980730785009,-25.126184864061624,-18.218044680774202,0.0,-10.297603661635463
70,0.9418629259001723,-43.40118542567159,-22.53008281724561,-14.88945180732313,-20.919656675787408,-13.613978485818699,-60.78942564038006,-56.729160448221045,-24.854013812823474,-12.663137881421182,-62.98666043824271,-2.2584164161022073,-19.592320169699565,-12.252216465885628,-10.304069348499866,-9.017998455811263,-26.750345977790417,0.0,-14.49252050852966,-25.1605825948388,-18.240602830832543,0.0,-10.304069348499869
71,0.9357911554577518,-43.456247013256466,-22.569767292207274,-14.912861586042828,-20.957833157272344,-13.6354974767473,-60.76416838103519,-56.68679795493686,-24.89191430356651,-12.683823015604085,-62.98819966327839,-2.259137932415274,-19.63400493390739,-12.27453914484412,-10.31299470738333,-9.00761519737621,-26.808434228788343,0.0,-14.473096997141447,-25.194713604723844,-18.261533408532472,0.0,-10.312994707383334
72,0.9361072528534332,-43.496487267769744,-22.602404512689034,-14.931564097085065,-20.989673005663757,-13.652898420675756,-60.709712271733736,-56.6151499136287,-24.92133708637925,-12.700934990498455,-62.96523632263892,-2.243662160378207,-19.670791874600347,-12.29367070228355,-10.314781105767162,-8.993863903696342,-26.84454711378284,0.0,-14.433483047534278,-25.219564097447787,-18.276923170321833,0.0,-10.314781105767166
73,0.9451942616238512,-43.56100046535295,-22.64614470997918,-14.956402207846725,-21.031640996231328,-13.675581113421472,-60.71147601996693,-56.591281505850056,-24.964832796563698,-12.72485671446617,-62.993028811261915,-2.2438009130829104,-19.716409331031688,-12.3159017230324,-10.32953719076578,-8.989251919675766,-26.92304854291995,-3.688153118815893e-05,-14.453969536116773,-25.259372729677825,-18.301627735675048,0.0,-10.329537190765784
74,0.9427931960608773,-43.5999090850428,-22.678222520907898,-14.974129080752528,-21.063079350959523,-13.692005292373626,-60.65318382995217,-56.51711160189157,-24.99392076098147,-12.74151999565807,-62.964450345339195,-2.229789558367064,-19.753211387916508,-12.333888562999194,-10.334793300337097,-8.974418930773023,-26.964843387775442,0.0,-14.42699919469419,-25.284336670724475,-18.3155724143183,0.0,-10.3347933003371
75,0.9413114358169303,-43.65432158666017,-22.716488500675972,-14.997968623690776,-21.099925524813635,-13.713945518004188,-60.624095378899035,-56.47889165334405,-25.030991296349704,-12.761867232681025,-62.96488842741013,-2.2246183840913734,-19.794718967630676,-12.355980783200197,-10.341482111069611,-8.964528240683507,-27.004399446175825,0.0,-14.39549829181575,-25.317570117636176,-18.33675146902393,0.0,-10.341482111069615
76,0.9400871787163686,-43.67971228468351,-22.744527504417068,-15.013767840528327,-21.1279915947206,-13.729015426244063,-60.54303679098705,-56.385435505866205,-25.051889373596754,-12.776298404416382,-62.90194438652968,-2.2052187265901773,-19.83090874285817,-12.375013841518934,-10.339731573441625,-8.942908557747069,-27.00239144730467,0.0,-14.307233266853038,-25.334207425021145,-18.34550485966224,0.0,-10.339731573441629
77,0.9452328360918636,-43.69060939567072,-22.763203690906437,-15.024158256818161,-21.147264406907254,-13.73895653654526,-60.43490578331946,-56.265397644365116,-25.06414509396686,-12.785248349139419,-62.819958330459094,-2.183660426602681,-19.85763953824659,-12.388404022907187,-10.331910291757342,-8.918515449141093,-26.994799700631628,0.0,-14.21234000186826,-25.341921469583085,-18.34868792608744,0.0,-10.331910291757346
78,0.945192220441003,-43.70879592854724,-22.78531732024544,-15.035864975076658,-21.169277094368287,-13.750105343502012,-60.348981574387885,-56.16450240913602,-25.08119962869652,-12.796169232975814,-62.75622553843471,-2.1643031250849334,-19.886513153735738,-12.40367534445538,-10.331020116408824,-8.898638836965901,-27.001369571779417,0.0,-14.146475450042232,-25.35481626693761,-18.353979661609372,0.0,-10.331020116408828
79,0.939112855274111,-43.7461391124362,-22.814979245371333,-15.05228773522635,-21.197851794376056,-13.765296497654617,-60.30712130599142,-56.10917732985922,-25.108253152232137,-12.811714416307689,-62.73884814297479,-2.1610474465804614,-19.919637624405123,-12.420053297706911,-10.338160090811273,-8.88670908716927,-27.030326831323926,0.0,-14.122749807012616,-25.378726756023777,-18.367412356412295,0.0,-10.338160090811277
80,0.9424678047319557,-43.77369191186062,-22.840999967334433,-15.067541411537682,-21.223536123835704,-13.779737136407617,-60.24860635909673,-56.04335809548537,-25.129846252498787,-12.824980385558732,-62.69805481845952,-2.1452809423197987,-19.951745511174465,-12.437216996686065,-10.339984118169149,-8.870260807272459,-27.03990587624526,0.0,-14.065243781883115,-25.396676490930133,-18.377015420930363,0.0,-10.339984118169152
81,0.9343149730352057,-43.820920510850904,-22.874999688273903,-15.089100280311774,-21.256141787112757,-13.799764264704706,-60.23276181741377,-56.01879189418009,-25.161621685736886,-12.843617448494072,-62.70159952737086,-2.1468298980444094,-19.989922790715923,-12.458694322567885,-10.344431930798349,-8.862355937380498,-27.081458967479534,0.0,-14.030958489114198,-25.425132097056544,-18.395788413794314,0.0,-10.344431930798352
82,0.942095979563287,-43.86538464918563,-22.907859514838165,-15.107761828701882,-21.287785103168904,-13.816829619304567,-60.220559450815735,-55.991976397265525,-25.19225541610563,-12.861404368481628,-62.70859092782298,-2.148108432370883,-20.025925198902733,-12.475588401471597,-10.353866882499059,-8.855275376115953,-27.13448876818008,0.0,-14.033203386750833,-25.452816695801978,-18.412567953383682,0.0,-10.353866882499062
83,0.9432551097653293,-43.89122466123165,-22.93106543373317,-15.120302282591618,-21.310408872637364,-13.828618647690329,-60.170384398198316,-55.9329288193289,-25.21288574209523,-12.873532530002775,-62.68689135060606,-2.1345611978776526,-20.053214528157508,-12.488977461527737,-10.357386114348753,-8.843842725517257,-27.164350454401742,0.0,-14.007870407590172,-25.469495798848428,-18.42172886238324,0.0,-10.357386114348756
84,0.9395279798129731,-43.91243852511418,-22.95344343595245,-15.132559399421735,-21.332663661449086,-13.840176349024198,-60.10294834947199,-55.85341367243878,-25.23025422919717,-12.884896754101053,-62.63833871434268,-2.113314564154623,-20.081219325220736,-12.502831739637339,-10.355888399664218,-8.826752383582152,-27.170184783773234,0.0,-13.95154687227761,-25.483333820028296,-18.42910470508591,0.0,-10.355888399664222
85,0.9332692654213466,-43.9504196203727,-22.982865025753657,-15.149146118801012,-21.36115698661424,-13.85557018901322,-60.07918747780858,-55.816054871221354,-25.25736764265974,-12.900840883017734,-62.63073856902562,-2.101134676864306,-20.115385599924874,-12.519290450829164,-10.361828484065386,-8.817297750945704,-27.19061088203666,0.0,-13.920206647464076,-25.5070174854824,-18.443402134890448,0.0,-10.36182848406539
86,0.9415890639923591,-43.98654554097252,-23.01003421322198,-15.163336135781412,-21.387282176126327,-13.868499249102074,-60.06032905153023,-55.77654409659507,-25.283206021609423,-12.915529750889107,-62.63439478411039,-2.0999957959448015,-20.144564726945074,-12.532165440042155,-10.371805926593176,-8.810392000626415,-27.227528961348344,0.0,-13.90553222961157,-25.530131529509337,-18.456414011463313,0.0,-10.37180592659318
87,0.9371726181567841,-44.02438885566293,-23.03837214803898,-15.179204064757966,-21.414660313864438,-13.88318222850352,-60.0462460492482,-55.752806710807214,-25.30970523358958,-12.931201298203352,-62.64025924086397,-2.100422510539058,-20.175706819867493,-12.547419742031064,-10.379292570280192,-8.805753984234888,-27.27010190029567,0.0,-13.909012052558904,-25.553666390674802,-18.470722464988167,0.0,-10.379292570280196
88,0.9365175515643457,-44.04822924672923,-23.0605770058246,-15.191321782397813,-21.436479084118158,-13.89455507343451,-59.99712435873449,-55.694044539942595,-25.328532199972916,-12.942950976451984,-62.61216840615175,-2.0859529419592007,-20.20319903944936,-12.5604897455238,-10.383283406065992,-8.79315803802101,-27.286525623874045,0.0,-13.876773104717525,-25.569448080397226,-18.478781166331903,0.0,-10.383283406065996
89,0.9459890954001867,-44.09691815289603,-23.092467592017393,-15.20986696445677,-21.466743680647237,-13.91135510367646,-60.00425759017956,-55.68820121868125,-25.360611585785772,-12.960649873716855,-62.642641795279296,-2.091781971439621,-20.236077674092684,-12.576184021561499,-10.395527878139116,-8.790602800056604,-27.339260147053828,0.0,-13.888381944243555,-25.59942751690007,-18.497490635995874,0.0,-10.39552787813912
90,0.9447845287041267,-44.1136833140616,-23.112256367093394,-15.219565970297378,-21.486493581998342,-13.920527865534735,-59.9417163153528,-55.61691681486361,-25.375402953144484,-12.971070696415916,-62.59829629669835,-2.077277593924326,-20.262020202164887,-12.587095357283246,-10.39583089781215,-8.775237992689831,-27.349452524430472,0.0,-13.85274253267709,-25.610905257224612,-18.502778056836863,0.0,-10.395830897812154
91,0.9360166676731687,-44.15397788684514,-23.1403383709629,-15.23539526620181,-21.513373660677694,-13.934956623089452,-59.94378257489108,-55.609318369727646,-25.402940978480068,-12.98650496344356,-62.617679290380465,-2.0725063013050358,-20.29245244177519,-12.601321172176313,-10.403330124945066,-8.772218360006361,-27.40021075951598,0.0,-13.862726059615749,-25.635449293694336,-18.518528593150705,0.0,-10.40333012494507
92,0.9380704829837393,-44.18010745531346,-23.163276968323324,-15.248324067072557,-21.535774583346747,-13.946894192824828,-59.90521344049909,-55.557137380144,-25.42196291770643,-12.998685458318707,-62.59369758550879,-2.0665201106874695,-20.319706338350382,-12.614026114384083,-10.40553032105003,-8.759629386827031,-27.41971915758687,-2.287148259883441e-05,-13.836273164090846,-25.652001923579917,-18.528105531733512,0.0,-10.405530321050033
93,0.9410155427952981,-44.20553983904926,-23.184735529803348,-15.258739769092957,-21.556627436361506,-13.956300829824883,-59.87507228110384,-55.510346635187396,-25.440802960745984,-13.010067537381644,-62.58091686858814,-2.060983971671917,-20.344109946475555,-12.62312955283997,-10.411849417756768,-8.751076421661615,-27.440852774435328,0.0,-13.808784154829473,-25.668632236508913,-18.536907602540325,0.0,-10.411849417756772
94,0.9387376989430203,-44.22498868290405,-23.203615155100007,-15.268693695192834,-21.575161499274795,-13.96559856618769,-59.82872880916794,-55.45386464868201,-25.456161334242346,-13.019940992642132,-62.551641305736354,-2.047223799970674,-20.36726401470412,-12.633094844329891,-10.414365672532497,-8.739421002839206,-27.45073873137673,0.0,-13.77863169249004,-25.681569219468013,-18.543419463436027,0.0,-10.414365672532501
95,0.9426788257036386,-44.26791783625469,-23.232049447304043,-15.284446647530743,-21.602053754303125,-13.97992378330218,-59.84483878157505,-55.452975326945506,-25.484897700270224,-13.035826488389121,-62.58446401636303,-2.0502793893881806,-20.396211573434716,-12.646422079172828,-10.426364056937363,-8.73956629104334,-27.50162140731826,0.0,-13.813949787813732,-25.708054972706506,-18.559862863548126,0.0,-10.426364056937366
96,0.9395195195195195,-44.30288207260072,-23.256589768418046,-15.296692113859756,-21.62539455382514,-13.990943674018844,-59.84638112652118,-55.440116223455135,-25.50891282191926,-13.049302001368384,-62.60465836198516,-2.0540073371578917,-20.42204111316905,-12.656558897413584,-10.435759329510464,-8.737175675743314,-27.556248253397897,0.0,-13.835479313184686,-25.729853505493132,-18.573028567107354,0.0,-10.435759329510468
97,0.9402998500749625,-44.30967645347601,-23.26984538953808,-15.303720174447788,-21.639077184960207,-13.997864504975874,-59.77601755175918,-55.361804656305424,-25.51675186637124,-13.056075140736274,-62.549822385853176,-2.037404124661663,-20.4418583387472,-12.666403186191804,-10.431649087686969,-8.721881778923684,-27.549546950955097,0.0,-13.774792675894439,-25.734862985941003,-18.574813467534756,0.0,-10.431649087686973
98,0.9457120377655389,-44.34373263326806,-23.293054432441377,-15.316601000305804,-21.6609450416394,-14.009572360436158,-59.77822412456487,-55.352311235075625,-25.54000092476218,-13.068908993276494,-62.57104224332174,-2.0393463535529412,-20.46607542281755,-12.67747560806359,-10.441391241800781,-8.720219417172983,-27.594000627316564,0.0,-13.79074897863152,-25.75607706324461,-18.58765557002319,0.0,-10.441391241800785
99,0.9416811170940951,-44.358691710362706,-23.309186736968556,-15.32400966189569,-21.677008369287847,-14.01642756665405,-59.73346717117744,-55.29146679661309,-25.552425393176605,-13.077494293881143,-62.54187312291103,-2.0298133183307985,-20.486367427489974,-12.684424999035159,-10.441794446106657,-8.709383982937924,-27.601529246080776,0.0,-13.761329059921101,-25.765938404359808,-18.592753306002688,0.0,-10.44179444610666
