episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
290,0.9212973118914631,-5.475955642469877,-1.5167162897888158,-0.6848253098168902,-0.26266965557790545,-0.15988859318251963,-0.04974896419944872,0.001028,0.01,0.0,0.97,100,10,1,11
291,0.9210464135021097,-5.479641102334467,-1.5185852972091618,-0.6856977478742158,-0.26297638166793963,-0.16009921489031104,-0.04980261128094559,0.001025,0.01,0.0,0.97,100,10,1,11
292,0.924649581853977,-5.483127104562893,-1.5203683847499803,-0.6865109094245132,-0.26329620162999967,-0.16029757354339855,-0.0498621803907064,0.001022,0.01,0.0,0.97,100,10,1,11
293,0.9241820697011617,-5.486663145493873,-1.5221523492672582,-0.6873173631770408,-0.2636009740450137,-0.16048849744567473,-0.04992332776859793,0.001018,0.01,0.0,0.97,100,10,1,11
294,0.9240450728971331,-5.490138960980385,-1.5239009684154812,-0.6880969061273485,-0.263914282054246,-0.16065928091113973,-0.049982982374033175,0.001015,0.01,0.0,0.97,100,10,1,11
295,0.9213761699974703,-5.4937558600489975,-1.5257853836607274,-0.6889686245985805,-0.26422830232243305,-0.16087413302913273,-0.0500420403128074,0.001012,0.01,0.0,0.97,100,10,1,11
296,0.9274752641852325,-5.4970248736828955,-1.5274125648683279,-0.6897211509359383,-0.2644831063427002,-0.16104582748324026,-0.050085920812128405,0.001009,0.01,0.0,0.97,100,10,1,11
297,0.9226222281592306,-5.500588531523399,-1.5292217827675416,-0.6905682769760604,-0.26477905106386107,-0.16124102700004928,-0.050137346749377976,0.001006,0.01,0.0,0.97,100,10,1,11
298,0.9189471204012252,-5.50433465494677,-1.5311460306996707,-0.6914445791427474,-0.2651179174606176,-0.16143643519211767,-0.050215325179522194,0.001003,0.01,0.0,0.97,100,10,1,11
299,0.9197367095409208,-5.508038819068338,-1.5330423179844948,-0.6923196659008575,-0.26542710299983946,-0.16164566057719515,-0.05027487604106398,0.001,0.01,0.0,0.97,100,10,1,11
