episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,repaired_idle_away_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
109,0.9352707393557258,-3.9413488108762005,-0.7241526085689979,-0.309979210375679,-0.13661973522112777,-0.15149394156208137,-0.03115621941159429,-0.22476788908387385,-0.16490469742074154,-0.007010941744734503,0.002336,0.01,0.0,0.97,100,13,1,14
110,0.9383016888347379,-3.9476628263229445,-0.7273660083090496,-0.31136849453160553,-0.13720683654618382,-0.1521828441927761,-0.03128697992375553,-0.22577007199818722,-0.16559258950893785,-0.007030532220977321,0.00232,0.01,0.0,0.97,100,14,1,15
111,0.934352777447769,-3.9537176007823476,-0.7303152681016872,-0.3126922264635356,-0.13771246050195207,-0.1527956246678842,-0.031397526826010276,-0.22677479681463167,-0.16636372547646666,-0.007077569571543723,0.002304,0.01,0.0,0.97,100,14,1,15
112,0.9395168788140034,-3.959004502279054,-0.7329283851706254,-0.31388925568108433,-0.13823991454259893,-0.15341845403744483,-0.0315517873937387,-0.2277097766698937,-0.1670943279906152,-0.007087760360560376,0.002288,0.01,0.0,0.97,100,14,1,15
113,0.9365450603479182,-3.9634243366220203,-0.7353737315595248,-0.31515531905655125,-0.13864648390856488,-0.15413038241167487,-0.03167067768093509,-0.2286529283413504,-0.16781992845254945,-0.007109565533169338,0.002272,0.01,0.0,0.97,100,14,1,15
114,0.9344831635991477,-3.9696527419583467,-0.7384686445622881,-0.31652625073923973,-0.13919908052289667,-0.15482319915173268,-0.031795346681826354,-0.22964645877515225,-0.1685999756692415,-0.00713152559518622,0.002257,0.01,0.0,0.97,100,14,1,15
115,0.9401862524718171,-3.975162419397057,-0.7412920920422073,-0.3178001331620707,-0.13970349804870627,-0.15544147448209672,-0.03191466437156368,-0.23053554083509192,-0.16923974478315387,-0.007191445305747111,0.002241,0.01,0.0,0.97,100,14,1,15
116,0.9386094548913689,-3.9814725342952912,-0.744426845255874,-0.3191184515502201,-0.1402957162765563,-0.15609485688458838,-0.032024504583301645,-0.2314822421017572,-0.16994602392432295,-0.007226007725686783,0.002226,0.01,0.0,0.97,100,13,1,14
117,0.9391140841320553,-3.9878605866386234,-0.7476640771961532,-0.3204756263684167,-0.14091341418288292,-0.15675217760657625,-0.03215971370895799,-0.23243686736529912,-0.17066570537045364,-0.007255927678652383,0.002212,0.01,0.0,0.97,100,13,1,14
118,0.9357097283320461,-3.9945705799466555,-0.751074519991479,-0.32192525301768915,-0.14153042558039874,-0.15746400679322017,-0.032282303186932086,-0.23344271045469983,-0.17135129568710739,-0.0072958661546153126,0.002197,0.01,0.0,0.97,100,14,0,14
119,0.9331639730583458,-3.994266304669236,-0.7511790246333588,-0.32269936599161425,-0.14146249545515674,-0.1579990412550339,-0.03233291036953027,-0.23440316022456048,-0.17202088336710497,-0.007332792036297271,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.9416245784183768,-4.000149920518607,-0.7540848792878853,-0.32388851418577225,-0.14200715539400688,-0.15854652594084429,-0.032432035361934425,-0.23525888448951096,-0.1726636421572891,-0.007349902878115497,0.002168,0.01,0.0,0.97,100,13,1,14
121,0.9398946642211715,-4.004031886663341,-0.7560653875496427,-0.3248943389677658,-0.14230318532520878,-0.15902049832223242,-0.03245667323015602,-0.23611571777680995,-0.17319834660828912,-0.007393522359968322,0.002154,0.01,0.0,0.97,100,14,1,15
122,0.9360789940079332,-4.010476335362099,-0.7593015425625919,-0.3262474095210792,-0.14292212456123674,-0.15965813369519016,-0.03258829053937261,-0.23705887294693478,-0.17388748309817975,-0.0074212588107897635,0.00214,0.01,0.0,0.97,100,14,0,14
123,0.9374007256432978,-4.016577304183822,-0.7624045415814341,-0.3275238385818115,-0.14353076582116797,-0.16025822272894596,-0.03273056826140903,-0.23796669271751725,-0.1745917493325106,-0.007427997771362979,0.002127,0.01,0.0,0.97,100,14,1,15
124,0.9371061765003201,-4.021504508571644,-0.7647675779124371,-0.32864419888614704,-0.14391208081317375,-0.16078874953429137,-0.03283245403861297,-0.23893837439732454,-0.17528114477477455,-0.007460583897388678,0.002113,0.01,0.0,0.97,100,14,1,15
125,0.9413052331500713,-4.027046645195999,-0.7675173786327752,-0.32980843485030853,-0.14445767960603972,-0.1613669604023455,-0.03297199908437029,-0.23975967825063277,-0.17590280238932682,-0.007474302640431112,0.0021,0.01,0.0,0.97,100,14,1,15
126,0.9348634505039627,-4.032465917340256,-0.7701397959632353,-0.33101460268926336,-0.14494364031052,-0.1619494614856508,-0.033095393916091544,-0.24064684382933668,-0.17657393178469905,-0.007523422573663412,0.002087,0.01,0.0,0.97,100,14,1,15
127,0.938106407033056,-4.036791944297108,-0.7723601488326309,-0.3320950206578001,-0.14535707554027616,-0.162511825571671,-0.03320031602845453,-0.24147180432590515,-0.17717977588832517,-0.00753626738741087,0.002074,0.01,0.0,0.97,100,14,1,15
128,0.938165171336441,-4.042575703873343,-0.7752506922112491,-0.3333649374199705,-0.1458702456649122,-0.16312928265870252,-0.03329646755090049,-0.2424194301891705,-0.17785010357574532,-0.007592353149331791,0.002061,0.01,0.0,0.97,100,14,1,15
129,0.9403853266534414,-4.047997307445777,-0.7779690111291399,-0.3345236362102381,-0.1463907026672669,-0.16369258552943933,-0.03340455181510702,-0.24329376387844515,-0.17850578477297693,-0.007627971228859464,0.002048,0.01,0.0,0.97,100,14,1,15
130,0.9361036265961542,-4.053130632285964,-0.7806652476337259,-0.33575964570020206,-0.1469342085168818,-0.1643797728050852,-0.03356353824909423,-0.2442482666145871,-0.1792692068136118,-0.007657064124618489,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.9396922247130408,-4.058408285784517,-0.7832558272791839,-0.3368717014089637,-0.14744317799817563,-0.16491223943181835,-0.033699957185543465,-0.24510254581683794,-0.17989030732533975,-0.007676202094924012,0.002023,0.01,0.0,0.97,100,14,1,15
132,0.9411626423078214,-4.06380508082357,-0.7860021761850032,-0.33803570332513894,-0.14794724328386694,-0.16545736963196894,-0.033808871488813515,-0.24593146847588557,-0.18047273351549792,-0.007699441444330341,0.002011,0.01,0.0,0.97,100,14,1,15
133,0.9414911570136357,-4.0690294089553865,-0.7886280756462287,-0.339135445987698,-0.1484604612324563,-0.16597532758260844,-0.03392906226943378,-0.24672128578713268,-0.1810537410980189,-0.007730312184993677,0.001999,0.01,0.0,0.97,100,14,1,15
134,0.9400268511122818,-4.074473742360811,-0.7913527883791224,-0.3402413077204186,-0.14898063279968418,-0.16646903073589764,-0.03403896353632039,-0.2475045691098401,-0.18162859315205948,-0.0077486260960186164,0.001987,0.01,0.0,0.97,100,14,0,14
135,0.9393775828624441,-4.0796282874621035,-0.7938757837357779,-0.3413696931480525,-0.14941971556028594,-0.16701876256939036,-0.03412390345593517,-0.2483428676773601,-0.18222073734439725,-0.007765371749640421,0.001975,0.01,0.0,0.97,100,14,1,15
136,0.9369815629512711,-4.085442747304004,-0.7967795316203129,-0.34257969810053435,-0.14998327187025098,-0.1676018466401423,-0.034249015719385906,-0.24920160674055694,-0.18283775891255938,-0.007776252783556167,0.001963,0.01,0.0,0.97,100,14,0,14
137,0.9436206808900036,-4.089828033612786,-0.7989240368557327,-0.34349288214482177,-0.15036293652018431,-0.1680444112455936,-0.03433141855049164,-0.24987798186142965,-0.1833232573822537,-0.00780796375946758,0.001952,0.01,0.0,0.97,100,14,1,15
138,0.9388785454301481,-4.095363215676836,-0.8017294858614732,-0.34465045080524853,-0.15089536550082214,-0.16858386046209628,-0.03444467831417728,-0.25066560983394226,-0.1839224026954546,-0.007818769465677979,0.00194,0.01,0.0,0.97,100,13,1,14
139,0.9348411326774794,-4.101369913335292,-0.8047337013112861,-0.3459252945953138,-0.15141892678699032,-0.16918665934744884,-0.03455661889524035,-0.25158621836885897,-0.18454610410901326,-0.0078795722769768,0.001929,0.01,0.0,0.97,100,13,1,14
140,0.9395707544776498,-4.104969237752326,-0.8065627979214186,-0.3468035492929152,-0.15173032656075325,-0.16966967407767491,-0.03462807749115117,-0.2523034165775137,-0.1851063469426723,-0.007891268488258834,0.001918,0.01,0.0,0.97,100,14,1,15
141,0.9405348997694107,-4.109981410852837,-0.8091173355201716,-0.34789372800661816,-0.15224433753861685,-0.17021596482399728,-0.0347634463573474,-0.2531215746280941,-0.18569675685315148,-0.007901721172958197,0.001907,0.01,0.0,0.97,100,14,1,15
142,0.9362887393660755,-4.115185566575929,-0.8116567111482498,-0.3490196271646826,-0.15269073391044638,-0.17075627848447733,-0.03485063532005211,-0.2539584470936577,-0.18632867535370876,-0.007950669771050585,0.001896,0.01,0.0,0.97,100,14,1,15
143,0.9318231801187596,-4.121143272278717,-0.8146955655878313,-0.35034204365369065,-0.1532531969109911,-0.17144161382160517,-0.03497580817457317,-0.2549773850576932,-0.18703023820207842,-0.007978207232315102,0.001885,0.01,0.0,0.97,100,14,1,15
144,0.9394526642175862,-4.126393767986959,-0.81734728491526,-0.35143220852353835,-0.15379321560082124,-0.1719703246459088,-0.03510946849233009,-0.2557899801476874,-0.18763999474580095,-0.00799517502821375,0.001875,0.01,0.0,0.97,100,13,1,14
145,0.9349841034871398,-4.131932604703657,-0.8201405865986141,-0.3526522899242225,-0.15428381439882644,-0.17254883192635026,-0.03521932476031587,-0.25664662984823333,-0.18830338716147474,-0.008024430916966974,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.9385812711621717,-4.13717782251592,-0.8227699244370054,-0.353753742353664,-0.15475555775083752,-0.17307476313230657,-0.03531037071890179,-0.2574054194605811,-0.18887647334004973,-0.008045799075612559,0.001854,0.01,0.0,0.97,100,13,1,14
147,0.9372315600798133,-4.142450330243451,-0.8254156905488373,-0.3548637773048437,-0.15527492755698735,-0.17362100047446422,-0.035444711903075056,-0.25817291442172297,-0.1894840529027195,-0.008064327447945599,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9371800758464705,-4.147608228425665,-0.8280132750448149,-0.35590912158681365,-0.15581235358735404,-0.17411791843616997,-0.03558700519866494,-0.2588940308855553,-0.19008473971332265,-0.008122407934896197,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9446106777837547,-4.152191790715104,-0.8302693391795938,-0.35685712409796366,-0.15624500628047838,-0.17457921802569135,-0.03569615473857773,-0.2596107967612264,-0.19057940946726482,-0.008177832273469708,0.001823,0.01,0.0,0.97,100,13,1,14
150,0.9397860798884486,-4.156788159450151,-0.8326266383162363,-0.357857161036849,-0.15670061521729695,-0.17505052597683515,-0.03582350616306814,-0.26033444690405416,-0.19110713643467317,-0.008214056837272134,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9369367863173558,-4.161402972078076,-0.8349489116137673,-0.35892026979032743,-0.15713831510791176,-0.17559515303593282,-0.03592650018892019,-0.2611115693911516,-0.19169606959745214,-0.008239179623790963,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9359177876180131,-4.16682672934336,-0.8376565608858013,-0.3600513308083442,-0.15765534184526891,-0.1761536918387317,-0.03603230998028316,-0.26190701829491486,-0.19229548422884646,-0.008271019240432099,0.001794,0.01,0.0,0.97,100,13,1,14
153,0.9416672217411577,-4.171337785867095,-0.8398519161861004,-0.3610021505978976,-0.15803503954608497,-0.17660160778874573,-0.036104810013051686,-0.2626162112638051,-0.19283465960267218,-0.008284540709924624,0.001784,0.01,0.0,0.97,100,14,1,15
154,0.9399923344831609,-4.176305293182068,-0.8423571037660151,-0.3620328734657635,-0.1585508788805341,-0.17710398508136857,-0.0362259387231011,-0.2633416837147968,-0.1933858138121521,-0.008301750457057866,0.001774,0.01,0.0,0.97,100,13,1,14
155,0.9357773659872122,-4.181263505739453,-0.8449001577568013,-0.36313413035706993,-0.15903604744539973,-0.17766179560050974,-0.03633621834297909,-0.2641237643281116,-0.19397865100216546,-0.008318063760028974,0.001765,0.01,0.0,0.97,100,14,1,15
156,0.9363330843913368,-4.185651121598256,-0.8471195569504794,-0.36418202149815027,-0.15944451268668094,-0.1781756602549971,-0.03642981234893692,-0.26492084962419343,-0.1945249731620947,-0.00833805943251195,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9359400016853459,-4.190848926058635,-0.8497400951746519,-0.36525836058937017,-0.15997538408307135,-0.17868394599727502,-0.036566583141608905,-0.265666695170235,-0.19511396721104238,-0.008345217449955504,0.001746,0.01,0.0,0.97,100,13,1,14
158,0.9347990647131058,-4.195261165746998,-0.8519458108965522,-0.36630820432271427,-0.16038026342681572,-0.17922154418121353,-0.036660766235826654,-0.26643695880387397,-0.19568127272794694,-0.008360182479062724,0.001737,0.01,0.0,0.97,100,14,1,15
159,0.9341537939229333,-4.199485166559813,-0.8541718621935273,-0.3673761884153541,-0.16079243636822266,-0.17975936280946317,-0.036774218792579735,-0.2672886074368896,-0.19628970962512582,-0.008376659556364172,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.9411804384485666,-4.204078737402754,-0.856457812413425,-0.3683217102651096,-0.1612355309355787,-0.1801979612823547,-0.03685958088177853,-0.2679617407980771,-0.1967856701256377,-0.008420339532500494,0.001719,0.01,0.0,0.97,100,13,1,14
161,0.936029089929632,-4.206987362928126,-0.8578599272682834,-0.3691577441699718,-0.16138085050522927,-0.18063059941930756,-0.036930109994397206,-0.2686653292706212,-0.1972913228717134,-0.008432186340597569,0.001711,0.01,0.0,0.97,100,14,1,15
162,0.9405882154541468,-4.2115778588583765,-0.8601962689388911,-0.3701063120343528,-0.16183281429125196,-0.1810659445054483,-0.03703503087856321,-0.26930290022471176,-0.19775612259093853,-0.008447333849630609,0.001702,0.01,0.0,0.97,100,13,1,14
163,0.9331205889305373,-4.216899760925374,-0.8628529588592606,-0.3712363428959616,-0.16231090078700125,-0.1816034440675808,-0.03713022462605888,-0.27012075492788346,-0.19833624747131728,-0.008481976120859989,0.001693,0.01,0.0,0.97,100,13,1,14
164,0.9366451288075858,-4.221859017747041,-0.8653216795755809,-0.3722372854456486,-0.16277763738045306,-0.18207171960894164,-0.0372305690453796,-0.27080295198100884,-0.1988533578863667,-0.008517080939255137,0.001685,0.01,0.0,0.97,100,13,1,14
165,0.9354844136399576,-4.223893395417531,-0.8664166737118753,-0.37306732725857,-0.1629661606970093,-0.18258991113451217,-0.03731697664823142,-0.2715814439057185,-0.19940117994004483,-0.008578437856645004,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9409842141617669,-4.228021906184763,-0.8685391558433381,-0.3739819368019719,-0.16338152714751272,-0.18303757060783965,-0.03741938734114219,-0.2722244834423429,-0.19989723253716982,-0.008603681241042351,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9365924734964578,-4.232947560478308,-0.8710014842593198,-0.37498709110926326,-0.16385265849690683,-0.1835118305533287,-0.03751472382075143,-0.2729038944319274,-0.20044352190736017,-0.008642285651947228,0.001659,0.01,0.0,0.97,100,13,1,14
168,0.9353632116985986,-4.2373156525478395,-0.8731918638938737,-0.3759609613736253,-0.16423605786352433,-0.18398577010826458,-0.03758781869184803,-0.273598629385457,-0.20093670632893415,-0.008645097440470567,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.9320677648319271,-4.2425231965940275,-0.8758112417677233,-0.37707312710100377,-0.16471427409681627,-0.1845320023712047,-0.03770268510943562,-0.27443162500511525,-0.20151530827644945,-0.008665487802799207,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9380443355540267,-4.247181581742995,-0.8781747736497504,-0.37805800388217553,-0.165169676067796,-0.1849962506982008,-0.03781051633177531,-0.2751247047943684,-0.2020376111055265,-0.008688198997469504,0.001635,0.01,0.0,0.97,100,13,1,14
171,0.9398814996424558,-4.251448572294118,-0.8802829570752826,-0.37895604043988756,-0.1655638020334166,-0.1854307411364821,-0.03789555468029589,-0.2757724311755256,-0.20250974268360666,-0.008707405959099713,0.001627,0.01,0.0,0.97,100,14,1,15
172,0.9352505970573008,-4.255946143188833,-0.8825054217763074,-0.3799061993265524,-0.1659879158090371,-0.1858924458182836,-0.03798991327192321,-0.27650391122612916,-0.20304971910206687,-0.008726387129115111,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.933240841674099,-4.260986304142238,-0.8850775406299177,-0.3810138659687157,-0.16646610274682413,-0.186453714622945,-0.03808543323457287,-0.2773041121357338,-0.20362122656221815,-0.00873685235699846,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.9442753099086674,-4.264707596169198,-0.8869257688909779,-0.3818243771490408,-0.16681811767883792,-0.18683932473962975,-0.038178540486326525,-0.27789494588259983,-0.20405781767877912,-0.008770605256473727,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.9386736592793098,-4.269042466139143,-0.8890913985693579,-0.3827506962807157,-0.16722155294710578,-0.18727534846151597,-0.03826571793439299,-0.27856300549199553,-0.20452613831148622,-0.008788925575090275,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9434936981506723,-4.273066840700931,-0.8911274422253338,-0.38360174659034063,-0.16760273913015492,-0.18769786227748683,-0.038342772200567386,-0.27914615300426243,-0.20497006094486023,-0.008805371359799374,0.001588,0.01,0.0,0.97,100,13,1,14
177,0.9341245499399919,-4.277994154420746,-0.8936827830343989,-0.38469478236387067,-0.16807212399529206,-0.18823301857556357,-0.0384335374407293,-0.27989514327475723,-0.20551218588562759,-0.008833193172192841,0.00158,0.01,0.0,0.97,100,13,1,14
178,0.9384256441468858,-4.282407214748859,-0.8958949633951268,-0.38561608666009645,-0.16848790646466305,-0.1886779951434992,-0.03852421026461689,-0.28054727090352966,-0.20603880683969159,-0.008852173264205211,0.001573,0.01,0.0,0.97,100,13,1,14
179,0.9406301374506381,-4.286585605126404,-0.8980136877899649,-0.3864999855703951,-0.168889368051522,-0.18910853319342752,-0.03860503675151581,-0.28116612043989414,-0.20649523335905973,-0.008889481785058585,0.001565,0.01,0.0,0.97,100,13,1,14
180,0.9403070116637618,-4.290846398171174,-0.900165841784006,-0.3873918390863587,-0.16929490569412609,-0.1895411231694611,-0.03869059564686162,-0.2817829313771187,-0.20695850146475425,-0.008913340515212295,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.9373103977064373,-4.295385741050414,-0.9024359126263799,-0.3883483462350977,-0.169714263211765,-0.19000648065361572,-0.03879056684210752,-0.28246458839967414,-0.20746351069736263,-0.00894270381357815,0.001551,0.01,0.0,0.97,100,13,1,14
182,0.9355071128164743,-4.300002832069349,-0.9047562178967923,-0.3893412540143775,-0.1701579708769951,-0.1904899648393242,-0.03888948757595334,-0.28318137623331197,-0.20799825611101597,-0.008954761655648444,0.001544,0.01,0.0,0.97,100,13,1,14
183,0.9387958566383345,-4.304149954615529,-0.9068175203235879,-0.39020424250478397,-0.17055084680973026,-0.19089870501958908,-0.03897889581870913,-0.28377299494221286,-0.20846730751294312,-0.008959356305344026,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.930969990648644,-4.308941787042864,-0.9092021892953713,-0.3912158098306306,-0.17098336861140698,-0.19137551095544758,-0.039061210313714664,-0.28452524209829216,-0.20901432139319764,-0.008975367828843735,0.001529,0.01,0.0,0.97,100,14,1,15
185,0.9375810335247268,-4.309778132399565,-0.9098795413262344,-0.3919194852947878,-0.1711059483675679,-0.1918433060484671,-0.0391121507738589,-0.2851593289275956,-0.2094779892273529,-0.00902791307981524,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9354056990055988,-4.313731734001925,-0.9119629452095769,-0.3928631055896924,-0.17149488015771142,-0.19231820152054585,-0.03919980680179446,-0.2858548850771168,-0.20999164829691708,-0.009039102352221402,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9402828882962563,-4.317737236600348,-0.9139394573561941,-0.39369493801282546,-0.1718685865366804,-0.1927249855327346,-0.03928332766238677,-0.2864634557816356,-0.21044912153458853,-0.009064023467233211,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9361066072152412,-4.321966066143054,-0.916078536837663,-0.3946183326215657,-0.17226601467886934,-0.19318238835411258,-0.039380037763769506,-0.2871088881088998,-0.21094300575856792,-0.009068383746971432,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.9332282778159628,-4.326649368281914,-0.9184293310417847,-0.39561883629742456,-0.17272149538096127,-0.1936916785695655,-0.03947160990670906,-0.2878205063653518,-0.2114419572125739,-0.009090551496035286,0.001495,0.01,0.0,0.97,100,13,1,14
190,0.9382697431257226,-4.330881073743095,-0.9205839322631212,-0.39654382731600324,-0.17311040796978275,-0.19414048593672714,-0.039544912670361,-0.28849101007067474,-0.21190233203879677,-0.009100845678461325,0.001488,0.01,0.0,0.97,100,13,1,14
191,0.9366534799517232,-4.33508535711973,-0.9226430810590995,-0.39744519349620305,-0.17348171563811285,-0.19460447222164928,-0.03962930753690106,-0.2891526437722511,-0.21239073972306438,-0.009141261591713648,0.001482,0.01,0.0,0.97,100,14,1,15
192,0.9368854951515356,-4.33924947513377,-0.9247487972722075,-0.3983577079423927,-0.17386778214777146,-0.19506526556270085,-0.03972139750656637,-0.28980069241772427,-0.21285132742717836,-0.009176745107274164,0.001475,0.01,0.0,0.97,100,14,1,15
193,0.9317433104746538,-4.343947038686445,-0.9271364519077124,-0.39936050183979743,-0.17433493477000794,-0.19555921242352473,-0.039828180213778284,-0.29053867642748876,-0.21338177909799924,-0.009199606846771955,0.001469,0.01,0.0,0.97,100,13,1,14
194,0.9385422427807666,-4.348048421025925,-0.9291899682421317,-0.4001993875074656,-0.17472933240402228,-0.19594732601695616,-0.039917783411506834,-0.2911052816826273,-0.2138110062979655,-0.009208388557271758,0.001462,0.01,0.0,0.97,100,13,1,14
195,0.9410294265677952,-4.351634357875121,-0.9309929028958004,-0.4009938442470925,-0.17504767046390884,-0.196344836030394,-0.039987396462400605,-0.29171062078601406,-0.21424777207060536,-0.009221417444626366,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.9349975493095813,-4.355444447289572,-0.9329536957052899,-0.40188536091734584,-0.17541407118078567,-0.19679363859571383,-0.040074755165427196,-0.2923794357236842,-0.21471990340533936,-0.009221249285603651,0.001449,0.01,0.0,0.97,100,14,1,15
197,0.937004707892841,-4.358744232898642,-0.9346588304599454,-0.4027218672560097,-0.1757225011664587,-0.1972390150842057,-0.04016520174119029,-0.2930434754669728,-0.21516952019246288,-0.009285934209138149,0.001443,0.01,0.0,0.97,100,14,1,15
198,0.9396947595894112,-4.3595239128208165,-0.9351695654843037,-0.40327924249995933,-0.1758482918218338,-0.1975848635869067,-0.04024703374246316,-0.29360470311322767,-0.21562213660063298,-0.009301847338987392,0.001437,0.01,0.0,0.97,100,14,1,15
199,0.9371064981045107,-4.363687064372024,-0.9372643164418731,-0.40414828093422256,-0.17624233926727453,-0.19798659066182991,-0.0403396868545772,-0.2942139153090043,-0.21611572608898771,-0.009316663646486742,0.001431,0.01,0.0,0.97,100,13,1,14
200,0.9408139357204707,-4.367310407202902,-0.9390796265405333,-0.4049244437933113,-0.1765799564564049,-0.19834525986971757,-0.040410641256587165,-0.2947663102603975,-0.2165259100815759,-0.009343144230046369,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.9402096719648292,-4.3695417321390515,-0.9402920464660816,-0.4055986195227359,-0.17679711198549877,-0.1986994695546427,-0.04048525527249603,-0.295327449516499,-0.21694890153796073,-0.009383794763960404,0.001418,0.01,0.0,0.97,100,14,1,15
202,0.9377461503355251,-4.373405481594269,-0.9422524199798593,-0.4064561156005466,-0.17715294384733338,-0.19911278229045903,-0.04055827405145708,-0.2959408775060834,-0.21741442633904376,-0.009406153957687626,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9395221545022583,-4.377281211990117,-0.9441720570334992,-0.4072727915676342,-0.17748843498611971,-0.19950800010831204,-0.040622599912267694,-0.29652750296501673,-0.21786191385128065,-0.00945244605701182,0.001406,0.01,0.0,0.97,100,13,1,14
204,0.9378206961524873,-4.381281020587729,-0.9462059538821095,-0.4081398794296394,-0.17788088760336068,-0.1999453322946849,-0.04071861900454107,-0.29718356842653204,-0.21833491192560658,-0.009503178198104095,0.0014,0.01,0.0,0.97,100,13,1,14
205,0.942096472136458,-4.384861372714782,-0.9480290624350957,-0.4088972782468745,-0.1782300184035663,-0.2003222321631594,-0.040786056431652486,-0.297735696991996,-0.2187360347050187,-0.009524806181958029,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9401414959584586,-4.388579912947523,-0.9498766559511955,-0.40967339538866837,-0.17856766865963047,-0.2006946577707866,-0.040853241370525345,-0.2983213471169227,-0.21915906208359112,-0.009525683445172944,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9374052232518956,-4.392524080724019,-0.9518433116196451,-0.4104830739191607,-0.1789461691832418,-0.20107164413460338,-0.04094029915415424,-0.2988969290613338,-0.21959149633798378,-0.009554898147690583,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.9365271881948656,-4.396415776432954,-0.9538173569528652,-0.41133614634062926,-0.17930472250361637,-0.20148125624703317,-0.04103301946391665,-0.29949558190660774,-0.22001946245423687,-0.009594141457495918,0.001377,0.01,0.0,0.97,100,14,1,15
209,0.9409543944427665,-4.400073404229373,-0.9556749976377671,-0.41211942275320235,-0.17966641966096222,-0.20186772071635473,-0.04111704974521765,-0.30005873763338836,-0.2204072585819822,-0.009608322399531213,0.001372,0.01,0.0,0.97,100,13,1,14
210,0.9414390317295798,-4.403644975768351,-0.9574389856204125,-0.41286684756378583,-0.1799824920332047,-0.20223042417230488,-0.0411795285577811,-0.3006227495216325,-0.2208112950169194,-0.009631558005755157,0.001366,0.01,0.0,0.97,100,14,1,15
211,0.9366940407098295,-4.407524106232432,-0.9594126183858547,-0.4137256190327901,-0.1803430202470126,-0.20265483453236474,-0.04125008554099665,-0.3012466730346406,-0.22125988704479366,-0.009651506075876826,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.9351773577249518,-4.411550861930059,-0.9614601218608779,-0.4145988141342325,-0.1807304709658763,-0.20308966496144218,-0.04134280750488357,-0.30186990360160865,-0.2217106160745797,-0.009672767805883442,0.001355,0.01,0.0,0.97,100,13,1,14
213,0.934985614052799,-4.415589019157502,-0.9635238284252378,-0.4154726311790629,-0.18111750721890182,-0.20351660478239492,-0.04142997660460676,-0.3024805144555281,-0.22216766947231825,-0.009699956099512462,0.001349,0.01,0.0,0.97,100,13,1,14
214,0.9408776371308016,-4.41851249317563,-0.9649447525774439,-0.41614294053488404,-0.1813743967294139,-0.20385923422573898,-0.04150042388827995,-0.3029997416002442,-0.2225678916900362,-0.00972426986272894,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9351503600883777,-4.421528921952952,-0.9664280378100638,-0.41685733410239023,-0.18165693253569654,-0.2042336903065755,-0.04158687063553695,-0.3036176129663168,-0.22301679137287708,-0.009734527524294908,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9408695062857917,-4.425041679283474,-0.9682191617673458,-0.4176002533910149,-0.18201671556758395,-0.20459737432718608,-0.041683596773987926,-0.30411990034590075,-0.22341462490820657,-0.009748778870153952,0.001333,0.01,0.0,0.97,100,13,1,14
217,0.9377998373200976,-4.4288058510048645,-0.9701452430111861,-0.41839429242559256,-0.18240431801063772,-0.20497893806668352,-0.04177872138085018,-0.304683763016646,-0.2238420719085333,-0.00975229621770454,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.9378516838834299,-4.4325570150308105,-0.9720352253026557,-0.4191609584187886,-0.18276172717915895,-0.2053349532238944,-0.041842220501654905,-0.3051952716435522,-0.22424755572207486,-0.009768331341891662,0.001322,0.01,0.0,0.97,100,13,1,14
