episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,maintenance_restoration_value,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
202,0.9197106201720728,-4.772573376691362,-1.1323006538998799,-0.5222369832594645,-0.17164099792460807,-0.256779711061344,-0.028344686406144754,-0.370668955152041,-0.2694992709254303,-0.006377076066656353,-0.07281839155894111,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9336120485568932,-4.776772775055476,-1.1344033204425703,-0.5232342958359588,-0.17193003057838782,-0.25726462341882755,-0.028384381872533712,-0.3713982710561546,-0.27002072228984725,-0.006389832421854122,-0.07299670016783814,0.001406,0.01,0.0,0.97,100,14,1,15
204,0.9308894534075807,-4.781053605963222,-1.1365141103680945,-0.524220314213326,-0.17223474496661478,-0.25774193516739885,-0.02843094632814413,-0.37213279054292153,-0.2705310972715033,-0.006399880588073854,-0.0731361347671332,0.0014,0.01,0.0,0.97,100,14,1,15
205,0.925241686490864,-4.785914460064086,-1.1389142179802119,-0.5253387996682155,-0.17257722639340217,-0.25827663469375617,-0.028486163580148972,-0.372951918432677,-0.2711325981839554,-0.006411514506294588,-0.07326562330006488,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9264120187540962,-4.7906801525429845,-1.1413028411678874,-0.5264581011176029,-0.17291455881553042,-0.2588289761498807,-0.028538024837006,-0.37376829282382484,-0.2717372856232224,-0.006422689794766688,-0.07332348516037455,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.93469250210615,-4.793270595620888,-1.1425785968316342,-0.5271497514327412,-0.17314158717383618,-0.25921908747163336,-0.02859836280879948,-0.3743324897806648,-0.27216505048227435,-0.006424988395586835,-0.07346088370504349,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.9260999932619096,-4.7977775248375245,-1.1447664662568096,-0.5281896735784067,-0.17344703299138062,-0.25971759550840834,-0.028647852468284905,-0.3750741703003513,-0.27271187273693803,-0.0064356975720756045,-0.07360450092797824,0.001377,0.01,0.0,0.97,100,14,1,15
209,0.9262055773683681,-4.802505837858504,-1.1470985656885888,-0.529302749384186,-0.17377194709832952,-0.2602792810760366,-0.02870208917566766,-0.3758917425069677,-0.2732762817836888,-0.006447451132794612,-0.07377868022064941,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9310408238322913,-4.806842692743939,-1.149283381911623,-0.5302761655495594,-0.17414781065092458,-0.2607607265094464,-0.028785363802051205,-0.3766028350708652,-0.2738106699365385,-0.006458966967292409,-0.07393559116702102,0.001366,0.01,0.0,0.97,100,14,1,15
211,0.9243506330595929,-4.81171745660939,-1.1517234298275476,-0.5314267592168449,-0.17449956580632944,-0.2613413815575573,-0.02883337197707378,-0.3774203032804944,-0.27439024882978835,-0.006472468766584652,-0.07413483687218109,0.00136,0.01,0.0,0.97,100,14,1,15
212,0.9279748419166132,-4.816106075907908,-1.1539528993920638,-0.5324321673364982,-0.1748700087200295,-0.2618266325290545,-0.02890741181810619,-0.378138460468705,-0.27496770914164825,-0.0064882755490401536,-0.07422342832387385,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9245536991233826,-4.820834237081701,-1.1563235595430033,-0.533537295434114,-0.17522515486522106,-0.26237429321983047,-0.028973892958047167,-0.3789080295956993,-0.2755409595993772,-0.006506014922703862,-0.07435845577705269,0.001349,0.01,0.0,0.97,100,14,1,15
214,0.9322194092827004,-4.824920815887586,-1.1583320329037037,-0.5344670445581822,-0.17552403379189116,-0.26281552205358333,-0.02902030672182071,-0.3796186696009792,-0.27600602101946037,-0.00652244250877278,-0.0744779263870045,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9259415425612656,-4.829497211558821,-1.1606006975095484,-0.5355244039807976,-0.17584107289935938,-0.26333468690112444,-0.029062568182436573,-0.380414251633795,-0.2765950626718481,-0.0065345976258767745,-0.07466990809790437,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9286367795059469,-4.833698909275256,-1.1627394426094193,-0.5365051767366582,-0.17617435774489143,-0.26382887074671085,-0.029134952989609872,-0.381119436438142,-0.2770984136909703,-0.006549261694443973,-0.07477183401854318,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9323384405969356,-4.837804531443051,-1.164814229360826,-0.5374667837168661,-0.1764773361403586,-0.2643109443395332,-0.0291797258811886,-0.381801552722765,-0.27760251568092137,-0.006562613939842422,-0.074895175209623,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.9355001259763165,-4.841489533516439,-1.1666426984730986,-0.5383202678704762,-0.17674708451906035,-0.26472710865486415,-0.029221135756599365,-0.38241353608236056,-0.27806708247304074,-0.006573446454633752,-0.07498757107087811,0.001322,0.01,0.0,0.97,100,14,1,15
219,0.9257343152289311,-4.845978381263459,-1.1688699559733153,-0.539331184320303,-0.17710033893058702,-0.26521035704780854,-0.029277632619562077,-0.3831135712413642,-0.2785810885451666,-0.0065866147713281534,-0.07514493408330034,0.001317,0.01,0.0,0.97,100,14,1,15
220,0.9258853473123536,-4.850380958916704,-1.1710709720519121,-0.5403857359555084,-0.1774071778788374,-0.2657382737472755,-0.02931940862009769,-0.3838870749671247,-0.27914112486230713,-0.006599697167033317,-0.07525865697840284,0.001312,0.01,0.0,0.97,100,14,1,15
221,0.928603849710011,-4.854438574616815,-1.1731094455928508,-0.5413600511898295,-0.17769441459311966,-0.2662089892398246,-0.02936355526967311,-0.3845753612475285,-0.27968873877558176,-0.006617236552620445,-0.07543353994013134,0.001307,0.01,0.0,0.97,100,14,1,15
222,0.9299976270382047,-4.858469633696903,-1.1751098120228085,-0.5422969694244563,-0.17800382821158228,-0.266676492766656,-0.029423336611601934,-0.38523510171043207,-0.2801568691812755,-0.006619668527249584,-0.07561741753739402,0.001302,0.01,0.0,0.97,100,14,1,15
223,0.9301321915247902,-4.862514696539463,-1.1771196509343604,-0.5432187651234369,-0.1783017524854908,-0.2671404943177611,-0.029461987172811767,-0.3858861399528397,-0.28063753539024633,-0.006633888155482307,-0.07572528509311534,0.001297,0.01,0.0,0.97,100,14,1,15
224,0.9312079970281314,-4.866525114057243,-1.179094936634094,-0.54413737328696,-0.17858115930345972,-0.267585180715824,-0.029508059470306637,-0.3865931993355946,-0.28113453112676273,-0.006651537228396089,-0.07583376177525042,0.001292,0.01,0.0,0.97,100,14,1,15
225,0.9231249894448854,-4.871106287875179,-1.1813915391048926,-0.5452446381489798,-0.1788952559177967,-0.26814497221930916,-0.029547799272398437,-0.38739961281039537,-0.2817276560933346,-0.0066676518773714135,-0.0759663077461346,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.9299874529485571,-4.874703557651504,-1.1832137791676547,-0.5461558130344684,-0.1791448091199242,-0.2686377769477536,-0.029590586680533593,-0.38805850009098125,-0.2821744939199611,-0.006681559074943013,-0.07609948655282235,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.927432203531957,-4.878954175198018,-1.1853684605588624,-0.5471599268166687,-0.17946525757619758,-0.269134406084964,-0.029647858529416607,-0.3887825963640968,-0.28270042737216544,-0.006698362012321873,-0.07624758449826825,0.001277,0.01,0.0,0.97,100,14,1,15
228,0.9315653539053664,-4.882873343336569,-1.1873151106551427,-0.5479977951721028,-0.17978857324333133,-0.2695399289342159,-0.029701792340051318,-0.3893607990729994,-0.28315074741646784,-0.006711003386072887,-0.07632159337051832,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9302112029384757,-4.886852531254836,-1.1893298245387471,-0.54889630483126,-0.18013493215907592,-0.2699851409247438,-0.029770617837739856,-0.38999595943930704,-0.28361712682298346,-0.006724176522253573,-0.0764765656520385,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9304542621818733,-4.890904286378499,-1.1913758668867063,-0.5498359982514927,-0.18046470858322544,-0.2704449879614812,-0.02983341737609444,-0.3906507738083806,-0.2841091901896306,-0.006739059405616487,-0.07665099155871104,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.9276396420596679,-4.89497445034876,-1.1933842586691388,-0.5507918140303543,-0.18075955134753138,-0.27091289475707503,-0.029890088270481393,-0.39134842972947337,-0.2846182089903437,-0.006752386565111173,-0.07676652026905287,0.001257,0.01,0.0,0.97,100,14,1,15
232,0.9234035439652291,-4.899282841071411,-1.1955292190406503,-0.5518297938284041,-0.18104948407379584,-0.27142276000050225,-0.029944637434445604,-0.3920816912362593,-0.2851393499853306,-0.0067697112671940216,-0.07689227438748106,0.001253,0.01,0.0,0.97,100,14,1,15
233,0.9301625023011397,-4.903268247050614,-1.1975092891159154,-0.5527128094848669,-0.1813655301945416,-0.2718207275360547,-0.02999586451010125,-0.39269403421643756,-0.2856291131556944,-0.006780613911314082,-0.07701304386539937,0.001248,0.01,0.0,0.97,100,14,1,15
234,0.9316933889743026,-4.90707442287779,-1.1993895654981588,-0.5535983364041707,-0.18164247288936547,-0.27225256515609686,-0.030042943692514045,-0.39334549382613715,-0.2860908964485226,-0.0067941354585450645,-0.07719440332572433,0.001243,0.01,0.0,0.97,100,14,1,15
235,0.9285787095239714,-4.910541194357573,-1.2011592183761282,-0.5544295153678167,-0.18193972175866782,-0.2726773373471799,-0.030109662169291247,-0.39398683675180907,-0.28656384853552835,-0.006787397968769202,-0.07732103635318993,0.001239,0.01,0.0,0.97,100,14,1,15
236,0.9329049837686912,-4.914226054691545,-1.202978304757586,-0.5552756287838758,-0.18220189106573706,-0.27308467512645895,-0.030146734874936788,-0.39465592379213715,-0.2870128576462147,-0.00679692854760086,-0.07746424511053251,0.001234,0.01,0.0,0.97,100,14,1,15
237,0.9256638655462185,-4.918434098113437,-1.2050827438575682,-0.5562543958892882,-0.18252076967973418,-0.2735634208002013,-0.030206650474628585,-0.39534643464640423,-0.28754512920793185,-0.006809322607080853,-0.07762414196378543,0.001229,0.01,0.0,0.97,100,14,1,15
238,0.9297702213618382,-4.922353939092357,-1.207063904931652,-0.5571667829887829,-0.1828255380610316,-0.2740243563695625,-0.030259948744780264,-0.39598584958093336,-0.2880291718858036,-0.006818641887574133,-0.07776923806362478,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.9305894955310816,-4.924708437301936,-1.208340561510959,-0.5578863401978015,-0.18300780194924826,-0.27445642405820253,-0.030272226578835496,-0.39652901739776475,-0.28846022541734573,-0.006824667073971588,-0.07787955082673106,0.00122,0.01,0.0,0.97,100,14,1,15
240,0.9292337725719864,-4.928378537055674,-1.210211484400139,-0.5587364558840655,-0.18331151528685918,-0.2749051655909376,-0.030332188440666718,-0.39716283263666957,-0.28890973742024045,-0.006834945337123861,-0.07801589942796311,0.001216,0.01,0.0,0.97,100,14,1,15
241,0.9311907359234707,-4.932176686379697,-1.2120851164521977,-0.559592692119627,-0.1835737884577099,-0.27531339495160145,-0.030374419738449652,-0.39777016252385017,-0.28933687552493015,-0.006843086070132099,-0.07809227819496725,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9256429975220029,-4.936252370120346,-1.2140766723357879,-0.5605140574737981,-0.18385574069321248,-0.275765117436614,-0.03040211535812374,-0.3984296700325813,-0.2897852414383691,-0.006855059043707975,-0.07823533347575283,0.001207,0.01,0.0,0.97,100,14,1,15
243,0.9309446914999746,-4.9399019890551035,-1.2158957364445266,-0.5613940869521873,-0.18410110905110905,-0.27618975516826033,-0.030436346216722043,-0.39908220495161584,-0.2902254793327586,-0.0068647496636137124,-0.07836795956991836,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9260629709364908,-4.9439815631874096,-1.2179463715691259,-0.562358094614695,-0.18439935883774472,-0.27666936315724344,-0.030479982244554924,-0.3997831683726914,-0.2907044927799892,-0.006878476419448517,-0.07848116239975711,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9323217562699654,-4.947330954582344,-1.219565419459989,-0.5631336280053302,-0.18464078810191437,-0.27706311464418054,-0.03052312626848818,-0.400388329264458,-0.29113199626575265,-0.00688094306017434,-0.07865607253256345,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9374555069663378,-4.950553395891248,-1.221133171787514,-0.5638694950454184,-0.18486261783076613,-0.27741633626386286,-0.030547442033572576,-0.40094471389741065,-0.29151617652519773,-0.006890584042098563,-0.07880204379774579,0.00119,0.01,0.0,0.97,100,14,1,15
247,0.9316036545353592,-4.9541350002401625,-1.2229202339469658,-0.5646851538331084,-0.18515010247944436,-0.2778146531878629,-0.030600660528164868,-0.4015475927515967,-0.29194936938353677,-0.006906841714885522,-0.0788808908156443,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9305210498740895,-4.957712961715594,-1.2246706390068516,-0.565507211293645,-0.18540181250307325,-0.27820189686893276,-0.030640702584991176,-0.4021457899398082,-0.2924010730848273,-0.006920737405139707,-0.07901617263670521,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.9261632673548948,-4.961586553702606,-1.2265624347854012,-0.5663946550560084,-0.18568666334784292,-0.27862981014517196,-0.03068608140977907,-0.4028064237943736,-0.292870603437572,-0.0069330564784634355,-0.07913831443305382,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.9308216298040535,-4.965258192104108,-1.2284401784212466,-0.5672857159302708,-0.1859584313654324,-0.2790738781672548,-0.03072141606694764,-0.4034336112552029,-0.293305267478757,-0.006947716902285269,-0.07927920043859583,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9310700632633039,-4.968850472942717,-1.230194920800491,-0.5680942363668873,-0.18621978687899557,-0.27948505716297933,-0.03076348593483981,-0.40399062958670773,-0.29373923375733,-0.006958267810192644,-0.07941241244008797,0.001169,0.01,0.0,0.97,100,14,1,15
252,0.9296382398688766,-4.972599860763929,-1.2320331589587685,-0.56891423149125,-0.1865190082502427,-0.2798941879841806,-0.030819059507268973,-0.4045744984909603,-0.2941643418717822,-0.006971907192519024,-0.07956439870501973,0.001165,0.01,0.0,0.97,100,14,1,15
253,0.923838757271016,-4.976668058205043,-1.234104291321256,-0.5698851785905618,-0.18682866651314486,-0.280388757669438,-0.030867874564643575,-0.40527211855187656,-0.294683218095774,-0.006983143275549814,-0.07970389043061384,0.001161,0.01,0.0,0.97,100,14,1,15
254,0.928224536959507,-4.9802733549525895,-1.2359443616320964,-0.5707364089839955,-0.1871392342045295,-0.28081165778085976,-0.03094048738196733,-0.4058469600931427,-0.2951633205879865,-0.006986069464206994,-0.07984035637550536,0.001157,0.01,0.0,0.97,100,14,1,15
255,0.9275111495706583,-4.984018647952077,-1.2377902899449669,-0.5716139095553153,-0.1874046721555155,-0.2812595341094363,-0.030982554717889726,-0.406474585219093,-0.295609775949328,-0.007002264154653282,-0.08000852797678333,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9314408323825417,-4.987354069568821,-1.23944370575114,-0.5723874904271943,-0.1876591271032137,-0.2816391663231756,-0.031015222268042743,-0.4070315535628021,-0.2960096559106286,-0.007011016249345227,-0.0800723839504498,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9296049532270004,-4.990981527422064,-1.2411979943668145,-0.5731716434617898,-0.18793756362087802,-0.2820125698587245,-0.031067866771905726,-0.40760232273023833,-0.29641744482810806,-0.007024069450998826,-0.08016262191453076,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.928602634762737,-4.994178358894292,-1.2427754540722378,-0.573915427637208,-0.18820417963318745,-0.2823845152848061,-0.031110690826678535,-0.40819709712193675,-0.2968370931163873,-0.0070342180672844975,-0.08028594897360776,0.001141,0.01,0.0,0.97,100,14,1,15
259,0.9314226194476177,-4.99770863557184,-1.244515944089927,-0.5747160691847881,-0.18845628615606563,-0.28276769302716126,-0.031148940118058757,-0.40878088206252566,-0.2972691452687007,-0.007045261653499741,-0.08037203555536798,0.001137,0.01,0.0,0.97,100,14,1,15
260,0.9265465857207366,-5.001527364067217,-1.246420147200164,-0.5756340741013637,-0.18871227635235308,-0.28322741637701165,-0.031186783443263897,-0.4094702196388778,-0.2977388078158103,-0.0070524507468152555,-0.08047626916850001,0.001133,0.01,0.0,0.97,100,14,1,15
261,0.9287922056106165,-5.005163170732041,-1.2482635636074353,-0.576515995127128,-0.1889745055040324,-0.2836632327671049,-0.031220804110130486,-0.41007979654083626,-0.2981577283520761,-0.007067491228297695,-0.08058047379593929,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.931618749263133,-5.0085227819421645,-1.2499229388439548,-0.5772710346761097,-0.1892214979472556,-0.2840208807233599,-0.03125142335255554,-0.41061962995530926,-0.2985590519217411,-0.007077913464346539,-0.08073471431126618,0.001125,0.01,0.0,0.97,100,14,1,15
263,0.9250663466251965,-5.012284158901561,-1.2518534857675732,-0.5781639197248282,-0.18952801146551276,-0.28447571616557404,-0.03129855361807221,-0.4112115376550033,-0.2989964551868694,-0.007091606017536425,-0.08087893462039233,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9309592654593415,-5.015635035813755,-1.2535030590503624,-0.5789448416414189,-0.18977195469049477,-0.2848786269313592,-0.03133548046157035,-0.4117630408367062,-0.2993930652752864,-0.007102406153610231,-0.0810230679242007,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.923357051755387,-5.019618688847152,-1.255493290329287,-0.57988104078357,-0.19005595890387833,-0.28533105442008827,-0.031377274746700184,-0.41240972174199936,-0.29987905600039627,-0.007115628295627334,-0.08114427791134897,0.001114,0.01,0.0,0.97,100,14,1,15
266,0.9183566196418882,-5.0238329114104445,-1.2575932087850326,-0.5808781698210925,-0.1903584576492123,-0.28582977877915366,-0.03142615779370175,-0.41313040068867274,-0.3004230760137413,-0.007130654163896001,-0.08134024140256599,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9274708379290751,-5.027403860772705,-1.2594000369964602,-0.5817073178438374,-0.19065434347767465,-0.2862318664550649,-0.031483071094835856,-0.4136998871965386,-0.30085906301474297,-0.007139655351941931,-0.08145933800416379,0.001107,0.01,0.0,0.97,100,14,1,15
268,0.9266048885307547,-5.031140381056875,-1.2612606752841142,-0.5825731196657469,-0.19091408292473985,-0.2866527738682353,-0.03151666249200262,-0.4143338167662219,-0.3013134516635622,-0.007152873642876626,-0.08157056469639362,0.001103,0.01,0.0,0.97,100,14,1,15
269,0.9287441451495629,-5.034665566382001,-1.2630352003319418,-0.5833951283041243,-0.19119020737416145,-0.28706391127656183,-0.03157059146521442,-0.41491231455527056,-0.30173591345667566,-0.007164536963108743,-0.08171436432594796,0.001099,0.01,0.0,0.97,100,13,1,14
270,0.9314038746132114,-5.037964979699074,-1.2646703582114145,-0.584160208241673,-0.19144130382139046,-0.28743680835851815,-0.03161434030622448,-0.4154348523227875,-0.3021521118643862,-0.007174534043459167,-0.0818229726180538,0.001096,0.01,0.0,0.97,100,14,1,15
271,0.9303449902297689,-5.041331517827752,-1.2663431073447402,-0.5849453422928987,-0.19168982567576898,-0.28780942544396476,-0.03164938947220845,-0.4159993465742074,-0.30256784010398635,-0.007185841085054561,-0.08194363450086348,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.9287233324331623,-5.044833396910481,-1.2680826112470094,-0.5857540862362655,-0.1919389826401267,-0.28819381861026977,-0.03168373260132823,-0.4165397621880783,-0.3029833071442179,-0.007196579637689516,-0.08205393988961208,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.9345236080555086,-5.047964173966179,-1.26964513017143,-0.586486666735789,-0.19216345965499432,-0.28855094788610075,-0.03172589102914086,-0.4170541538648401,-0.3033656809096076,-0.007202175919366108,-0.08214539929682795,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9302286341010715,-5.05138747221372,-1.2713483309963995,-0.5872719617897076,-0.19242318010989765,-0.28893022828321907,-0.03177547569675122,-0.4175887124002493,-0.3037672710849483,-0.007213727588680663,-0.08230312683613879,0.001081,0.01,0.0,0.97,100,14,1,15
275,0.9285955492520177,-5.054842202334428,-1.2730155197853552,-0.5880379484167244,-0.192666467238997,-0.2892984508415703,-0.031812428308775904,-0.41814916195161367,-0.3041982165238811,-0.00722347749748945,-0.08239087635220574,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.928798346023902,-5.058121922417533,-1.2746026628145195,-0.5887945390413086,-0.19288710378502416,-0.2896947085452196,-0.03184458102238346,-0.41869511175739277,-0.3045955018596221,-0.007233166560280794,-0.0824999854049774,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9296946178505145,-5.0614988674379955,-1.2762633002893509,-0.5895493221596978,-0.19314041887434522,-0.2900529754507567,-0.03187884115766037,-0.4192407534920372,-0.3050054286586179,-0.007237709624040455,-0.08261674747941661,0.001071,0.01,0.0,0.97,100,14,1,15
278,0.9236435803424266,-5.064985262326812,-1.27798685160174,-0.5904189792075533,-0.19336656985597764,-0.29051071188427713,-0.03191062946221131,-0.41991005760147354,-0.305444943545339,-0.007249187317865978,-0.0827001626739933,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.935500193971697,-5.067955327645246,-1.2794573681506534,-0.5910773310385301,-0.19361775648331703,-0.290832883196953,-0.0319661601529903,-0.42038048251906207,-0.30579417453980645,-0.007256213550421376,-0.08278226745417888,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9258769580934529,-5.071583323606194,-1.2812735069217693,-0.5919460100318048,-0.19386695309212199,-0.2912757910434295,-0.03200260808640893,-0.420968614248834,-0.30621638427897846,-0.007270425017850453,-0.08293090904084376,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9230421080863618,-5.075297530626989,-1.2831512681785011,-0.5928513891391962,-0.1941411498857699,-0.2917397986568695,-0.0320484711839197,-0.4216031682283747,-0.30668113329809266,-0.007281618302180399,-0.08301658249886623,0.001057,0.01,0.0,0.97,100,14,1,15
282,0.9296739258784433,-5.0786217370456,-1.2848425145862645,-0.5936352992018595,-0.1944040498735948,-0.29211658964959186,-0.032096325594777146,-0.42214329444285265,-0.3070827082442242,-0.00729515572973247,-0.08311534362187896,0.001054,0.01,0.0,0.97,100,13,1,14
283,0.9267935578330893,-5.082060269911077,-1.2865608509009412,-0.5944645043232762,-0.19463258955920995,-0.29251785288471954,-0.03212940970795137,-0.4227368423943982,-0.30749979959293405,-0.007305455289666086,-0.08322239971799038,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.934299549511549,-5.085077953687465,-1.2880964647201418,-0.5951761283595034,-0.1948640000178893,-0.2928630607955544,-0.03217091685538348,-0.4232237099244601,-0.30785191966592873,-0.0073139081165235955,-0.0832909145250949,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.9294014912339625,-5.0883464931719375,-1.289713236006997,-0.5959345164004465,-0.19510370563322424,-0.2932393095372388,-0.032204832946161395,-0.42378440287620495,-0.3082563582563502,-0.007323304808695772,-0.08342365695361051,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.9331757843925985,-5.091437202963222,-1.2912542330699857,-0.596633366025703,-0.19534032850568908,-0.29356425336118375,-0.03225198512613824,-0.4242983199890117,-0.3086201575953273,-0.007331757175928617,-0.0835031695301985,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.9334676403928481,-5.093963343988822,-1.2925343709680155,-0.5972529620836915,-0.195538158204637,-0.29388414003309177,-0.03230069922682473,-0.42476172833018067,-0.3089714487145462,-0.007335593378603424,-0.08359489722609262,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9357063782679043,-5.096798977883326,-1.2939358372043896,-0.5978798261981859,-0.1957656784436185,-0.2941923572226831,-0.032345071183228304,-0.4252271799597047,-0.30933774697026006,-0.00734443155448233,-0.08371103100378036,0.001034,0.01,0.0,0.97,100,14,1,15
289,0.9258742903214969,-5.100277952629774,-1.2956666321891024,-0.5986876015452631,-0.19601191609201135,-0.2945878098917116,-0.03239028843265949,-0.4257648645709513,-0.3097296666033904,-0.007359474389385431,-0.08380382081149691,0.001031,0.01,0.0,0.97,100,14,1,15
290,0.929547560872862,-5.103526792585737,-1.2972598047928783,-0.599434096450446,-0.19624254894115975,-0.29495545521619404,-0.032425028063547134,-0.42629286825001855,-0.3101151316537078,-0.0073726462320818555,-0.0839129847480313,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.9277772145053905,-5.106826120545137,-1.298919599624385,-0.6002251392598877,-0.1964793501404219,-0.29536802908027676,-0.032456809190495955,-0.42685871888966403,-0.31050932398656544,-0.007385049225647227,-0.08404303699770473,0.001025,0.01,0.0,0.97,100,14,1,15
292,0.9270950329405059,-5.110212720436311,-1.3006232082844538,-0.601014726255343,-0.19675680854757707,-0.29576345065282417,-0.032512497383606176,-0.427441374511085,-0.3109560477960125,-0.007395387820217172,-0.08417425330678646,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.9324916474992865,-5.113221964604023,-1.302140277841629,-0.6016931301111248,-0.19700331588963224,-0.2960925145232538,-0.032562014053869465,-0.4279121995662447,-0.3113018523621894,-0.007404023837666017,-0.08426199624491887,0.001018,0.01,0.0,0.97,100,14,1,15
294,0.9329658064734332,-5.116229877255984,-1.3036453807913877,-0.6023762678214374,-0.19724101207913639,-0.29642546244477364,-0.03260250700207189,-0.4283958016668194,-0.31166281653851924,-0.007412391208155874,-0.08443074377805601,0.001015,0.01,0.0,0.97,100,14,1,15
295,0.932324534239467,-5.119293195377474,-1.3051818550414593,-0.6030876492139455,-0.19747780366979348,-0.2967694506683017,-0.032637409669224446,-0.4289032118059216,-0.312030708095355,-0.0074215007966152114,-0.08450520908358296,0.001012,0.01,0.0,0.97,100,14,1,15
296,0.9287915789473684,-5.122542136830198,-1.306796575758774,-0.6038341175437234,-0.1977262498466857,-0.29713649305446743,-0.032679461919463956,-0.4294545909313386,-0.3124306307003216,-0.007432347737821117,-0.08460464842407729,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9216278953257293,-5.126219182827163,-1.3086507620915924,-0.6047065191332209,-0.19799525875967477,-0.2975834239925231,-0.032721296237321194,-0.43009812745728,-0.31288934328891227,-0.007448308443776461,-0.0847543019732386,0.001006,0.01,0.0,0.97,100,14,1,15
298,0.9264695980068682,-5.129484771428596,-1.3102719713541213,-0.6054827877220205,-0.19823538734603013,-0.2979839672137461,-0.03276163774544532,-0.4306548491940955,-0.3132756957576556,-0.007460697099796462,-0.08485775640576229,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9323193277310924,-5.13243696290681,-1.311736042826209,-0.6061480199496687,-0.19845970511536748,-0.29830646406811223,-0.03279730264636399,-0.43114461053507674,-0.3136175798767783,-0.007469989505164743,-0.08493636728061617,0.001,0.01,0.0,0.97,100,14,1,15
