episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
200,0.9421891712932308,-4.2995194287257705,-0.909443237657743,-0.39165697325926446,-0.17541995436182178,-0.19248004719451864,-0.04308548118622416,-0.2842265446007298,-0.2152804874496452,-0.004341371554946485,-0.0037028301475332615,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.9426952992898208,-4.303153173060711,-0.911246674143132,-0.392399915325207,-0.17576819832270207,-0.1928431271126551,-0.04315777523145135,-0.284764508951624,-0.21568471497799344,-0.004347918524482091,-0.0037098982336592557,0.001418,0.01,0.0,0.97,100,13,1,14
202,0.9322019573705651,-4.307446480671993,-0.9134374565575409,-0.39335494126562426,-0.1761522162097521,-0.1933103530722315,-0.04322724408211106,-0.2854332005340872,-0.21619676974944949,-0.004360269275528416,-0.0037200336531514064,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9428297990228177,-4.31108227985031,-0.9152308019612999,-0.39409136441614284,-0.17650122751422978,-0.19363732552879878,-0.043312543653832386,-0.2859497305918176,-0.2166030359161017,-0.004367843967075098,-0.003727028434124903,0.001406,0.01,0.0,0.97,100,14,0,14
204,0.9335980215676049,-4.315445159253728,-0.9174341623863619,-0.3950093627188743,-0.17693628126826605,-0.194085487992426,-0.04341429842244958,-0.2866275243035185,-0.21712228682882367,-0.004375901082510456,-0.00373688402607181,0.0014,0.01,0.0,0.97,100,13,1,14
205,0.9351622209849674,-4.3194737591744525,-0.9194827848918065,-0.3958875291501612,-0.17733563824295778,-0.19455025314179566,-0.04350361372515202,-0.2872875257059587,-0.21760606781274752,-0.004384526414152709,-0.003744864116844676,0.001395,0.01,0.0,0.97,100,14,1,15
206,0.9396541583343136,-4.323193162872309,-0.9213526327964388,-0.3966609923997733,-0.1776986853590637,-0.1949104728631316,-0.043585737396265034,-0.287875756421188,-0.21805109471543882,-0.004393367526287418,-0.003752106484491575,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9416849199663015,-4.325705748439667,-0.922661554320299,-0.3973055882814437,-0.17795610659321673,-0.1952655553309082,-0.043669020040836615,-0.2883366110004995,-0.21837278456938458,-0.00439995368471522,-0.0037575613374890376,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.9369988545246277,-4.329671156843404,-0.9246864843770569,-0.39815095285990176,-0.17834971537314268,-0.19568878224876493,-0.0437597424398541,-0.28893933039107367,-0.21880505202238112,-0.004409971047322111,-0.003765063175451471,0.001377,0.01,0.0,0.97,100,13,1,14
209,0.9377328098258331,-4.333451811874373,-0.9265808342747023,-0.39895637409721707,-0.17872761909217635,-0.19609810920473073,-0.04384510431894059,-0.2895221320689527,-0.21925045584927041,-0.004417295796373562,-0.0037720268102768746,0.001372,0.01,0.0,0.97,100,14,1,15
210,0.9349861245778862,-4.33759759156967,-0.928691745372148,-0.3998331697417863,-0.17914971757746034,-0.19653447948660874,-0.04395767108617671,-0.29014881934939063,-0.21973023875414052,-0.004427039078583948,-0.0037790703940628295,0.001366,0.01,0.0,0.97,100,14,1,15
211,0.9374466875177708,-4.341539405342671,-0.9306944866758107,-0.40067224367327436,-0.1795313415457607,-0.19693948801988612,-0.04404746877476359,-0.2907472351220677,-0.22016331606849895,-0.00443598178655768,-0.0037867913264611527,0.00136,0.01,0.0,0.97,100,13,1,14
212,0.9370033476481926,-4.345413689460056,-0.9326644065129228,-0.4014889754002727,-0.17992544772356137,-0.19733975334042186,-0.04415544589620853,-0.29131749879801444,-0.22062709528075172,-0.004445292270686148,-0.003794260558018738,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9373412077465382,-4.348332818091961,-0.9341683892892761,-0.4021925645156687,-0.18020329651049594,-0.19772137858549138,-0.044240242485705746,-0.29187257804673794,-0.22104702080401306,-0.004453763824715536,-0.0038015544083422085,0.001349,0.01,0.0,0.97,100,14,1,15
214,0.9367257383966244,-4.350729651612414,-0.9355014069118789,-0.40291333033169313,-0.18046445465177025,-0.19811847816463934,-0.04430386935399092,-0.29246847519127106,-0.22146312184341332,-0.004462143974268215,-0.0038097976517423417,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.9417112209272909,-4.354131505248973,-0.9371922361493763,-0.40363093989024323,-0.18078132827586918,-0.19845583599015088,-0.04437449003679806,-0.29303254330479045,-0.22186066037762397,-0.004468774118958162,-0.0038165179632441994,0.001338,0.01,0.0,0.97,100,14,1,15
216,0.9390396801192775,-4.357657125042186,-0.9389974665593804,-0.40438204715556,-0.18115470680405701,-0.19883864116651156,-0.04448169138472279,-0.2935489063988894,-0.22227613829579027,-0.004477890932977741,-0.003823598115231306,0.001333,0.01,0.0,0.97,100,14,1,15
217,0.9395926362444182,-4.3613861632735,-0.9408779093682901,-0.40514223543943473,-0.1815427610688657,-0.19920268310829406,-0.04458409448536184,-0.29410331605406503,-0.22271815413460286,-0.004484365488827486,-0.0038308645733494866,0.001328,0.01,0.0,0.97,100,13,1,14
218,0.9442344839170236,-4.364656267194773,-0.9425213247634149,-0.40579864696130025,-0.18187708587865925,-0.1995170413244863,-0.04466273850331385,-0.2945747253665805,-0.22307936053796157,-0.004490349557597125,-0.0038366942893229877,0.001322,0.01,0.0,0.97,100,13,1,14
219,0.935221853356027,-4.368589797756943,-0.9444966761749786,-0.40660242463679747,-0.18227787669723575,-0.19990261097064418,-0.044759108446185,-0.29513020809497126,-0.22351756592629482,-0.004499551623257789,-0.0038441552581836486,0.001317,0.01,0.0,0.97,100,13,1,14
220,0.9325602171018255,-4.372423259908323,-0.9463958013082591,-0.40741915385746197,-0.1826125282865898,-0.20029405308506318,-0.04482726495995074,-0.29574642300824316,-0.2239963644019304,-0.004510780707329767,-0.003855257919226047,0.001312,0.01,0.0,0.97,100,14,1,15
221,0.9401193578212995,-4.375960219317413,-0.948197713741969,-0.4081516202668136,-0.1829811749013827,-0.20064315119152284,-0.04491857903634372,-0.29622644448246255,-0.2243992164961326,-0.004517237232552856,-0.0038614388825709924,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.929878978948439,-4.380025471444031,-0.9503229553868465,-0.4090565213079512,-0.18340661538047529,-0.20109257506400974,-0.04502299843288249,-0.2968647491989779,-0.2248957294224886,-0.004528003627574239,-0.0038696624367928908,0.001302,0.01,0.0,0.97,100,14,1,15
223,0.9401739898732456,-4.3834999625660105,-0.9520628476489357,-0.4097730137516311,-0.1837405970947996,-0.2014317167784242,-0.04510119949732022,-0.2973686990459967,-0.22529475588397163,-0.004536364727244499,-0.003875814521659489,0.001297,0.01,0.0,0.97,100,13,1,14
224,0.9403262301171862,-4.386901564679316,-0.9537708464936282,-0.41047181572603836,-0.18405740009805782,-0.20176067058892322,-0.04516645681587328,-0.2978827502210658,-0.2256707029862777,-0.004543906349780711,-0.003881679028405373,0.001292,0.01,0.0,0.97,100,14,1,15
225,0.9366524242987182,-4.388754131074585,-0.9547220936763975,-0.4110908223320833,-0.1842119491820227,-0.20214335427099073,-0.045192934924306316,-0.2984376303066192,-0.22599911602427264,-0.0045536177989322635,-0.0038891654598633236,0.001287,0.01,0.0,0.97,100,14,1,15
226,0.9339690506064409,-4.392581765928509,-0.9566727448049961,-0.41190681869152895,-0.18460038701191778,-0.20253711240750527,-0.045290394748170475,-0.2990280426317023,-0.22643254577120192,-0.004562447544984093,-0.0038977248200015623,0.001282,0.01,0.0,0.97,100,14,1,15
227,0.9369580894561189,-4.396281356520698,-0.9585542275094572,-0.41268676702034746,-0.1849688011981254,-0.20291258095675951,-0.045376916429092466,-0.29957687053546084,-0.22683295369364254,-0.0045706796137624855,-0.0039039206068764297,0.001277,0.01,0.0,0.97,100,13,1,14
228,0.9381319738685663,-4.399077127883761,-0.9599595352927305,-0.41336358963982206,-0.18523294887916592,-0.20326461807802085,-0.04545496928210354,-0.3001279250309969,-0.22720534614882051,-0.0045778525184204935,-0.003909942689740031,0.001272,0.01,0.0,0.97,100,14,1,15
229,0.9422677958031493,-4.402291925443835,-0.961589836545296,-0.414021564362511,-0.18556910337053376,-0.20358243398088133,-0.045542634956295854,-0.3005702304148894,-0.22756877259356645,-0.00458350374653933,-0.003916731864645592,0.001267,0.01,0.0,0.97,100,13,1,14
230,0.9347661316130771,-4.406106742776962,-0.9635231409297689,-0.41482653042505635,-0.18594078049293827,-0.2039710353782913,-0.04563004222562951,-0.3011531097455472,-0.22799230458127298,-0.0045925333945829845,-0.003924718413241813,0.001262,0.01,0.0,0.97,100,13,1,14
231,0.940147406947266,-4.409231566977744,-0.9650884911099907,-0.415504091100959,-0.1862417451764708,-0.20428056431250932,-0.045693695735714336,-0.30168717160172664,-0.22837635858107974,-0.004600159082244531,-0.003931480890980795,0.001257,0.01,0.0,0.97,100,14,1,15
232,0.9388164493480441,-4.412604889701213,-0.9668248711994976,-0.41624029473316193,-0.18658008233568624,-0.20465089688384372,-0.045779832057605066,-0.30219685014099645,-0.22875947858549156,-0.004608814021056783,-0.003937312156613117,0.001253,0.01,0.0,0.97,100,14,1,15
233,0.9321540341070741,-4.416588344324635,-0.9688391416021855,-0.41706286966500344,-0.18697263328974031,-0.20504116155392388,-0.04586215756011276,-0.3027862569141332,-0.22920955903669993,-0.0046171391174879015,-0.003945704987392526,0.001248,0.01,0.0,0.97,100,13,1,14
234,0.9409349710250215,-4.419871600794556,-0.9704588845875419,-0.4177264978214963,-0.18728779557807418,-0.20534608714138725,-0.0459353256647258,-0.30328835468043375,-0.2295950710289759,-0.004624376335633542,-0.0039521889255929345,0.001243,0.01,0.0,0.97,100,13,1,14
235,0.939859331996874,-4.423197057921028,-0.9721529959579815,-0.41841488418661005,-0.18763695553874427,-0.20568294378753685,-0.04603134124002065,-0.3037929234178402,-0.22996568275974577,-0.004629761426493446,-0.003957745133811056,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9390611070929978,-4.426610082847732,-0.9738576228908634,-0.419123239053655,-0.1879633438225223,-0.2060104426434176,-0.04610324383135894,-0.30433400111283143,-0.23034056735071715,-0.0046361484880751425,-0.003964305011354933,0.001234,0.01,0.0,0.97,100,13,1,14
237,0.9378655462184874,-4.428989539835924,-0.9750481814034925,-0.41973941667771253,-0.18819317168664637,-0.20632772487119122,-0.046200054290676855,-0.3048307955161776,-0.23073477332963946,-0.004642922879420263,-0.003969913448778383,0.001229,0.01,0.0,0.97,100,14,1,15
238,0.9401228852790169,-4.431319592517067,-0.976295297320473,-0.4203647221586928,-0.18842886578545887,-0.20666196786924018,-0.046268587305330275,-0.30533315959092594,-0.2310620417377988,-0.004649251906739674,-0.0039753236525690095,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.9382720182104242,-4.434770700020032,-0.9780781202186384,-0.4211091618229295,-0.18878001384615767,-0.20703255418708316,-0.04635583040537983,-0.3058532362734561,-0.23147388711135577,-0.004657330332970994,-0.003981641142732423,0.00122,0.01,0.0,0.97,100,13,1,14
240,0.9401053499604517,-4.437928451613437,-0.9796542154128468,-0.42175984206710004,-0.18909416626669126,-0.2073551926464992,-0.04643641348287322,-0.30635111632658624,-0.23185901132032471,-0.0046642533940744624,-0.003988782598255103,0.001216,0.01,0.0,0.97,100,14,1,15
241,0.9379206176051019,-4.4412496141671705,-0.9813347372810555,-0.4225044450827461,-0.18939202779709,-0.20771875256388808,-0.0465024155753205,-0.3068655182459716,-0.23222828187856018,-0.004672026410507489,-0.003995273740901668,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9394172434418525,-4.444492401612758,-0.9829720707275386,-0.4231817710689401,-0.18971287452081617,-0.20804209311356972,-0.04656944217985266,-0.3073579617863523,-0.2325931616616733,-0.004678799393828492,-0.004000914236212844,0.001207,0.01,0.0,0.97,100,13,1,14
243,0.9358651358617541,-4.447889592717978,-0.9847077752578496,-0.4239207227995948,-0.19004098840473563,-0.2084019285758704,-0.046637754299984874,-0.30788725488161034,-0.23299999106790828,-0.004687839940083273,-0.004008017706656561,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9334465823466093,-4.450382556353302,-0.9859043073480029,-0.424571076590922,-0.19022444769149266,-0.2087837016748595,-0.04661680255156017,-0.30844299096734096,-0.23339895278001865,-0.0046961339175836695,-0.004014753708411847,0.001198,0.01,0.0,0.97,100,14,1,15
245,0.9394413104057636,-4.453322744260845,-0.9874067033967701,-0.42523064015761136,-0.1905077835266295,-0.20911351187881355,-0.04667822225931111,-0.30892443473598713,-0.23374740912881412,-0.004702902726650587,-0.00402068651362896,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9426421234618123,-4.456141695467731,-0.9888464530095421,-0.42584674836863207,-0.19078650332899869,-0.20939891724562307,-0.046752150166604285,-0.30937512047860316,-0.23408896479463243,-0.004708862543593651,-0.004026855681590902,0.00119,0.01,0.0,0.97,100,14,1,15
247,0.9425235138727643,-4.45875304505641,-0.9901302165058381,-0.42640929631664237,-0.1910483874455631,-0.2096708856634106,-0.046822423771471944,-0.3098169421328717,-0.23443602535574842,-0.004713970653227715,-0.004032421095365817,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9401882742652402,-4.461303101582161,-0.9914767984473305,-0.4270240315102469,-0.19130999990322062,-0.20998814483978656,-0.04689126500825138,-0.3103055168681317,-0.23479983205193364,-0.004720527820031346,-0.004038385538132044,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.936068398949253,-4.4635743480192,-0.9925676994383107,-0.4276025671371696,-0.191555380983696,-0.21027375420195918,-0.04697809477342936,-0.3108016383391675,-0.23517436362637875,-0.004726697735549827,-0.004044502398867371,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.939769573627113,-4.4649936068638505,-0.9934126316094183,-0.4281450616111527,-0.1917118667885073,-0.21059145600277754,-0.04705481911325004,-0.31127440088042335,-0.23552022978307988,-0.004731734733531195,-0.004050407981568955,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9404073209513177,-4.467985649811955,-0.9948698099709288,-0.4287408654590521,-0.19198827480119596,-0.21086030925831514,-0.047122336072764205,-0.3117109963180173,-0.23583755309136237,-0.004737707859327899,-0.0040563694916823335,0.001169,0.01,0.0,0.97,100,14,1,15
252,0.9398237192888562,-4.469385376105411,-0.9956176608576961,-0.4292229943590712,-0.1921317843063539,-0.2111806818417677,-0.047199374037562886,-0.3121660421467036,-0.23618058887084664,-0.0047428834950400305,-0.004061759858432274,0.001165,0.01,0.0,0.97,100,14,1,15
253,0.9321315311954144,-4.473012805288625,-0.9974736179277875,-0.4300119497543098,-0.19250015715791854,-0.21159107436332864,-0.047286540169673374,-0.3127386702865223,-0.23660797253296587,-0.004752093876470592,-0.004070204157414274,0.001161,0.01,0.0,0.97,100,13,1,14
254,0.9404159828515926,-4.473447065089895,-0.9977792927557271,-0.4304170801244103,-0.19256186878118556,-0.21184929031753277,-0.047364288466587155,-0.31308745388163034,-0.2369547330768963,-0.004756349953310059,-0.0040743687610147765,0.001157,0.01,0.0,0.97,100,14,1,15
255,0.9356819543366838,-4.4767432536886425,-0.9994383843815617,-0.43113476232393044,-0.19286545779254644,-0.2121985478734453,-0.04743051487915524,-0.3135771465589837,-0.2373322597822803,-0.0047669662274063395,-0.00408030623241901,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9432420005789894,-4.4795250437266905,-1.0008125487842168,-0.4317203606559287,-0.19312289475818523,-0.21248377005909366,-0.047492388085819195,-0.3139951075374838,-0.23763785135450155,-0.004773421606595093,-0.004085384340813975,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9349047715189447,-4.482700139629597,-1.002405604397074,-0.43242055778063715,-0.19341253952469875,-0.2128238452704473,-0.04755802839548476,-0.3145328939072076,-0.2380216439775305,-0.00478121783723088,-0.0040916763582803375,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9394575883855357,-4.485814618199964,-1.0039979371747696,-0.4330783720285457,-0.19373059375480128,-0.21314658975146702,-0.04762742020758888,-0.3150027688940281,-0.23837429370814317,-0.004787549157329292,-0.004098200072845051,0.001141,0.01,0.0,0.97,100,13,1,14
259,0.9433841811706203,-4.488634547786323,-1.0053876547202558,-0.4336437671935302,-0.1940044641259227,-0.2134098363599115,-0.04769366413629929,-0.31542039604956984,-0.2386871942685562,-0.0047938593334883655,-0.004103474624555945,0.001137,0.01,0.0,0.97,100,14,1,15
260,0.9379526031475256,-4.491844651734845,-1.0070297658792065,-0.4343327252798488,-0.19432293996658695,-0.21374908931174105,-0.047764769049678156,-0.3159276682933961,-0.23904148123313368,-0.004801974702541843,-0.004108726691263155,0.001133,0.01,0.0,0.97,100,13,1,14
261,0.9407357634805981,-4.494524024274912,-1.0084022356644498,-0.4349456386945847,-0.1945693957132139,-0.2140452334189468,-0.04782339853334159,-0.3163695735833031,-0.2393569958776586,-0.004810351031648695,-0.004114782670711726,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.9391305812406313,-4.4976099529210565,-1.0099668228602656,-0.4355947549321172,-0.19487552910193648,-0.21436813718909417,-0.04789466974062235,-0.3168314544217791,-0.23968954348110694,-0.0048152100330502755,-0.0041211251016947115,0.001125,0.01,0.0,0.97,100,13,1,14
263,0.9336702784022719,-4.501006309910468,-1.0117033553798929,-0.43631263242169094,-0.19520660226746728,-0.21472936584581775,-0.047972042276311855,-0.31732841700946507,-0.24005562009392062,-0.004824105752854572,-0.00412691145759786,0.001122,0.01,0.0,0.97,100,13,1,14
264,0.9424237812610967,-4.5030091440930535,-1.0127450835491896,-0.43682482908027714,-0.19538987450441087,-0.21496839087196967,-0.04802440459050863,-0.3177323643855246,-0.24034436369790504,-0.004830369573876716,-0.0041317600932868175,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9372524669396523,-4.506182280115981,-1.0143650871153336,-0.43749572570524875,-0.1957141339076346,-0.21530243010562078,-0.04809743743110447,-0.3182091537747595,-0.2407060617224311,-0.004837390936090204,-0.004136686398412144,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.9375508681497559,-4.50892648086558,-1.0157688295943168,-0.43810907960449924,-0.1959741179826975,-0.2156069780738731,-0.048161698646699246,-0.3186712689384702,-0.24106731960699693,-0.004844115501574906,-0.004142515570169858,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9379157057388282,-4.511660965685282,-1.0171957069154804,-0.43875055088493536,-0.19625017273799844,-0.21593887787618005,-0.04823779415389653,-0.31910053023938834,-0.241414220760141,-0.00485031100223721,-0.004149467415234338,0.001107,0.01,0.0,0.97,100,14,1,15
268,0.9346796937953263,-4.512749137395254,-1.0177619472715735,-0.43925932117189104,-0.1963092462075847,-0.2162314822384762,-0.04828483337559678,-0.31957023576910476,-0.2416848568900204,-0.0048568173204155355,-0.004154713756058974,0.001103,0.01,0.0,0.97,100,14,1,15
269,0.9360658786925717,-4.51576238000738,-1.0193228063258968,-0.43993872878144336,-0.19660044977142274,-0.21656932847009258,-0.04835087776625274,-0.32006980030874627,-0.24202601652556452,-0.004867550162896551,-0.004160677703119067,0.001099,0.01,0.0,0.97,100,14,1,15
270,0.937962464684515,-4.518826847267013,-1.0208792996195026,-0.4405773242499036,-0.1969088847703626,-0.2168762668263709,-0.04842121833978048,-0.32054050913058524,-0.24235553351719488,-0.004874105491869893,-0.004167039676345515,0.001096,0.01,0.0,0.97,100,13,1,14
271,0.9326527862003908,-4.52211686366316,-1.0225372352362385,-0.4412662878988431,-0.19722876509237638,-0.21719793541149318,-0.04849003303356882,-0.321027208773091,-0.24273851229129487,-0.004881646009098132,-0.0041738260535647475,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.937331217931407,-4.524801141728041,-1.02393915541193,-0.4418985168142874,-0.19750112068676215,-0.21751756410029668,-0.048562342133824925,-0.3214906729980869,-0.2430659032213349,-0.004886959153233402,-0.004180244239920679,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.940480622778812,-4.527339486610029,-1.0252698642615188,-0.44246984683532836,-0.19777427993794638,-0.21780743208660597,-0.04863762993098573,-0.3218972476853994,-0.24337083785211425,-0.004892330424465078,-0.004184374690770058,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9364717792963807,-4.529693702815769,-1.0265244973091154,-0.44306565632655864,-0.19800336079806474,-0.21810937446183934,-0.04869226107573271,-0.3223775613324438,-0.2436828419098054,-0.004899430658492765,-0.004191002314748739,0.001081,0.01,0.0,0.97,100,14,1,15
275,0.9386586971938,-4.532521036267568,-1.0279327457997767,-0.44366895235877407,-0.19826109354554933,-0.21839889167078572,-0.04874610490450176,-0.32281474777541974,-0.2440213577231905,-0.004906073382097343,-0.004196421177769755,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.9414384885616796,-4.534565984723833,-1.028927203818108,-0.4441578256079379,-0.19844288725370993,-0.21867454180063936,-0.04879548237216247,-0.3232100868865642,-0.2443202238415112,-0.00491126056235347,-0.004201576258127329,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9412181542095495,-4.537359647285406,-1.0303256494203354,-0.4447334130454903,-0.19871539434176164,-0.2189432881014937,-0.04886179615924921,-0.32362437615230405,-0.24464682458382273,-0.004917874918460471,-0.004207682060176946,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9352147734535302,-4.537972112380052,-1.0303646088553104,-0.4450810743202803,-0.19864171128540337,-0.2191947430924601,-0.048801152359635926,-0.32412592814791225,-0.24489713704117594,-0.004925278820813498,-0.0042137445012747675,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.9424494408554995,-4.5405940241083,-1.031672828198819,-0.4456188980455344,-0.19890094438600173,-0.21944954448502696,-0.04886695939170111,-0.3244973824357146,-0.24520092749593508,-0.0049304452355280045,-0.004218075629245233,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.94192663007096,-4.543255548282735,-1.032992208346158,-0.4461794887553132,-0.19915853156772584,-0.2197182415603577,-0.04893271686046834,-0.32490750315194117,-0.24550298324247175,-0.004937133950902146,-0.00422308137869543,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9349436770819364,-4.546162072661551,-1.0344609767029878,-0.4468231823007188,-0.19944167610807198,-0.2200473407754148,-0.04900317334837146,-0.32537782013029065,-0.24585349258619618,-0.004944477287614646,-0.004229328777071304,0.001057,0.01,0.0,0.97,100,14,1,15
282,0.9386143958435249,-4.548532294876112,-1.0356548988041243,-0.44737548524946535,-0.19967539643098003,-0.22033774954537588,-0.0490721299180408,-0.3257898060713924,-0.24615492824118573,-0.0049501337612898825,-0.004234977090803972,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.9373999795702952,-4.551117326858551,-1.0369711996547497,-0.4479598602314223,-0.19993113941074567,-0.22062201785190225,-0.04914831960204198,-0.3262260628102113,-0.24649828325840548,-0.0049593991308117865,-0.004240399509976067,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.9404916566839325,-4.551354485681045,-1.037128341584073,-0.44835606173603276,-0.1999252441669998,-0.2209082510832007,-0.04917576307191641,-0.3266545977890033,-0.2467804624240135,-0.00496411564623385,-0.004245047699080736,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.9373110767783972,-4.554329957097284,-1.03864251055138,-0.44898506692757856,-0.20021843968834677,-0.22121313495091408,-0.04923751533846293,-0.32710063920563776,-0.24712298323333368,-0.004970894691261346,-0.004249990864669646,0.001044,0.01,0.0,0.97,100,14,0,14
286,0.9404498525073747,-4.55710176597967,-1.040034660187037,-0.4495654507799272,-0.20047824804874143,-0.22149187226419373,-0.0492985061293808,-0.3275013215451984,-0.24742927987044105,-0.0049767187886404956,-0.004256226207267322,0.001041,0.01,0.0,0.97,100,13,1,14
287,0.9407202216066481,-4.559848394121565,-1.041415391004476,-0.4501374246489592,-0.2007517855240261,-0.2217661522390769,-0.04936537822261165,-0.3279023836926961,-0.24775475307759554,-0.004983367751454393,-0.004261567239412167,0.001037,0.01,0.0,0.97,100,13,1,14
288,0.9384314059439666,-4.557360477296948,-1.0400483871581983,-0.45021345280610287,-0.200510537216222,-0.2219572832720283,-0.04944375133141341,-0.328272838506528,-0.24800741094875728,-0.004986738612490156,-0.004264154374177915,0.001034,0.01,0.0,0.97,100,14,1,15
289,0.9378674370947694,-4.5602557047896815,-1.04152194325949,-0.4508103091735062,-0.20080341721000675,-0.22225343777545478,-0.04951734477803453,-0.32868029269921384,-0.24831830520115944,-0.004992654979250298,-0.004270889933985483,0.001031,0.01,0.0,0.97,100,13,1,14
290,0.9354452776139524,-4.558244517193619,-1.0406319010610987,-0.45095100279147843,-0.20072163825279113,-0.22242101490064553,-0.049602527126072854,-0.32907998431780056,-0.24867064805254882,-0.0049963091270433975,-0.004275908029602117,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.9378485247896178,-4.56105091360527,-1.0420394825426453,-0.4515572583622138,-0.20097057791649814,-0.22272173117683652,-0.04964671247643552,-0.32951785604839884,-0.24899220508074904,-0.005004653995973061,-0.004281764081751487,0.001025,0.01,0.0,0.97,100,14,1,15
292,0.9380249107337435,-4.563647969693902,-1.043334304709951,-0.45212513639715635,-0.20123553723654,-0.22300530461597948,-0.049720971636264,-0.3299650642584176,-0.24932290529864143,-0.005010100161016514,-0.004287926193095497,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.9397276832933197,-4.56640420562774,-1.0447339638061328,-0.4527025202899363,-0.20149743816919372,-0.22327992558872314,-0.0497739662323994,-0.33036679077873166,-0.2496193150758022,-0.00501733135353132,-0.0042938027358286395,0.001018,0.01,0.0,0.97,100,13,1,14
294,0.9409307674096121,-4.568940739571989,-1.0459970294510315,-0.4532294885298114,-0.20174186109540232,-0.2235270350624623,-0.04982699738527325,-0.330733573026131,-0.2499079703631831,-0.0050226630321860795,-0.0042982912735911845,0.001015,0.01,0.0,0.97,100,14,1,15
295,0.939907266366482,-4.571683079070784,-1.0473889074130331,-0.4538110460755417,-0.20202171515374864,-0.2238095269576238,-0.04990218526803426,-0.3311586702081342,-0.25021863551380086,-0.005028428849970716,-0.0043043870110665875,0.001012,0.01,0.0,0.97,100,13,1,14
296,0.9384757894736842,-4.574366275168392,-1.0487336121910884,-0.45439058817331623,-0.20226394872719117,-0.22408287668713245,-0.049947851663164775,-0.33158151015443077,-0.2505384046622357,-0.0050361797937096605,-0.004309429301608532,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9326330555601944,-4.577453782815281,-1.0503158745311376,-0.4550981222020405,-0.2025531038934705,-0.2244389292807302,-0.05001895376407276,-0.33210203864962934,-0.2508799654019439,-0.0050452640869623755,-0.004315355828652674,0.001006,0.01,0.0,0.97,100,14,1,15
298,0.9364857585347788,-4.580264354444166,-1.051724381938687,-0.4557203805464189,-0.20281241652081247,-0.22475658837771315,-0.0500826491105398,-0.33255395509517366,-0.25120908292925553,-0.005053224299642882,-0.004321691910839652,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9331596638655462,-4.583351014496006,-1.0532937857467144,-0.4563711827584246,-0.2031172095376599,-0.22507500757023588,-0.05015344446531882,-0.333039223418441,-0.25157063471506336,-0.005059121378613769,-0.004328637210770657,0.001,0.01,0.0,0.97,100,13,1,14
