episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,station_starvation_count,work_ratio,imbalance_concentration,time_of_day_fraction,multi_horizon_starvation_risk
185,0.9283488163020677,-145.32170121829444,-23.67752721330321,-107.49110595468122,-60.860303407503956,-0.11590352320788166,-16.7194524433411,-1.934671732500354,-19.16502686555181,-21.751130515177387,-9.285702786331141,-0.22002211453137424,-51.18950968151524,-0.6537364364860163,-98.17706782965857,-81.91335091623611
186,0.9385901162790697,-145.37000925597636,-23.707378981447352,-107.5392405679049,-60.905801016098465,0.0,-16.732187354300496,-1.9215386221703512,-19.16018896748198,-21.64776703280125,-9.211029301831815,-0.12131846311562547,-51.09729393675129,-0.6526189445651177,-98.20726592252059,-81.91017526463929
187,0.937755254136235,-145.48638435675142,-23.738272679453704,-107.61403052697015,-60.980360087181424,-0.006618373471689924,-16.744462564564255,-1.9114579425724776,-19.182382729853508,-21.642927461784318,-9.260572411935838,-0.10370074892983475,-51.11336391337276,-0.6553853937200179,-98.27518669187577,-81.94611278163036
188,0.9320391317639866,-145.67930064984054,-23.77253775695478,-107.72277048989363,-61.07369589542603,-0.11479075028803838,-16.760644197515578,-1.903732525011178,-19.18875890263324,-21.89149734937695,-9.561337221838485,-0.19135975413957942,-51.38189387056855,-0.6694811652264531,-98.48600187484134,-82.02833016577314
189,0.9356517058876297,-145.71536847446362,-23.80333833581064,-107.76150557847028,-61.0997763002027,0.0,-16.76751255465203,-1.8999818940594477,-19.194714614366514,-21.83222766015661,-9.528286731224254,-0.13021979314612703,-51.34965513891794,-0.6731921736876053,-98.51101964135155,-82.02738729972609
190,0.9335495300723659,-145.72536619694273,-23.83224469264298,-107.79776991215563,-61.13461125500166,0.0,-16.765183375979266,-1.8928170099160204,-19.164600887914936,-21.611886868328803,-9.371192361775211,0.0,-51.1527561654602,-0.6682459102476151,-98.39886831769182,-82.00833891960444
191,0.9323479422119704,-145.8397308513707,-23.861499907288792,-107.87060850237721,-61.19107530696441,-0.05757662748739941,-16.761655239982442,-1.9079119134389917,-19.174324427897368,-21.70230072427006,-9.509629741288439,-0.08319252598902398,-51.26799846255984,-0.6781785059005467,-98.53789759089892,-82.04376802402355
192,0.9336876434351975,-145.77094534303563,-23.88903488634028,-107.85864463819581,-61.205176536706695,-0.009130399774687005,-16.767763174280006,-1.8859445247192443,-19.136022055141723,-21.34118927332805,-9.20609723611857,-0.011767251495757108,-50.94333661492125,-0.6711450739875545,-98.3588063292207,-81.97325481184576
193,0.9246064623032312,-146.04283878871948,-23.92103182415784,-107.99118491825065,-61.322291900782545,-0.18071856811101988,-16.785139593280867,-1.8897067764230766,-19.17982005116156,-21.77245379494547,-9.682315767279764,-0.2760001003605727,-51.38902114740418,-0.6947729632894614,-98.69793703009582,-82.09805221245588
194,0.932289322893229,-146.07330581066097,-23.9462590226658,-108.01971980954848,-61.3701888036891,-0.0006462471693930004,-16.78403521154506,-1.8792543816495648,-19.167792056673303,-21.664971393730124,-9.621463423826443,-0.1997410916267968,-51.312957461503736,-0.6967528409946349,-98.69110157687348,-82.08544917605641
195,0.9325457660744882,-146.08366580142098,-23.974931134534227,-108.03917383820556,-61.40487866461335,-0.0024169643840920084,-16.795936452492626,-1.8709927073713928,-19.133020891561102,-21.548705555755333,-9.57821304114566,-0.08778017593477683,-51.22017588616286,-0.700256506432188,-98.64560307314075,-82.05974086689668
196,0.9338627546071775,-145.9807045269985,-24.000881198148264,-108.0112137025289,-61.407286514782314,-0.002620922421999148,-16.79961584515345,-1.8421534390911842,-19.098862728344372,-21.143808055599337,-9.237153727573581,-0.005941315367634643,-50.844056085712374,-0.6904266376146242,-98.48014790065774,-81.97019960203194
197,0.9363492257041824,-146.05551993474367,-24.028298066710498,-108.06516573905462,-61.45946259362388,0.0,-16.798937931438687,-1.8467718916405345,-19.084060591397492,-21.13378429322938,-9.286477628275748,0.0,-50.86440432655044,-0.6984683729335374,-98.48424743643275,-81.98868888702049
198,0.9332731920012028,-146.04564420418689,-24.05540795998162,-108.08244277855518,-61.48463293331449,-0.04757761831786878,-16.794513528248125,-1.8468670479523641,-19.07436832509344,-20.95332983134019,-9.132645153317537,-0.041633854103716256,-50.704835753131235,-0.6969588748544353,-98.3447746224562,-81.95335326295867
199,0.9326845093268451,-146.10132468546817,-24.08109643960964,-108.13178423682697,-61.51946779938712,-0.08483452739942363,-16.790087171336673,-1.8498900263406406,-19.063507118665353,-20.933243163521688,-9.15521803130783,-0.09878935611832135,-50.71786189588259,-0.7023129907446624,-98.47230672309738,-81.96568276127368
