episode,service_level,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
305,0.9368204700485538,-3.90816309281941,-3.763602962045904,-5.78056373794429,-7.307567613028135,0.015382,0.1,0.032049,0.2,1374,747,1262,33571,38457,38455,0,0,0,0,3405,3395,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
306,0.9291749429308351,-3.912890340721039,-3.763938122948396,-5.797414649227762,-7.317576518343657,0.01534,0.1,0.031857,0.2,1686,703,1068,33731,38339,38333,0,0,0,0,3418,3433,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
307,0.9355633696991554,-3.9118355771018547,-3.760612505793941,-5.806359788156044,-7.329973160427639,0.015297,0.1,0.031666,0.2,1456,688,1083,33273,37823,37808,0,0,0,0,3376,3362,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
308,0.9353426300794722,-3.9135917940156593,-3.763477976167173,-5.814068008356309,-7.339204234110453,0.015255,0.1,0.031477,0.2,1391,765,1143,33345,38207,38197,0,0,0,0,3417,3417,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
309,0.9338034508627157,-3.912572572611039,-3.766869340993409,-5.819762088949,-7.344188480713839,0.015213,0.1,0.031288,0.2,1517,689,1224,33325,37909,37901,0,0,0,0,3360,3350,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
310,0.9308797127468582,-3.9096819133557164,-3.772545909089463,-5.828416159589721,-7.352700785246262,0.015172,0.1,0.031101,0.2,1636,674,1242,33420,37943,37940,0,0,0,0,3452,3448,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
311,0.9350401454325102,-3.9084961926508006,-3.7734405667693713,-5.826110445052793,-7.358698134932464,0.01513,0.1,0.030915,0.2,1511,633,1054,33005,37763,37760,0,0,0,0,3398,3382,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
312,0.9326585293242037,-3.9102024978457415,-3.7731791134075228,-5.831481140753145,-7.363137098845003,0.015089,0.1,0.03073,0.2,1613,649,1285,33590,38230,38224,0,0,0,0,3378,3398,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
313,0.9379216043755697,-3.9118571623172187,-3.770928270844166,-5.833132033086551,-7.367974546734592,0.015048,0.1,0.030546,0.2,1500,543,1033,32910,37441,37440,0,0,0,0,3428,3417,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
314,0.9375244162634853,-3.9111760487397462,-3.771150014638901,-5.831138574043375,-7.375252853872198,0.015008,0.1,0.030363,0.2,1422,657,1262,33277,37870,37864,0,0,0,0,3366,3370,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
315,0.9308153259487925,-3.911158865321082,-3.767579374041962,-5.841217024431482,-7.381794075438823,0.014967,0.1,0.030181,0.2,1630,656,1248,33042,37775,37772,0,0,0,0,3361,3341,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
316,0.9368913128165173,-3.9106508825359065,-3.7720855152870474,-5.850957130955161,-7.391605912179851,0.014927,0.1,0.030001,0.2,1494,612,1066,33371,38002,37993,0,0,0,0,3429,3449,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
317,0.9319032924892897,-3.917824081860685,-3.775454747527905,-5.8586541140871535,-7.40453095229954,0.014887,0.1,0.029821,0.2,1607,666,1176,33379,37992,37985,0,0,0,0,3319,3325,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
318,0.9310261593700027,-3.9234598147551343,-3.781790950684617,-5.864406684888323,-7.414572295142798,0.014847,0.1,0.029643,0.2,1486,800,1201,33143,37684,37676,0,0,0,0,3396,3388,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
319,0.9303873366111044,-3.926407230973833,-3.7816915577032986,-5.876083108317153,-7.427089532603498,0.014807,0.1,0.029465,0.2,1615,707,1242,33356,37788,37785,0,0,0,0,3336,3326,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
320,0.9386942198262953,-3.9298882896231353,-3.7832019085901174,-5.8829110712809625,-7.4372996223575845,0.014768,0.1,0.029289,0.2,1509,538,1176,33390,38188,38184,0,0,0,0,3402,3392,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
321,0.9289808725034695,-3.939437717459881,-3.7802695029488276,-5.894915603635537,-7.448287433652275,0.014728,0.1,0.029114,0.2,1625,729,1177,33146,37761,37751,0,0,0,0,3307,3307,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
322,0.9330898774672541,-3.946359564488306,-3.7884804369067977,-5.903052202602886,-7.460290582493014,0.014689,0.1,0.028939,0.2,1554,663,1112,33134,37689,37675,0,0,0,0,3500,3492,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
323,0.9329869199068267,-3.9461291578860935,-3.7913035680599734,-5.915390311566172,-7.473498347148355,0.014651,0.1,0.028766,0.2,1512,732,1212,33486,37835,37827,0,0,0,0,3374,3374,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
324,0.935910387449489,-3.953365281752316,-3.7952450573928105,-5.922297230149965,-7.482708961848113,0.014612,0.1,0.028594,0.2,1522,635,1266,33656,38327,38322,0,0,0,0,3372,3364,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
325,0.9365725227381523,-3.961271812157457,-3.796945849852246,-5.9250690383974565,-7.4931767170883035,0.014574,0.1,0.028423,0.2,1441,679,1281,33424,38049,38049,0,0,0,0,3416,3420,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
326,0.9306557228642989,-3.9636702607007135,-3.7929729008237008,-5.9300352670420065,-7.500291416161454,0.014535,0.1,0.028253,0.2,1647,651,1112,33139,37706,37702,0,0,0,0,3384,3379,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
327,0.9293468535639726,-3.9700933916476737,-3.799052414687417,-5.938634584638467,-7.507505238454014,0.014497,0.1,0.028083,0.2,1618,751,1071,33530,38038,38029,0,0,0,0,3332,3352,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
328,0.9259822787075986,-3.973333470198241,-3.804461226052942,-5.936851702452506,-7.513844333688967,0.01446,0.1,0.027915,0.2,1761,720,1104,33519,37779,37778,0,0,0,0,3345,3356,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
329,0.9297550217559755,-3.9733607383226293,-3.8090180465832457,-5.941211326731058,-7.521003648504502,0.014422,0.1,0.027748,0.2,1498,859,1412,33554,38112,38110,0,0,0,0,3342,3325,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
330,0.9355984832651599,-3.97075617321097,-3.808762057654645,-5.954197837252139,-7.528121139356105,0.014385,0.1,0.027582,0.2,1584,573,1094,33493,37983,37978,0,0,0,0,3291,3294,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
331,0.9280064956545274,-3.9727026938836296,-3.8142736638724375,-5.959256941103003,-7.539615153568519,0.014347,0.1,0.027417,0.2,1765,629,1080,33253,37568,37560,0,0,0,0,3345,3360,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
332,0.9262123119343044,-3.975611668107401,-3.8208005009049426,-5.960667854520608,-7.548374347693442,0.01431,0.1,0.027253,0.2,1581,881,1165,33366,37803,37799,0,0,0,0,3346,3344,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
333,0.9386377950394386,-3.9734814255853745,-3.823353239524248,-5.966464284671519,-7.552260957932047,0.014273,0.1,0.02709,0.2,1396,650,1092,33343,37996,37991,0,0,0,0,3460,3464,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
334,0.9409251401952349,-3.971667867271466,-3.8221317719281256,-5.9676929008978,-7.550078392148882,0.014237,0.1,0.026928,0.2,1387,604,1137,33703,38484,38478,0,0,0,0,3289,3275,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
335,0.9361490158193455,-3.9696022240428777,-3.823716783102659,-5.966110120889531,-7.55243957266075,0.0142,0.1,0.026767,0.2,1448,667,1084,33124,37648,37643,0,0,0,0,3352,3362,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
336,0.9293044812953322,-3.973180780713873,-3.8262920419189608,-5.975793094805665,-7.561643841262543,0.014164,0.1,0.026606,0.2,1660,689,990,33227,37553,37545,0,0,0,0,3325,3325,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
337,0.9341608202914193,-3.9728808806427574,-3.827081557131397,-5.977892134356199,-7.569998032652046,0.014128,0.1,0.026447,0.2,1529,667,1222,33354,38137,38131,0,0,0,0,3337,3343,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
338,0.9324304167536768,-3.9749679580413932,-3.8253191933830677,-5.9901902383498316,-7.582349505021597,0.014092,0.1,0.026289,0.2,1566,699,1125,33521,38286,38274,0,0,0,0,3460,3464,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
339,0.9417209869928863,-3.9718062168300983,-3.825059137287976,-5.991548814971157,-7.588694780192998,0.014056,0.1,0.026131,0.2,1488,470,1043,33597,38083,38076,0,0,0,0,3300,3282,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
340,0.9331885653092186,-3.9746563204620395,-3.8264748374764057,-5.995205994763207,-7.604926639328432,0.014021,0.1,0.025975,0.2,1692,554,1225,33617,37861,37854,0,0,0,0,3337,3344,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
341,0.9348588909216328,-3.973502925744542,-3.826503310355008,-5.991420042497257,-7.608024635390208,0.013985,0.1,0.02582,0.2,1624,548,1058,33343,37741,37738,0,0,0,0,3422,3409,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
342,0.9324220595181861,-3.978019912878883,-3.831430682524022,-5.998991932360178,-7.617585084622122,0.01395,0.1,0.025665,0.2,1664,625,1243,33872,38286,38276,0,0,0,0,3381,3378,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
343,0.927972402307738,-3.9815902535085166,-3.834711711087556,-6.010514206192348,-7.631584548599628,0.013915,0.1,0.025511,0.2,1797,625,1048,33626,38076,38063,0,0,0,0,3408,3413,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
344,0.9353835214647587,-3.984270347072328,-3.835618363237707,-6.011036491456964,-7.642483445521743,0.01388,0.1,0.025359,0.2,1532,649,1218,33753,38359,38350,0,0,0,0,3437,3423,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
345,0.9326659228658445,-3.9851569122756167,-3.8378692651622335,-6.021901238964953,-7.6506151348104146,0.013846,0.1,0.025207,0.2,1580,653,1174,33163,37646,37642,0,0,0,0,3343,3350,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
346,0.9275634155055377,-3.9894207115820475,-3.84510577926467,-6.0299945012201785,-7.657609213825214,0.013811,0.1,0.025056,0.2,1595,838,1218,33588,38183,38173,0,0,0,0,3360,3347,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
347,0.935490712965488,-3.9933259577000295,-3.846866679280686,-6.028643783425245,-7.667989282952633,0.013777,0.1,0.024906,0.2,1513,616,1157,33003,37649,37643,0,0,0,0,3273,3265,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
348,0.9477192877090778,-3.9894544686676086,-3.8473226868971326,-6.027549988918921,-7.672275337214835,0.013743,0.1,0.024757,0.2,1165,576,981,33301,38538,38530,0,0,0,0,3343,3343,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
349,0.9281107626767647,-3.9973208190587184,-3.856973421659903,-6.036896960371958,-7.6826313245334275,0.013709,0.1,0.024609,0.2,1575,855,1194,33802,38405,38401,0,0,0,0,3352,3372,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
350,0.9380043357822474,-3.9946768089982756,-3.8566889694845146,-6.045083862133966,-7.688035120942388,0.013675,0.1,0.024462,0.2,1404,655,1046,33212,37914,37906,0,0,0,0,3326,3323,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
351,0.9322572902916116,-4.00131746408805,-3.862508501740637,-6.050616133345647,-7.693695298781442,0.013641,0.1,0.024315,0.2,1511,747,1166,33332,38104,38100,0,0,0,0,3422,3410,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
352,0.9398315282791817,-4.000586388102923,-3.8592088255050037,-6.05646254387801,-7.703357064330486,0.013608,0.1,0.02417,0.2,1510,490,1080,33240,37891,37882,0,0,0,0,3383,3387,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
353,0.9374226088007007,-4.00490131144458,-3.8651332513214163,-6.055427414032332,-7.709338372937794,0.013575,0.1,0.024025,0.2,1410,662,1199,33111,37899,37892,0,0,0,0,3337,3342,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
354,0.9369006927009287,-4.002611177420313,-3.8686092461066,-6.060727015683917,-7.71581196103235,0.013541,0.1,0.023881,0.2,1443,643,1322,33059,37701,37698,0,0,0,0,3289,3283,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
355,0.9293021003571212,-4.010445924606162,-3.8732813083051307,-6.066965377551055,-7.728068852928441,0.013508,0.1,0.023738,0.2,1674,662,1148,33042,37506,37499,0,0,0,0,3371,3391,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
356,0.9379239959176322,-4.012885848271469,-3.875881713579396,-6.067463627624631,-7.733171468114584,0.013476,0.1,0.023596,0.2,1452,616,1090,33314,38027,38020,0,0,0,0,3359,3363,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
357,0.936094039023808,-4.014487039926038,-3.875964497678399,-6.07495549496915,-7.742006322211479,0.013443,0.1,0.023455,0.2,1570,572,935,33518,38070,38066,0,0,0,0,3275,3295,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
358,0.9322801127165897,-4.021498146480302,-3.8798059015696427,-6.086630972491025,-7.755205194741255,0.01341,0.1,0.023314,0.2,1596,663,1204,33358,37872,37869,0,0,0,0,3278,3274,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
359,0.9295799662552171,-4.026821999821505,-3.8808663418474825,-6.101656125664159,-7.764028781192125,0.013378,0.1,0.023175,0.2,1616,763,1180,33783,38349,38344,0,0,0,0,3346,3351,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
360,0.9229659463196177,-4.034544383090826,-3.8847984001768188,-6.116242721194574,-7.7813551411922735,0.013346,0.1,0.023036,0.2,1735,828,1329,33271,37734,37722,0,0,0,0,3340,3344,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
361,0.9379104301011655,-4.034506320594267,-3.8855255603092664,-6.11749916320654,-7.788583197871965,0.013314,0.1,0.022898,0.2,1475,624,1220,33806,38647,38642,0,0,0,0,3395,3382,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
362,0.9391584590825578,-4.033849029626338,-3.889667273752736,-6.1258371302302494,-7.795114419695564,0.013282,0.1,0.022761,0.2,1399,621,1088,33201,37764,37762,0,0,0,0,3534,3538,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
363,0.9370614629445599,-4.029655088091599,-3.892631571792996,-6.132850948040343,-7.80246856457182,0.01325,0.1,0.022625,0.2,1471,619,1216,33207,37782,37778,0,0,0,0,3440,3440,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
364,0.9311521537402341,-4.031046518271827,-3.895005448578346,-6.136291843528294,-7.809675233779997,0.013219,0.1,0.02249,0.2,1614,686,1355,33407,38032,38024,0,0,0,0,3396,3387,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
365,0.9243665178439431,-4.039315002775,-3.9045207944982003,-6.143286956431024,-7.82238939662797,0.013187,0.1,0.022355,0.2,1800,758,1320,33821,38114,38107,0,0,0,0,3401,3398,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
366,0.9350064158037659,-4.041559979818489,-3.907119263458055,-6.149022541195242,-7.831850995988803,0.013156,0.1,0.022221,0.2,1538,640,1213,33511,38043,38040,0,0,0,0,3395,3381,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
367,0.9331148121899362,-4.042048063024873,-3.914635257947247,-6.158903607984204,-7.84088760871065,0.013125,0.1,0.022088,0.2,1566,699,1229,33864,38457,38450,0,0,0,0,3401,3385,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
368,0.9399781075164194,-4.043580640988877,-3.9140402234011886,-6.161019920003438,-7.840856593785423,0.013094,0.1,0.021956,0.2,1400,574,1075,32888,37652,37648,0,0,0,0,3332,3320,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
369,0.9375695091526647,-4.042607913606396,-3.913136672988893,-6.165805883429623,-7.848506142485406,0.013063,0.1,0.021825,0.2,1577,500,1003,33269,37871,37868,0,0,0,0,3376,3377,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
370,0.9355797819623389,-4.050163717128312,-3.912394274375367,-6.176603383454907,-7.854989110624188,0.013032,0.1,0.021694,0.2,1525,620,1217,33297,37740,37729,0,0,0,0,3412,3404,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
371,0.9342362678705793,-4.052722581580398,-3.917672030706695,-6.183211705130927,-7.8604543959912005,0.013002,0.1,0.021564,0.2,1671,514,1106,33225,37780,37772,0,0,0,0,3389,3394,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
372,0.9295264127399132,-4.056228412535168,-3.9244978126018797,-6.186769251183425,-7.86772229040811,0.012971,0.1,0.021435,0.2,1752,620,1026,33658,38093,38085,0,0,0,0,3382,3394,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
373,0.9318507035535416,-4.057189232211107,-3.9237403457833113,-6.200181387237553,-7.877365508449015,0.012941,0.1,0.021307,0.2,1561,725,1118,33544,38035,38028,0,0,0,0,3278,3271,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
374,0.9321102013984343,-4.058643667798039,-3.9251061080884773,-6.214493105626552,-7.8868423717817695,0.012911,0.1,0.021179,0.2,1509,763,1250,33466,38190,38186,0,0,0,0,3357,3368,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
375,0.939220429284424,-4.061687200720213,-3.9297792599743158,-6.218634513748508,-7.896177912707412,0.012881,0.1,0.021052,0.2,1311,674,1123,32659,37625,37615,0,0,0,0,3301,3320,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
376,0.9295122606851647,-4.064144184731193,-3.9339426549850263,-6.228084215434574,-7.904367245941886,0.012851,0.1,0.020926,0.2,1796,564,1345,33481,37843,37840,0,0,0,0,3476,3467,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
377,0.934093676675874,-4.070440003347393,-3.936524801056589,-6.234877745151597,-7.9135763911686805,0.012821,0.1,0.020801,0.2,1496,723,1165,33669,38396,38386,0,0,0,0,3330,3319,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
378,0.9321220843077292,-4.076336400710702,-3.9425509713741587,-6.244951555749093,-7.924065417794634,0.012792,0.1,0.020677,0.2,1549,715,1121,33354,37840,37836,0,0,0,0,3321,3324,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
379,0.9289487902983731,-4.0787861825726255,-3.9436782920687317,-6.25501333876745,-7.9334211413201885,0.012762,0.1,0.020553,0.2,1523,844,1021,33314,37913,37904,0,0,0,0,3337,3344,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
380,0.9344636551808109,-4.0813136428264185,-3.9469142994499227,-6.26099304427453,-7.9385612807074155,0.012733,0.1,0.02043,0.2,1437,716,1161,32852,37442,37438,0,0,0,0,3249,3263,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
381,0.9283993011627206,-4.083548080233234,-3.9538973526753445,-6.264343543645816,-7.951108797055277,0.012704,0.1,0.020308,0.2,1685,692,1058,33198,37391,37382,0,0,0,0,3334,3332,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
382,0.9332974878274636,-4.086401415657226,-3.9529307326098806,-6.274039081769829,-7.962765301610234,0.012675,0.1,0.020186,0.2,1551,682,1226,33477,37891,37884,0,0,0,0,3403,3421,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
383,0.9321747382781221,-4.079821452057417,-3.952800707480407,-6.2817299591398905,-7.971376495368992,0.012646,0.1,0.020065,0.2,1614,673,1100,33719,38345,38336,0,0,0,0,3321,3341,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
384,0.9385294819766054,-4.077992086159016,-3.9508128820336186,-6.274755090914399,-7.971011938990857,0.012617,0.1,0.019945,0.2,1514,546,1062,33512,37964,37955,0,0,0,0,3331,3323,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
385,0.9346775389177169,-4.075954413211363,-3.947262171176122,-6.28154162992202,-7.974006948560847,0.012588,0.1,0.019826,0.2,1490,713,1102,33725,38288,38282,0,0,0,0,3304,3304,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
386,0.935100217338807,-4.075913991924002,-3.949314719980136,-6.2880798730510294,-7.982258885680485,0.01256,0.1,0.019707,0.2,1467,683,1201,33128,37813,37805,0,0,0,0,3348,3353,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
387,0.9389796899411128,-4.076050855352944,-3.948792353682495,-6.285446884113017,-7.984370944063186,0.012531,0.1,0.019589,0.2,1455,576,1090,33284,37875,37863,0,0,0,0,3363,3371,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
388,0.9299846879034437,-4.081447954160357,-3.9509047928112815,-6.299967344507014,-7.99562821854793,0.012503,0.1,0.019472,0.2,1704,628,1090,33307,37516,37513,0,0,0,0,3407,3427,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
389,0.9391782788110759,-4.078246156739695,-3.949035184902371,-6.304386417158332,-8.002146980400008,0.012475,0.1,0.019355,0.2,1411,623,1163,33442,38139,38133,0,0,0,0,3377,3376,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
390,0.934651583979098,-4.081500829905152,-3.948292596108607,-6.309681204132473,-8.013983203966337,0.012447,0.1,0.019239,0.2,1531,670,1011,33681,38095,38091,0,0,0,0,3433,3438,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
391,0.9331752274023596,-4.074763311285867,-3.948965156930164,-6.31546140479466,-8.02254530020374,0.012419,0.1,0.019124,0.2,1425,801,1409,33311,37859,37851,0,0,0,0,3336,3344,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
392,0.9314033603287803,-4.07665716134674,-3.9515487241094047,-6.325709284646414,-8.0320966267569,0.012391,0.1,0.01901,0.2,1513,757,1133,33092,37746,37739,0,0,0,0,3314,3320,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
393,0.928309207580958,-4.079780302020483,-3.9545921864536124,-6.330641104750519,-8.042460692601527,0.012364,0.1,0.018896,0.2,1750,652,1133,33505,37988,37982,0,0,0,0,3415,3415,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
394,0.9349674086089333,-4.08032431049683,-3.9606467835704966,-6.33992795669193,-8.051037131797065,0.012336,0.1,0.018783,0.2,1434,731,1156,33291,37969,37958,0,0,0,0,3322,3322,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
395,0.9320510515908682,-4.083114911907712,-3.962858361892692,-6.344337772084954,-8.056072467740735,0.012309,0.1,0.018671,0.2,1509,759,1091,33378,38001,37998,0,0,0,0,3378,3370,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
396,0.9299712413649974,-4.0822237102392585,-3.965369112653672,-6.349823594851083,-8.066755356939462,0.012282,0.1,0.018559,0.2,1685,677,1245,33729,37915,37913,0,0,0,0,3334,3354,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
397,0.9340758308066405,-4.081497146673534,-3.9655114527211186,-6.360177485461504,-8.079605292897133,0.012254,0.1,0.018448,0.2,1617,579,1012,33311,37774,37764,0,0,0,0,3241,3241,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
398,0.9325016375870898,-4.080292461861793,-3.9687446446020447,-6.3563613446134966,-8.084817968437084,0.012227,0.1,0.018337,0.2,1616,651,1231,33586,38079,38072,0,0,0,0,3369,3367,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
399,0.9280528250022408,-4.086710547442755,-3.9713680105098224,-6.367428267901183,-8.096790953955082,0.0122,0.1,0.018228,0.2,1692,716,1227,33469,37645,37644,0,0,0,0,3378,3381,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
400,0.9362468956326853,-4.082165472814403,-3.973532793177657,-6.370499337812396,-8.100990258011707,0.012174,0.1,0.018118,0.2,1449,656,965,33018,37468,37463,0,0,0,0,3406,3409,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
401,0.931580207024472,-4.0839290457563395,-3.9769728579456167,-6.376418025620554,-8.11028923414033,0.012147,0.1,0.01801,0.2,1563,724,1298,33426,37831,37824,0,0,0,0,3424,3436,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
402,0.9372064861033169,-4.08244568156013,-3.9801591606217994,-6.383721839169376,-8.11661565281536,0.01212,0.1,0.017902,0.2,1520,606,1141,33857,38383,38378,0,0,0,0,3323,3343,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
403,0.9390291262135922,-4.086631087677994,-3.981603625571209,-6.3799253548039525,-8.121588178302972,0.012094,0.1,0.017795,0.2,1472,569,1123,33475,37931,37914,0,0,0,0,3394,3394,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
404,0.9380724990239361,-4.086391264679451,-3.9855221503539355,-6.3827943421082995,-8.128348929434905,0.012068,0.1,0.017689,0.2,1398,664,1118,33297,38036,38031,0,0,0,0,3460,3470,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
405,0.9314056371431177,-4.091571157414785,-3.9892300833221626,-6.384136348418886,-8.134118420612928,0.012042,0.1,0.017583,0.2,1681,575,1164,32889,37386,37382,0,0,0,0,3323,3343,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
406,0.9363862349875708,-4.093861859205348,-3.9953873909381037,-6.384477788454153,-8.13771122200932,0.012015,0.1,0.017477,0.2,1438,686,1171,33389,37954,37947,0,0,0,0,3306,3326,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
407,0.9243421052631579,-4.104664721318803,-3.998170484785297,-6.399394207039576,-8.147667891964353,0.011989,0.1,0.017373,0.2,1880,673,1255,33744,37991,37988,0,0,0,0,3397,3396,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
408,0.9415620682559747,-4.105940326044499,-4.000618292142094,-6.392781528449137,-8.146356859900486,0.011964,0.1,0.017269,0.2,1366,622,1235,34019,38918,38911,0,0,0,0,3405,3410,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
409,0.9285270721826301,-4.106478145272111,-4.004058865833656,-6.398785768897451,-8.152323955276419,0.011938,0.1,0.017165,0.2,1682,735,1260,33817,38388,38385,0,0,0,0,3362,3352,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
410,0.9360458179214891,-4.1080189043849025,-4.002280321776368,-6.408283256649324,-8.159648166075598,0.011912,0.1,0.017063,0.2,1533,611,1151,33524,37980,37977,0,0,0,0,3347,3346,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
