episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
262,0.9295603840323395,-4.879746421193516,-1.238379811853285,-0.5060114398651769,-0.27460769619821007,-0.3610209278667525,-0.24512101193022648,-0.7433694875773139,0.001125,0.01,0.0,0.97,100,10,1,11
263,0.9278402756663626,-4.883388166255376,-1.2403172365262527,-0.5068232266265217,-0.27502516593386744,-0.3615817121582433,-0.24548721453872333,-0.7445644361211196,0.001122,0.01,0.0,0.97,100,10,1,11
264,0.9396235349828341,-4.884775343677027,-1.2410509036575432,-0.5072887258637732,-0.2751904983508158,-0.3620089697302194,-0.24579521420126108,-0.7451044328128984,0.001118,0.01,0.0,0.97,100,11,1,12
265,0.9333993521207137,-4.888072535594118,-1.2427950577073672,-0.5079993707051605,-0.2755855636467465,-0.3625155830837361,-0.24614813496675556,-0.7461120085050548,0.001114,0.01,0.0,0.97,100,10,1,11
266,0.9317869678010071,-4.891429630776792,-1.2445433594155018,-0.5087223788731491,-0.2759700253458801,-0.36304651629080725,-0.24651522195631198,-0.7470442791393359,0.00111,0.01,0.0,0.97,100,10,1,11
267,0.9314336300923683,-4.894850697117769,-1.2463698579462155,-0.5094926278476771,-0.27638169476713986,-0.36356792054290044,-0.24687400670366338,-0.7481917004557324,0.001107,0.01,0.0,0.97,100,10,1,11
268,0.9295481619435916,-4.89837000565981,-1.2482073992622555,-0.5102444504157434,-0.2767755076177071,-0.36410181317627693,-0.24723144509996123,-0.7493652618014218,0.001103,0.01,0.0,0.97,100,10,1,11
269,0.9272136914022864,-4.901989989655423,-1.2501257084870858,-0.5110277706536195,-0.27719330851493296,-0.3646456560690556,-0.2475916634463341,-0.750636679789063,0.001099,0.01,0.0,0.97,100,10,1,11
270,0.9324683182627987,-4.905281920640304,-1.2518161010875717,-0.5117193448127338,-0.277568216459281,-0.36513531056284704,-0.2479166369791077,-0.7517135825142256,0.001096,0.01,0.0,0.97,100,10,1,11
271,0.9313753557535238,-4.908638554447279,-1.2535739413513585,-0.5124366332460788,-0.27797531476200465,-0.36563729393085986,-0.24827971492010142,-0.7526819868317499,0.001092,0.01,0.0,0.97,100,10,1,11
272,0.9299942604409331,-4.912061658857937,-1.255356288080725,-0.5131649725390253,-0.27836672149498876,-0.3661429022909561,-0.24864086282127426,-0.7537853121736481,0.001088,0.01,0.0,0.97,100,10,1,11
273,0.9341484450306935,-4.915198298144554,-1.2569975698211324,-0.5138261273247732,-0.27873240436614755,-0.36660557758535933,-0.24896642431392624,-0.7547270967550086,0.001085,0.01,0.0,0.97,100,10,1,11
274,0.9292136916510619,-4.918641137059137,-1.258771175451967,-0.5145676509631529,-0.27910524053907065,-0.36713884106071365,-0.2493260710616003,-0.7559868849627264,0.001081,0.01,0.0,0.97,100,10,1,11
275,0.9301359452841341,-4.92003109496651,-1.2594731584073773,-0.515071929280616,-0.2792567103210461,-0.36766066521893637,-0.24967941106987063,-0.7567089542962588,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9291668067085672,-4.923492973564401,-1.2612398427552605,-0.51579238620161,-0.27965353100410467,-0.36816885973137176,-0.2500358729590438,-0.7576862330795983,0.001074,0.01,0.0,0.97,100,10,1,11
277,0.9296940874903032,-4.926175034329269,-1.2626659265594877,-0.516446266651701,-0.27998452933936385,-0.3686905609582384,-0.2503675285393242,-0.758429206871957,0.001071,0.01,0.0,0.97,100,11,1,12
278,0.9321187879195307,-4.929415179748345,-1.2643654668011515,-0.5171530585019893,-0.280362831550454,-0.3692190855922435,-0.25070756674557154,-0.7594232146815775,0.001067,0.01,0.0,0.97,100,10,1,11
279,0.9359461238543724,-4.932378092389286,-1.2658996672515166,-0.517766500116887,-0.28070799778543365,-0.3696458729180778,-0.2510051217851245,-0.7603254402951096,0.001064,0.01,0.0,0.97,100,10,1,11
280,0.9304231476835592,-4.9357209750695885,-1.2676430005418595,-0.5184707243197583,-0.28110682146052174,-0.37014507332433316,-0.25134345607935055,-0.7613691189843419,0.001061,0.01,0.0,0.97,100,10,1,11
281,0.9286037508170345,-4.9391534824812195,-1.2694573682152825,-0.5192061104824596,-0.2815101258590274,-0.3706391698304382,-0.2516979708460735,-0.7624633377776874,0.001057,0.01,0.0,0.97,100,10,1,11
282,0.9318749156659021,-4.94233439316786,-1.2711010225763628,-0.5198870364686222,-0.2818566395084402,-0.37112226645070573,-0.2519846157736459,-0.7635378859913285,0.001054,0.01,0.0,0.97,100,10,1,11
283,0.9307795813391017,-4.945535459703397,-1.2727861696260325,-0.5205772493317387,-0.2822364747178693,-0.3716045264566189,-0.25232126548595873,-0.7645581887676213,0.001051,0.01,0.0,0.97,100,10,1,11
284,0.9215765674563002,-4.949322157365132,-1.274762720539012,-0.5213903704014711,-0.28266180750205727,-0.3721833477031994,-0.25270923835453574,-0.7659495744061317,0.001047,0.01,0.0,0.97,100,10,1,11
285,0.9339533946679203,-4.952376962500352,-1.2763358557236173,-0.5220225911046978,-0.2830181259913451,-0.37262209552593084,-0.25303136273431837,-0.7668864864132411,0.001044,0.01,0.0,0.97,100,10,1,11
286,0.9364219983573309,-4.955273663919335,-1.27781750216331,-0.5226271023866847,-0.28333339870902674,-0.3730492915035941,-0.253315734754141,-0.7677896688917795,0.001041,0.01,0.0,0.97,100,10,1,11
287,0.9333713844449294,-4.958343954972187,-1.2794345908967226,-0.5232856469659632,-0.28370405994086134,-0.3735230222681562,-0.25364053979532153,-0.7686182014306627,0.001037,0.01,0.0,0.97,100,10,1,11
288,0.940006809669731,-4.9609550876434945,-1.2807753525746655,-0.5238191995620415,-0.2840115014186077,-0.37387935614162837,-0.2539163306492912,-0.7693410602725247,0.001034,0.01,0.0,0.97,100,11,0,11
289,0.9341124319967762,-4.963945821479219,-1.2823438769815503,-0.5244487152156497,-0.28436285221018615,-0.37430337423441834,-0.2542176914052401,-0.7702920316939884,0.001031,0.01,0.0,0.97,100,10,1,11
290,0.9354305752242228,-4.966841760148677,-1.283868086047084,-0.5250567343152861,-0.28471887969947757,-0.3747226769271368,-0.25453156804316224,-0.7710337951778546,0.001028,0.01,0.0,0.97,100,10,1,11
291,0.928692068639373,-4.970110206498548,-1.2855412952375935,-0.5257476613543,-0.2850736841579822,-0.37521546230986835,-0.2548522017392773,-0.772088345907756,0.001025,0.01,0.0,0.97,100,10,1,11
292,0.932668287366921,-4.973184705288913,-1.287184036808956,-0.5264150013154212,-0.285444577740696,-0.3756814903272647,-0.25517598760723803,-0.7729524880826527,0.001022,0.01,0.0,0.97,100,10,1,11
293,0.9337541550548971,-4.976171240720349,-1.288738900962224,-0.5270532042800313,-0.2857792695819607,-0.37613421778271977,-0.2554666225695371,-0.7738808292361671,0.001018,0.01,0.0,0.97,100,10,1,11
294,0.9339523712874637,-4.979110496915148,-1.2902732989694363,-0.5276782964909829,-0.2861368856936344,-0.3765861880447283,-0.25579609114542023,-0.7746265972900653,0.001015,0.01,0.0,0.97,100,10,1,11
295,0.9309242994562944,-4.982249802092666,-1.291925290529487,-0.5283574218517005,-0.28649728496240623,-0.37706956670094016,-0.25609375936415285,-0.7755627731653404,0.001012,0.01,0.0,0.97,100,10,1,11
296,0.9364638559286376,-4.9850403082263135,-1.2933201332292157,-0.5289330273307135,-0.2867995354054576,-0.37749450701281023,-0.25639039378059614,-0.7764142545647367,0.001009,0.01,0.0,0.97,100,10,1,11
297,0.9275526904706236,-4.988334367097164,-1.2950340213791343,-0.5296549992855997,-0.28716069053525145,-0.37804835602957054,-0.2567149855699345,-0.7775622456305704,0.001006,0.01,0.0,0.97,100,10,1,11
298,0.9308277766552165,-4.991443541755601,-1.296633922745841,-0.5303090669060953,-0.28752974050872193,-0.37854103634022096,-0.2570490892230319,-0.7784417895713694,0.001003,0.01,0.0,0.97,100,10,1,11
299,0.9304341981449119,-4.9945633695873255,-1.2982418381017644,-0.5309739375883398,-0.28787367193632957,-0.37903737826525447,-0.2573543808602042,-0.7794140924750509,0.001,0.01,0.0,0.97,100,10,1,11
