episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
176,0.9195800666240452,-4.986023992619159,-1.3064441079735638,-0.5981434076389062,-0.23823521979500256,-0.4199729047071073,-0.2581299772545429,-0.012978950973170488,-0.004544913557822634,-0.010062445186515315,-0.22268090046890482,-0.4801042800199688,-0.11548396572227684,0.001588,0.01,0.0,0.97,100,11,1,12
177,0.9118897913574275,-4.992759052844938,-1.3099491874019435,-0.5997670614213151,-0.23884260753488462,-0.4211060121882827,-0.25877919328746685,-0.013017922662797565,-0.004555638647246648,-0.01009211523993899,-0.2232625679086076,-0.48153450170955403,-0.11578043391347648,0.00158,0.01,0.0,0.97,100,11,1,12
178,0.9126538617611254,-4.999100244734833,-1.3132760624004833,-0.6012467644783753,-0.23947701610744238,-0.4221027841679501,-0.2594447215937891,-0.013050453189445643,-0.004567308436454959,-0.010114512967163395,-0.22384443325453834,-0.48259626364815306,-0.11609257643277647,0.001573,0.01,0.0,0.97,100,11,1,12
179,0.9222005594642706,-5.004686955998292,-1.3161677908480636,-0.6025199062079535,-0.24001118986893297,-0.42298632811416664,-0.25997394037206656,-0.013076302362876671,-0.00457575965410399,-0.010138749748795542,-0.22427734236944363,-0.48367837619724846,-0.116313279132257,0.001565,0.01,0.0,0.97,100,10,1,11
180,0.9206040594673416,-5.010477498015188,-1.319160550293889,-0.6038853635702092,-0.24053202605965626,-0.423915793940434,-0.2605244849634607,-0.013107574331787832,-0.0045855787824261385,-0.010171621747281343,-0.22481154237319406,-0.48493199422235866,-0.1165902348383675,0.001558,0.01,0.0,0.97,100,11,1,12
181,0.9149979157982493,-5.016269152565933,-1.3222244838652646,-0.6053313428761276,-0.2410747538198641,-0.42490752885362326,-0.26112750282140434,-0.013140840793957326,-0.004597788445273631,-0.01019589386526723,-0.22540842931150581,-0.4862355656218351,-0.11682509081140223,0.001551,0.01,0.0,0.97,100,11,1,12
182,0.9169961136424551,-5.02204219195584,-1.3252294891126273,-0.6067000907273011,-0.24163021347384425,-0.4258954271973571,-0.26173222797893575,-0.013174686392899511,-0.004607290374342897,-0.010228812135164389,-0.2259027436731232,-0.4873102710605264,-0.11715562975464201,0.001544,0.01,0.0,0.97,100,11,1,12
183,0.9126576287230805,-5.028120514665157,-1.3284314065961373,-0.608164839969266,-0.24221351437360739,-0.42687833403600856,-0.26233445989503223,-0.013205687447599855,-0.004619012603263527,-0.010261029563471026,-0.2265164469132778,-0.48841945419718774,-0.11740738906572928,0.001536,0.01,0.0,0.97,100,11,1,12
184,0.9106508171351801,-5.034388201292466,-1.3316572586733686,-0.6096520330984805,-0.24277096647807825,-0.42791315097302907,-0.26293357529507105,-0.013241050229559924,-0.0046302461445691155,-0.010296772822168034,-0.2270450093540528,-0.48978130514424306,-0.11763545216245298,0.001529,0.01,0.0,0.97,100,11,1,12
185,0.9194520179070316,-5.039667659680767,-1.3344010954100713,-0.6108947545093566,-0.243276380728598,-0.4288085492105828,-0.2635102055524127,-0.013266311243902734,-0.004640456693342907,-0.010320427918094495,-0.22753207209373122,-0.49077447216016856,-0.11786674139292844,0.001522,0.01,0.0,0.97,100,11,1,12
186,0.9143272751592569,-5.0457789932296135,-1.337580895912842,-0.612346147563154,-0.24384038124686436,-0.42983270002218477,-0.2640995791461616,-0.013299142304283628,-0.004650522008676067,-0.010349504496805852,-0.22809492703508602,-0.49201451262486917,-0.11807710705153535,0.001515,0.01,0.0,0.97,100,11,1,12
187,0.9097693580522068,-5.052213586670256,-1.3408638403037065,-0.613850861029329,-0.24441242824589374,-0.43092289661402683,-0.2647307799162003,-0.013341146311838468,-0.004661273546338989,-0.010376917300803066,-0.2285778998991585,-0.49338927312560904,-0.11831941702213303,0.001509,0.01,0.0,0.97,100,11,1,12
188,0.9110612224229023,-5.058510330835616,-1.3441366598723947,-0.6153635175456038,-0.24498144913273676,-0.43197854145557396,-0.2653498835198758,-0.013375665741017442,-0.0046743552595730755,-0.010400984750611715,-0.22921361043544097,-0.49492131066501144,-0.11861491870018931,0.001502,0.01,0.0,0.97,100,11,1,12
189,0.9125347815883871,-5.064732211648312,-1.3473983941215335,-0.6168111152164991,-0.24558527648791348,-0.432972522829602,-0.2659453260205949,-0.013407426920130713,-0.004684945156088446,-0.010432223031073754,-0.22975625264423072,-0.4960544566315731,-0.1188451220006924,0.001495,0.01,0.0,0.97,100,10,1,11
190,0.9144509639564125,-5.070772599400839,-1.350527989022399,-0.6182566730460358,-0.24612228504454325,-0.43401012975050846,-0.266528087106142,-0.013437762247556695,-0.0046968236728692275,-0.01045768031216412,-0.2303770710262299,-0.4974322319235884,-0.1190992370801074,0.001488,0.01,0.0,0.97,100,10,1,11
191,0.9122477709995307,-5.07700778608368,-1.3537833514944855,-0.6197504564390134,-0.24671010161872634,-0.43501202667075667,-0.26717814440385923,-0.01346941935853068,-0.00470881562468042,-0.010483634427271408,-0.23089077050972298,-0.4986729570107994,-0.11938462421824454,0.001482,0.01,0.0,0.97,100,11,1,12
192,0.9136361333040556,-5.0829421024046155,-1.3569091944680294,-0.6211622509848537,-0.24726699502113017,-0.43600590781859433,-0.2677946516125742,-0.013500629829162539,-0.00472044929859629,-0.01051089283882029,-0.23142929462843506,-0.4998270211328926,-0.11965160571940484,0.001475,0.01,0.0,0.97,100,11,1,12
193,0.913186739291238,-5.088679886283035,-1.359927093404488,-0.6225422273625156,-0.24784258493418382,-0.4369494282595892,-0.2683834438265088,-0.013530600615819415,-0.004731073517937563,-0.010524775653085402,-0.23196790285181995,-0.5007725390175621,-0.11986215515486555,0.001469,0.01,0.0,0.97,100,11,1,12
194,0.9148686482589817,-5.094397260011147,-1.3629333163372908,-0.6239077232442342,-0.2483873102308343,-0.4378659869940506,-0.26897486967033285,-0.013560828633645874,-0.004741409716386109,-0.010529406239476099,-0.2325947497326015,-0.5017951161443241,-0.12020733948148044,0.001462,0.01,0.0,0.97,100,11,1,12
195,0.9148846960167715,-5.098254007498896,-1.365180090824261,-0.6251257292914811,-0.24874015866385008,-0.43884018325610835,-0.26955625481770457,-0.013594139185398795,-0.004751023743034718,-0.010557914006474683,-0.23307395852851284,-0.5027187606147852,-0.12043527669388905,0.001456,0.01,0.0,0.97,100,11,1,12
196,0.9120097335113304,-5.10408198433758,-1.368240794227352,-0.6265133397636063,-0.24931992339057207,-0.4398175445585034,-0.2701653147715546,-0.013626942383166476,-0.004760576957022735,-0.010582754994677769,-0.23356087445570115,-0.5037843809149308,-0.12074512789214653,0.001449,0.01,0.0,0.97,100,11,1,12
197,0.9187467520493521,-5.102705877159627,-1.36797752447537,-0.6270845856332642,-0.2491492110419368,-0.4404647718748411,-0.2706314064292398,-0.013646130484947167,-0.004770034144655743,-0.010616291356466776,-0.23398549377945352,-0.5037995356147309,-0.12100395373540888,0.001443,0.01,0.0,0.97,100,11,1,12
198,0.9076416448535,-5.108454855125978,-1.3709931072472508,-0.6285033376994043,-0.24968385618940328,-0.44149037545529035,-0.2713233603653294,-0.013680427040516259,-0.004782150055882463,-0.0106461750377988,-0.23460283049815925,-0.5049952063396976,-0.12126710524180159,0.001437,0.01,0.0,0.97,100,11,1,12
199,0.9074890603600896,-5.1146111040412245,-1.3742338919608716,-0.6299643242571646,-0.2503083054350744,-0.44252961434714283,-0.27196282898214197,-0.01371269652508592,-0.004791944956374366,-0.010682167251496164,-0.2350279094729039,-0.5061561918041291,-0.12147948787435972,0.001431,0.01,0.0,0.97,100,11,1,12
200,0.9186944930292584,-5.119937487560546,-1.3769919002177742,-0.6311913863690048,-0.250813379603576,-0.4433546312531992,-0.27246562698169424,-0.013741088074944015,-0.004801392404451248,-0.010707206000092265,-0.2355261487027758,-0.5071125935275319,-0.1216255469306172,0.001424,0.01,0.0,0.97,100,10,1,11
201,0.9157335678765941,-5.125345415716549,-1.3798515554699393,-0.6324910054008073,-0.2513559786662559,-0.44432610541467954,-0.2730605167888757,-0.013768380063498191,-0.004811065560140047,-0.010732357464181318,-0.23595767406536108,-0.5079854450767955,-0.12185189752974324,0.001418,0.01,0.0,0.97,100,11,1,12
202,0.9082226054028468,-5.1314591235607505,-1.3830570662845607,-0.6340121727246308,-0.25190003607905764,-0.4453979343319378,-0.2736599941784677,-0.013807220645876236,-0.0048223288021459355,-0.010756002357506034,-0.23654792836184435,-0.5093910187877768,-0.1221516141645068,0.001412,0.01,0.0,0.97,100,11,1,12
203,0.9215320806676406,-5.13626946340261,-1.3855460709581737,-0.6351806505073291,-0.2523182180805968,-0.44623265600507955,-0.2741576365150902,-0.013834887247702656,-0.004832171817043195,-0.010752536410665788,-0.2370692940405895,-0.5103961371856939,-0.12238491460212211,0.001406,0.01,0.0,0.97,100,11,1,12
204,0.9172624955838563,-5.139191025205583,-1.3869693073576062,-0.6360387427580542,-0.2525392624408192,-0.44706781327856127,-0.27468456064157315,-0.01385983765387409,-0.004841227651718579,-0.010748381695709758,-0.23735690089214811,-0.511153278127856,-0.12261191358739765,0.0014,0.01,0.0,0.97,100,11,1,12
205,0.9165021680079635,-5.1444844980873015,-1.3897561565714605,-0.6373290601875288,-0.25304075473822846,-0.4479778618887214,-0.2752524864332565,-0.013889365117245887,-0.004851380940101145,-0.010771900724331724,-0.23788618555251598,-0.5121808282886926,-0.12281633996378047,0.001395,0.01,0.0,0.97,100,11,1,12
206,0.9190637811680893,-5.147535543243643,-1.3913310992481565,-0.6382254764258837,-0.2533007310759749,-0.44879844209413533,-0.27577797703251083,-0.013908485041847385,-0.004859294072592529,-0.010805501072130928,-0.23830717355171976,-0.5126234395586301,-0.12305502998642134,0.001389,0.01,0.0,0.97,100,11,1,12
207,0.9094157704884873,-5.153399342374812,-1.3944055596298266,-0.6396120743618591,-0.2538808407416062,-0.44972581947081564,-0.27632335494488974,-0.013941135250592245,-0.004868078389526342,-0.010830860259928207,-0.23873111331227903,-0.5137010039944249,-0.1232496431938043,0.001383,0.01,0.0,0.97,100,11,1,12
208,0.9203457805338366,-5.151539654185809,-1.3935247659371344,-0.6398222147951297,-0.2535969850120743,-0.45039905317483153,-0.2767620368306269,-0.01395621138120371,-0.0048751707390614265,-0.010781796409224987,-0.23876612696203384,-0.5133445980497973,-0.12343287983774602,0.001377,0.01,0.0,0.97,100,11,1,12
209,0.9141701492036319,-5.156696476562135,-1.3962208215428669,-0.6410728771537222,-0.25409369125850706,-0.4513266786654954,-0.27732319380224413,-0.013983472465663891,-0.004884368322521586,-0.010806834267678042,-0.2392670866802573,-0.514376675385736,-0.12362784807421813,0.001372,0.01,0.0,0.97,100,11,1,12
210,0.9164422739208242,-5.162095601725716,-1.3990772871946546,-0.6423104446157335,-0.2546468795892809,-0.45215810769134374,-0.27789537536967046,-0.014004588100994675,-0.0048935821648016685,-0.010826643883092676,-0.23968881224121646,-0.515202978674845,-0.12387684007825218,0.001366,0.01,0.0,0.97,100,11,1,12
211,0.9112241823720416,-5.167741156842635,-1.402038003457267,-0.6436671401166884,-0.2551560606908545,-0.4531001655453645,-0.27848368749973323,-0.014037688957846212,-0.004903126707292475,-0.010858106536009438,-0.24022360715134683,-0.5164195960151413,-0.12410718616263418,0.00136,0.01,0.0,0.97,100,11,1,12
212,0.9096703296703297,-5.1733029342835115,-1.4049234988278783,-0.6450072631791649,-0.2556713636960308,-0.45406290557115875,-0.2790943538414005,-0.014070666275322777,-0.004913730802927518,-0.010885720433576392,-0.2406997895789019,-0.5173573776507308,-0.12433725060799945,0.001355,0.01,0.0,0.97,100,11,1,12
213,0.9103847383207442,-5.17903761834386,-1.4079025618271783,-0.6463738966910673,-0.2561933282221635,-0.45499761006781303,-0.279662019960135,-0.014099424119676377,-0.004926521332687179,-0.01092219079234362,-0.24126968436206256,-0.5185464004078553,-0.12454923195768869,0.001349,0.01,0.0,0.97,100,10,1,11
214,0.9187177149802491,-5.18362274823815,-1.4102938215128173,-0.6475096248937214,-0.2565945598627748,-0.45583505923175766,-0.28016260444085095,-0.014126410131701022,-0.00493466722238572,-0.010943861031311916,-0.24164932598657368,-0.519459249373584,-0.1247636930811505,0.001344,0.01,0.0,0.97,100,11,1,12
215,0.9181120943952803,-5.188332698975434,-1.4127747064817366,-0.6486748999811107,-0.2570329020234919,-0.45665568942882967,-0.2806644593188656,-0.014150975644660784,-0.004944041396831696,-0.010953493482870667,-0.24212826573740434,-0.5203192362696268,-0.12494861523010133,0.001338,0.01,0.0,0.97,100,11,1,12
216,0.914367075733948,-5.1936381032446794,-1.4155502604558288,-0.6499217561186377,-0.25754585961492416,-0.45751610438055784,-0.28117207449919324,-0.014174529245714518,-0.004953538485454799,-0.01097579672951188,-0.2425729340487002,-0.521330327228167,-0.12515904543420628,0.001333,0.01,0.0,0.97,100,10,1,11
217,0.9147714067532122,-5.19904723273646,-1.418391669815059,-0.651212580343402,-0.25807515039369333,-0.4584011845571651,-0.28172023676937247,-0.014199127493356967,-0.004963129835667355,-0.011003392598258697,-0.24297807514369607,-0.522398154280788,-0.12536292480720237,0.001328,0.01,0.0,0.97,100,10,1,11
218,0.9192110784725136,-5.20385534664022,-1.420891711198977,-0.6523485507287682,-0.25850873778104655,-0.45915560344869877,-0.2821810384339407,-0.014225683286544947,-0.004971943287007372,-0.011022100711740151,-0.24336295268490168,-0.5233468146868747,-0.12556784929242878,0.001322,0.01,0.0,0.97,100,11,1,12
219,0.9119069689053678,-5.20932902481027,-1.42376672119457,-0.6536376501993757,-0.25902901559993935,-0.46004142133059006,-0.2827295882779006,-0.014254450852844932,-0.004980779706790046,-0.011044715324285106,-0.24378368132223113,-0.5245376564693621,-0.12580073274793444,0.001317,0.01,0.0,0.97,100,11,1,12
220,0.9117850456255165,-5.214755948782527,-1.4265944380812554,-0.6549102459802102,-0.25950167358536813,-0.4609239809511511,-0.28325883775713,-0.014283777404890197,-0.004989966966490511,-0.011073178203258793,-0.24427022424151368,-0.5257492010457492,-0.12598966890756771,0.001312,0.01,0.0,0.97,100,11,1,12
221,0.910408365696609,-5.220108221057471,-1.429385022778481,-0.656219554049528,-0.2599933325791066,-0.46182099691467404,-0.2838125534423678,-0.014311743896642732,-0.0049999669505206784,-0.011091341369722325,-0.2447221749277602,-0.5268154877821521,-0.1262414616855654,0.001307,0.01,0.0,0.97,100,11,1,12
222,0.909332836124483,-5.22568790758512,-1.4323110320535017,-0.6575631322129676,-0.26051380535979884,-0.462741206179757,-0.284357252075156,-0.014339782254503773,-0.005009513092279863,-0.011116585394710188,-0.24534519847904787,-0.5278067157131681,-0.1264918171924696,0.001302,0.01,0.0,0.97,100,10,1,11
223,0.9083282385707493,-5.230592489692812,-1.4348681670304588,-0.6587432735891983,-0.26098420720838206,-0.46361711193123056,-0.28496398082936963,-0.014363320859611266,-0.005019760105818913,-0.011146660984123235,-0.2458227972437479,-0.528707237513262,-0.12672674385897595,0.001297,0.01,0.0,0.97,100,11,1,12
224,0.9153726708074534,-5.235543866122209,-1.4374515499975917,-0.6599065729658747,-0.2614452391222894,-0.4644368997290659,-0.28547114471524754,-0.014386141527216529,-0.005029320325994754,-0.011171518877328564,-0.24625834055926124,-0.5295987176242644,-0.12692956615225578,0.001292,0.01,0.0,0.97,100,11,1,12
225,0.9151537669092935,-5.240301859319277,-1.4399873891074069,-0.6610807761606201,-0.26188517466925043,-0.4652721952911657,-0.28597863430070786,-0.014413438016341911,-0.0050372421780483815,-0.01119464033693315,-0.24667817459081953,-0.5305241844803831,-0.12719728010839726,0.001287,0.01,0.0,0.97,100,11,1,12
226,0.9220388300807706,-5.244709701159227,-1.4422688465758529,-0.6620942873981195,-0.2623338409169209,-0.46595152238256704,-0.286425860523796,-0.014437091862217597,-0.005043616243600696,-0.011216899583012892,-0.24700645684865247,-0.5313902662094865,-0.12741935892212522,0.001282,0.01,0.0,0.97,100,11,1,12
227,0.9162165788855715,-5.249326235036007,-1.4447051879778983,-0.6632421980442724,-0.2627472998920955,-0.46678717182221685,-0.2868941571616172,-0.014464401969865046,-0.005051625141440411,-0.011231700735144264,-0.247418138776616,-0.532399570644768,-0.1276792200764095,0.001277,0.01,0.0,0.97,100,11,1,12
228,0.9217721518987342,-5.251487684160122,-1.4460745775633033,-0.664079091939094,-0.2629886935422754,-0.4675031141341854,-0.2873343307246945,-0.014483184401668823,-0.0050590222803702295,-0.011211703905157525,-0.24769273827899332,-0.5330458433600821,-0.12783860106871153,0.001272,0.01,0.0,0.97,100,11,1,12
229,0.9212583704408716,-5.255812741919985,-1.4483257183821698,-0.6650737349762438,-0.2634326688425137,-0.4681729617854323,-0.2878041474460646,-0.014502090727757752,-0.005065708798928105,-0.011227891131362468,-0.24801674808295687,-0.5337408479263291,-0.12802384136095,0.001267,0.01,0.0,0.97,100,11,1,12
230,0.9126406576376255,-5.260984624997664,-1.451076817649554,-0.6663083780928272,-0.26394777490356996,-0.4690224374645068,-0.28833291600367456,-0.014526227292898965,-0.0050751051015472445,-0.011255697486595276,-0.24847602943416425,-0.5346630876748644,-0.12825105052971908,0.001262,0.01,0.0,0.97,100,10,1,11
231,0.9190718447253984,-5.265598134975378,-1.4534828084480227,-0.6673831836344513,-0.26441852247853426,-0.46977528184741973,-0.28884011271853327,-0.014547406629711618,-0.005084967677691428,-0.011282731521339207,-0.24893014317931916,-0.5353939990776667,-0.1284877832599496,0.001257,0.01,0.0,0.97,100,11,1,12
232,0.9120144413986762,-5.270463626613956,-1.455950205127078,-0.6685270417033313,-0.2648651490268361,-0.4706138538473365,-0.2893697653364995,-0.01457244675484358,-0.005095269907146408,-0.011296270244465946,-0.24939572349196326,-0.5362893037499371,-0.12878450660659505,0.001253,0.01,0.0,0.97,100,11,1,12
233,0.9166415587024204,-5.275073432813941,-1.4583636959272068,-0.669646960919681,-0.26529210413488263,-0.47141233930573917,-0.28984175315908883,-0.01459777882719396,-0.005103693877813541,-0.011317661045260054,-0.249886133668059,-0.5371642800446609,-0.12899502124675938,0.001248,0.01,0.0,0.97,100,11,1,12
234,0.917652027027027,-5.279002100759375,-1.4603931279454396,-0.6706217237695933,-0.2656511614838568,-0.47212497648131196,-0.29031112157180583,-0.014621186448682053,-0.005112384021492257,-0.011327869897877227,-0.25026502284486357,-0.5378819953749934,-0.12917525652957787,0.001243,0.01,0.0,0.97,100,11,1,12
235,0.9091650386477533,-5.284274185448201,-1.4632028678009295,-0.6718706257231883,-0.2661927861417101,-0.4729606259373077,-0.2908677096782368,-0.014645377252442625,-0.005121873529288241,-0.01135234017315847,-0.2507145074310806,-0.5388564090898413,-0.12942028858404678,0.001239,0.01,0.0,0.97,100,10,1,11
236,0.9145290513700935,-5.288475628252901,-1.4653798889802705,-0.6729228204402484,-0.2665850935538954,-0.4737969976956089,-0.2913667611757532,-0.014670884983088904,-0.005130098018629739,-0.011372173055442174,-0.2510846403577635,-0.5397797006193018,-0.12967848381039918,0.001234,0.01,0.0,0.97,100,11,1,12
237,0.9145976818410886,-5.293220393844707,-1.4678760576335026,-0.6740221446949004,-0.26707454258497226,-0.4745472644246631,-0.291898991041794,-0.014692944420561824,-0.005138679220748043,-0.011389005283373659,-0.251478241327802,-0.5405711036202989,-0.12988518212131467,0.001229,0.01,0.0,0.97,100,11,1,12
238,0.9196073809684153,-5.297703281138624,-1.4702157534825242,-0.6750509721772361,-0.26749896092944736,-0.4752458103997607,-0.2923557534515362,-0.01471708132982944,-0.005146400963059046,-0.011406658580558516,-0.2519092858301242,-0.5414668582556891,-0.13007935342165738,0.001225,0.01,0.0,0.97,100,11,1,12
239,0.9163555391853204,-5.302462207323547,-1.4727229221735818,-0.6761976966216854,-0.26794760131018003,-0.476018324160775,-0.292832007643235,-0.014744111201145774,-0.005154448849933504,-0.011432247166173873,-0.2524180723198523,-0.5425137579178833,-0.13027164748241638,0.00122,0.01,0.0,0.97,100,10,1,11
240,0.918372840295419,-5.305678205084662,-1.4743204380434591,-0.6770193176624151,-0.26820632807299644,-0.4767466373448681,-0.2933100426660022,-0.01476430566636275,-0.005163135217119552,-0.011455934573967498,-0.25273647580342895,-0.5429475280152142,-0.13045270094654746,0.001216,0.01,0.0,0.97,100,11,1,12
241,0.920572588900636,-5.3100500509815625,-1.4765875093394312,-0.6780519711174093,-0.26860089156164874,-0.4774266946914638,-0.2937321209845833,-0.01478790864266515,-0.005170267838457366,-0.011474546482237103,-0.2531310160728554,-0.5438750159923974,-0.13064536627956105,0.001212,0.01,0.0,0.97,100,11,1,12
242,0.9134996582365004,-5.314778488648031,-1.4790577598876704,-0.6791638389622929,-0.269059198462084,-0.47822598384701825,-0.29422099329684054,-0.014811661448873003,-0.005177697951582234,-0.0114915805595985,-0.2535426322794999,-0.5446426111271006,-0.13080163263585273,0.001207,0.01,0.0,0.97,100,11,1,12
243,0.9105394022428579,-5.317627288064215,-1.480598289242323,-0.6800585967871599,-0.2693156404269958,-0.4789968111733213,-0.29472411155674577,-0.014832226298165621,-0.005185768769632292,-0.011491402433468823,-0.2538721346467602,-0.5449519164129113,-0.13102771069150693,0.001203,0.01,0.0,0.97,100,11,1,12
244,0.9132987852071205,-5.31701061903855,-1.480745047242766,-0.6806615878322675,-0.26929467228923387,-0.4797560598523836,-0.29516429586346915,-0.014846196116506468,-0.005192857303466602,-0.011517595418773455,-0.25417712034287254,-0.5446655078668708,-0.1312157449090342,0.001198,0.01,0.0,0.97,100,11,1,12
245,0.9212144896017398,-5.317784255919863,-1.4811726021953262,-0.681232020342093,-0.26934491929180493,-0.4803906767413065,-0.2955805532859138,-0.01486251521607688,-0.005199140584942096,-0.011487910516937549,-0.25439320080090894,-0.5450479989908745,-0.1313350091480232,0.001194,0.01,0.0,0.97,100,11,1,12
246,0.9204399105266725,-5.321473588461336,-1.4830938877339093,-0.6821539434979542,-0.2697055949907192,-0.48107986104820644,-0.2960402382238855,-0.01488007759731874,-0.0052065903853812595,-0.011496287036679794,-0.25478635500604896,-0.545672209091648,-0.1315433583654942,0.00119,0.01,0.0,0.97,100,11,1,12
247,0.9213950278567942,-5.325708541185674,-1.4852931843307304,-0.6830977020248405,-0.27013311777653237,-0.4817526731959624,-0.29647518548853563,-0.014898969011608636,-0.005213483577758507,-0.011520957043002865,-0.2550701362280768,-0.5464042346035785,-0.13171276350638758,0.001186,0.01,0.0,0.97,100,11,0,11
248,0.9118288292856056,-5.3305545132120224,-1.487817617271276,-0.6842434836445325,-0.2705784671477952,-0.48258929167137327,-0.2969534780433341,-0.014924994976500345,-0.005222207722117381,-0.011545008558603628,-0.25548835303859574,-0.5473956991504846,-0.13192090103317555,0.001181,0.01,0.0,0.97,100,11,1,12
249,0.9152142642090122,-5.335217515100964,-1.4902723388459354,-0.6853756248026922,-0.27099756124736163,-0.48337155472806514,-0.2973667890404676,-0.014948210781845593,-0.005230710703061518,-0.01156693715622935,-0.25596174702633223,-0.5484304617749336,-0.13213380069405148,0.001177,0.01,0.0,0.97,100,10,1,11
250,0.9097425542655224,-5.340121421600803,-1.4928671195736058,-0.6865730500195234,-0.2714549023164722,-0.48420065254317907,-0.29785422995425453,-0.0149757449427101,-0.005240007512075003,-0.011591918935347008,-0.256399362182415,-0.5494844921963928,-0.13240394362673685,0.001173,0.01,0.0,0.97,100,11,1,12
251,0.9150922652774724,-5.344513770870872,-1.495091341879618,-0.6875900532985199,-0.2718634834145043,-0.4849256587569494,-0.2983088310730435,-0.015001118531078486,-0.005247725085626911,-0.011609633764006613,-0.2567300620984597,-0.5502669411293744,-0.13257423452200545,0.001169,0.01,0.0,0.97,100,11,1,12
252,0.9103711260892108,-5.348829550699932,-1.497440186429085,-0.6886777081552505,-0.2723111557389342,-0.4856896262230185,-0.2988107417329997,-0.015026325867760796,-0.005256150943634289,-0.011622099073669671,-0.25713199686315713,-0.5511727193753436,-0.13275799935352645,0.001165,0.01,0.0,0.97,100,11,1,12
253,0.9173122234841422,-5.352820182180919,-1.4995236314525753,-0.6896362921018085,-0.2726731742907444,-0.48636503880909043,-0.29925349231368875,-0.015045331687398921,-0.005264695831089978,-0.011646187515558766,-0.25753932986987077,-0.5519187090968566,-0.13298644126796028,0.001161,0.01,0.0,0.97,100,11,1,12
254,0.9189664706178052,-5.357034422581409,-1.5017179248323411,-0.690622267046325,-0.27307428821030666,-0.4870343346142152,-0.2996923236843966,-0.01506501405576819,-0.005271741181949286,-0.011671349488555034,-0.2578900560447494,-0.552663595133474,-0.1331669371330289,0.001157,0.01,0.0,0.97,100,11,1,12
255,0.9084012643486941,-5.362099374112205,-1.5043608774808772,-0.6918689173204378,-0.2735073922894834,-0.4878573842969395,-0.30015032069439385,-0.015097078418925903,-0.005281241559675541,-0.011699367391524376,-0.2583737363346839,-0.5539049659353636,-0.13335010161481262,0.001153,0.01,0.0,0.97,100,10,1,11
256,0.9188479890933878,-5.361583428832774,-1.504072127250487,-0.6921824600117379,-0.27329862948562367,-0.4882899229576841,-0.30047971049153155,-0.015109739496325212,-0.005286510677700334,-0.011720340075655172,-0.25847724808734085,-0.5540315736998471,-0.1335406336198944,0.001149,0.01,0.0,0.97,100,11,1,12
257,0.9157992096191037,-5.366016862245292,-1.5063644195590025,-0.6932233718469492,-0.27367904120602404,-0.48903866167254895,-0.30089900222214483,-0.015135388397222664,-0.005294460680366019,-0.011744156356094444,-0.2589530831475852,-0.5550118327306877,-0.1337876328301102,0.001145,0.01,0.0,0.97,100,11,1,12
258,0.9102477893958242,-5.370878160273941,-1.5088699759514401,-0.6943658862107741,-0.2741157314589684,-0.48984314204819324,-0.301372416054085,-0.015162517840844528,-0.005303166160604223,-0.011756814755081876,-0.2593480655728676,-0.5560307042244321,-0.13399375423108056,0.001141,0.01,0.0,0.97,100,11,1,12
259,0.9160087350915505,-5.374642873983358,-1.5108739879886448,-0.6953264114282236,-0.27449722204329946,-0.49053426288722485,-0.30179989248621025,-0.015183618827284348,-0.0053110231993987915,-0.011771361038504234,-0.2596974654280489,-0.5566632193604828,-0.134230168176839,0.001137,0.01,0.0,0.97,100,11,1,12
260,0.9155400883415875,-5.379110709033857,-1.513174920428592,-0.6963631626137853,-0.2749169470211857,-0.49127256508416683,-0.3022342053490602,-0.015206781977031679,-0.005319116179044169,-0.011792292487133276,-0.2600953170599422,-0.557536606773308,-0.1344250904226248,0.001133,0.01,0.0,0.97,100,10,1,11
261,0.9138681226375472,-5.383645326885187,-1.5155448244479848,-0.6974249747564508,-0.2753544176009936,-0.49199462265284855,-0.3026873883182726,-0.01523054688913629,-0.005326787207289433,-0.011821539858047818,-0.26050351640677505,-0.5584882932994992,-0.13460071724739006,0.001129,0.01,0.0,0.97,100,10,1,11
262,0.9168266801414856,-5.387779289154159,-1.5177090296138218,-0.6984128261262116,-0.27573653045794766,-0.49270527501962036,-0.3031155744998989,-0.015252124037975422,-0.005333660261450234,-0.011847067552754834,-0.2608285578585563,-0.5593116447650599,-0.1348130935716361,0.001125,0.01,0.0,0.97,100,11,1,12
263,0.9116260203822948,-5.3922732781977425,-1.520108087991566,-0.6995018548734081,-0.2761634410361223,-0.4934389493870932,-0.3035781764540263,-0.015275377697552366,-0.005341754733618867,-0.011872995725200928,-0.2612152052822609,-0.560143288333731,-0.13495994104086004,0.001122,0.01,0.0,0.97,100,11,1,12
264,0.9164610027384292,-5.396278226302267,-1.5221963392222522,-0.700463406410376,-0.27654921790231857,-0.49412135172566746,-0.304018590045355,-0.01529819364639261,-0.005348661122344978,-0.011893890968417566,-0.2615505547580079,-0.5609394231628343,-0.13513634893265253,0.001118,0.01,0.0,0.97,100,11,1,12
