episode,service_level,rebalancing_imbalance,squared_starvation_penalty,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
122,0.9373714490118341,-4.8427942451271315,-5.956647731399247,0.024119,0.1,0.070182,0.2,1296,805,1522,33547,38470,38464,0,0,0,0,3861,3861,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9367252376940667,-4.784277120634574,-5.922654090021258,0.02397,0.1,0.069583,0.2,1263,840,1429,33236,38125,38122,0,0,0,0,3811,3806,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9363279023014373,-4.630950331211725,-5.897638555408391,0.023823,0.1,0.068988,0.2,1288,834,1353,33327,38242,38236,0,0,0,0,3848,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9394719706387261,-4.546101042273112,-5.8897558142448325,0.023677,0.1,0.068398,0.2,1127,918,1709,33786,38536,38530,0,0,0,0,3787,3774,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9425335320417287,-4.539402472025679,-5.905510707698569,0.023533,0.1,0.067814,0.2,1011,917,1710,33550,38834,38827,0,0,0,0,3856,3857,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9428258954339703,-4.456622365772281,-5.8959764602002505,0.023391,0.1,0.067234,0.2,1057,825,1470,32917,38061,38058,0,0,0,0,3804,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9413460109939088,-4.444312842376993,-5.884052241224691,0.023251,0.1,0.066659,0.2,1177,797,1512,33655,38628,38623,0,0,0,0,3872,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9384638374178124,-4.489604925603147,-5.904277320258603,0.023113,0.1,0.06609,0.2,1173,886,1611,33460,38622,38616,0,0,0,0,3827,3832,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9328132559264635,-4.6699959621858484,-5.962153735785328,0.022976,0.1,0.065525,0.2,1326,896,1623,33072,37719,37712,0,0,0,0,3902,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9418838276306715,-4.687771990525024,-5.968893671170878,0.02284,0.1,0.064965,0.2,1047,891,1672,33347,38462,38458,0,0,0,0,3976,3992,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9388257917192476,-4.71389287126617,-5.97092314109511,0.022707,0.1,0.064409,0.2,1141,895,1295,33282,38444,38435,0,0,0,0,3868,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9328881169142309,-4.831574848216648,-6.0268761257995,0.022574,0.1,0.063859,0.2,1381,860,1614,33392,38314,38305,0,0,0,0,3889,3886,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9405275633623047,-4.6877499741906306,-5.978841362701292,0.022444,0.1,0.063313,0.2,1205,752,1431,32906,38018,38011,0,0,0,0,3923,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9411446272292563,-4.5783262380313765,-5.942164167633068,0.022315,0.1,0.062772,0.2,1134,823,1448,33251,38395,38391,0,0,0,0,3879,3899,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9385731776510288,-4.6614756828215285,-5.986453179275032,0.022187,0.1,0.062236,0.2,1190,867,1328,33487,38409,38403,0,0,0,0,3933,3934,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.933835265773227,-4.736676241270067,-6.029086218912633,0.022061,0.1,0.061704,0.2,1150,1047,1683,33205,37917,37910,0,0,0,0,3831,3832,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9321650479580141,-4.982834867737032,-6.11342254301099,0.021936,0.1,0.061176,0.2,1245,1004,1446,33154,38095,38092,0,0,0,0,3916,3904,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9372579628350995,-5.036681597585522,-6.136174487053351,0.021813,0.1,0.060653,0.2,1156,934,1472,33311,38027,38026,0,0,0,0,3930,3930,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9360886492961965,-4.964566628950804,-6.116473682889335,0.02169,0.1,0.060135,0.2,1254,880,1510,33390,38236,38228,0,0,0,0,3850,3853,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9413444771811676,-5.028818772985484,-6.150739447685346,0.02157,0.1,0.059621,0.2,1053,898,1695,33262,38389,38384,0,0,0,0,3885,3895,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9386477462437396,-4.94680996578561,-6.115100171813026,0.021451,0.1,0.059111,0.2,1323,735,1521,33544,38330,38328,0,0,0,0,3957,3975,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9436183210656495,-4.967899249292385,-6.114273748414131,0.021333,0.1,0.058606,0.2,1008,884,1488,33557,38487,38484,0,0,0,0,3924,3934,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9382309832191679,-4.987927921918479,-6.133768473213973,0.021216,0.1,0.058105,0.2,1359,706,1500,33431,38098,38096,0,0,0,0,3930,3934,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9404184399273832,-4.9543713629690345,-6.130473583799856,0.0211,0.1,0.057609,0.2,1232,770,1760,33601,38474,38469,0,0,0,0,3895,3905,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9418514313034124,-5.01771938288224,-6.164002151116974,0.020986,0.1,0.057116,0.2,1234,712,1356,33466,38325,38316,0,0,0,0,3941,3942,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9479784286267616,-4.9619735900372035,-6.154315093923153,0.020873,0.1,0.056628,0.2,1093,653,1543,33563,38670,38661,0,0,0,0,3891,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.9430444151801748,-4.945054024235634,-6.1680135716833595,0.020761,0.1,0.056144,0.2,1158,745,1535,33412,38492,38485,0,0,0,0,3894,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9459499791082194,-4.930143932528639,-6.153490262442178,0.020651,0.1,0.055664,0.2,1110,701,1789,33506,38492,38488,0,0,0,0,3870,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9370935319853376,-5.047594564185086,-6.196770399474774,0.020541,0.1,0.055188,0.2,1219,909,1557,33828,38886,38881,0,0,0,0,3796,3796,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9390769044153323,-5.115116109102708,-6.233317126136521,0.020433,0.1,0.054717,0.2,947,1062,1358,32976,38073,38068,0,0,0,0,3941,3935,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9390915246253937,-5.1186604084808485,-6.233721868517152,0.020326,0.1,0.054249,0.2,1351,718,1534,33969,38898,38887,0,0,0,0,4023,4013,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9370314842578711,-5.174879751637995,-6.241025396786123,0.02022,0.1,0.053785,0.2,1246,854,1466,33350,38011,38003,0,0,0,0,3976,3981,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9320350593795806,-5.192686068942188,-6.2530051769267105,0.020115,0.1,0.053326,0.2,1263,1009,1538,33429,38224,38217,0,0,0,0,3976,3994,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9303588219236252,-5.310445116272918,-6.284865132895997,0.020011,0.1,0.05287,0.2,1387,909,1569,32969,37715,37709,0,0,0,0,3841,3861,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9414010823812388,-5.288163584431332,-6.287695104127906,0.019909,0.1,0.052418,0.2,1178,771,1412,33260,38059,38054,0,0,0,0,3922,3929,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.942086824067022,-5.360325155339046,-6.320161225204047,0.019807,0.1,0.05197,0.2,1141,760,1487,32825,37675,37667,0,0,0,0,3875,3882,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9394711305191654,-5.314592520479805,-6.322530049388581,0.019706,0.1,0.051526,0.2,1172,824,1532,32976,37797,37793,0,0,0,0,3948,3958,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9480523333432225,-5.172725313851916,-6.2739403639294915,0.019607,0.1,0.051085,0.2,1113,638,1671,33707,38874,38867,0,0,0,0,3856,3853,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9429664668132928,-5.100241354997919,-6.258843887007501,0.019508,0.1,0.050649,0.2,1189,704,1481,33191,38061,38052,0,0,0,0,3796,3786,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9347885073411921,-5.267726184367878,-6.3178450573034795,0.01941,0.1,0.050216,0.2,1245,918,1529,33169,37915,37905,0,0,0,0,3996,3992,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9380126517146403,-5.299947653286773,-6.313491737996522,0.019314,0.1,0.049787,0.2,1301,747,1673,33039,37759,37752,0,0,0,0,3844,3839,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9485168976416242,-5.148581831084082,-6.263336321680318,0.019218,0.1,0.049361,0.2,985,709,1581,32904,37900,37895,0,0,0,0,3947,3944,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9396176185866408,-5.039277566375623,-6.228815189264805,0.019123,0.1,0.048939,0.2,1137,859,1587,33056,37941,37938,0,0,0,0,3827,3846,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9394818714849826,-5.041109098394134,-6.247870753335924,0.019029,0.1,0.048521,0.2,1289,734,1734,33428,38267,38261,0,0,0,0,3946,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9326175379830123,-5.155022074260441,-6.276026779432672,0.018937,0.1,0.048106,0.2,1326,927,1706,33436,38245,38243,0,0,0,0,3861,3875,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9410517387616624,-5.0516269027194465,-6.266312535044985,0.018844,0.1,0.047695,0.2,1165,781,1471,33012,38033,38030,0,0,0,0,3914,3924,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9451712833468676,-4.991630612730351,-6.253227494781206,0.018753,0.1,0.047287,0.2,1209,614,1414,33249,38262,38260,0,0,0,0,3942,3944,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9369806094182825,-4.982460908794499,-6.242029465751395,0.018663,0.1,0.046883,0.2,1168,925,1745,33212,38364,38357,0,0,0,0,3841,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9451955795115782,-4.959644584531384,-6.237224471880796,0.018574,0.1,0.046483,0.2,1054,766,1575,33209,38351,38338,0,0,0,0,3818,3805,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9377507056900907,-5.105793707920969,-6.269618154938364,0.018485,0.1,0.046085,0.2,1212,883,2014,33655,38698,38693,0,0,0,0,4018,4023,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9450122952033894,-4.998385105955826,-6.235525663653343,0.018397,0.1,0.045691,0.2,1008,848,1686,33753,38550,38540,0,0,0,0,3835,3848,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9405499207132813,-5.027763237213166,-6.265201525338106,0.018311,0.1,0.045301,0.2,1151,836,1377,33423,38421,38416,0,0,0,0,3855,3835,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9368860584577487,-5.124941536633988,-6.287238591965712,0.018225,0.1,0.044914,0.2,1154,947,1576,33289,38198,38190,0,0,0,0,3964,3952,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9400426977779114,-5.221581454652097,-6.319305473183359,0.018139,0.1,0.04453,0.2,1127,867,1546,33257,37954,37946,0,0,0,0,3897,3894,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9440271816881259,-5.225307394141014,-6.332556413973143,0.018055,0.1,0.044149,0.2,1106,772,1366,33552,38501,38497,0,0,0,0,3980,3982,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9352392939554677,-5.272969931363035,-6.3484898489249515,0.017971,0.1,0.043772,0.2,1179,982,1622,33369,38220,38214,0,0,0,0,3889,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9402656839727778,-5.219103311868184,-6.338888594929298,0.017888,0.1,0.043398,0.2,1110,900,1818,33649,38684,38676,0,0,0,0,3927,3924,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9413611626098918,-5.266404055968446,-6.370866633934414,0.017806,0.1,0.043027,0.2,1025,936,1455,33442,38533,38530,0,0,0,0,4013,4019,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9388243128708076,-5.268313399549417,-6.371449212708063,0.017725,0.1,0.042659,0.2,1138,883,1619,33036,38160,38150,0,0,0,0,3936,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9388614970865083,-5.325886153601079,-6.399612789275978,0.017644,0.1,0.042294,0.2,1167,879,1721,33465,38269,38265,0,0,0,0,3996,4016,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9353055343174734,-5.478116886562282,-6.442763592111129,0.017564,0.1,0.041933,0.2,1351,849,1547,34006,38979,38972,0,0,0,0,4018,4022,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9410336865786514,-5.409980512658881,-6.4152560652090145,0.017485,0.1,0.041575,0.2,1111,881,1539,33782,39017,39012,0,0,0,0,3957,3956,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9331940921975235,-5.453398993401473,-6.432384894317119,0.017406,0.1,0.041219,0.2,1394,845,1449,33515,38322,38318,0,0,0,0,3919,3922,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9405545462667898,-5.356360291269352,-6.403658969240655,0.017329,0.1,0.040867,0.2,1170,826,1427,33577,38592,38584,0,0,0,0,3883,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9346141185624084,-5.500474546227827,-6.448357879157135,0.017252,0.1,0.040518,0.2,1242,943,1461,33417,38242,38238,0,0,0,0,3987,3996,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9329821742106359,-5.5957345577153905,-6.510524435957739,0.017175,0.1,0.040171,0.2,1352,900,1615,33603,38443,38434,0,0,0,0,3938,3940,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9418298305490689,-5.519736862070008,-6.473402996173135,0.017099,0.1,0.039828,0.2,1227,716,1705,33402,38276,38271,0,0,0,0,3951,3971,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9409633865221687,-5.437849298799561,-6.458213682953762,0.017024,0.1,0.039488,0.2,1211,761,1514,33403,38382,38374,0,0,0,0,3900,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9487094138651012,-5.359183470701465,-6.430094377441273,0.01695,0.1,0.03915,0.2,869,826,1661,33047,38340,38335,0,0,0,0,3861,3862,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9398274773827057,-5.391028353492132,-6.4499700377207345,0.016876,0.1,0.038815,0.2,1226,776,1583,33271,38065,38055,0,0,0,0,3899,3910,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9410814690752483,-5.4082985091033144,-6.456186571704395,0.016803,0.1,0.038484,0.2,1109,861,1596,33436,38660,38658,0,0,0,0,4019,4017,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9430921052631579,-5.427823902903649,-6.460233787912358,0.016731,0.1,0.038155,0.2,1095,808,1538,33440,38525,38510,0,0,0,0,3938,3940,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9325681062127251,-5.574950398506013,-6.510861502182797,0.016659,0.1,0.037829,0.2,1263,987,1490,33367,38349,38346,0,0,0,0,3969,3987,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9401846526411382,-5.554268335575114,-6.498564910942223,0.016587,0.1,0.037505,0.2,1244,732,1690,33035,37887,37883,0,0,0,0,3943,3953,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.944153577661431,-5.458032412930513,-6.464552318061985,0.016517,0.1,0.037185,0.2,1231,625,1442,33234,38266,38262,0,0,0,0,3898,3895,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9434873949579832,-5.475676468946575,-6.472474556123935,0.016447,0.1,0.036867,0.2,1153,730,1568,33320,38158,38153,0,0,0,0,3945,3959,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9371643394199786,-5.493652230267026,-6.472728801303264,0.016377,0.1,0.036552,0.2,1151,955,1616,33516,38492,38487,0,0,0,0,3910,3913,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9389539190991258,-5.5938083637474145,-6.5010471327179475,0.016308,0.1,0.036239,0.2,1242,818,1673,33745,38622,38619,0,0,0,0,3997,3985,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9387252667092185,-5.653286525950776,-6.522868885949674,0.01624,0.1,0.03593,0.2,1166,850,1436,32901,37932,37930,0,0,0,0,3900,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9417876927683785,-5.689041257919259,-6.519471669831744,0.016172,0.1,0.035623,0.2,1076,868,1505,33395,38294,38287,0,0,0,0,3991,3991,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.944882363559781,-5.577460080152946,-6.478927692668511,0.016105,0.1,0.035318,0.2,1181,651,1556,33238,38262,38255,0,0,0,0,3961,3955,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9350039154267815,-5.702646657970313,-6.525973990551724,0.016039,0.1,0.035016,0.2,1402,756,1426,33202,37898,37892,0,0,0,0,3974,3980,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9378846897207933,-5.755716246159243,-6.548412834608836,0.015973,0.1,0.034717,0.2,1327,762,1643,33631,38484,38479,0,0,0,0,3897,3917,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9438775510204082,-5.688500597951996,-6.524553398993981,0.015907,0.1,0.03442,0.2,1141,740,1546,33516,38567,38565,0,0,0,0,3878,3877,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9421920115495669,-5.626505545347961,-6.509927948643205,0.015842,0.1,0.034126,0.2,1124,798,1466,33248,38416,38409,0,0,0,0,3928,3940,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9424367345710589,-5.545710185596062,-6.494569557887296,0.015778,0.1,0.033834,0.2,1240,673,1372,33233,38078,38072,0,0,0,0,3966,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.936358173076923,-5.6464067943475404,-6.5334314984658795,0.015714,0.1,0.033545,0.2,1149,969,1478,33280,38265,38258,0,0,0,0,3980,3967,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.9381672731647168,-5.659744816082331,-6.548360268415013,0.01565,0.1,0.033259,0.2,1186,870,1346,33251,38104,38099,0,0,0,0,3917,3911,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9388043969281734,-5.602462650353967,-6.538922443107885,0.015587,0.1,0.032974,0.2,1111,921,1591,33205,38094,38087,0,0,0,0,3941,3937,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9342891278375149,-5.76900375733922,-6.591108275076895,0.015525,0.1,0.032692,0.2,1239,961,1495,33480,38273,38265,0,0,0,0,3955,3950,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.932144436256448,-5.901426999393662,-6.656446418463726,0.015463,0.1,0.032413,0.2,1334,968,1498,33925,38666,38660,0,0,0,0,3992,3990,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9339136137359525,-5.9944823222438925,-6.695090456230819,0.015402,0.1,0.032136,0.2,1290,927,1644,33547,38262,38257,0,0,0,0,3898,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.9398304065431802,-5.963290198948472,-6.691969836609223,0.015341,0.1,0.031861,0.2,1175,826,1448,33256,38296,38291,0,0,0,0,4069,4072,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.9398478434623013,-5.94115497894301,-6.695828495076189,0.01528,0.1,0.031589,0.2,1379,653,1362,33781,38578,38574,0,0,0,0,3901,3901,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.9353377141656914,-5.9470915421595745,-6.705290761899715,0.01522,0.1,0.031319,0.2,1294,861,1594,33327,38116,38113,0,0,0,0,3945,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
217,0.9421393109673537,-5.928288427309462,-6.70028290297583,0.015161,0.1,0.031051,0.2,1170,753,1525,33235,38234,38229,0,0,0,0,4003,4007,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.9379826327333914,-5.958485654056239,-6.713823554736962,0.015102,0.1,0.030786,0.2,1278,786,1700,33281,38190,38184,0,0,0,0,3928,3912,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.9394830846816558,-5.964471301641407,-6.726636789776949,0.015043,0.1,0.030523,0.2,1106,910,1519,33313,38252,38247,0,0,0,0,3905,3918,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.9360463371447436,-5.910304996867011,-6.715855207632804,0.014985,0.1,0.030262,0.2,1384,747,1624,33321,38113,38110,0,0,0,0,3987,3983,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.9405161058555862,-5.839414025992055,-6.690141300124432,0.014927,0.1,0.030003,0.2,1136,851,1496,33404,38482,38475,0,0,0,0,4074,4080,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9320402812537243,-5.994194275164298,-6.748294789928511,0.01487,0.1,0.029747,0.2,1234,1047,1316,33564,38368,38363,0,0,0,0,3975,3970,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9368045349569599,-6.046890445984979,-6.77450843512352,0.014813,0.1,0.029493,0.2,1217,890,1341,33341,38039,38027,0,0,0,0,3985,3997,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9398854675741313,-6.034297003389148,-6.77598754123948,0.014757,0.1,0.029241,0.2,1138,867,1577,33353,38249,38237,0,0,0,0,3956,3945,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
225,0.93101794971682,-6.210812771320781,-6.827538509828097,0.014701,0.1,0.028991,0.2,1318,984,1321,33371,38292,38285,0,0,0,0,3944,3940,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9385247139104441,-6.244296916401128,-6.842221182744979,0.014645,0.1,0.028743,0.2,1223,813,1288,33119,37906,37899,0,0,0,0,3854,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9390196019209278,-6.217633225566288,-6.8245354095009025,0.01459,0.1,0.028497,0.2,1144,875,1619,33109,38123,38116,0,0,0,0,3928,3946,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.9448079231692676,-6.0612947343145684,-6.793591787612234,0.014536,0.1,0.028254,0.2,1062,777,1571,33320,38372,38365,0,0,0,0,4000,4010,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.9428766229916404,-5.987717849906838,-6.762553762556348,0.014481,0.1,0.028012,0.2,1195,732,1642,33734,38515,38510,0,0,0,0,3948,3950,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.9379079097060057,-5.986266604040162,-6.765165330321746,0.014427,0.1,0.027773,0.2,1258,816,1605,33402,38323,38318,0,0,0,0,4071,4071,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9413904000480899,-5.98372825856364,-6.764214090119481,0.014374,0.1,0.027535,0.2,1130,820,1892,33271,38293,38287,0,0,0,0,3915,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.936898841606861,-6.009394617350024,-6.775100580013164,0.014321,0.1,0.0273,0.2,1170,949,1580,33581,38616,38606,0,0,0,0,3946,3957,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.9428881584898833,-6.024555427919795,-6.772225105883606,0.014268,0.1,0.027067,0.2,1122,772,1610,33163,38201,38194,0,0,0,0,3899,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.9427219709592954,-6.001288696722035,-6.766063492212577,0.014216,0.1,0.026835,0.2,1108,817,1695,33608,38689,38681,0,0,0,0,3986,3993,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.933100814817042,-6.0651337205073395,-6.795209011875048,0.014164,0.1,0.026606,0.2,1345,880,1432,33259,37842,37840,0,0,0,0,3995,3995,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.9416418798334325,-6.067998658297039,-6.793819298010115,0.014112,0.1,0.026379,0.2,1198,764,1701,33620,38729,38723,0,0,0,0,3968,3970,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.93931194433707,-6.037426402803101,-6.797710633418109,0.014061,0.1,0.026153,0.2,1272,769,1702,33631,38381,38375,0,0,0,0,3952,3963,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.9374548953572288,-6.145669992448142,-6.839218036991809,0.01401,0.1,0.02593,0.2,1309,771,1461,33256,37998,37990,0,0,0,0,3967,3976,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9349935414100754,-6.225985152743046,-6.862795239029671,0.01396,0.1,0.025708,0.2,1294,870,1534,33289,37984,37976,0,0,0,0,4052,4056,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.942231960441773,-6.2134067729331335,-6.852580278586699,0.01391,0.1,0.025488,0.2,1203,748,1722,33773,38503,38498,0,0,0,0,3950,3947,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.937701047661207,-6.243463199388674,-6.862435657927442,0.01386,0.1,0.02527,0.2,1327,784,1626,33885,38679,38676,0,0,0,0,3941,3941,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9374301675977653,-6.214381450475348,-6.856342105750507,0.013811,0.1,0.025054,0.2,1202,870,1562,33115,38030,38024,0,0,0,0,4012,4007,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.9384706229701801,-6.234561792920274,-6.874420275704786,0.013762,0.1,0.02484,0.2,1238,846,1586,33870,38703,38698,0,0,0,0,4021,4009,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9371342383107089,-6.3063975419817995,-6.902077130138611,0.013713,0.1,0.024628,0.2,1112,972,1460,33150,38248,38239,0,0,0,0,4089,4107,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.9320881831032513,-6.309319675689805,-6.910269023109388,0.013665,0.1,0.024417,0.2,1356,902,1764,33249,38160,38152,0,0,0,0,3928,3936,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
