episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
144,0.9389302686124499,-4.335097645666725,-0.9155007705278635,-0.4013848621771905,-0.1643571317266152,-0.09272663054376407,-0.05284059979853626,0.001875,0.01,0.0,0.97,100,13,1,14
145,0.931216041179538,-4.341196433309285,-0.9184941160045417,-0.4027329548875758,-0.16485413555424644,-0.09306192742249998,-0.053012422422310156,0.001864,0.01,0.0,0.97,100,13,1,14
146,0.9333423176052423,-4.34700218621489,-0.9213293903153124,-0.4039701061842602,-0.16533092187195123,-0.09333389864069291,-0.05317302174299826,0.001854,0.01,0.0,0.97,100,13,1,14
147,0.9351347695221347,-4.352528693560839,-0.9241363116160998,-0.4051428555182545,-0.1659091602659877,-0.09359512259854538,-0.05334970355111326,0.001843,0.01,0.0,0.97,100,13,1,14
148,0.9365848681189736,-4.357848419654411,-0.9267883621763112,-0.4062232350689136,-0.16643681231580224,-0.09385221483028074,-0.053507884977877,0.001833,0.01,0.0,0.97,100,13,1,14
149,0.937096557288865,-4.363186334171259,-0.9293927474649423,-0.4073986388919838,-0.16687085991524975,-0.09414303375520527,-0.05364397948927777,0.001823,0.01,0.0,0.97,100,13,1,14
150,0.9389698505279984,-4.3681810386041,-0.9318761485354653,-0.4084251519201673,-0.16734491750195643,-0.09437825250712079,-0.053772657759334375,0.001813,0.01,0.0,0.97,100,13,1,14
151,0.9284938056944143,-4.374367372248813,-0.9349745588202832,-0.4097825879145163,-0.16790070089195677,-0.09468651892156875,-0.05394784826569616,0.001803,0.01,0.0,0.97,100,13,1,14
152,0.9297852786364775,-4.380398502285718,-0.9379673003836626,-0.41110398713699436,-0.16840920164504408,-0.09498726517421174,-0.0541114319615462,0.001794,0.01,0.0,0.97,100,13,1,14
153,0.9344068473989209,-4.385894623373773,-0.9406772092134316,-0.4122732368663592,-0.16889311198357576,-0.09527328617176005,-0.05427241016303997,0.001784,0.01,0.0,0.97,100,13,1,14
154,0.935576330217134,-4.391280838287832,-0.9433441660331155,-0.4134213574615732,-0.16939707588950934,-0.09553111018957114,-0.054430777261576406,0.001774,0.01,0.0,0.97,100,13,1,14
155,0.9306689370795145,-4.397117895107016,-0.9463162243230913,-0.41474271639691423,-0.16994209043474293,-0.09581664994385865,-0.0546165831286246,0.001765,0.01,0.0,0.97,100,13,1,14
156,0.9356541516735691,-4.395654206190053,-0.9450726273724699,-0.41481886398977885,-0.16959834842282562,-0.09597583847525701,-0.05455868848445061,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9345243111148563,-4.400953357439637,-0.9476942142646962,-0.41595542344938546,-0.1700650761025297,-0.09624289163648261,-0.054701854572541425,0.001746,0.01,0.0,0.97,100,13,1,14
158,0.9364812353861423,-4.40606259058826,-0.9502599050559191,-0.4170904302781236,-0.17052845382774193,-0.09651118426809904,-0.054851488255400184,0.001737,0.01,0.0,0.97,100,13,1,14
159,0.9328636903751485,-4.411424309629719,-0.9529503043470973,-0.41825547552671405,-0.17103853289205526,-0.09680663599684607,-0.055014864161383216,0.001728,0.01,0.0,0.97,100,13,1,14
160,0.9307588532883643,-4.4170155593443905,-0.955752152335186,-0.419470590324482,-0.17155366910947523,-0.09708316674352228,-0.05516551643662482,0.001719,0.01,0.0,0.97,100,13,1,14
161,0.9321403319753544,-4.42246204694808,-0.9584789773671295,-0.42066905823752754,-0.172052096192298,-0.09736061135460315,-0.055326717911859315,0.001711,0.01,0.0,0.97,100,13,1,14
162,0.9346520961921144,-4.427581549134104,-0.9610244403492775,-0.4217723282254351,-0.1724932513538449,-0.09761633020220978,-0.05547160479660014,0.001702,0.01,0.0,0.97,100,13,1,14
163,0.9331205889305373,-4.432865458304337,-0.9636330100690934,-0.42289633885337335,-0.1729553678169273,-0.09789014194631863,-0.055621159785579986,0.001693,0.01,0.0,0.97,100,13,1,14
164,0.9281698414030377,-4.43858902498358,-0.9664950178503121,-0.4241580245973666,-0.17344845554939184,-0.09818548275475969,-0.05576667348446676,0.001685,0.01,0.0,0.97,100,13,1,14
165,0.9294113688743839,-4.4441960833606595,-0.9693381250937071,-0.42546498813697675,-0.1739003110868313,-0.09850048632603013,-0.05592440366065195,0.001676,0.01,0.0,0.97,100,13,1,14
166,0.9336893710935525,-4.445693098974643,-0.9703837898037717,-0.42629512790018526,-0.17412069841792174,-0.09875046722767923,-0.05604624053664259,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9334773652213234,-4.450844618172189,-0.9729167847263133,-0.4273700851685755,-0.17458737190117377,-0.09900934208166859,-0.05619378701874629,0.001659,0.01,0.0,0.97,100,13,1,14
168,0.927459210615395,-4.456489427289674,-0.975725183878833,-0.42860495202981996,-0.17504843360595473,-0.09929372364779508,-0.056355706529886106,0.001651,0.01,0.0,0.97,100,13,1,14
169,0.9285188161242801,-4.4602065480488,-0.9777506703168736,-0.4297030909315164,-0.17539973572011758,-0.09954251726962797,-0.0564970568798445,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9338322901109228,-4.4648962450747485,-0.9801346931374838,-0.4307689758252997,-0.1758341691588779,-0.09978948074508548,-0.0566449447156588,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.9358804099839957,-4.4696221356062455,-0.982488198933215,-0.4318028708833294,-0.17623350237443008,-0.10002515362549264,-0.056770005619697174,0.001627,0.01,0.0,0.97,100,13,1,14
172,0.9337976184511582,-4.474643194084954,-0.9850259782024567,-0.4328770405232776,-0.17672050981322657,-0.10026263607590993,-0.05690611896528683,0.001619,0.01,0.0,0.97,100,13,1,14
173,0.9329765797905725,-4.479767591610202,-0.9876018231712931,-0.43399530416034743,-0.17718594312046168,-0.10051421591184381,-0.05705388093359211,0.001611,0.01,0.0,0.97,100,13,1,14
174,0.929995122197366,-4.485038078544421,-0.9903001143158666,-0.43518507782180677,-0.17768232111483975,-0.10078331180509831,-0.05720628546552222,0.001603,0.01,0.0,0.97,100,13,1,14
175,0.9323803079005244,-4.488717226730559,-0.9921398005362136,-0.43613968939761677,-0.17800904076336635,-0.10103033289571478,-0.05729895699512654,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9321857068335941,-4.493733862644695,-0.9946053112964615,-0.43722016921656787,-0.17843934818306928,-0.10129282585170139,-0.057434577916695505,0.001588,0.01,0.0,0.97,100,13,1,14
177,0.9287571676223496,-4.499112415913502,-0.9972950732420426,-0.4384077153398072,-0.17891212349301513,-0.10155006479450573,-0.05758679137070305,0.00158,0.01,0.0,0.97,100,13,1,14
178,0.9329647663488199,-4.503966357480513,-0.9997532317222034,-0.43946897975431554,-0.17936669152540047,-0.10179657274381833,-0.057738838181192007,0.001573,0.01,0.0,0.97,100,13,1,14
179,0.9336474416555091,-4.508680348584216,-1.0020991354397875,-0.44049707825205864,-0.17977280780161553,-0.10204292621100938,-0.057867215844741506,0.001565,0.01,0.0,0.97,100,13,1,14
180,0.9367039817669929,-4.513222606457335,-1.0043758309121193,-0.4414606288509103,-0.18020655984997666,-0.10224571625246909,-0.0579852638418583,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.9322598926559322,-4.518168188766795,-1.0068243046376137,-0.44251905595857016,-0.18064826925929503,-0.10249490672884533,-0.058130848919063824,0.001551,0.01,0.0,0.97,100,13,1,14
182,0.9303463413816793,-4.523142434081907,-1.0092901258360494,-0.44362833970686716,-0.18108431434102829,-0.1027492781542203,-0.05827616800530962,0.001544,0.01,0.0,0.97,100,13,1,14
183,0.9345206914614982,-4.52775904636364,-1.0115999138232863,-0.4446498770179079,-0.18147479372298697,-0.10297942799240603,-0.05840423957927163,0.001536,0.01,0.0,0.97,100,13,1,14
184,0.9325342174615319,-4.532502514026641,-1.0138630231240504,-0.4456288283599125,-0.18185447882367156,-0.10319054945341428,-0.058531249905353265,0.001529,0.01,0.0,0.97,100,13,1,14
185,0.9338766438229302,-4.53716890764664,-1.0161956113153168,-0.44665748909878095,-0.18227953032908703,-0.10341782077485538,-0.05866880015399838,0.001522,0.01,0.0,0.97,100,14,0,14
186,0.9311774045291218,-4.5403540993687885,-1.0178139428891064,-0.44751785657597104,-0.1825559869921266,-0.10367899200624385,-0.05879680205883207,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9332613172197279,-4.544997411273386,-1.020170537713761,-0.44857138262200186,-0.1829605444055566,-0.10392248653017783,-0.058928303368688276,0.001509,0.01,0.0,0.97,100,13,1,14
188,0.9313944061613295,-4.549617524844964,-1.0224549910407548,-0.44956654015356,-0.18336253725761453,-0.10415256651829005,-0.059053992569275925,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.932792409180064,-4.55421984294798,-1.024761835815091,-0.4505943119383571,-0.18377730645152993,-0.10439580361566553,-0.059181863822725674,0.001495,0.01,0.0,0.97,100,13,1,14
190,0.9381692052480772,-4.558095628199698,-1.0266834263101223,-0.45149363980541485,-0.18408280746068653,-0.10460192956949466,-0.059284120013222,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.9326304143757543,-4.562703471818829,-1.02893662832602,-0.45247043144770466,-0.18450521004616094,-0.10483610502874856,-0.05941657782072578,0.001482,0.01,0.0,0.97,100,13,1,14
192,0.9348075818495117,-4.567071615419171,-1.0311216812374453,-0.45343373388769764,-0.18490616943287835,-0.10505597311546182,-0.05953808359039982,0.001475,0.01,0.0,0.97,100,13,1,14
193,0.9306339922011564,-4.5718203370324355,-1.0335177373634967,-0.4545110784338525,-0.1853263907418131,-0.10531483683056504,-0.05967774001072162,0.001469,0.01,0.0,0.97,100,13,1,14
194,0.9320394858129284,-4.576453767235468,-1.035772959874851,-0.45552708685290605,-0.1856947552715125,-0.10555492919253481,-0.05981609084632989,0.001462,0.01,0.0,0.97,100,13,1,14
195,0.9409790960641546,-4.580316526765656,-1.037713806394562,-0.45637404207736526,-0.18604458819240363,-0.10574584155340257,-0.05992740378081049,0.001456,0.01,0.0,0.97,100,13,1,14
196,0.9334764311186979,-4.584730211724147,-1.0398981644712395,-0.45734738144651127,-0.18642555894938365,-0.10597137201362838,-0.06004621577071386,0.001449,0.01,0.0,0.97,100,13,1,14
197,0.9329167155326956,-4.589236178037611,-1.0421658491530361,-0.4583578034034533,-0.1868134457645196,-0.10621671162938832,-0.060183854930867996,0.001443,0.01,0.0,0.97,100,13,1,14
198,0.9315572663425176,-4.593694639659052,-1.0444185566637918,-0.4593619447074014,-0.18721269386384132,-0.10644917417808539,-0.06031953742999068,0.001437,0.01,0.0,0.97,100,13,1,14
199,0.9321965964695469,-4.598238917441329,-1.0466560826159195,-0.4602918385371313,-0.18764636043402383,-0.10667141297482718,-0.060451473726158216,0.001431,0.01,0.0,0.97,100,13,1,14
200,0.934328256846466,-4.602491990512325,-1.0487774917013757,-0.4612053703893601,-0.1880261093075728,-0.10688440735628184,-0.06057851763206795,0.001424,0.01,0.0,0.97,100,13,1,14
201,0.9402603990530943,-4.6062457645445125,-1.0506432967838528,-0.46201500357278524,-0.18837387392971286,-0.10707335970162112,-0.060680343088640655,0.001418,0.01,0.0,0.97,100,13,1,14
202,0.9282635520021636,-4.610978458669506,-1.0530261269696637,-0.46306911744260604,-0.1887842399927914,-0.10731008360659257,-0.06082839795486907,0.001412,0.01,0.0,0.97,100,13,1,14
203,0.9367182121929515,-4.613895766055757,-1.0544546568189037,-0.46379137122489783,-0.18901825795647864,-0.10749902288299235,-0.06092840827039811,0.001406,0.01,0.0,0.97,100,14,1,15
204,0.9315287427869652,-4.618355373403893,-1.0567174864662834,-0.4647898775388213,-0.18943238631291426,-0.10773702499034045,-0.06106431862944645,0.0014,0.01,0.0,0.97,100,13,1,14
205,0.9317035312378735,-4.622737130229849,-1.0589213618988373,-0.4657887703022112,-0.18981295468099943,-0.10797631486157029,-0.06119879674842945,0.001395,0.01,0.0,0.97,100,13,1,14
206,0.9335708404053304,-4.624947544403665,-1.0601486111626612,-0.46652692840522303,-0.1900241347094951,-0.10814779360471023,-0.0613252225291676,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9341533277169335,-4.628598505154517,-1.061955611900505,-0.46737794228027735,-0.19034241063328244,-0.10835680156812848,-0.06144634959593643,0.001383,0.01,0.0,0.97,100,14,1,15
208,0.9341688565460549,-4.632738605594471,-1.0639890575774422,-0.4682593722536947,-0.1907228806063959,-0.10855502375994884,-0.06156326353343163,0.001377,0.01,0.0,0.97,100,13,1,14
209,0.9335883754488405,-4.636935612761659,-1.066117189976463,-0.46918729020679145,-0.19111381902544033,-0.108761283401906,-0.06168328698736772,0.001372,0.01,0.0,0.97,100,13,1,14
210,0.929686716372998,-4.641451241533928,-1.0684002671808976,-0.47019331109978507,-0.19151940656165692,-0.10900272889818306,-0.0618223346445708,0.001366,0.01,0.0,0.97,100,13,1,14
211,0.9347204335245614,-4.645546647439153,-1.0704542512256925,-0.4711050690377899,-0.19187686417472438,-0.10921406697001482,-0.0619462160983227,0.00136,0.01,0.0,0.97,100,13,1,14
212,0.9292597977885233,-4.649992400565601,-1.0726805347807233,-0.4721005896351159,-0.1922765118669194,-0.10944641196464852,-0.062086002396676325,0.001355,0.01,0.0,0.97,100,13,1,14
213,0.932226204297276,-4.654198001127942,-1.0747771951171534,-0.4730252581487382,-0.19264983937763305,-0.1096608460836407,-0.062199513026314386,0.001349,0.01,0.0,0.97,100,13,1,14
214,0.9393080168776371,-4.657811959260257,-1.0765611693737533,-0.4737968074079967,-0.192973215894223,-0.10983334392478238,-0.062288695979835586,0.001344,0.01,0.0,0.97,100,13,1,14
215,0.9333119697761887,-4.661889455083398,-1.0786048980562408,-0.474715578171981,-0.19331989180600279,-0.11005358649184721,-0.0624103288677282,0.001338,0.01,0.0,0.97,100,13,1,14
216,0.9310426620582156,-4.666107639499263,-1.0807379260176044,-0.47562605080046194,-0.19372700930644846,-0.11026352177104633,-0.06252915762625237,0.001333,0.01,0.0,0.97,100,13,1,14
217,0.933317840009296,-4.670237731305788,-1.0828082411832072,-0.47653248941288495,-0.1941013795284484,-0.11046758821860075,-0.0626465272027655,0.001328,0.01,0.0,0.97,100,13,1,14
218,0.9347274712354078,-4.67415955027884,-1.0847720930408031,-0.4773807514161962,-0.19445903387623625,-0.11065737698877906,-0.06275209926976945,0.001322,0.01,0.0,0.97,100,13,1,14
219,0.9296607741696298,-4.678438641519651,-1.0869421170553217,-0.4783419683584708,-0.19486241122100675,-0.11087962156391856,-0.0628790925447881,0.001317,0.01,0.0,0.97,100,13,1,14
220,0.932121968075244,-4.682532591012146,-1.0890035708330699,-0.47924742523110925,-0.19523731891965776,-0.11108180267114307,-0.06301089092949619,0.001312,0.01,0.0,0.97,100,13,1,14
221,0.9380179877279986,-4.686169177328116,-1.0908276221214128,-0.4800343647507043,-0.19556481720170296,-0.11126806073765319,-0.06311819671385824,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.9306756161225804,-4.690314718785435,-1.0928857058763346,-0.48093679018996854,-0.19592754605744628,-0.11148171438423131,-0.0632367788685384,0.001302,0.01,0.0,0.97,100,13,1,14
223,0.9270567845855847,-4.694682880655366,-1.0950911679681077,-0.4819278147663175,-0.19628426156300496,-0.11172174912822222,-0.06336681128554306,0.001297,0.01,0.0,0.97,100,13,1,14
224,0.9366451656479011,-4.698335109804825,-1.0969314583193892,-0.482731064966126,-0.19659081877659118,-0.11189984908444625,-0.06348046674657408,0.001292,0.01,0.0,0.97,100,13,1,14
225,0.9295931636633847,-4.702525469564614,-1.099041679046851,-0.48366584120671413,-0.19695637603467675,-0.11211041348808864,-0.06360444432077324,0.001287,0.01,0.0,0.97,100,13,1,14
226,0.9264910079464659,-4.706979352466526,-1.101298657538449,-0.4846695234708659,-0.19735594725483271,-0.11235021464716415,-0.06373368128853062,0.001282,0.01,0.0,0.97,100,13,1,14
227,0.9317087896422761,-4.711027822782862,-1.1033113763540046,-0.4855526513600108,-0.19770803494078462,-0.11254596449959282,-0.06385415519641278,0.001277,0.01,0.0,0.97,100,13,1,14
228,0.9355154543459545,-4.714716931382909,-1.1051726968497364,-0.48636006313283453,-0.19805459747352205,-0.11273532516109941,-0.0639567563254979,0.001272,0.01,0.0,0.97,100,13,1,14
229,0.9359249056218754,-4.7183472836365645,-1.1069813324430857,-0.48713278893147205,-0.19841309514010896,-0.11291235459549546,-0.06406575445163538,0.001267,0.01,0.0,0.97,100,13,1,14
230,0.9352545855720806,-4.722045510884062,-1.1087992556908794,-0.487931500552279,-0.19872972247316642,-0.11310292386578219,-0.06417459027587473,0.001262,0.01,0.0,0.97,100,13,1,14
231,0.9357319141077515,-4.725712745710401,-1.1106350884917853,-0.48871195153578706,-0.1990818768396166,-0.11328886528050729,-0.06427504003223108,0.001257,0.01,0.0,0.97,100,13,1,14
232,0.9335840855901036,-4.729549846881718,-1.1125511091629274,-0.4895691172737171,-0.19939912329440213,-0.11348983403292165,-0.0643863738933551,0.001253,0.01,0.0,0.97,100,13,1,14
233,0.9350994929124897,-4.733230539531993,-1.114419627291119,-0.49038922681395164,-0.19973786676512736,-0.11367759114588225,-0.06449935574297602,0.001248,0.01,0.0,0.97,100,13,1,14
234,0.9333153119667505,-4.737011258073721,-1.1163046711719278,-0.49122023987810176,-0.2000753740879482,-0.11388660098867477,-0.06460249559869338,0.001243,0.01,0.0,0.97,100,13,1,14
235,0.9325371207230472,-4.740778127962779,-1.118205570807589,-0.492059396891191,-0.200414378165795,-0.11407286816359509,-0.06471274792232608,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9386574268750105,-4.7441457909213405,-1.119846942997973,-0.49275759849378137,-0.20072171242654438,-0.11422960432098946,-0.06480444635878103,0.001234,0.01,0.0,0.97,100,13,1,14
237,0.9290420168067227,-4.748206881135147,-1.1218573833462138,-0.4936226836815244,-0.20108377076207617,-0.1144251772324251,-0.06492214127210308,0.001229,0.01,0.0,0.97,100,13,1,14
238,0.9330022725359818,-4.751969790798899,-1.1237358838496136,-0.4944555033076962,-0.20142333509916524,-0.11461978389704182,-0.06503363019115212,0.001225,0.01,0.0,0.97,100,13,1,14
239,0.9322297727044488,-4.755783501400985,-1.1256699640698145,-0.4953106030385993,-0.20177451010151215,-0.11481371584795641,-0.06514725077684354,0.00122,0.01,0.0,0.97,100,13,1,14
240,0.9319937395870147,-4.759569364504961,-1.1275407044173895,-0.49611842511937754,-0.2021027247211051,-0.11499587452617228,-0.065253413982312,0.001216,0.01,0.0,0.97,100,13,1,14
241,0.9360912981455064,-4.76274986581616,-1.1291248800094305,-0.4968726996697271,-0.20235515879180183,-0.1151648259894485,-0.0653468577012724,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9379817140904042,-4.7660328454876435,-1.1307348226229992,-0.4975822069830885,-0.20263926843013905,-0.11533705450371155,-0.06543873023758016,0.001207,0.01,0.0,0.97,100,13,1,14
243,0.9272754941580291,-4.770074265723416,-1.1327764236641216,-0.4985283810947731,-0.20296452172096835,-0.115556219013162,-0.06556119521790063,0.001203,0.01,0.0,0.97,100,13,1,14
244,0.9325383476856836,-4.7737792506957595,-1.134622464362555,-0.4993500086736398,-0.20329289656584418,-0.11575035234724414,-0.06566409246634816,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9333922381567321,-4.777356246295854,-1.1363579106442152,-0.5001112127746995,-0.20361213704220021,-0.11593658895066582,-0.06576794974191257,0.001194,0.01,0.0,0.97,100,13,1,14
246,0.93711651242415,-4.7806509765404535,-1.1380190356592907,-0.5008375618877313,-0.20391210090259285,-0.11611526730215233,-0.06585449763621462,0.00119,0.01,0.0,0.97,100,13,1,14
247,0.9336059091750375,-4.784202185212608,-1.1397915234537075,-0.5015994869125362,-0.20423822641262068,-0.11629704663902342,-0.06595224713275552,0.001186,0.01,0.0,0.97,100,13,1,14
248,0.9352025553921817,-4.787635544128182,-1.1415093006472372,-0.5023344238911513,-0.20454040046224867,-0.11646075394881589,-0.0660516553654066,0.001181,0.01,0.0,0.97,100,13,1,14
249,0.9334080679973898,-4.785372752213369,-1.1401060980185909,-0.5023160825636518,-0.20430051455411352,-0.11659431621942436,-0.06612492393788331,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.9309730047935414,-4.789107146664728,-1.1420127650879808,-0.5031881065858423,-0.20461520137735692,-0.11680406728001197,-0.06623965600870618,0.001173,0.01,0.0,0.97,100,13,1,14
251,0.9335566155823946,-4.792611340056261,-1.1437251293236304,-0.5039323242132215,-0.20492393500026418,-0.11697236129442844,-0.0663324903748358,0.001169,0.01,0.0,0.97,100,13,1,14
252,0.9350571156194076,-4.79604120942085,-1.1454618639802772,-0.5046896393327256,-0.20525487357831118,-0.11714782397577503,-0.0664338885867386,0.001165,0.01,0.0,0.97,100,13,1,14
253,0.9282310444825072,-4.79984879020408,-1.1473763922203486,-0.5055602962335644,-0.20557868613694466,-0.11733701842315812,-0.06654514216678983,0.001161,0.01,0.0,0.97,100,13,1,14
254,0.9317915396724387,-4.803495740902073,-1.1491834543238133,-0.5063571141936187,-0.20589258265061242,-0.11751365908215944,-0.06665313291548602,0.001157,0.01,0.0,0.97,100,13,1,14
255,0.9282766424815283,-4.807380295386786,-1.151114850175873,-0.5072420868611341,-0.20620857246520283,-0.1177325360846067,-0.06676746807046903,0.001153,0.01,0.0,0.97,100,13,1,14
256,0.93871225925106,-4.806207904349338,-1.1503178532161362,-0.5073706991135947,-0.20606518343797461,-0.11783448553878247,-0.06678275627331906,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9346523992193283,-4.809586900203703,-1.151982549458081,-0.5080984107325581,-0.20635480380463503,-0.11801025499183536,-0.0668748306908842,0.001145,0.01,0.0,0.97,100,13,1,14
258,0.9299300981314693,-4.813295229858864,-1.1537934828868583,-0.5088842001169551,-0.20667601215445158,-0.11818952675498007,-0.06697137521716286,0.001141,0.01,0.0,0.97,100,13,1,14
259,0.9391673946643371,-4.816347806855689,-1.1552971242612207,-0.5095521779867681,-0.2069297718947146,-0.11835779863572085,-0.06704563123857434,0.001137,0.01,0.0,0.97,100,13,1,14
260,0.9296907664776813,-4.820092597782568,-1.1571781756493533,-0.5103883476871922,-0.20725533773979762,-0.11855725056122697,-0.06716667783807032,0.001133,0.01,0.0,0.97,100,13,1,14
261,0.9304384344028221,-4.823715592964246,-1.1589889562223679,-0.5112014592309005,-0.20756529931017564,-0.11875587817197286,-0.067267731218749,0.001129,0.01,0.0,0.97,100,13,1,14
262,0.9272396543883583,-4.827504803227523,-1.1608759361375125,-0.5120627019756708,-0.20788433998168196,-0.11897027566329181,-0.06737934653634596,0.001125,0.01,0.0,0.97,100,13,1,14
263,0.9306276306225596,-4.830617088790094,-1.1624938978679262,-0.5128113889783068,-0.2081744691531578,-0.11915001911235054,-0.0674760227247054,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9398535653291398,-4.833536902607294,-1.1639477725570693,-0.5134357705913153,-0.20844122581723007,-0.11929647417636635,-0.06756279263979399,0.001118,0.01,0.0,0.97,100,13,1,14
265,0.924498221118346,-4.837476193710862,-1.1659112834263494,-0.5143342162574982,-0.20877938241091093,-0.11951285689072644,-0.06767698717728456,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.9341087900162778,-4.8407553171926,-1.1675218721901324,-0.5150431272664509,-0.20905919223442906,-0.11966974781311476,-0.06777544883354793,0.00111,0.01,0.0,0.97,100,13,1,14
267,0.9314482435910291,-4.84427974444989,-1.169308000767244,-0.5158265697707449,-0.20940855281245702,-0.11985636336884715,-0.06788098257762411,0.001107,0.01,0.0,0.97,100,13,1,14
268,0.9337899543378996,-4.84758658106838,-1.1709927011613428,-0.5165881253151764,-0.20970757329211212,-0.12002857953933493,-0.06797875938792639,0.001103,0.01,0.0,0.97,100,13,1,14
269,0.9287948730955884,-4.851140194890101,-1.1727850770137025,-0.5173847195390361,-0.2100286584400223,-0.12021767618138787,-0.06808330034737117,0.001099,0.01,0.0,0.97,100,13,1,14
270,0.9340273106417328,-4.85441209763123,-1.1744410052010406,-0.5181033494389217,-0.21033842367249356,-0.12037711369727411,-0.06818133894066901,0.001096,0.01,0.0,0.97,100,13,1,14
271,0.9294353480223705,-4.857945535790329,-1.1762205901307357,-0.5188854286734796,-0.21066605691604265,-0.12056011323855782,-0.06828205388706152,0.001092,0.01,0.0,0.97,100,13,1,14
272,0.9305293005671078,-4.861392812052212,-1.1779389153489992,-0.51964528362222,-0.21096723528413602,-0.12072722129234607,-0.06837867325017852,0.001088,0.01,0.0,0.97,100,13,1,14
273,0.9365374851920799,-4.864443626820335,-1.1794587270419072,-0.5203179119356612,-0.21122454295684046,-0.12087981825554854,-0.06846382726149472,0.001085,0.01,0.0,0.97,100,13,1,14
274,0.9363536657386315,-4.867512636566797,-1.1809805785861964,-0.5209625894359705,-0.21150627161899183,-0.12102598043043286,-0.06855125894072978,0.001081,0.01,0.0,0.97,100,13,1,14
275,0.9285448958227805,-4.871040875397353,-1.1827264057735236,-0.5217568540565798,-0.21179888825423038,-0.12121563662137395,-0.06865241669620617,0.001078,0.01,0.0,0.97,100,13,1,14
276,0.9282772763182223,-4.874604267022874,-1.1845149039060847,-0.5225311981794232,-0.21212678660809994,-0.12140070138458453,-0.06875507763670421,0.001074,0.01,0.0,0.97,100,13,1,14
277,0.9337101400371183,-4.877805427079303,-1.1861125157791905,-0.5232201171877996,-0.2124194607929749,-0.12156431155085674,-0.06884872387108228,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9295132698711696,-4.880655489815808,-1.1875131457140393,-0.5239272422161629,-0.21263947985704842,-0.12173014690227174,-0.0689414287459725,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.9387724121645554,-4.8835186559609145,-1.188948836109801,-0.5245407363254969,-0.21290663856765,-0.12186921365933256,-0.06901663939312448,0.001064,0.01,0.0,0.97,100,13,1,14
280,0.9338599544785112,-4.8866905603057935,-1.1905162754608254,-0.5252140865397218,-0.21318439413733914,-0.12201422182332385,-0.06910109072105425,0.001061,0.01,0.0,0.97,100,13,1,14
281,0.9297639801528765,-4.890101286833271,-1.1922449486823765,-0.5259702666792528,-0.21350439804670882,-0.12218620357320488,-0.06920130073068027,0.001057,0.01,0.0,0.97,100,13,1,14
282,0.9360503365327846,-4.8930995324034265,-1.1937379096704022,-0.5266406235918776,-0.21376351787783623,-0.12234118271825692,-0.06928027587661499,0.001054,0.01,0.0,0.97,100,13,1,14
283,0.9347441179474957,-4.896135355383249,-1.1952271731986388,-0.5272786524907362,-0.21403241776755402,-0.12248932460671118,-0.06935971096408716,0.001051,0.01,0.0,0.97,100,13,1,14
284,0.9305370429735612,-4.8994428083943955,-1.196877444779124,-0.5280039430323324,-0.21432355153756388,-0.1226571651989553,-0.06945185774233478,0.001047,0.01,0.0,0.97,100,13,1,14
285,0.9308289111305166,-4.902735338962079,-1.1984997154310477,-0.5287070586792245,-0.2146058481653889,-0.1228163024532109,-0.0695465681433864,0.001044,0.01,0.0,0.97,100,13,1,14
286,0.9356228211316707,-4.905578585370843,-1.1999219583429575,-0.5293777191390981,-0.21482617310325,-0.12297895248834799,-0.06962294521996681,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.9277260135985897,-4.909051831385815,-1.2016162156294155,-0.5301269688800294,-0.2151052935881078,-0.1231412988137009,-0.06972593199286982,0.001037,0.01,0.0,0.97,100,13,1,14
288,0.939368134207613,-4.911739621290217,-1.2029472109987842,-0.5306989925164516,-0.2153584424826542,-0.1232775392392297,-0.06980149288235031,0.001034,0.01,0.0,0.97,100,13,1,14
289,0.9345752007256358,-4.914772425190425,-1.2044535980468003,-0.5313586588579261,-0.2156239120166961,-0.1234292954767657,-0.06988361083697528,0.001031,0.01,0.0,0.97,100,13,1,14
